  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.036 0.3457602E+05 0.7157124E+12 0.6136660E+12 0.6531019E+12
   0.037 0.3950187E+05 0.7451160E+12 0.6383265E+12 0.6790805E+12
   0.038 0.4497534E+05 0.7748105E+12 0.6631883E+12 0.7059167E+12
   0.039 0.5103469E+05 0.8052441E+12 0.6882767E+12 0.7329585E+12
   0.040 0.5772317E+05 0.8361865E+12 0.7143652E+12 0.7597271E+12
   0.041 0.6513991E+05 0.8676807E+12 0.7402450E+12 0.7877574E+12
   0.042 0.7330149E+05 0.8992895E+12 0.7667934E+12 0.8162833E+12
   0.043 0.8223951E+05 0.9316082E+12 0.7930987E+12 0.8454697E+12
   0.044 0.9202783E+05 0.9640050E+12 0.8199623E+12 0.8752053E+12
   0.045 0.1027522E+06 0.9972923E+12 0.8477582E+12 0.9044900E+12
   0.046 0.1144760E+06 0.1030794E+13 0.8756984E+12 0.9347609E+12
   0.047 0.1272133E+06 0.1065092E+13 0.9044535E+12 0.9643270E+12
   0.048 0.1411113E+06 0.1099461E+13 0.9331918E+12 0.9953878E+12
   0.049 0.1561940E+06 0.1134303E+13 0.9620099E+12 0.1027005E+13
   0.050 0.1725260E+06 0.1168944E+13 0.9918344E+12 0.1058866E+13
   0.051 0.1901984E+06 0.1205041E+13 0.1021129E+13 0.1090918E+13
   0.052 0.2093073E+06 0.1241443E+13 0.1050238E+13 0.1124012E+13
   0.053 0.2299423E+06 0.1277481E+13 0.1080816E+13 0.1157346E+13
   0.054 0.2521547E+06 0.1313824E+13 0.1111813E+13 0.1191057E+13
   0.055 0.2760702E+06 0.1350788E+13 0.1142845E+13 0.1225293E+13
   0.056 0.3018041E+06 0.1388450E+13 0.1174357E+13 0.1259609E+13
   0.057 0.3293452E+06 0.1427041E+13 0.1206555E+13 0.1293202E+13
   0.058 0.3589513E+06 0.1464604E+13 0.1239206E+13 0.1328590E+13
   0.059 0.3906669E+06 0.1503094E+13 0.1272080E+13 0.1363892E+13
   0.060 0.4245663E+06 0.1542343E+13 0.1304941E+13 0.1399650E+13
   0.061 0.4607718E+06 0.1581166E+13 0.1338265E+13 0.1436264E+13
   0.062 0.4994509E+06 0.1621553E+13 0.1371345E+13 0.1472549E+13
   0.063 0.5407267E+06 0.1661818E+13 0.1405362E+13 0.1509430E+13
   0.064 0.5845910E+06 0.1702535E+13 0.1439496E+13 0.1546641E+13
   0.065 0.6312749E+06 0.1743268E+13 0.1474104E+13 0.1584437E+13
   0.066 0.6808890E+06 0.1784631E+13 0.1508950E+13 0.1622389E+13
   0.067 0.7335172E+06 0.1826671E+13 0.1542941E+13 0.1661249E+13
   0.068 0.7894012E+06 0.1868719E+13 0.1578381E+13 0.1699918E+13
   0.069 0.8486720E+06 0.1911546E+13 0.1614107E+13 0.1738564E+13
   0.070 0.9114020E+06 0.1954432E+13 0.1650085E+13 0.1777897E+13
   0.071 0.9778879E+06 0.1997749E+13 0.1685743E+13 0.1818090E+13
   0.072 0.1048075E+07 0.2041693E+13 0.1721658E+13 0.1858457E+13
   0.073 0.1122344E+07 0.2085910E+13 0.1757583E+13 0.1899463E+13
   0.074 0.1200673E+07 0.2130235E+13 0.1794666E+13 0.1940237E+13
   0.075 0.1283074E+07 0.2173955E+13 0.1831617E+13 0.1982521E+13
   0.076 0.1370256E+07 0.2218963E+13 0.1869303E+13 0.2024069E+13
   0.077 0.1462295E+07 0.2265066E+13 0.1907298E+13 0.2065203E+13
   0.078 0.1559001E+07 0.2310966E+13 0.1945655E+13 0.2107074E+13
   0.079 0.1660737E+07 0.2357023E+13 0.1984205E+13 0.2149548E+13
   0.080 0.1767715E+07 0.2403129E+13 0.2023202E+13 0.2192477E+13
   0.081 0.1880139E+07 0.2449837E+13 0.2062346E+13 0.2235619E+13
   0.082 0.1998212E+07 0.2496875E+13 0.2101779E+13 0.2279090E+13
   0.083 0.2122146E+07 0.2544241E+13 0.2141502E+13 0.2322889E+13
   0.084 0.2252361E+07 0.2592051E+13 0.2181360E+13 0.2367080E+13
   0.085 0.2388762E+07 0.2639890E+13 0.2221750E+13 0.2411659E+13
   0.086 0.2531658E+07 0.2688233E+13 0.2262344E+13 0.2456451E+13
   0.087 0.2681649E+07 0.2737178E+13 0.2303540E+13 0.2501331E+13
   0.088 0.2838365E+07 0.2786206E+13 0.2344677E+13 0.2546787E+13
   0.089 0.3002345E+07 0.2835532E+13 0.2386144E+13 0.2592545E+13
   0.090 0.3173956E+07 0.2885243E+13 0.2427700E+13 0.2638805E+13
   0.091 0.3353645E+07 0.2935078E+13 0.2470352E+13 0.2684747E+13
   0.092 0.3541359E+07 0.2985329E+13 0.2512327E+13 0.2731939E+13
   0.093 0.3737303E+07 0.3036403E+13 0.2554732E+13 0.2778736E+13
   0.094 0.3941705E+07 0.3087354E+13 0.2597630E+13 0.2826116E+13
   0.095 0.4155002E+07 0.3138621E+13 0.2640812E+13 0.2873815E+13
   0.096 0.4377493E+07 0.3190204E+13 0.2684276E+13 0.2921834E+13
   0.097 0.4609489E+07 0.3242104E+13 0.2728024E+13 0.2970176E+13
   0.098 0.4851304E+07 0.3294320E+13 0.2772055E+13 0.3018838E+13
   0.099 0.5103258E+07 0.3346851E+13 0.2816369E+13 0.3067822E+13
   0.100 0.5365680E+07 0.3399695E+13 0.2860967E+13 0.3117129E+13
   0.101 0.5638909E+07 0.3452852E+13 0.2905849E+13 0.3166757E+13
   0.102 0.5923882E+07 0.3506206E+13 0.2950501E+13 0.3217376E+13
   0.103 0.6219602E+07 0.3559939E+13 0.2995894E+13 0.3267648E+13
   0.104 0.6527408E+07 0.3614021E+13 0.3041605E+13 0.3318280E+13
   0.105 0.6847210E+07 0.3668370E+13 0.3087566E+13 0.3369196E+13
   0.106 0.7179886E+07 0.3723070E+13 0.3133849E+13 0.3420473E+13
   0.107 0.7525568E+07 0.3777251E+13 0.3180633E+13 0.3472600E+13
   0.108 0.7884439E+07 0.3832496E+13 0.3227464E+13 0.3524506E+13
   0.109 0.8257122E+07 0.3888044E+13 0.3274582E+13 0.3576732E+13
   0.110 0.8644046E+07 0.3943897E+13 0.3321986E+13 0.3629282E+13
   0.111 0.9046379E+07 0.4000750E+13 0.3369509E+13 0.3681669E+13
   0.112 0.9463434E+07 0.4057340E+13 0.3417702E+13 0.3734574E+13
   0.113 0.9896904E+07 0.4115212E+13 0.3466056E+13 0.3787027E+13
   0.114 0.1034551E+08 0.4172378E+13 0.3514623E+13 0.3840799E+13
   0.115 0.1081063E+08 0.4229848E+13 0.3563476E+13 0.3894890E+13
   0.116 0.1129285E+08 0.4287603E+13 0.3612587E+13 0.3949359E+13
   0.117 0.1179252E+08 0.4345684E+13 0.3662007E+13 0.4004092E+13
   0.118 0.1231022E+08 0.4404072E+13 0.3711710E+13 0.4059142E+13
   0.119 0.1284647E+08 0.4462767E+13 0.3761695E+13 0.4114510E+13
   0.120 0.1340180E+08 0.4521767E+13 0.3811959E+13 0.4170194E+13
   0.121 0.1397677E+08 0.4581073E+13 0.3862501E+13 0.4226196E+13
   0.122 0.1457187E+08 0.4640677E+13 0.3913314E+13 0.4282507E+13
   0.123 0.1518779E+08 0.4700588E+13 0.3964409E+13 0.4339138E+13
   0.124 0.1582499E+08 0.4760796E+13 0.4015775E+13 0.4396077E+13
   0.125 0.1648418E+08 0.4821310E+13 0.4067419E+13 0.4453335E+13
   0.126 0.1716659E+08 0.4882168E+13 0.4119312E+13 0.4511027E+13
   0.127 0.1787152E+08 0.4943280E+13 0.4171493E+13 0.4568914E+13
   0.128 0.1860082E+08 0.5004738E+13 0.4223983E+13 0.4627160E+13
   0.129 0.1935399E+08 0.5066442E+13 0.4276695E+13 0.4685670E+13
   0.130 0.2013287E+08 0.5128489E+13 0.4329711E+13 0.4744534E+13
   0.131 0.2093689E+08 0.5190776E+13 0.4382945E+13 0.4803657E+13
   0.132 0.2176799E+08 0.5253399E+13 0.4436483E+13 0.4863132E+13
   0.133 0.2262630E+08 0.5316309E+13 0.4490282E+13 0.4922913E+13
   0.134 0.2351248E+08 0.5379499E+13 0.4544338E+13 0.4982995E+13
   0.135 0.2442698E+08 0.5443100E+13 0.4598772E+13 0.5043122E+13
   0.136 0.2537105E+08 0.5506843E+13 0.4653344E+13 0.5103790E+13
   0.137 0.2634517E+08 0.5570855E+13 0.4708169E+13 0.5164750E+13
   0.138 0.2735011E+08 0.5635136E+13 0.4763243E+13 0.5226001E+13
   0.139 0.2838663E+08 0.5699678E+13 0.4818566E+13 0.5287540E+13
   0.140 0.2945549E+08 0.5764478E+13 0.4874134E+13 0.5349364E+13
   0.141 0.3055755E+08 0.5829535E+13 0.4929946E+13 0.5411475E+13
   0.142 0.3169726E+08 0.5896351E+13 0.4984665E+13 0.5473961E+13
   0.143 0.3286846E+08 0.5961964E+13 0.5040922E+13 0.5536642E+13
   0.144 0.3407519E+08 0.6027817E+13 0.5097409E+13 0.5599594E+13
   0.145 0.3531836E+08 0.6093913E+13 0.5154124E+13 0.5662813E+13
   0.146 0.3659885E+08 0.6160251E+13 0.5211064E+13 0.5726299E+13
   0.147 0.3791755E+08 0.6226830E+13 0.5268225E+13 0.5790050E+13
   0.148 0.3927535E+08 0.6293647E+13 0.5325604E+13 0.5854064E+13
   0.149 0.4067315E+08 0.6360696E+13 0.5383197E+13 0.5918337E+13
   0.150 0.4211186E+08 0.6427975E+13 0.5441002E+13 0.5982866E+13
   0.151 0.4359239E+08 0.6495477E+13 0.5499012E+13 0.6047650E+13
   0.152 0.4511571E+08 0.6563201E+13 0.5557226E+13 0.6112687E+13
   0.153 0.4668275E+08 0.6631142E+13 0.5615640E+13 0.6177972E+13
   0.154 0.4829450E+08 0.6699297E+13 0.5674250E+13 0.6243501E+13
   0.155 0.4995484E+08 0.6768849E+13 0.5731867E+13 0.6309401E+13
   0.156 0.5165923E+08 0.6837452E+13 0.5790841E+13 0.6375415E+13
   0.157 0.5341127E+08 0.6906253E+13 0.5850002E+13 0.6441663E+13
   0.158 0.5521202E+08 0.6975249E+13 0.5909348E+13 0.6508140E+13
   0.159 0.5706251E+08 0.7044439E+13 0.5968875E+13 0.6574843E+13
   0.160 0.5896381E+08 0.7113817E+13 0.6028581E+13 0.6641768E+13
   0.161 0.6091696E+08 0.7183381E+13 0.6088461E+13 0.6708910E+13
   0.162 0.6292304E+08 0.7253125E+13 0.6148510E+13 0.6776267E+13
   0.163 0.6498314E+08 0.7323046E+13 0.6208727E+13 0.6843836E+13
   0.164 0.6709836E+08 0.7393140E+13 0.6269107E+13 0.6911612E+13
   0.165 0.6926982E+08 0.7463402E+13 0.6329647E+13 0.6979591E+13
   0.166 0.7149864E+08 0.7533831E+13 0.6390344E+13 0.7047770E+13
   0.167 0.7378596E+08 0.7604423E+13 0.6451193E+13 0.7116143E+13
   0.168 0.7613424E+08 0.7675215E+13 0.6512223E+13 0.7184742E+13
   0.169 0.7854344E+08 0.7746166E+13 0.6573401E+13 0.7253525E+13
   0.170 0.8101474E+08 0.7817272E+13 0.6634722E+13 0.7322489E+13
   0.171 0.8354936E+08 0.7888531E+13 0.6696186E+13 0.7391628E+13
   0.172 0.8614850E+08 0.7959940E+13 0.6757789E+13 0.7460938E+13
   0.173 0.8881351E+08 0.8031498E+13 0.6819531E+13 0.7530418E+13
   0.174 0.9154550E+08 0.8103198E+13 0.6881405E+13 0.7600059E+13
   0.175 0.9434573E+08 0.8175036E+13 0.6943409E+13 0.7669859E+13
   0.176 0.9721546E+08 0.8247010E+13 0.7005541E+13 0.7739811E+13
   0.177 0.1001560E+09 0.8319114E+13 0.7067796E+13 0.7809914E+13
   0.178 0.1031685E+09 0.8391348E+13 0.7130170E+13 0.7880162E+13
   0.179 0.1062675E+09 0.8461674E+13 0.7192704E+13 0.7953056E+13
   0.180 0.1094290E+09 0.8534126E+13 0.7255308E+13 0.8023638E+13
   0.181 0.1126664E+09 0.8606693E+13 0.7318019E+13 0.8094353E+13
   0.182 0.1159812E+09 0.8679375E+13 0.7380838E+13 0.8165198E+13
   0.183 0.1193748E+09 0.8752168E+13 0.7443759E+13 0.8236167E+13
   0.184 0.1228485E+09 0.8825069E+13 0.7506781E+13 0.8307258E+13
   0.185 0.1264037E+09 0.8898073E+13 0.7569900E+13 0.8378465E+13
   0.186 0.1300418E+09 0.8971176E+13 0.7633112E+13 0.8449787E+13
   0.187 0.1337642E+09 0.9044376E+13 0.7696415E+13 0.8521218E+13
   0.188 0.1375724E+09 0.9117669E+13 0.7759806E+13 0.8592755E+13
   0.189 0.1414678E+09 0.9191051E+13 0.7823282E+13 0.8664393E+13
   0.190 0.1454532E+09 0.9264544E+13 0.7886858E+13 0.8736150E+13
   0.191 0.1495287E+09 0.9338118E+13 0.7950512E+13 0.8807998E+13
   0.192 0.1536960E+09 0.9411771E+13 0.8014244E+13 0.8879937E+13
   0.193 0.1579564E+09 0.9485502E+13 0.8078050E+13 0.8951963E+13
   0.194 0.1623117E+09 0.9559305E+13 0.8141929E+13 0.9024072E+13
   0.195 0.1667633E+09 0.9633178E+13 0.8205878E+13 0.9096262E+13
   0.196 0.1713128E+09 0.9707118E+13 0.8269893E+13 0.9168528E+13
   0.197 0.1759617E+09 0.9781121E+13 0.8333973E+13 0.9240867E+13
   0.198 0.1807117E+09 0.9855184E+13 0.8398114E+13 0.9313277E+13
   0.199 0.1855644E+09 0.9929306E+13 0.8462315E+13 0.9385753E+13
   0.200 0.1905214E+09 0.1000348E+14 0.8526574E+13 0.9458290E+13
