  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.000 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
   0.001 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
   0.002 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
   0.003 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
   0.004 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
   0.005 0.5189088E+01 0.1005248E+12 0.5650195E+11 0.8689137E+11
   0.006 0.6221539E+01 0.9566196E+11 0.7687000E+11 0.7866091E+11
   0.007 0.1129154E+02 0.1055957E+12 0.8862716E+11 0.8118164E+11
   0.008 0.1725891E+02 0.1153306E+12 0.7909127E+11 0.9653343E+11
   0.009 0.2298316E+02 0.1084131E+12 0.8491328E+11 0.1106812E+12
   0.010 0.2382501E+02 0.1117598E+12 0.8581107E+11 0.1088564E+12
   0.011 0.3955627E+02 0.1103844E+12 0.9754049E+11 0.1273198E+12
   0.012 0.5924593E+02 0.1235840E+12 0.9291370E+11 0.1411673E+12
   0.013 0.7337648E+02 0.1126573E+12 0.1095305E+12 0.1532611E+12
   0.014 0.1027049E+03 0.1154580E+12 0.1263411E+12 0.1601196E+12
   0.015 0.1364629E+03 0.1380271E+12 0.1301160E+12 0.1573683E+12
   0.016 0.1451398E+03 0.1384557E+12 0.1302243E+12 0.1615137E+12
   0.017 0.1858534E+03 0.1469355E+12 0.1408418E+12 0.1602956E+12
   0.018 0.2118182E+03 0.1590562E+12 0.1430915E+12 0.1559466E+12
   0.019 0.2200579E+03 0.1575088E+12 0.1479747E+12 0.1568870E+12
   0.020 0.3510865E+03 0.1767674E+12 0.1586958E+12 0.1530819E+12
   0.021 0.3722674E+03 0.1789800E+12 0.1674866E+12 0.1530036E+12
   0.022 0.5437681E+03 0.1830973E+12 0.1701144E+12 0.1736855E+12
   0.023 0.7200430E+03 0.1776132E+12 0.1889591E+12 0.1927720E+12
   0.024 0.9054460E+03 0.2080823E+12 0.1843771E+12 0.1886668E+12
   0.025 0.1167314E+04 0.2074460E+12 0.1841146E+12 0.2203395E+12
   0.026 0.1291273E+04 0.2082041E+12 0.1989808E+12 0.2190233E+12
   0.027 0.1332928E+04 0.2074063E+12 0.1985876E+12 0.2246185E+12
   0.028 0.1380480E+04 0.2068386E+12 0.2057600E+12 0.2235146E+12
   0.029 0.1757511E+04 0.2193419E+12 0.2133476E+12 0.2310674E+12
   0.030 0.2052736E+04 0.2366974E+12 0.2180186E+12 0.2284190E+12
   0.031 0.2056665E+04 0.2369269E+12 0.2181789E+12 0.2284915E+12
   0.032 0.2123182E+04 0.2376614E+12 0.2213249E+12 0.2316368E+12
   0.033 0.2329666E+04 0.2358912E+12 0.2314369E+12 0.2356638E+12
   0.034 0.2708868E+04 0.2484575E+12 0.2359726E+12 0.2343166E+12
   0.035 0.3022609E+04 0.2576950E+12 0.2455223E+12 0.2335724E+12
   0.036 0.3322455E+04 0.2624307E+12 0.2473902E+12 0.2411500E+12
   0.037 0.3691105E+04 0.2633365E+12 0.2476330E+12 0.2598423E+12
   0.038 0.3739941E+04 0.2634437E+12 0.2484017E+12 0.2615262E+12
   0.039 0.4521618E+04 0.2637325E+12 0.2584119E+12 0.2744168E+12
   0.040 0.5800600E+04 0.2660839E+12 0.2556943E+12 0.3044542E+12
   0.041 0.6313195E+04 0.2666350E+12 0.2666075E+12 0.3131600E+12
   0.042 0.6422960E+04 0.2695963E+12 0.2665620E+12 0.3157935E+12
   0.043 0.7227223E+04 0.2690091E+12 0.2807369E+12 0.3149290E+12
   0.044 0.8512006E+04 0.2791446E+12 0.2924327E+12 0.3143680E+12
   0.045 0.9325052E+04 0.2789418E+12 0.2916214E+12 0.3296775E+12
   0.046 0.9368684E+04 0.2794057E+12 0.2922259E+12 0.3302255E+12
   0.047 0.1156727E+05 0.2846746E+12 0.2934149E+12 0.3594021E+12
   0.048 0.1168022E+05 0.2869238E+12 0.2941038E+12 0.3602626E+12
   0.049 0.1230686E+05 0.2906808E+12 0.3012191E+12 0.3603304E+12
   0.050 0.1414542E+05 0.3097897E+12 0.3016254E+12 0.3673538E+12
   0.051 0.1672903E+05 0.3151726E+12 0.3187982E+12 0.3801468E+12
   0.052 0.1876570E+05 0.3208722E+12 0.3414941E+12 0.3813863E+12
   0.053 0.2027401E+05 0.3351886E+12 0.3443244E+12 0.3830514E+12
   0.054 0.2144448E+05 0.3478151E+12 0.3442582E+12 0.3831263E+12
   0.055 0.2306588E+05 0.3587217E+12 0.3500717E+12 0.3831727E+12
   0.056 0.2337126E+05 0.3614561E+12 0.3508122E+12 0.3843496E+12
   0.057 0.2575286E+05 0.3615254E+12 0.3504205E+12 0.4032232E+12
   0.058 0.2765491E+05 0.3813372E+12 0.3502347E+12 0.4046621E+12
   0.059 0.2861324E+05 0.3913962E+12 0.3499544E+12 0.4100670E+12
   0.060 0.2881890E+05 0.3928501E+12 0.3508318E+12 0.4111041E+12
   0.061 0.3072078E+05 0.4082743E+12 0.3540548E+12 0.4106418E+12
   0.062 0.3313206E+05 0.4126224E+12 0.3660858E+12 0.4207695E+12
   0.063 0.3438705E+05 0.4198447E+12 0.3687049E+12 0.4257387E+12
   0.064 0.3462046E+05 0.4213616E+12 0.3696428E+12 0.4268699E+12
   0.065 0.3570744E+05 0.4285492E+12 0.3706697E+12 0.4274643E+12
   0.066 0.3605993E+05 0.4314304E+12 0.3714197E+12 0.4289591E+12
   0.067 0.3906713E+05 0.4357192E+12 0.3874998E+12 0.4290601E+12
   0.068 0.3961772E+05 0.4391420E+12 0.3883019E+12 0.4308036E+12
   0.069 0.4062025E+05 0.4400775E+12 0.3906378E+12 0.4373456E+12
   0.070 0.4088471E+05 0.4416069E+12 0.3916284E+12 0.4385052E+12
   0.071 0.4259158E+05 0.4464628E+12 0.4015658E+12 0.4386087E+12
   0.072 0.4477878E+05 0.4474986E+12 0.4103394E+12 0.4391751E+12
   0.073 0.4721964E+05 0.4513741E+12 0.4229102E+12 0.4391841E+12
   0.074 0.4753827E+05 0.4529012E+12 0.4241895E+12 0.4402685E+12
   0.075 0.5554840E+05 0.4705368E+12 0.4358371E+12 0.4393947E+12
   0.076 0.5594414E+05 0.4721860E+12 0.4372178E+12 0.4404335E+12
   0.077 0.5824449E+05 0.4726437E+12 0.4422611E+12 0.4514921E+12
   0.078 0.5943880E+05 0.4739593E+12 0.4438138E+12 0.4558564E+12
   0.079 0.5985410E+05 0.4755264E+12 0.4451835E+12 0.4570226E+12
   0.080 0.6119463E+05 0.4802645E+12 0.4463084E+12 0.4582591E+12
   0.081 0.6163065E+05 0.4818976E+12 0.4476412E+12 0.4594051E+12
   0.082 0.6206248E+05 0.4835142E+12 0.4489605E+12 0.4605397E+12
   0.083 0.6249009E+05 0.4851142E+12 0.4502661E+12 0.4616629E+12
   0.084 0.6473848E+05 0.4890248E+12 0.4551555E+12 0.4651640E+12
   0.085 0.6629623E+05 0.4932363E+12 0.4569994E+12 0.4667433E+12
