  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.002   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.003   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.004   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.005   0.000   2.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.006   0.000   1.818   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.007   0.001   1.601   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.008   0.001   1.911   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.009   0.001   1.946   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.010   0.002   1.948   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.011   0.002   1.974   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.012   0.003   1.920   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.013   0.004   1.963   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.014   0.006   2.019   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.015   0.007   2.024   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.016   0.008   2.045   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.017   0.009   2.072   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.018   0.010   2.140   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.019   0.011   2.137   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.020   0.012   2.176   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.021   0.013   2.177   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.022   0.014   2.176   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.023   0.016   2.219   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.024   0.018   2.229   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.025   0.019   2.222   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.026   0.021   2.219   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.027   0.022   2.222   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.028   0.023   2.214   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.029   0.025   2.245   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.030   0.026   2.244   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.031   0.027   2.244   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.032   0.028   2.253   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.033   0.030   2.248   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.034   0.031   2.248   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.035   0.033   2.250   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.036   0.034   2.287   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.037   0.036   2.286   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.038   0.037   2.285   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.039   0.039   2.291   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.040   0.041   2.296   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.041   0.042   2.291   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.042   0.044   2.307   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.043   0.045   2.314   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.044   0.047   2.313   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.045   0.049   2.310   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.046   0.050   2.328   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.047   0.052   2.330   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.048   0.053   2.329   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.049   0.055   2.328   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.050   0.057   2.325   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.051   0.059   2.324   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.052   0.061   2.323   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.053   0.063   2.409   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.054   0.065   2.487   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.055   0.067   2.509   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.056   0.069   2.508   0.000   0.000   0.000   0.000   0.000   0.000   0.000
