  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.087   0.865   3.365   0.769   0.002   0.030   0.199   0.000   0.158   0.000
   0.088   0.863   3.371   0.768   0.002   0.030   0.200   0.000   0.160   0.000
   0.089   0.860   3.377   0.766   0.002   0.031   0.201   0.000   0.163   0.000
   0.090   0.858   3.385   0.764   0.002   0.031   0.202   0.000   0.166   0.000
   0.091   0.855   3.393   0.763   0.002   0.031   0.204   0.000   0.168   0.000
   0.092   0.853   3.400   0.761   0.002   0.032   0.205   0.000   0.171   0.000
   0.093   0.850   3.401   0.760   0.002   0.032   0.206   0.000   0.174   0.000
   0.094   0.848   3.411   0.758   0.003   0.032   0.207   0.000   0.177   0.000
   0.095   0.846   3.417   0.757   0.003   0.033   0.208   0.000   0.179   0.000
   0.096   0.843   3.417   0.755   0.003   0.033   0.209   0.000   0.182   0.000
   0.097   0.841   3.415   0.754   0.003   0.033   0.210   0.000   0.185   0.000
   0.098   0.838   3.433   0.752   0.003   0.034   0.211   0.000   0.188   0.000
   0.099   0.836   3.440   0.750   0.003   0.034   0.212   0.000   0.191   0.000
   0.100   0.833   3.455   0.749   0.003   0.034   0.213   0.000   0.193   0.000
   0.101   0.831   3.467   0.747   0.004   0.035   0.214   0.000   0.196   0.000
   0.102   0.828   3.480   0.746   0.004   0.035   0.215   0.000   0.199   0.000
   0.103   0.825   3.488   0.744   0.004   0.036   0.216   0.000   0.202   0.000
   0.104   0.823   3.490   0.742   0.004   0.036   0.217   0.000   0.205   0.000
   0.105   0.820   3.498   0.741   0.004   0.036   0.218   0.000   0.208   0.000
   0.106   0.818   3.500   0.739   0.004   0.037   0.219   0.000   0.211   0.000
   0.107   0.815   3.516   0.738   0.005   0.037   0.220   0.000   0.214   0.000
   0.108   0.812   3.530   0.736   0.005   0.038   0.221   0.000   0.217   0.000
   0.109   0.810   3.538   0.735   0.005   0.038   0.222   0.000   0.220   0.000
   0.110   0.807   3.539   0.733   0.005   0.038   0.223   0.000   0.223   0.000
   0.111   0.804   3.548   0.731   0.005   0.039   0.224   0.000   0.226   0.000
   0.112   0.802   3.572   0.730   0.006   0.039   0.225   0.000   0.229   0.000
   0.113   0.799   3.592   0.728   0.006   0.040   0.226   0.000   0.232   0.000
   0.114   0.796   3.597   0.726   0.006   0.040   0.227   0.000   0.235   0.000
   0.115   0.793   3.593   0.725   0.006   0.041   0.227   0.000   0.238   0.000
   0.116   0.790   3.589   0.723   0.007   0.041   0.228   0.000   0.241   0.000
   0.117   0.788   3.608   0.721   0.007   0.041   0.229   0.000   0.244   0.000
   0.118   0.785   3.617   0.720   0.007   0.042   0.230   0.000   0.247   0.000
   0.119   0.782   3.620   0.718   0.007   0.042   0.230   0.000   0.250   0.000
   0.120   0.779   3.621   0.716   0.008   0.043   0.231   0.000   0.253   0.000
   0.121   0.776   3.640   0.715   0.008   0.043   0.232   0.000   0.256   0.000
   0.122   0.774   3.650   0.713   0.008   0.044   0.232   0.000   0.259   0.000
   0.123   0.771   3.654   0.711   0.008   0.044   0.233   0.000   0.263   0.000
   0.124   0.768   3.657   0.709   0.008   0.044   0.233   0.000   0.266   0.000
   0.125   0.765   3.658   0.707   0.009   0.045   0.234   0.000   0.269   0.000
   0.126   0.762   3.647   0.705   0.009   0.045   0.235   0.000   0.272   0.000
   0.127   0.759   3.661   0.704   0.009   0.046   0.235   0.000   0.275   0.000
   0.128   0.756   3.666   0.702   0.009   0.046   0.236   0.000   0.279   0.000
   0.129   0.753   3.668   0.700   0.009   0.047   0.236   0.000   0.282   0.000
   0.130   0.751   3.660   0.698   0.010   0.047   0.236   0.000   0.285   0.000
   0.131   0.748   3.661   0.696   0.010   0.048   0.237   0.000   0.288   0.000
   0.132   0.745   3.659   0.694   0.010   0.048   0.237   0.000   0.291   0.000
   0.133   0.742   3.654   0.692   0.010   0.048   0.237   0.000   0.295   0.000
   0.134   0.739   3.664   0.690   0.010   0.049   0.237   0.000   0.298   0.000
   0.135   0.736   3.665   0.687   0.011   0.049   0.238   0.000   0.301   0.000
   0.136   0.733   3.674   0.685   0.011   0.050   0.238   0.000   0.304   0.000
   0.137   0.730   3.674   0.683   0.011   0.050   0.238   0.000   0.308   0.000
   0.138   0.727   3.680   0.681   0.011   0.051   0.238   0.000   0.311   0.000
   0.139   0.724   3.685   0.679   0.012   0.051   0.238   0.000   0.314   0.000
   0.140   0.721   3.694   0.676   0.012   0.051   0.238   0.000   0.317   0.000
   0.141   0.718   3.702   0.674   0.012   0.052   0.238   0.000   0.321   0.000
   0.142   0.715   3.706   0.671   0.012   0.052   0.238   0.000   0.324   0.000
   0.143   0.712   3.709   0.669   0.012   0.053   0.238   0.000   0.327   0.000
   0.144   0.709   3.726   0.667   0.013   0.053   0.238   0.000   0.330   0.000
   0.145   0.706   3.732   0.664   0.013   0.053   0.238   0.000   0.334   0.000
   0.146   0.703   3.734   0.662   0.013   0.054   0.238   0.000   0.337   0.000
   0.147   0.700   3.736   0.659   0.013   0.054   0.238   0.000   0.340   0.000
   0.148   0.697   3.730   0.657   0.013   0.055   0.238   0.000   0.344   0.000
   0.149   0.694   3.728   0.654   0.013   0.055   0.237   0.000   0.347   0.000
   0.150   0.691   3.733   0.652   0.014   0.055   0.237   0.000   0.350   0.000
   0.151   0.688   3.733   0.649   0.014   0.056   0.237   0.000   0.353   0.000
   0.152   0.685   3.735   0.647   0.014   0.056   0.236   0.000   0.357   0.000
   0.153   0.682   3.736   0.644   0.014   0.056   0.236   0.000   0.360   0.000
   0.154   0.679   3.736   0.642   0.014   0.057   0.236   0.000   0.363   0.000
   0.155   0.675   3.728   0.639   0.014   0.057   0.235   0.000   0.366   0.000
   0.156   0.672   3.728   0.636   0.015   0.057   0.235   0.000   0.370   0.000
   0.157   0.669   3.729   0.634   0.015   0.058   0.234   0.000   0.373   0.000
   0.158   0.666   3.731   0.631   0.015   0.058   0.234   0.000   0.376   0.000
   0.159   0.663   3.743   0.628   0.015   0.058   0.233   0.000   0.379   0.000
   0.160   0.660   3.744   0.625   0.015   0.059   0.233   0.000   0.383   0.000
   0.161   0.657   3.749   0.623   0.016   0.059   0.232   0.000   0.386   0.000
   0.162   0.654   3.751   0.620   0.016   0.059   0.232   0.000   0.389   0.000
   0.163   0.651   3.749   0.617   0.016   0.060   0.231   0.000   0.392   0.000
   0.164   0.648   3.756   0.614   0.016   0.060   0.231   0.000   0.395   0.000
   0.165   0.645   3.757   0.612   0.016   0.060   0.230   0.000   0.399   0.000
   0.166   0.642   3.771   0.609   0.017   0.060   0.229   0.000   0.402   0.000
   0.167   0.639   3.757   0.606   0.017   0.061   0.228   0.000   0.405   0.000
   0.168   0.637   3.755   0.603   0.017   0.061   0.228   0.000   0.408   0.000
   0.169   0.634   3.746   0.600   0.017   0.061   0.227   0.000   0.411   0.000
   0.170   0.631   3.746   0.598   0.017   0.061   0.226   0.000   0.414   0.000
   0.171   0.628   3.752   0.595   0.017   0.062   0.226   0.000   0.417   0.000
   0.172   0.625   3.760   0.592   0.018   0.062   0.225   0.000   0.421   0.000
   0.173   0.622   3.757   0.589   0.018   0.062   0.224   0.000   0.424   0.000
   0.174   0.619   3.766   0.586   0.018   0.062   0.223   0.000   0.427   0.000
   0.175   0.616   3.752   0.583   0.018   0.063   0.222   0.000   0.430   0.000
   0.176   0.613   3.746   0.581   0.018   0.063   0.221   0.000   0.433   0.000
   0.177   0.610   3.749   0.578   0.018   0.063   0.221   0.000   0.436   0.000
   0.178   0.607   3.754   0.575   0.019   0.063   0.220   0.000   0.439   0.000
   0.179   0.604   3.764   0.572   0.019   0.064   0.219   0.000   0.442   0.000
   0.180   0.601   3.768   0.569   0.019   0.064   0.218   0.000   0.445   0.000
   0.181   0.598   3.759   0.567   0.019   0.064   0.217   0.000   0.448   0.000
   0.182   0.596   3.772   0.564   0.019   0.064   0.216   0.000   0.451   0.000
   0.183   0.593   3.783   0.561   0.019   0.064   0.215   0.000   0.454   0.000
   0.184   0.590   3.795   0.558   0.020   0.065   0.214   0.000   0.457   0.000
   0.185   0.587   3.798   0.555   0.020   0.065   0.213   0.000   0.460   0.000
   0.186   0.584   3.811   0.552   0.020   0.065   0.212   0.000   0.463   0.000
   0.187   0.581   3.821   0.550   0.020   0.065   0.211   0.000   0.466   0.000
   0.188   0.579   3.813   0.547   0.020   0.065   0.210   0.000   0.469   0.000
   0.189   0.576   3.816   0.544   0.020   0.065   0.209   0.000   0.472   0.000
   0.190   0.573   3.811   0.541   0.021   0.066   0.208   0.000   0.475   0.000
   0.191   0.570   3.808   0.538   0.021   0.066   0.207   0.000   0.478   0.000
   0.192   0.568   3.794   0.536   0.021   0.066   0.206   0.000   0.481   0.000
   0.193   0.565   3.775   0.533   0.021   0.066   0.205   0.000   0.483   0.000
   0.194   0.562   3.767   0.530   0.021   0.066   0.204   0.000   0.486   0.000
   0.195   0.560   3.764   0.527   0.021   0.066   0.203   0.000   0.489   0.000
   0.196   0.557   3.764   0.525   0.021   0.067   0.202   0.000   0.492   0.000
   0.197   0.554   3.764   0.522   0.022   0.067   0.201   0.000   0.495   0.000
   0.198   0.552   3.766   0.519   0.022   0.067   0.200   0.000   0.498   0.000
   0.199   0.549   3.766   0.516   0.022   0.067   0.199   0.000   0.500   0.000
   0.200   0.546   3.767   0.514   0.022   0.067   0.198   0.000   0.503   0.000
