  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.077 0.2924702E+05 0.4163409E+12 0.1512550E+12 0.2671733E+12
   0.078 0.2964405E+05 0.4241190E+12 0.1531108E+12 0.2714874E+12
   0.079 0.1764760E+06 0.4841661E+12 0.2187379E+12 0.2743764E+12
   0.080 0.1773516E+06 0.4921931E+12 0.2208066E+12 0.2790518E+12
   0.081 0.1781925E+06 0.5002779E+12 0.2228769E+12 0.2839584E+12
   0.082 0.1790115E+06 0.5084481E+12 0.2249620E+12 0.2889777E+12
   0.083 0.1798137E+06 0.5167136E+12 0.2270667E+12 0.2940651E+12
   0.084 0.3897381E+06 0.5566757E+12 0.2851487E+12 0.2972827E+12
   0.085 0.3926432E+06 0.5654942E+12 0.2878426E+12 0.3014856E+12
   0.086 0.3954827E+06 0.5743955E+12 0.2905393E+12 0.3057061E+12
   0.087 0.3982573E+06 0.5833793E+12 0.2932387E+12 0.3099437E+12
   0.088 0.4800174E+06 0.6010749E+12 0.2956744E+12 0.3313846E+12
   0.089 0.1368796E+07 0.6070409E+12 0.3121979E+12 0.4686186E+12
   0.090 0.1383143E+07 0.6162652E+12 0.3150545E+12 0.4747015E+12
   0.091 0.1397340E+07 0.6255671E+12 0.3179133E+12 0.4807836E+12
   0.092 0.1411390E+07 0.6349464E+12 0.3207747E+12 0.4868644E+12
   0.093 0.1425292E+07 0.6444028E+12 0.3236391E+12 0.4929432E+12
   0.094 0.1439047E+07 0.6539360E+12 0.3265069E+12 0.4990197E+12
   0.095 0.1452653E+07 0.6635468E+12 0.3293778E+12 0.5050981E+12
   0.096 0.1466111E+07 0.6732345E+12 0.3322526E+12 0.5111775E+12
   0.097 0.1479422E+07 0.6829996E+12 0.3351316E+12 0.5172570E+12
   0.098 0.1492588E+07 0.6928426E+12 0.3380153E+12 0.5233359E+12
   0.099 0.1506109E+07 0.7026052E+12 0.3409970E+12 0.5294945E+12
   0.100 0.1519478E+07 0.7124402E+12 0.3439827E+12 0.5356491E+12
   0.101 0.1532698E+07 0.7223473E+12 0.3469732E+12 0.5417990E+12
   0.102 0.1545771E+07 0.7323263E+12 0.3499690E+12 0.5479435E+12
   0.103 0.1558698E+07 0.7423771E+12 0.3529709E+12 0.5540820E+12
   0.104 0.1571482E+07 0.7524994E+12 0.3559794E+12 0.5602137E+12
   0.105 0.1584124E+07 0.7626931E+12 0.3589951E+12 0.5663382E+12
   0.106 0.1596628E+07 0.7729579E+12 0.3620188E+12 0.5724549E+12
   0.107 0.1608995E+07 0.7832936E+12 0.3650511E+12 0.5785633E+12
   0.108 0.1621228E+07 0.7937000E+12 0.3680926E+12 0.5846627E+12
   0.109 0.1633330E+07 0.8041766E+12 0.3711440E+12 0.5907529E+12
   0.110 0.1645632E+07 0.8147716E+12 0.3742652E+12 0.5965483E+12
   0.111 0.1657810E+07 0.8254336E+12 0.3773920E+12 0.6023300E+12
   0.112 0.1669859E+07 0.8361594E+12 0.3805303E+12 0.6080980E+12
   0.113 0.1681784E+07 0.8469486E+12 0.3836809E+12 0.6138520E+12
   0.114 0.1693588E+07 0.8578010E+12 0.3868445E+12 0.6195917E+12
   0.115 0.1705273E+07 0.8687159E+12 0.3900217E+12 0.6253169E+12
   0.116 0.1716844E+07 0.8796928E+12 0.3932131E+12 0.6310275E+12
   0.117 0.1728303E+07 0.8907313E+12 0.3964197E+12 0.6367232E+12
   0.118 0.1739655E+07 0.9018311E+12 0.3996419E+12 0.6424038E+12
   0.119 0.1750904E+07 0.9129916E+12 0.4028805E+12 0.6480691E+12
   0.120 0.1762053E+07 0.9242123E+12 0.4061363E+12 0.6537191E+12
   0.121 0.1773106E+07 0.9354928E+12 0.4094099E+12 0.6593534E+12
   0.122 0.1784068E+07 0.9468324E+12 0.4127020E+12 0.6649719E+12
   0.123 0.1794944E+07 0.9582306E+12 0.4160135E+12 0.6705746E+12
   0.124 0.1805737E+07 0.9696868E+12 0.4193450E+12 0.6761612E+12
   0.125 0.1816452E+07 0.9812004E+12 0.4226973E+12 0.6817317E+12
   0.126 0.1827093E+07 0.9927706E+12 0.4260712E+12 0.6872859E+12
   0.127 0.1837666E+07 0.1004397E+13 0.4294672E+12 0.6928239E+12
   0.128 0.1848176E+07 0.1016078E+13 0.4328863E+12 0.6983454E+12
   0.129 0.1858626E+07 0.1027814E+13 0.4363291E+12 0.7038503E+12
   0.130 0.1869023E+07 0.1039604E+13 0.4397963E+12 0.7093388E+12
   0.131 0.1879370E+07 0.1051447E+13 0.4432887E+12 0.7148105E+12
   0.132 0.1889674E+07 0.1063342E+13 0.4468069E+12 0.7202656E+12
   0.133 0.1899938E+07 0.1075289E+13 0.4503516E+12 0.7257040E+12
   0.134 0.1910169E+07 0.1087286E+13 0.4539235E+12 0.7311256E+12
   0.135 0.1920370E+07 0.1099332E+13 0.4575232E+12 0.7365303E+12
   0.136 0.1930828E+07 0.1111433E+13 0.4612109E+12 0.7420190E+12
   0.137 0.1941262E+07 0.1123581E+13 0.4649271E+12 0.7474897E+12
   0.138 0.1951678E+07 0.1135774E+13 0.4686726E+12 0.7529426E+12
   0.139 0.1962080E+07 0.1148012E+13 0.4724478E+12 0.7583774E+12
   0.140 0.1972475E+07 0.1160294E+13 0.4762533E+12 0.7637944E+12
   0.141 0.1982865E+07 0.1172621E+13 0.4800895E+12 0.7691934E+12
   0.142 0.1993254E+07 0.1185001E+13 0.4839559E+12 0.7745742E+12
   0.143 0.2003645E+07 0.1197432E+13 0.4878529E+12 0.7799369E+12
   0.144 0.2014045E+07 0.1209913E+13 0.4917811E+12 0.7852814E+12
   0.145 0.2024457E+07 0.1222443E+13 0.4957409E+12 0.7906077E+12
   0.146 0.2034887E+07 0.1235021E+13 0.4997327E+12 0.7959159E+12
   0.147 0.2045339E+07 0.1247647E+13 0.5037571E+12 0.8012060E+12
   0.148 0.2055819E+07 0.1260318E+13 0.5078144E+12 0.8064781E+12
   0.149 0.2066330E+07 0.1273033E+13 0.5119050E+12 0.8117320E+12
   0.150 0.2076878E+07 0.1285792E+13 0.5160294E+12 0.8169679E+12
   0.151 0.2087467E+07 0.1298594E+13 0.5201879E+12 0.8221858E+12
   0.152 0.2098103E+07 0.1311438E+13 0.5243809E+12 0.8273857E+12
   0.153 0.2108790E+07 0.1324322E+13 0.5286088E+12 0.8325678E+12
   0.154 0.2119534E+07 0.1337245E+13 0.5328720E+12 0.8377320E+12
   0.155 0.2130338E+07 0.1350207E+13 0.5371708E+12 0.8428784E+12
   0.156 0.2141208E+07 0.1363207E+13 0.5415055E+12 0.8480070E+12
   0.157 0.2152149E+07 0.1376243E+13 0.5458764E+12 0.8531179E+12
   0.158 0.2163165E+07 0.1389315E+13 0.5502839E+12 0.8582113E+12
   0.159 0.2174261E+07 0.1402421E+13 0.5547283E+12 0.8632870E+12
   0.160 0.2185442E+07 0.1415562E+13 0.5592099E+12 0.8683453E+12
   0.161 0.2196714E+07 0.1428735E+13 0.5637288E+12 0.8733862E+12
   0.162 0.2208080E+07 0.1441941E+13 0.5682855E+12 0.8784097E+12
   0.163 0.2219545E+07 0.1455178E+13 0.5728802E+12 0.8834160E+12
   0.164 0.2231115E+07 0.1468446E+13 0.5775132E+12 0.8884052E+12
   0.165 0.2242794E+07 0.1481744E+13 0.5821846E+12 0.8933774E+12
   0.166 0.2254587E+07 0.1495071E+13 0.5868947E+12 0.8983327E+12
   0.167 0.2266499E+07 0.1508426E+13 0.5916438E+12 0.9032714E+12
   0.168 0.2278535E+07 0.1521810E+13 0.5964321E+12 0.9081935E+12
   0.169 0.2290700E+07 0.1535220E+13 0.6012599E+12 0.9130992E+12
   0.170 0.2302998E+07 0.1548657E+13 0.6061274E+12 0.9179889E+12
   0.171 0.2315435E+07 0.1562120E+13 0.6110348E+12 0.9228628E+12
   0.172 0.2328017E+07 0.1575608E+13 0.6159824E+12 0.9277211E+12
   0.173 0.2340747E+07 0.1589121E+13 0.6209705E+12 0.9325644E+12
   0.174 0.2353631E+07 0.1602658E+13 0.6259995E+12 0.9373930E+12
   0.175 0.2366675E+07 0.1616219E+13 0.6310695E+12 0.9422075E+12
   0.176 0.2379884E+07 0.1629803E+13 0.6361811E+12 0.9470085E+12
   0.177 0.2393264E+07 0.1643409E+13 0.6413346E+12 0.9517967E+12
   0.178 0.2406819E+07 0.1657038E+13 0.6465304E+12 0.9565729E+12
   0.179 0.2420622E+07 0.1670732E+13 0.6517552E+12 0.9613627E+12
   0.180 0.2434612E+07 0.1684446E+13 0.6570241E+12 0.9661422E+12
   0.181 0.2448795E+07 0.1698181E+13 0.6623377E+12 0.9709126E+12
   0.182 0.2463178E+07 0.1711934E+13 0.6676968E+12 0.9756751E+12
   0.183 0.2477766E+07 0.1725707E+13 0.6731022E+12 0.9804310E+12
   0.184 0.2492567E+07 0.1739498E+13 0.6785550E+12 0.9851814E+12
   0.185 0.2507588E+07 0.1753306E+13 0.6840567E+12 0.9900949E+12
   0.186 0.2522835E+07 0.1767130E+13 0.6896082E+12 0.9949986E+12
   0.187 0.2538316E+07 0.1780970E+13 0.6952107E+12 0.9998926E+12
   0.188 0.2554078E+07 0.1794853E+13 0.7008771E+12 0.1004749E+13
   0.189 0.2570088E+07 0.1808750E+13 0.7065979E+12 0.1009596E+13
   0.190 0.2586354E+07 0.1822659E+13 0.7123749E+12 0.1014434E+13
   0.191 0.2602908E+07 0.1836596E+13 0.7182022E+12 0.1019273E+13
   0.192 0.2619733E+07 0.1850544E+13 0.7240894E+12 0.1024103E+13
   0.193 0.2636838E+07 0.1864500E+13 0.7300378E+12 0.1028925E+13
   0.194 0.2654294E+07 0.1878412E+13 0.7360653E+12 0.1033755E+13
   0.195 0.2672047E+07 0.1892332E+13 0.7421551E+12 0.1038577E+13
   0.196 0.2690115E+07 0.1906257E+13 0.7484503E+12 0.1043392E+13
   0.197 0.2708498E+07 0.1920187E+13 0.7547935E+12 0.1048198E+13
   0.198 0.2727206E+07 0.1934120E+13 0.7611848E+12 0.1052998E+13
   0.199 0.2746248E+07 0.1948056E+13 0.7676244E+12 0.1057791E+13
   0.200 0.2765634E+07 0.1961992E+13 0.7741126E+12 0.1062577E+13
