  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.030   0.999   3.728   0.308   0.210   0.479   0.003   0.000   0.002   0.000
   0.031   0.999   3.752   0.308   0.211   0.478   0.003   0.000   0.002   0.000
   0.032   0.998   3.782   0.307   0.212   0.477   0.003   0.000   0.002   0.000
   0.033   0.998   3.807   0.307   0.213   0.476   0.003   0.000   0.002   0.000
   0.034   0.998   3.812   0.307   0.215   0.475   0.003   0.000   0.002   0.000
   0.035   0.998   3.845   0.306   0.216   0.474   0.003   0.000   0.002   0.000
   0.036   0.998   3.878   0.306   0.217   0.473   0.003   0.000   0.002   0.000
   0.037   0.998   3.899   0.305   0.219   0.473   0.003   0.000   0.002   0.000
   0.038   0.998   3.916   0.305   0.220   0.472   0.003   0.000   0.002   0.000
   0.039   0.998   3.932   0.305   0.221   0.471   0.003   0.000   0.002   0.000
   0.040   0.998   3.946   0.304   0.222   0.470   0.003   0.000   0.002   0.000
   0.041   0.998   3.968   0.304   0.224   0.469   0.003   0.000   0.002   0.000
   0.042   0.998   3.985   0.303   0.225   0.468   0.003   0.000   0.002   0.000
   0.043   0.998   4.022   0.303   0.226   0.467   0.003   0.000   0.002   0.000
   0.044   0.998   4.020   0.302   0.228   0.467   0.003   0.000   0.003   0.000
   0.045   0.998   4.034   0.302   0.229   0.466   0.003   0.000   0.003   0.000
   0.046   0.998   4.050   0.301   0.231   0.465   0.003   0.000   0.003   0.000
   0.047   0.998   4.059   0.301   0.232   0.464   0.003   0.000   0.003   0.000
   0.048   0.998   4.057   0.301   0.233   0.463   0.003   0.000   0.003   0.000
   0.049   0.998   4.096   0.300   0.234   0.462   0.003   0.000   0.003   0.000
   0.050   0.998   4.119   0.300   0.235   0.461   0.003   0.000   0.003   0.000
   0.051   0.998   4.124   0.299   0.237   0.461   0.003   0.000   0.003   0.000
   0.052   0.998   4.138   0.299   0.238   0.460   0.003   0.000   0.003   0.000
   0.053   0.998   4.163   0.299   0.239   0.459   0.003   0.000   0.003   0.000
   0.054   0.998   4.171   0.298   0.240   0.458   0.003   0.000   0.003   0.000
   0.055   0.997   4.194   0.298   0.242   0.457   0.003   0.000   0.003   0.000
   0.056   0.997   4.198   0.297   0.243   0.457   0.003   0.000   0.003   0.000
   0.057   0.997   4.209   0.297   0.244   0.456   0.003   0.000   0.003   0.000
   0.058   0.997   4.226   0.296   0.245   0.455   0.003   0.000   0.003   0.000
   0.059   0.997   4.247   0.296   0.247   0.454   0.002   0.000   0.003   0.000
   0.060   0.997   4.263   0.296   0.248   0.454   0.002   0.000   0.003   0.000
   0.061   0.997   4.273   0.295   0.249   0.453   0.002   0.000   0.003   0.000
   0.062   0.997   4.284   0.295   0.250   0.452   0.002   0.000   0.003   0.000
   0.063   0.997   4.309   0.294   0.251   0.451   0.002   0.000   0.003   0.000
   0.064   0.997   4.324   0.294   0.252   0.451   0.002   0.000   0.003   0.000
   0.065   0.997   4.350   0.293   0.254   0.450   0.002   0.000   0.003   0.000
   0.066   0.997   4.354   0.293   0.255   0.449   0.002   0.000   0.003   0.000
   0.067   0.997   4.373   0.292   0.256   0.449   0.002   0.000   0.004   0.000
   0.068   0.997   4.390   0.292   0.257   0.448   0.002   0.000   0.004   0.000
   0.069   0.997   4.435   0.292   0.258   0.447   0.002   0.000   0.004   0.000
   0.070   0.997   4.455   0.291   0.259   0.446   0.002   0.000   0.004   0.000
   0.071   0.997   4.457   0.291   0.260   0.446   0.002   0.000   0.004   0.000
   0.072   0.997   4.477   0.290   0.262   0.445   0.002   0.000   0.004   0.000
   0.073   0.997   4.512   0.290   0.263   0.445   0.002   0.000   0.004   0.000
   0.074   0.997   4.527   0.289   0.264   0.444   0.002   0.000   0.004   0.000
   0.075   0.997   4.535   0.289   0.265   0.443   0.002   0.000   0.004   0.000
   0.076   0.997   4.551   0.289   0.266   0.443   0.002   0.000   0.004   0.000
   0.077   0.997   4.567   0.288   0.267   0.442   0.002   0.000   0.004   0.000
   0.078   0.997   4.579   0.288   0.268   0.441   0.002   0.000   0.004   0.000
   0.079   0.997   4.598   0.287   0.269   0.441   0.002   0.000   0.004   0.000
   0.080   0.997   4.605   0.287   0.270   0.440   0.002   0.000   0.004   0.000
   0.081   0.997   4.621   0.286   0.271   0.440   0.002   0.000   0.004   0.000
   0.082   0.997   4.638   0.286   0.272   0.439   0.002   0.000   0.004   0.000
   0.083   0.997   4.662   0.286   0.273   0.438   0.002   0.000   0.004   0.000
   0.084   0.997   4.675   0.285   0.274   0.438   0.002   0.000   0.004   0.000
   0.085   0.997   4.693   0.285   0.275   0.437   0.002   0.000   0.004   0.000
   0.086   0.996   4.708   0.285   0.276   0.437   0.002   0.000   0.004   0.000
   0.087   0.996   4.709   0.284   0.277   0.436   0.002   0.000   0.004   0.000
   0.088   0.996   4.720   0.284   0.278   0.436   0.002   0.000   0.004   0.000
   0.089   0.996   4.729   0.283   0.279   0.435   0.001   0.000   0.004   0.000
   0.090   0.996   4.735   0.283   0.280   0.435   0.001   0.000   0.004   0.000
   0.091   0.996   4.744   0.283   0.281   0.434   0.001   0.000   0.004   0.000
   0.092   0.996   4.746   0.282   0.282   0.434   0.001   0.000   0.004   0.000
   0.093   0.996   4.751   0.282   0.283   0.433   0.001   0.000   0.004   0.000
   0.094   0.996   4.762   0.281   0.283   0.433   0.001   0.000   0.004   0.000
   0.095   0.996   4.775   0.281   0.284   0.432   0.001   0.000   0.004   0.000
   0.096   0.996   4.800   0.281   0.285   0.432   0.001   0.000   0.004   0.000
   0.097   0.996   4.807   0.280   0.286   0.431   0.001   0.000   0.004   0.000
   0.098   0.996   4.830   0.280   0.287   0.431   0.001   0.000   0.004   0.000
   0.099   0.996   4.846   0.280   0.288   0.430   0.001   0.000   0.004   0.000
   0.100   0.996   4.868   0.279   0.288   0.430   0.001   0.000   0.004   0.000
   0.101   0.996   4.882   0.279   0.289   0.429   0.001   0.000   0.004   0.000
   0.102   0.996   4.900   0.278   0.290   0.429   0.001   0.000   0.005   0.000
   0.103   0.996   4.913   0.278   0.291   0.428   0.001   0.000   0.005   0.000
   0.104   0.996   4.931   0.278   0.292   0.428   0.001   0.000   0.005   0.000
   0.105   0.996   4.949   0.277   0.292   0.428   0.001   0.000   0.005   0.000
   0.106   0.996   4.964   0.277   0.293   0.427   0.001   0.000   0.005   0.000
   0.107   0.996   4.979   0.277   0.294   0.427   0.001   0.000   0.005   0.000
   0.108   0.996   4.999   0.276   0.295   0.426   0.001   0.000   0.005   0.000
   0.109   0.996   5.031   0.276   0.295   0.426   0.001   0.000   0.005   0.000
   0.110   0.996   5.033   0.276   0.296   0.426   0.001   0.000   0.005   0.000
   0.111   0.996   5.057   0.276   0.297   0.425   0.001   0.000   0.005   0.000
   0.112   0.996   5.067   0.275   0.297   0.425   0.001   0.000   0.005   0.000
   0.113   0.996   5.093   0.275   0.298   0.424   0.001   0.000   0.005   0.000
   0.114   0.996   5.112   0.275   0.299   0.424   0.001   0.000   0.005   0.000
   0.115   0.996   5.122   0.274   0.299   0.424   0.001   0.000   0.005   0.000
   0.116   0.996   5.141   0.274   0.300   0.423   0.001   0.000   0.005   0.000
   0.117   0.996   5.161   0.274   0.301   0.423   0.001   0.000   0.005   0.000
   0.118   0.996   5.179   0.273   0.301   0.423   0.001   0.000   0.005   0.000
   0.119   0.996   5.192   0.273   0.302   0.422   0.001   0.000   0.005   0.000
   0.120   0.996   5.207   0.273   0.303   0.422   0.001   0.000   0.005   0.000
   0.121   0.996   5.232   0.272   0.303   0.422   0.001   0.000   0.005   0.000
   0.122   0.996   5.237   0.272   0.304   0.421   0.001   0.000   0.005   0.000
   0.123   0.996   5.266   0.272   0.305   0.421   0.001   0.000   0.005   0.000
   0.124   0.996   5.299   0.272   0.305   0.421   0.001   0.000   0.005   0.000
   0.125   0.996   5.303   0.271   0.306   0.420   0.001   0.000   0.005   0.000
   0.126   0.996   5.312   0.271   0.306   0.420   0.001   0.000   0.005   0.000
   0.127   0.996   5.316   0.271   0.307   0.420   0.001   0.000   0.005   0.000
   0.128   0.996   5.317   0.270   0.308   0.419   0.001   0.000   0.005   0.000
   0.129   0.996   5.322   0.270   0.308   0.419   0.001   0.000   0.005   0.000
   0.130   0.996   5.339   0.270   0.309   0.419   0.001   0.000   0.005   0.000
   0.131   0.996   5.342   0.270   0.309   0.418   0.001   0.000   0.005   0.000
   0.132   0.996   5.375   0.269   0.310   0.418   0.001   0.000   0.005   0.000
   0.133   0.996   5.404   0.269   0.311   0.418   0.001   0.000   0.005   0.000
   0.134   0.996   5.413   0.269   0.311   0.418   0.001   0.000   0.005   0.000
   0.135   0.996   5.424   0.268   0.312   0.417   0.001   0.000   0.005   0.000
   0.136   0.996   5.444   0.268   0.312   0.417   0.001   0.000   0.005   0.000
   0.137   0.996   5.472   0.268   0.313   0.417   0.001   0.000   0.005   0.000
   0.138   0.996   5.472   0.268   0.313   0.416   0.001   0.000   0.005   0.000
   0.139   0.996   5.482   0.267   0.314   0.416   0.001   0.000   0.005   0.000
   0.140   0.996   5.507   0.267   0.314   0.416   0.001   0.000   0.005   0.000
   0.141   0.996   5.535   0.267   0.315   0.416   0.001   0.000   0.005   0.000
   0.142   0.996   5.542   0.267   0.315   0.415   0.001   0.000   0.005   0.000
   0.143   0.996   5.553   0.266   0.316   0.415   0.001   0.000   0.005   0.000
   0.144   0.996   5.581   0.266   0.316   0.415   0.001   0.000   0.005   0.000
   0.145   0.996   5.600   0.266   0.317   0.414   0.001   0.000   0.005   0.000
   0.146   0.995   5.606   0.266   0.317   0.414   0.001   0.000   0.005   0.000
   0.147   0.995   5.619   0.266   0.318   0.414   0.001   0.000   0.005   0.000
   0.148   0.995   5.628   0.265   0.318   0.414   0.001   0.000   0.005   0.000
   0.149   0.995   5.648   0.265   0.319   0.413   0.001   0.000   0.005   0.000
   0.150   0.995   5.658   0.265   0.319   0.413   0.001   0.000   0.005   0.000
   0.151   0.995   5.667   0.265   0.320   0.413   0.001   0.000   0.005   0.000
   0.152   0.995   5.691   0.264   0.320   0.413   0.001   0.000   0.005   0.000
   0.153   0.995   5.727   0.264   0.321   0.412   0.001   0.000   0.005   0.000
   0.154   0.995   5.747   0.264   0.321   0.412   0.001   0.000   0.005   0.000
   0.155   0.995   5.772   0.264   0.322   0.412   0.001   0.000   0.005   0.000
   0.156   0.995   5.775   0.264   0.322   0.412   0.001   0.000   0.005   0.000
   0.157   0.995   5.808   0.263   0.322   0.412   0.001   0.000   0.005   0.000
   0.158   0.995   5.826   0.263   0.323   0.411   0.001   0.000   0.005   0.000
   0.159   0.995   5.835   0.263   0.323   0.411   0.001   0.000   0.005   0.000
   0.160   0.995   5.841   0.263   0.324   0.411   0.001   0.000   0.005   0.000
   0.161   0.995   5.854   0.263   0.324   0.411   0.001   0.000   0.005   0.000
   0.162   0.995   5.859   0.262   0.324   0.411   0.001   0.000   0.005   0.000
   0.163   0.995   5.866   0.262   0.325   0.410   0.001   0.000   0.005   0.000
   0.164   0.995   5.886   0.262   0.325   0.410   0.001   0.000   0.005   0.000
   0.165   0.995   5.887   0.262   0.326   0.410   0.001   0.000   0.005   0.000
   0.166   0.995   5.896   0.262   0.326   0.410   0.001   0.000   0.005   0.000
   0.167   0.995   5.904   0.261   0.326   0.410   0.001   0.000   0.005   0.000
   0.168   0.995   5.908   0.261   0.327   0.409   0.001   0.000   0.005   0.000
   0.169   0.995   5.925   0.261   0.327   0.409   0.001   0.000   0.005   0.000
   0.170   0.995   5.930   0.261   0.327   0.409   0.001   0.000   0.005   0.000
   0.171   0.995   5.944   0.261   0.328   0.409   0.001   0.000   0.005   0.000
   0.172   0.995   5.945   0.260   0.328   0.409   0.000   0.000   0.005   0.000
   0.173   0.995   5.972   0.260   0.328   0.409   0.000   0.000   0.005   0.000
   0.174   0.995   5.993   0.260   0.329   0.409   0.000   0.000   0.005   0.000
   0.175   0.995   6.004   0.260   0.329   0.408   0.000   0.000   0.005   0.000
   0.176   0.995   6.034   0.260   0.329   0.408   0.000   0.000   0.005   0.000
   0.177   0.995   6.045   0.260   0.330   0.408   0.000   0.000   0.005   0.000
   0.178   0.995   6.061   0.259   0.330   0.408   0.000   0.000   0.005   0.000
   0.179   0.995   6.083   0.259   0.330   0.408   0.000   0.000   0.006   0.000
   0.180   0.995   6.103   0.259   0.330   0.408   0.000   0.000   0.006   0.000
   0.181   0.995   6.118   0.259   0.331   0.408   0.000   0.000   0.006   0.000
   0.182   0.995   6.119   0.259   0.331   0.407   0.000   0.000   0.006   0.000
   0.183   0.995   6.141   0.259   0.331   0.407   0.000   0.000   0.006   0.000
   0.184   0.995   6.149   0.258   0.332   0.407   0.000   0.000   0.006   0.000
   0.185   0.995   6.163   0.258   0.332   0.407   0.000   0.000   0.006   0.000
   0.186   0.995   6.172   0.258   0.332   0.407   0.000   0.000   0.006   0.000
   0.187   0.995   6.181   0.258   0.332   0.407   0.000   0.000   0.006   0.000
   0.188   0.995   6.181   0.258   0.333   0.407   0.000   0.000   0.006   0.000
   0.189   0.995   6.207   0.258   0.333   0.407   0.000   0.000   0.006   0.000
   0.190   0.995   6.217   0.257   0.333   0.407   0.000   0.000   0.006   0.000
   0.191   0.995   6.225   0.257   0.333   0.407   0.000   0.000   0.006   0.000
   0.192   0.995   6.232   0.257   0.334   0.407   0.000   0.000   0.006   0.000
   0.193   0.995   6.234   0.257   0.334   0.406   0.000   0.000   0.006   0.000
   0.194   0.995   6.249   0.257   0.334   0.406   0.000   0.000   0.006   0.000
   0.195   0.995   6.256   0.257   0.334   0.406   0.000   0.000   0.006   0.000
   0.196   0.995   6.257   0.256   0.334   0.406   0.000   0.000   0.006   0.000
   0.197   0.995   6.275   0.256   0.335   0.406   0.000   0.000   0.006   0.000
   0.198   0.995   6.289   0.256   0.335   0.406   0.000   0.000   0.006   0.000
   0.199   0.995   6.303   0.256   0.335   0.406   0.000   0.000   0.006   0.000
   0.200   0.995   6.313   0.256   0.335   0.406   0.000   0.000   0.006   0.000
