  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.136   0.004   2.794   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.137   0.004   2.793   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.138   0.004   2.792   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.139   0.004   2.791   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.140   0.004   2.791   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.141   0.004   2.790   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.142   0.004   2.789   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.143   0.004   2.788   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.144   0.004   2.787   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.145   0.004   2.787   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.146   0.005   2.786   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.147   0.005   2.800   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.148   0.005   2.799   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.149   0.005   2.798   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.150   0.005   2.797   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.151   0.005   2.796   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.152   0.005   2.796   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.153   0.005   2.744   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.154   0.005   2.757   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.155   0.005   2.756   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.156   0.005   2.779   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.157   0.005   2.870   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.158   0.005   2.869   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.159   0.005   2.869   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.160   0.005   2.868   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.161   0.005   2.867   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.162   0.005   2.867   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.163   0.005   2.866   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.164   0.005   2.865   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.165   0.005   2.865   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.166   0.005   2.864   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.167   0.005   2.863   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.168   0.005   2.863   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.169   0.005   2.862   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.170   0.005   2.862   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.171   0.005   2.861   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.172   0.005   2.861   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.173   0.005   2.829   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.174   0.005   2.829   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.175   0.005   2.828   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.176   0.005   2.828   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.177   0.005   2.854   0.001   0.000   0.000   0.000   0.001   0.000   0.001
   0.178   0.005   2.853   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.179   0.005   2.853   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.180   0.005   2.852   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.181   0.005   2.852   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.182   0.005   2.852   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.183   0.005   2.852   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.184   0.005   2.886   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.185   0.005   2.941   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.186   0.005   2.940   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.187   0.005   2.940   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.188   0.005   2.939   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.189   0.005   2.939   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.190   0.005   2.939   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.191   0.005   2.938   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.192   0.005   2.953   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.193   0.005   2.953   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.194   0.005   2.976   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.195   0.005   2.963   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.196   0.005   3.022   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.197   0.005   3.021   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.198   0.005   3.021   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.199   0.005   3.032   0.001   0.000   0.000   0.000   0.001   0.000   0.002
   0.200   0.005   3.043   0.001   0.000   0.000   0.000   0.001   0.000   0.002
