  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.026 0.8397013E+05 0.2318166E+12 0.1863911E+12 0.2153971E+12
   0.027 0.1015649E+06 0.2419964E+12 0.1940427E+12 0.2247576E+12
   0.028 0.1219981E+06 0.2523973E+12 0.2018563E+12 0.2343123E+12
   0.029 0.1455875E+06 0.2630049E+12 0.2098335E+12 0.2440624E+12
   0.030 0.1726765E+06 0.2738074E+12 0.2179730E+12 0.2539794E+12
   0.031 0.2036296E+06 0.2848161E+12 0.2262690E+12 0.2641066E+12
   0.032 0.2388328E+06 0.2960201E+12 0.2347203E+12 0.2744177E+12
   0.033 0.2786937E+06 0.3074158E+12 0.2433246E+12 0.2849092E+12
   0.034 0.3236414E+06 0.3189993E+12 0.2520795E+12 0.2955776E+12
   0.035 0.3741265E+06 0.3307668E+12 0.2609827E+12 0.3064194E+12
   0.036 0.4306101E+06 0.3425973E+12 0.2700375E+12 0.3174212E+12
   0.037 0.4936074E+06 0.3547113E+12 0.2792310E+12 0.3285988E+12
   0.038 0.5636230E+06 0.3669978E+12 0.2885658E+12 0.3399402E+12
   0.039 0.6411929E+06 0.3794535E+12 0.2980398E+12 0.3514422E+12
   0.040 0.7268741E+06 0.3920750E+12 0.3076507E+12 0.3631018E+12
   0.041 0.8212440E+06 0.4048591E+12 0.3173964E+12 0.3749159E+12
   0.042 0.9249004E+06 0.4178022E+12 0.3272749E+12 0.3868815E+12
   0.043 0.1038461E+07 0.4309014E+12 0.3372843E+12 0.3989956E+12
   0.044 0.1162563E+07 0.4441534E+12 0.3474226E+12 0.4112553E+12
   0.045 0.1297864E+07 0.4575553E+12 0.3576879E+12 0.4236577E+12
   0.046 0.1445038E+07 0.4711041E+12 0.3680784E+12 0.4361998E+12
   0.047 0.1604801E+07 0.4847979E+12 0.3785926E+12 0.4488786E+12
   0.048 0.1777754E+07 0.4986271E+12 0.3892239E+12 0.4616864E+12
   0.049 0.1964712E+07 0.5125955E+12 0.3999755E+12 0.4746261E+12
   0.050 0.2166416E+07 0.5266996E+12 0.4108452E+12 0.4876942E+12
   0.051 0.2383629E+07 0.5409366E+12 0.4218314E+12 0.5008882E+12
   0.052 0.2617130E+07 0.5553039E+12 0.4329325E+12 0.5142055E+12
   0.053 0.2867716E+07 0.5697990E+12 0.4441468E+12 0.5276436E+12
   0.054 0.3136197E+07 0.5844191E+12 0.4554727E+12 0.5412000E+12
   0.055 0.3423400E+07 0.5991618E+12 0.4669087E+12 0.5548725E+12
   0.056 0.3730168E+07 0.6140248E+12 0.4784530E+12 0.5686586E+12
   0.057 0.4057358E+07 0.6290057E+12 0.4901041E+12 0.5825562E+12
   0.058 0.4405844E+07 0.6441020E+12 0.5018603E+12 0.5965631E+12
   0.059 0.4776512E+07 0.6593115E+12 0.5137201E+12 0.6106773E+12
   0.060 0.5170263E+07 0.6746318E+12 0.5256819E+12 0.6248968E+12
   0.061 0.5588013E+07 0.6900606E+12 0.5377442E+12 0.6392197E+12
   0.062 0.6030689E+07 0.7055957E+12 0.5499056E+12 0.6536441E+12
   0.063 0.6499232E+07 0.7212349E+12 0.5621647E+12 0.6681681E+12
   0.064 0.6994596E+07 0.7369760E+12 0.5745201E+12 0.6827899E+12
   0.065 0.7517747E+07 0.7528171E+12 0.5869705E+12 0.6975076E+12
   0.066 0.8069663E+07 0.7687562E+12 0.5995145E+12 0.7123195E+12
   0.067 0.8651327E+07 0.7847919E+12 0.6121485E+12 0.7272180E+12
   0.068 0.9263749E+07 0.8009215E+12 0.6248760E+12 0.7422127E+12
   0.069 0.9907937E+07 0.8171437E+12 0.6376933E+12 0.7572964E+12
   0.070 0.1058491E+08 0.8334567E+12 0.6505992E+12 0.7724676E+12
   0.071 0.1129570E+08 0.8498588E+12 0.6635927E+12 0.7877248E+12
   0.072 0.1204135E+08 0.8663483E+12 0.6766726E+12 0.8030664E+12
   0.073 0.1282290E+08 0.8829235E+12 0.6898380E+12 0.8184910E+12
   0.074 0.1364141E+08 0.8995829E+12 0.7030879E+12 0.8339969E+12
   0.075 0.1449796E+08 0.9163252E+12 0.7164210E+12 0.8495835E+12
   0.076 0.1539362E+08 0.9331486E+12 0.7298361E+12 0.8652495E+12
   0.077 0.1632946E+08 0.9500518E+12 0.7433319E+12 0.8809938E+12
   0.078 0.1730662E+08 0.9670339E+12 0.7569100E+12 0.8968188E+12
   0.079 0.1832608E+08 0.9839298E+12 0.7703657E+12 0.9127386E+12
   0.080 0.1938913E+08 0.1001065E+13 0.7840946E+12 0.9287114E+12
   0.081 0.2049677E+08 0.1018276E+13 0.7979005E+12 0.9447560E+12
   0.082 0.2165014E+08 0.1035559E+13 0.8117823E+12 0.9608739E+12
   0.083 0.2285035E+08 0.1052913E+13 0.8257390E+12 0.9770644E+12
   0.084 0.2409822E+08 0.1070240E+13 0.8395847E+12 0.9933554E+12
   0.085 0.2539563E+08 0.1087736E+13 0.8536863E+12 0.1009705E+13
   0.086 0.2674332E+08 0.1105300E+13 0.8678600E+12 0.1026124E+13
   0.087 0.2814243E+08 0.1122932E+13 0.8821050E+12 0.1042613E+13
   0.088 0.2959395E+08 0.1140599E+13 0.8964238E+12 0.1059110E+13
   0.089 0.3109669E+08 0.1158384E+13 0.9107702E+12 0.1075262E+13
   0.090 0.3265691E+08 0.1176209E+13 0.9252221E+12 0.1091935E+13
   0.091 0.3427324E+08 0.1194097E+13 0.9397419E+12 0.1108674E+13
   0.092 0.3594685E+08 0.1212047E+13 0.9543291E+12 0.1125478E+13
   0.093 0.3767896E+08 0.1230058E+13 0.9689827E+12 0.1142345E+13
   0.094 0.3947074E+08 0.1248129E+13 0.9837022E+12 0.1159274E+13
   0.095 0.4132341E+08 0.1266260E+13 0.9984869E+12 0.1176266E+13
   0.096 0.4323819E+08 0.1284448E+13 0.1013336E+13 0.1193318E+13
   0.097 0.4521628E+08 0.1302694E+13 0.1028249E+13 0.1210431E+13
   0.098 0.4725891E+08 0.1320997E+13 0.1043225E+13 0.1227603E+13
   0.099 0.4936739E+08 0.1339362E+13 0.1058267E+13 0.1244836E+13
   0.100 0.5154290E+08 0.1357782E+13 0.1073371E+13 0.1262126E+13
   0.101 0.5378665E+08 0.1376257E+13 0.1088536E+13 0.1279474E+13
   0.102 0.5609991E+08 0.1394785E+13 0.1103762E+13 0.1296878E+13
   0.103 0.5848391E+08 0.1413366E+13 0.1119048E+13 0.1314338E+13
   0.104 0.6093993E+08 0.1431998E+13 0.1134392E+13 0.1331854E+13
   0.105 0.6346923E+08 0.1450683E+13 0.1149796E+13 0.1349424E+13
   0.106 0.6607306E+08 0.1469418E+13 0.1165257E+13 0.1367048E+13
   0.107 0.6875272E+08 0.1488203E+13 0.1180776E+13 0.1384726E+13
   0.108 0.7150946E+08 0.1507037E+13 0.1196352E+13 0.1402456E+13
   0.109 0.7434456E+08 0.1525920E+13 0.1211984E+13 0.1420238E+13
   0.110 0.7725938E+08 0.1544852E+13 0.1227675E+13 0.1438076E+13
   0.111 0.8025515E+08 0.1563831E+13 0.1243421E+13 0.1455965E+13
   0.112 0.8333314E+08 0.1582857E+13 0.1259222E+13 0.1473904E+13
   0.113 0.8649464E+08 0.1601930E+13 0.1275077E+13 0.1491893E+13
   0.114 0.8974094E+08 0.1621048E+13 0.1290986E+13 0.1509931E+13
   0.115 0.9307334E+08 0.1640211E+13 0.1306948E+13 0.1528018E+13
   0.116 0.9649312E+08 0.1659418E+13 0.1322963E+13 0.1546154E+13
   0.117 0.1000016E+09 0.1678669E+13 0.1339030E+13 0.1564337E+13
   0.118 0.1036000E+09 0.1697963E+13 0.1355149E+13 0.1582568E+13
   0.119 0.1072898E+09 0.1717300E+13 0.1371319E+13 0.1600846E+13
   0.120 0.1110721E+09 0.1736679E+13 0.1387540E+13 0.1619170E+13
   0.121 0.1149483E+09 0.1756099E+13 0.1403812E+13 0.1637540E+13
   0.122 0.1189197E+09 0.1775560E+13 0.1420134E+13 0.1655956E+13
   0.123 0.1229875E+09 0.1795062E+13 0.1436505E+13 0.1674417E+13
   0.124 0.1271532E+09 0.1814603E+13 0.1452926E+13 0.1692923E+13
   0.125 0.1314179E+09 0.1834184E+13 0.1469395E+13 0.1711473E+13
   0.126 0.1357831E+09 0.1853803E+13 0.1485912E+13 0.1730067E+13
   0.127 0.1402499E+09 0.1873460E+13 0.1502478E+13 0.1748705E+13
   0.128 0.1448197E+09 0.1893155E+13 0.1519090E+13 0.1767386E+13
   0.129 0.1494938E+09 0.1912887E+13 0.1535750E+13 0.1786110E+13
   0.130 0.1542735E+09 0.1932656E+13 0.1552456E+13 0.1804877E+13
   0.131 0.1591601E+09 0.1952460E+13 0.1569208E+13 0.1823686E+13
   0.132 0.1641550E+09 0.1972301E+13 0.1586006E+13 0.1842537E+13
   0.133 0.1692593E+09 0.1992176E+13 0.1602849E+13 0.1861430E+13
   0.134 0.1744744E+09 0.2012086E+13 0.1619737E+13 0.1880364E+13
   0.135 0.1798015E+09 0.2032030E+13 0.1636669E+13 0.1899339E+13
   0.136 0.1852421E+09 0.2052018E+13 0.1653646E+13 0.1918354E+13
   0.137 0.1907974E+09 0.2072039E+13 0.1670666E+13 0.1937409E+13
   0.138 0.1964686E+09 0.2092092E+13 0.1687729E+13 0.1956504E+13
   0.139 0.2022571E+09 0.2112178E+13 0.1704835E+13 0.1975639E+13
   0.140 0.2081641E+09 0.2132296E+13 0.1721984E+13 0.1994813E+13
   0.141 0.2141909E+09 0.2152446E+13 0.1739175E+13 0.2014025E+13
   0.142 0.2203389E+09 0.2172627E+13 0.1756408E+13 0.2033275E+13
   0.143 0.2266092E+09 0.2192838E+13 0.1773683E+13 0.2052563E+13
   0.144 0.2330032E+09 0.2213079E+13 0.1790999E+13 0.2071888E+13
   0.145 0.2395222E+09 0.2233350E+13 0.1808356E+13 0.2091249E+13
   0.146 0.2461673E+09 0.2253650E+13 0.1825754E+13 0.2110647E+13
   0.147 0.2529400E+09 0.2273979E+13 0.1843191E+13 0.2130079E+13
   0.148 0.2598415E+09 0.2294337E+13 0.1860669E+13 0.2149547E+13
   0.149 0.2668731E+09 0.2314723E+13 0.1878187E+13 0.2169049E+13
   0.150 0.2740359E+09 0.2335137E+13 0.1895744E+13 0.2188585E+13
   0.151 0.2813314E+09 0.2355578E+13 0.1913339E+13 0.2208154E+13
   0.152 0.2887607E+09 0.2376047E+13 0.1930974E+13 0.2227756E+13
   0.153 0.2963252E+09 0.2396543E+13 0.1948646E+13 0.2247391E+13
   0.154 0.3040261E+09 0.2417066E+13 0.1966356E+13 0.2267057E+13
   0.155 0.3118647E+09 0.2437616E+13 0.1984103E+13 0.2286754E+13
   0.156 0.3198423E+09 0.2458192E+13 0.2001886E+13 0.2306483E+13
   0.157 0.3279601E+09 0.2478794E+13 0.2019706E+13 0.2326241E+13
   0.158 0.3362196E+09 0.2499423E+13 0.2037561E+13 0.2346030E+13
   0.159 0.3446219E+09 0.2520077E+13 0.2055451E+13 0.2365848E+13
   0.160 0.3531683E+09 0.2540757E+13 0.2073375E+13 0.2385695E+13
   0.161 0.3618603E+09 0.2561463E+13 0.2091334E+13 0.2405570E+13
   0.162 0.3706990E+09 0.2582193E+13 0.2109325E+13 0.2425474E+13
   0.163 0.3796857E+09 0.2602949E+13 0.2127348E+13 0.2445405E+13
   0.164 0.3888219E+09 0.2623730E+13 0.2145404E+13 0.2465364E+13
   0.165 0.3981089E+09 0.2644535E+13 0.2163491E+13 0.2485350E+13
   0.166 0.4075479E+09 0.2665365E+13 0.2181609E+13 0.2505362E+13
   0.167 0.4171404E+09 0.2686219E+13 0.2199756E+13 0.2525401E+13
   0.168 0.4268877E+09 0.2707097E+13 0.2217934E+13 0.2545465E+13
   0.169 0.4367911E+09 0.2727998E+13 0.2236140E+13 0.2565555E+13
   0.170 0.4468520E+09 0.2748924E+13 0.2254376E+13 0.2585670E+13
   0.171 0.4570719E+09 0.2769872E+13 0.2272639E+13 0.2605810E+13
   0.172 0.4674520E+09 0.2790844E+13 0.2290930E+13 0.2625975E+13
   0.173 0.4779939E+09 0.2811838E+13 0.2309249E+13 0.2646163E+13
   0.174 0.4886989E+09 0.2832856E+13 0.2327594E+13 0.2666376E+13
   0.175 0.4995684E+09 0.2853895E+13 0.2345965E+13 0.2686613E+13
   0.176 0.5106038E+09 0.2874957E+13 0.2364363E+13 0.2706873E+13
   0.177 0.5218066E+09 0.2896041E+13 0.2382787E+13 0.2727157E+13
   0.178 0.5331782E+09 0.2917147E+13 0.2401236E+13 0.2747463E+13
   0.179 0.5447201E+09 0.2938274E+13 0.2419710E+13 0.2767793E+13
   0.180 0.5564336E+09 0.2959423E+13 0.2438209E+13 0.2788145E+13
   0.181 0.5683204E+09 0.2980592E+13 0.2456732E+13 0.2808519E+13
   0.182 0.5803817E+09 0.3001783E+13 0.2475280E+13 0.2828916E+13
   0.183 0.5926192E+09 0.3022994E+13 0.2493852E+13 0.2849335E+13
   0.184 0.6050343E+09 0.3044225E+13 0.2512448E+13 0.2869776E+13
   0.185 0.6176289E+09 0.3065477E+13 0.2531069E+13 0.2890240E+13
   0.186 0.6304041E+09 0.3086749E+13 0.2549712E+13 0.2910725E+13
   0.187 0.6433613E+09 0.3108040E+13 0.2568379E+13 0.2931232E+13
   0.188 0.6565020E+09 0.3129351E+13 0.2587068E+13 0.2951760E+13
   0.189 0.6698278E+09 0.3150680E+13 0.2605780E+13 0.2972310E+13
   0.190 0.6833400E+09 0.3172029E+13 0.2624514E+13 0.2992880E+13
   0.191 0.6970402E+09 0.3193395E+13 0.2643271E+13 0.3013472E+13
   0.192 0.7109299E+09 0.3214780E+13 0.2662049E+13 0.3034084E+13
   0.193 0.7250107E+09 0.3236182E+13 0.2680848E+13 0.3054717E+13
   0.194 0.7392840E+09 0.3257602E+13 0.2699671E+13 0.3075371E+13
   0.195 0.7537514E+09 0.3279039E+13 0.2718514E+13 0.3096045E+13
   0.196 0.7684145E+09 0.3300493E+13 0.2737377E+13 0.3116740E+13
   0.197 0.7832748E+09 0.3321964E+13 0.2756261E+13 0.3137455E+13
   0.198 0.7983338E+09 0.3343452E+13 0.2775164E+13 0.3158190E+13
   0.199 0.8135929E+09 0.3364956E+13 0.2794087E+13 0.3178945E+13
   0.200 0.8290538E+09 0.3386475E+13 0.2813030E+13 0.3199719E+13
