 COMPONENTS 11 22 33 OF SAMPLE STRAIN, STRESS, ELASTIC STRAIN and AVACS
 ******************************************************************************
        et11        et22        et33        et23        et13        et12           st11        st22        st33        st23        st13        st12         etel11      etel22      etel33        wgt_ph
  0.5253E-01 -0.2386E-01 -0.2674E-01  0.2216E-03  0.4055E-04 -0.8861E-04     0.8352E+03  0.2858E+02  0.5432E+02  0.1481E+02  0.3031E+01  0.1337E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5305E-01 -0.2410E-01 -0.2702E-01  0.2217E-03  0.3969E-04 -0.8695E-04     0.8370E+03  0.2855E+02  0.5440E+02  0.1485E+02  0.3017E+01  0.1357E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5357E-01 -0.2433E-01 -0.2730E-01  0.2219E-03  0.3890E-04 -0.8524E-04     0.8389E+03  0.2852E+02  0.5448E+02  0.1490E+02  0.3007E+01  0.1376E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5408E-01 -0.2456E-01 -0.2758E-01  0.2217E-03  0.3828E-04 -0.8338E-04     0.8407E+03  0.2850E+02  0.5455E+02  0.1494E+02  0.2998E+01  0.1396E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5460E-01 -0.2479E-01 -0.2786E-01  0.2214E-03  0.3757E-04 -0.8129E-04     0.8424E+03  0.2847E+02  0.5463E+02  0.1498E+02  0.2989E+01  0.1415E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5511E-01 -0.2503E-01 -0.2814E-01  0.2212E-03  0.3699E-04 -0.7932E-04     0.8442E+03  0.2845E+02  0.5471E+02  0.1502E+02  0.2978E+01  0.1433E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5563E-01 -0.2526E-01 -0.2842E-01  0.2209E-03  0.3627E-04 -0.7744E-04     0.8459E+03  0.2843E+02  0.5479E+02  0.1506E+02  0.2966E+01  0.1449E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5615E-01 -0.2549E-01 -0.2870E-01  0.2207E-03  0.3565E-04 -0.7587E-04     0.8476E+03  0.2841E+02  0.5488E+02  0.1510E+02  0.2955E+01  0.1463E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5666E-01 -0.2572E-01 -0.2898E-01  0.2204E-03  0.3511E-04 -0.7435E-04     0.8493E+03  0.2839E+02  0.5496E+02  0.1514E+02  0.2941E+01  0.1477E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5718E-01 -0.2595E-01 -0.2927E-01  0.2200E-03  0.3469E-04 -0.7261E-04     0.8510E+03  0.2837E+02  0.5504E+02  0.1518E+02  0.2929E+01  0.1493E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5770E-01 -0.2618E-01 -0.2955E-01  0.2196E-03  0.3433E-04 -0.7082E-04     0.8526E+03  0.2836E+02  0.5512E+02  0.1523E+02  0.2916E+01  0.1508E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5822E-01 -0.2641E-01 -0.2983E-01  0.2192E-03  0.3411E-04 -0.6867E-04     0.8543E+03  0.2835E+02  0.5521E+02  0.1527E+02  0.2905E+01  0.1524E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5874E-01 -0.2665E-01 -0.3012E-01  0.2188E-03  0.3381E-04 -0.6649E-04     0.8559E+03  0.2835E+02  0.5530E+02  0.1531E+02  0.2893E+01  0.1540E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5926E-01 -0.2688E-01 -0.3040E-01  0.2186E-03  0.3352E-04 -0.6443E-04     0.8575E+03  0.2834E+02  0.5540E+02  0.1535E+02  0.2882E+01  0.1555E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.5978E-01 -0.2711E-01 -0.3069E-01  0.2185E-03  0.3318E-04 -0.6236E-04     0.8590E+03  0.2834E+02  0.5549E+02  0.1539E+02  0.2872E+01  0.1572E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6030E-01 -0.2734E-01 -0.3098E-01  0.2182E-03  0.3281E-04 -0.6035E-04     0.8606E+03  0.2833E+02  0.5558E+02  0.1543E+02  0.2863E+01  0.1587E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6082E-01 -0.2757E-01 -0.3126E-01  0.2173E-03  0.3240E-04 -0.5842E-04     0.8621E+03  0.2833E+02  0.5567E+02  0.1547E+02  0.2854E+01  0.1604E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6134E-01 -0.2780E-01 -0.3155E-01  0.2164E-03  0.3216E-04 -0.5632E-04     0.8636E+03  0.2833E+02  0.5576E+02  0.1551E+02  0.2846E+01  0.1620E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6186E-01 -0.2803E-01 -0.3184E-01  0.2157E-03  0.3181E-04 -0.5428E-04     0.8651E+03  0.2834E+02  0.5586E+02  0.1556E+02  0.2837E+01  0.1636E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6239E-01 -0.2826E-01 -0.3213E-01  0.2150E-03  0.3134E-04 -0.5236E-04     0.8666E+03  0.2834E+02  0.5596E+02  0.1560E+02  0.2829E+01  0.1650E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6291E-01 -0.2849E-01 -0.3242E-01  0.2141E-03  0.3093E-04 -0.5048E-04     0.8681E+03  0.2835E+02  0.5605E+02  0.1564E+02  0.2821E+01  0.1665E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6343E-01 -0.2872E-01 -0.3271E-01  0.2131E-03  0.3050E-04 -0.4871E-04     0.8695E+03  0.2835E+02  0.5615E+02  0.1568E+02  0.2812E+01  0.1679E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6395E-01 -0.2895E-01 -0.3300E-01  0.2123E-03  0.3010E-04 -0.4660E-04     0.8710E+03  0.2836E+02  0.5625E+02  0.1572E+02  0.2804E+01  0.1693E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6448E-01 -0.2918E-01 -0.3329E-01  0.2114E-03  0.2978E-04 -0.4453E-04     0.8724E+03  0.2838E+02  0.5634E+02  0.1576E+02  0.2797E+01  0.1708E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6500E-01 -0.2941E-01 -0.3358E-01  0.2105E-03  0.2941E-04 -0.4246E-04     0.8738E+03  0.2839E+02  0.5644E+02  0.1580E+02  0.2789E+01  0.1722E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6552E-01 -0.2964E-01 -0.3387E-01  0.2092E-03  0.2904E-04 -0.4049E-04     0.8752E+03  0.2840E+02  0.5654E+02  0.1584E+02  0.2781E+01  0.1737E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6605E-01 -0.2987E-01 -0.3416E-01  0.2081E-03  0.2881E-04 -0.3844E-04     0.8766E+03  0.2842E+02  0.5663E+02  0.1588E+02  0.2773E+01  0.1752E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6657E-01 -0.3010E-01 -0.3445E-01  0.2069E-03  0.2859E-04 -0.3642E-04     0.8779E+03  0.2843E+02  0.5673E+02  0.1592E+02  0.2766E+01  0.1766E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6710E-01 -0.3033E-01 -0.3474E-01  0.2056E-03  0.2842E-04 -0.3434E-04     0.8793E+03  0.2845E+02  0.5683E+02  0.1596E+02  0.2760E+01  0.1780E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6762E-01 -0.3056E-01 -0.3504E-01  0.2043E-03  0.2818E-04 -0.3230E-04     0.8806E+03  0.2847E+02  0.5693E+02  0.1600E+02  0.2752E+01  0.1793E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6815E-01 -0.3079E-01 -0.3533E-01  0.2030E-03  0.2795E-04 -0.3006E-04     0.8819E+03  0.2848E+02  0.5703E+02  0.1604E+02  0.2744E+01  0.1808E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6868E-01 -0.3102E-01 -0.3562E-01  0.2014E-03  0.2764E-04 -0.2815E-04     0.8832E+03  0.2850E+02  0.5713E+02  0.1608E+02  0.2735E+01  0.1821E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6920E-01 -0.3125E-01 -0.3592E-01  0.1998E-03  0.2728E-04 -0.2623E-04     0.8845E+03  0.2852E+02  0.5723E+02  0.1612E+02  0.2726E+01  0.1833E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.6973E-01 -0.3148E-01 -0.3621E-01  0.1984E-03  0.2687E-04 -0.2454E-04     0.8858E+03  0.2854E+02  0.5733E+02  0.1615E+02  0.2717E+01  0.1846E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7026E-01 -0.3171E-01 -0.3651E-01  0.1971E-03  0.2642E-04 -0.2277E-04     0.8870E+03  0.2856E+02  0.5743E+02  0.1619E+02  0.2708E+01  0.1859E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7079E-01 -0.3194E-01 -0.3680E-01  0.1956E-03  0.2599E-04 -0.2109E-04     0.8883E+03  0.2858E+02  0.5753E+02  0.1622E+02  0.2698E+01  0.1871E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7131E-01 -0.3216E-01 -0.3710E-01  0.1945E-03  0.2557E-04 -0.1925E-04     0.8895E+03  0.2860E+02  0.5763E+02  0.1626E+02  0.2688E+01  0.1883E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7184E-01 -0.3239E-01 -0.3740E-01  0.1934E-03  0.2523E-04 -0.1757E-04     0.8907E+03  0.2863E+02  0.5773E+02  0.1629E+02  0.2679E+01  0.1895E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7237E-01 -0.3262E-01 -0.3769E-01  0.1922E-03  0.2483E-04 -0.1587E-04     0.8919E+03  0.2865E+02  0.5783E+02  0.1633E+02  0.2669E+01  0.1907E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7290E-01 -0.3285E-01 -0.3799E-01  0.1910E-03  0.2452E-04 -0.1410E-04     0.8931E+03  0.2867E+02  0.5794E+02  0.1636E+02  0.2660E+01  0.1918E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7343E-01 -0.3309E-01 -0.3829E-01  0.1900E-03  0.2411E-04 -0.1206E-04     0.8943E+03  0.2870E+02  0.5804E+02  0.1639E+02  0.2651E+01  0.1932E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7396E-01 -0.3332E-01 -0.3858E-01  0.1887E-03  0.2371E-04 -0.9853E-05     0.8955E+03  0.2872E+02  0.5815E+02  0.1643E+02  0.2640E+01  0.1944E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7449E-01 -0.3355E-01 -0.3888E-01  0.1876E-03  0.2320E-04 -0.7826E-05     0.8966E+03  0.2874E+02  0.5825E+02  0.1647E+02  0.2629E+01  0.1957E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7502E-01 -0.3378E-01 -0.3918E-01  0.1862E-03  0.2285E-04 -0.5766E-05     0.8977E+03  0.2876E+02  0.5835E+02  0.1650E+02  0.2619E+01  0.1968E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7556E-01 -0.3401E-01 -0.3948E-01  0.1850E-03  0.2252E-04 -0.3594E-05     0.8989E+03  0.2879E+02  0.5846E+02  0.1654E+02  0.2609E+01  0.1981E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7609E-01 -0.3424E-01 -0.3978E-01  0.1837E-03  0.2232E-04 -0.1517E-05     0.9000E+03  0.2882E+02  0.5856E+02  0.1658E+02  0.2600E+01  0.1991E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7662E-01 -0.3447E-01 -0.4008E-01  0.1825E-03  0.2196E-04  0.6199E-06     0.9011E+03  0.2884E+02  0.5866E+02  0.1661E+02  0.2590E+01  0.2004E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7715E-01 -0.3470E-01 -0.4038E-01  0.1813E-03  0.2157E-04  0.2857E-05     0.9022E+03  0.2887E+02  0.5876E+02  0.1664E+02  0.2580E+01  0.2015E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7768E-01 -0.3493E-01 -0.4068E-01  0.1799E-03  0.2131E-04  0.5131E-05     0.9033E+03  0.2890E+02  0.5886E+02  0.1668E+02  0.2570E+01  0.2029E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7822E-01 -0.3516E-01 -0.4098E-01  0.1784E-03  0.2110E-04  0.7387E-05     0.9043E+03  0.2893E+02  0.5896E+02  0.1671E+02  0.2560E+01  0.2040E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7875E-01 -0.3538E-01 -0.4128E-01  0.1768E-03  0.2085E-04  0.9631E-05     0.9054E+03  0.2896E+02  0.5906E+02  0.1675E+02  0.2550E+01  0.2053E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7928E-01 -0.3561E-01 -0.4158E-01  0.1752E-03  0.2057E-04  0.1187E-04     0.9065E+03  0.2899E+02  0.5917E+02  0.1678E+02  0.2540E+01  0.2066E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.7982E-01 -0.3584E-01 -0.4188E-01  0.1736E-03  0.2025E-04  0.1438E-04     0.9075E+03  0.2902E+02  0.5927E+02  0.1682E+02  0.2529E+01  0.2077E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8035E-01 -0.3607E-01 -0.4218E-01  0.1721E-03  0.2031E-04  0.1654E-04     0.9085E+03  0.2905E+02  0.5936E+02  0.1685E+02  0.2521E+01  0.2088E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8089E-01 -0.3630E-01 -0.4249E-01  0.1704E-03  0.2030E-04  0.1882E-04     0.9096E+03  0.2908E+02  0.5946E+02  0.1688E+02  0.2512E+01  0.2097E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8142E-01 -0.3653E-01 -0.4279E-01  0.1688E-03  0.2025E-04  0.2114E-04     0.9106E+03  0.2911E+02  0.5955E+02  0.1691E+02  0.2502E+01  0.2108E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8195E-01 -0.3676E-01 -0.4309E-01  0.1674E-03  0.2020E-04  0.2330E-04     0.9116E+03  0.2915E+02  0.5965E+02  0.1694E+02  0.2493E+01  0.2118E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8249E-01 -0.3699E-01 -0.4340E-01  0.1659E-03  0.2026E-04  0.2522E-04     0.9126E+03  0.2918E+02  0.5974E+02  0.1697E+02  0.2484E+01  0.2125E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8302E-01 -0.3721E-01 -0.4371E-01  0.1643E-03  0.2016E-04  0.2729E-04     0.9135E+03  0.2922E+02  0.5983E+02  0.1701E+02  0.2474E+01  0.2134E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8356E-01 -0.3744E-01 -0.4401E-01  0.1625E-03  0.1993E-04  0.2958E-04     0.9145E+03  0.2925E+02  0.5993E+02  0.1704E+02  0.2463E+01  0.2143E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8410E-01 -0.3767E-01 -0.4432E-01  0.1607E-03  0.1973E-04  0.3181E-04     0.9155E+03  0.2928E+02  0.6002E+02  0.1707E+02  0.2452E+01  0.2153E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8463E-01 -0.3789E-01 -0.4462E-01  0.1588E-03  0.1960E-04  0.3388E-04     0.9164E+03  0.2931E+02  0.6011E+02  0.1710E+02  0.2442E+01  0.2161E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8517E-01 -0.3812E-01 -0.4493E-01  0.1569E-03  0.1936E-04  0.3604E-04     0.9174E+03  0.2935E+02  0.6020E+02  0.1713E+02  0.2431E+01  0.2170E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8570E-01 -0.3835E-01 -0.4524E-01  0.1548E-03  0.1898E-04  0.3838E-04     0.9183E+03  0.2938E+02  0.6029E+02  0.1716E+02  0.2420E+01  0.2178E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8624E-01 -0.3857E-01 -0.4555E-01  0.1529E-03  0.1874E-04  0.4068E-04     0.9192E+03  0.2941E+02  0.6038E+02  0.1719E+02  0.2410E+01  0.2186E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8678E-01 -0.3880E-01 -0.4585E-01  0.1511E-03  0.1849E-04  0.4289E-04     0.9202E+03  0.2944E+02  0.6047E+02  0.1723E+02  0.2400E+01  0.2192E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8732E-01 -0.3903E-01 -0.4616E-01  0.1488E-03  0.1811E-04  0.4507E-04     0.9211E+03  0.2947E+02  0.6056E+02  0.1726E+02  0.2389E+01  0.2199E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8785E-01 -0.3925E-01 -0.4647E-01  0.1464E-03  0.1765E-04  0.4726E-04     0.9220E+03  0.2950E+02  0.6065E+02  0.1729E+02  0.2378E+01  0.2205E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8839E-01 -0.3948E-01 -0.4678E-01  0.1443E-03  0.1728E-04  0.4949E-04     0.9229E+03  0.2954E+02  0.6074E+02  0.1732E+02  0.2367E+01  0.2212E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8893E-01 -0.3971E-01 -0.4709E-01  0.1420E-03  0.1703E-04  0.5162E-04     0.9238E+03  0.2957E+02  0.6083E+02  0.1735E+02  0.2356E+01  0.2217E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.8947E-01 -0.3993E-01 -0.4740E-01  0.1397E-03  0.1665E-04  0.5383E-04     0.9246E+03  0.2960E+02  0.6092E+02  0.1738E+02  0.2345E+01  0.2223E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9001E-01 -0.4016E-01 -0.4771E-01  0.1373E-03  0.1630E-04  0.5619E-04     0.9255E+03  0.2963E+02  0.6101E+02  0.1741E+02  0.2333E+01  0.2229E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9055E-01 -0.4038E-01 -0.4803E-01  0.1349E-03  0.1598E-04  0.5868E-04     0.9264E+03  0.2967E+02  0.6110E+02  0.1744E+02  0.2322E+01  0.2234E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9109E-01 -0.4061E-01 -0.4834E-01  0.1326E-03  0.1566E-04  0.6110E-04     0.9272E+03  0.2970E+02  0.6119E+02  0.1747E+02  0.2310E+01  0.2240E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9163E-01 -0.4083E-01 -0.4865E-01  0.1303E-03  0.1533E-04  0.6370E-04     0.9281E+03  0.2973E+02  0.6127E+02  0.1750E+02  0.2298E+01  0.2245E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9217E-01 -0.4106E-01 -0.4897E-01  0.1279E-03  0.1500E-04  0.6631E-04     0.9289E+03  0.2977E+02  0.6136E+02  0.1753E+02  0.2286E+01  0.2250E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9271E-01 -0.4128E-01 -0.4928E-01  0.1255E-03  0.1467E-04  0.6896E-04     0.9297E+03  0.2981E+02  0.6145E+02  0.1756E+02  0.2274E+01  0.2256E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9325E-01 -0.4151E-01 -0.4960E-01  0.1233E-03  0.1438E-04  0.7153E-04     0.9305E+03  0.2984E+02  0.6153E+02  0.1758E+02  0.2263E+01  0.2259E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9379E-01 -0.4173E-01 -0.4991E-01  0.1210E-03  0.1402E-04  0.7427E-04     0.9314E+03  0.2988E+02  0.6162E+02  0.1761E+02  0.2251E+01  0.2263E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9433E-01 -0.4195E-01 -0.5023E-01  0.1186E-03  0.1364E-04  0.7700E-04     0.9322E+03  0.2991E+02  0.6170E+02  0.1764E+02  0.2239E+01  0.2267E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9488E-01 -0.4218E-01 -0.5055E-01  0.1160E-03  0.1333E-04  0.7977E-04     0.9330E+03  0.2995E+02  0.6178E+02  0.1767E+02  0.2227E+01  0.2271E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9542E-01 -0.4240E-01 -0.5086E-01  0.1138E-03  0.1268E-04  0.8237E-04     0.9337E+03  0.2999E+02  0.6187E+02  0.1769E+02  0.2214E+01  0.2275E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9596E-01 -0.4262E-01 -0.5118E-01  0.1118E-03  0.1191E-04  0.8501E-04     0.9345E+03  0.3002E+02  0.6195E+02  0.1772E+02  0.2200E+01  0.2278E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9650E-01 -0.4285E-01 -0.5150E-01  0.1092E-03  0.1125E-04  0.8745E-04     0.9353E+03  0.3006E+02  0.6203E+02  0.1775E+02  0.2186E+01  0.2280E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9705E-01 -0.4307E-01 -0.5182E-01  0.1067E-03  0.1058E-04  0.8986E-04     0.9361E+03  0.3009E+02  0.6212E+02  0.1777E+02  0.2173E+01  0.2283E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9759E-01 -0.4329E-01 -0.5213E-01  0.1046E-03  0.9841E-05  0.9230E-04     0.9368E+03  0.3013E+02  0.6220E+02  0.1780E+02  0.2158E+01  0.2287E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9813E-01 -0.4352E-01 -0.5245E-01  0.1025E-03  0.9067E-05  0.9482E-04     0.9376E+03  0.3016E+02  0.6228E+02  0.1782E+02  0.2144E+01  0.2291E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9868E-01 -0.4374E-01 -0.5277E-01  0.1008E-03  0.8315E-05  0.9766E-04     0.9383E+03  0.3020E+02  0.6237E+02  0.1785E+02  0.2128E+01  0.2295E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9922E-01 -0.4397E-01 -0.5309E-01  0.9935E-04  0.7715E-05  0.1003E-03     0.9391E+03  0.3023E+02  0.6245E+02  0.1788E+02  0.2114E+01  0.2299E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.9977E-01 -0.4419E-01 -0.5341E-01  0.9798E-04  0.7041E-05  0.1031E-03     0.9398E+03  0.3027E+02  0.6253E+02  0.1790E+02  0.2099E+01  0.2303E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.1003E+00 -0.4441E-01 -0.5373E-01  0.9651E-04  0.6434E-05  0.1058E-03     0.9406E+03  0.3030E+02  0.6262E+02  0.1793E+02  0.2085E+01  0.2307E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.1009E+00 -0.4463E-01 -0.5405E-01  0.9502E-04  0.5846E-05  0.1086E-03     0.9413E+03  0.3033E+02  0.6270E+02  0.1795E+02  0.2070E+01  0.2311E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.1014E+00 -0.4486E-01 -0.5437E-01  0.9370E-04  0.5346E-05  0.1115E-03     0.9420E+03  0.3037E+02  0.6278E+02  0.1798E+02  0.2055E+01  0.2315E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.1019E+00 -0.4508E-01 -0.5469E-01  0.9217E-04  0.4809E-05  0.1143E-03     0.9427E+03  0.3040E+02  0.6286E+02  0.1800E+02  0.2039E+01  0.2319E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.1025E+00 -0.4531E-01 -0.5501E-01  0.9033E-04  0.4328E-05  0.1171E-03     0.9434E+03  0.3043E+02  0.6294E+02  0.1802E+02  0.2024E+01  0.2323E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.1030E+00 -0.4553E-01 -0.5533E-01  0.8838E-04  0.3866E-05  0.1199E-03     0.9441E+03  0.3047E+02  0.6303E+02  0.1805E+02  0.2008E+01  0.2327E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.1036E+00 -0.4575E-01 -0.5565E-01  0.8656E-04  0.3454E-05  0.1227E-03     0.9448E+03  0.3050E+02  0.6311E+02  0.1807E+02  0.1993E+01  0.2331E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
  0.1041E+00 -0.4597E-01 -0.5598E-01  0.8472E-04  0.3002E-05  0.1255E-03     0.9456E+03  0.3055E+02  0.6316E+02  0.1809E+02  0.2019E+01  0.2325E+01     0.0000E+00  0.0000E+00  0.0000E+00     0.6600E+00
