 ******************************************************************************
 DP                                                                                                                                                    
 ******************************************************************************
 COMPONENTS 11 22 33 OF SAMPLE STRAIN, STRESS, ELASTIC STRAIN and AVACS
 ******************************************************************************
        et11        et22        et33        et23        et13        et12           st11        st22        st33        st23        st13        st12         etel11      etel22      etel33        etth11      etth22      etth33
  0.4033E-01 -0.1859E-01 -0.1999E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8719E+03 -0.1506E-02  0.1278E-01  0.2022E+02  0.6694E+01 -0.6073E+01     0.4128E-02 -0.1126E-02 -0.1260E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4084E-01 -0.1883E-01 -0.2026E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8744E+03 -0.1468E-02  0.1282E-01  0.2030E+02  0.6639E+01 -0.6069E+01     0.4140E-02 -0.1129E-02 -0.1264E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4135E-01 -0.1907E-01 -0.2052E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8767E+03 -0.1560E-02  0.1300E-01  0.2039E+02  0.6584E+01 -0.6062E+01     0.4151E-02 -0.1132E-02 -0.1267E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4186E-01 -0.1931E-01 -0.2079E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8791E+03 -0.1516E-02  0.1305E-01  0.2046E+02  0.6526E+01 -0.6050E+01     0.4162E-02 -0.1135E-02 -0.1271E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4237E-01 -0.1954E-01 -0.2106E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8815E+03 -0.1622E-02  0.1320E-01  0.2055E+02  0.6479E+01 -0.6037E+01     0.4173E-02 -0.1138E-02 -0.1274E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4288E-01 -0.1978E-01 -0.2132E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8838E+03 -0.1690E-02  0.1326E-01  0.2064E+02  0.6446E+01 -0.6023E+01     0.4184E-02 -0.1141E-02 -0.1277E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4339E-01 -0.2002E-01 -0.2159E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8861E+03 -0.1586E-02  0.1328E-01  0.2073E+02  0.6411E+01 -0.6012E+01     0.4195E-02 -0.1144E-02 -0.1281E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4390E-01 -0.2026E-01 -0.2186E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8884E+03 -0.1804E-02  0.1357E-01  0.2082E+02  0.6371E+01 -0.6007E+01     0.4206E-02 -0.1147E-02 -0.1284E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4441E-01 -0.2050E-01 -0.2213E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8907E+03 -0.1718E-02  0.1355E-01  0.2091E+02  0.6332E+01 -0.5998E+01     0.4217E-02 -0.1150E-02 -0.1287E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4492E-01 -0.2074E-01 -0.2239E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8930E+03 -0.2471E-02  0.1406E-01  0.2099E+02  0.6293E+01 -0.5970E+01     0.4228E-02 -0.1153E-02 -0.1291E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4543E-01 -0.2097E-01 -0.2266E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8952E+03 -0.2475E-02  0.1403E-01  0.2107E+02  0.6255E+01 -0.5941E+01     0.4238E-02 -0.1156E-02 -0.1294E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4594E-01 -0.2121E-01 -0.2293E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8974E+03 -0.2468E-02  0.1409E-01  0.2114E+02  0.6214E+01 -0.5912E+01     0.4249E-02 -0.1159E-02 -0.1297E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4646E-01 -0.2145E-01 -0.2320E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.8995E+03 -0.2482E-02  0.1410E-01  0.2121E+02  0.6179E+01 -0.5882E+01     0.4259E-02 -0.1162E-02 -0.1300E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4697E-01 -0.2169E-01 -0.2347E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9017E+03 -0.2549E-02  0.1419E-01  0.2129E+02  0.6142E+01 -0.5856E+01     0.4269E-02 -0.1164E-02 -0.1303E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4748E-01 -0.2193E-01 -0.2374E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9038E+03 -0.2403E-02  0.1420E-01  0.2136E+02  0.6110E+01 -0.5828E+01     0.4279E-02 -0.1167E-02 -0.1306E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4799E-01 -0.2216E-01 -0.2401E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9059E+03 -0.2305E-02  0.1415E-01  0.2142E+02  0.6084E+01 -0.5794E+01     0.4289E-02 -0.1170E-02 -0.1309E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4850E-01 -0.2240E-01 -0.2428E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9080E+03 -0.2329E-02  0.1421E-01  0.2148E+02  0.6058E+01 -0.5763E+01     0.4299E-02 -0.1173E-02 -0.1312E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4901E-01 -0.2263E-01 -0.2455E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9101E+03 -0.2383E-02  0.1428E-01  0.2153E+02  0.6033E+01 -0.5733E+01     0.4309E-02 -0.1175E-02 -0.1315E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.4952E-01 -0.2287E-01 -0.2482E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9122E+03 -0.2438E-02  0.1437E-01  0.2159E+02  0.6009E+01 -0.5705E+01     0.4319E-02 -0.1178E-02 -0.1318E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5003E-01 -0.2310E-01 -0.2509E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9142E+03 -0.2411E-02  0.1441E-01  0.2165E+02  0.5985E+01 -0.5681E+01     0.4328E-02 -0.1181E-02 -0.1321E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5054E-01 -0.2333E-01 -0.2536E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9162E+03 -0.2449E-02  0.1448E-01  0.2170E+02  0.5961E+01 -0.5658E+01     0.4338E-02 -0.1183E-02 -0.1324E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5105E-01 -0.2357E-01 -0.2564E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9182E+03 -0.2465E-02  0.1460E-01  0.2176E+02  0.5938E+01 -0.5630E+01     0.4347E-02 -0.1186E-02 -0.1327E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5156E-01 -0.2380E-01 -0.2591E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9201E+03 -0.2761E-02  0.1510E-01  0.2181E+02  0.5917E+01 -0.5599E+01     0.4356E-02 -0.1188E-02 -0.1330E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5207E-01 -0.2404E-01 -0.2618E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9221E+03 -0.2903E-02  0.1525E-01  0.2185E+02  0.5901E+01 -0.5563E+01     0.4366E-02 -0.1191E-02 -0.1333E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5258E-01 -0.2427E-01 -0.2645E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9240E+03 -0.2960E-02  0.1530E-01  0.2190E+02  0.5884E+01 -0.5532E+01     0.4375E-02 -0.1193E-02 -0.1336E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5309E-01 -0.2450E-01 -0.2673E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9259E+03 -0.2810E-02  0.1513E-01  0.2195E+02  0.5865E+01 -0.5500E+01     0.4384E-02 -0.1196E-02 -0.1338E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5360E-01 -0.2474E-01 -0.2700E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9278E+03 -0.2856E-02  0.1516E-01  0.2199E+02  0.5850E+01 -0.5471E+01     0.4393E-02 -0.1198E-02 -0.1341E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5411E-01 -0.2497E-01 -0.2727E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9296E+03 -0.2642E-02  0.1504E-01  0.2204E+02  0.5840E+01 -0.5438E+01     0.4401E-02 -0.1201E-02 -0.1344E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5462E-01 -0.2521E-01 -0.2755E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9315E+03 -0.2686E-02  0.1511E-01  0.2207E+02  0.5829E+01 -0.5403E+01     0.4410E-02 -0.1203E-02 -0.1346E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5513E-01 -0.2544E-01 -0.2782E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9333E+03 -0.2705E-02  0.1514E-01  0.2211E+02  0.5817E+01 -0.5372E+01     0.4419E-02 -0.1205E-02 -0.1349E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5564E-01 -0.2567E-01 -0.2809E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9351E+03 -0.2917E-02  0.1540E-01  0.2215E+02  0.5803E+01 -0.5344E+01     0.4427E-02 -0.1208E-02 -0.1352E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5615E-01 -0.2590E-01 -0.2837E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9369E+03 -0.2919E-02  0.1544E-01  0.2219E+02  0.5791E+01 -0.5322E+01     0.4436E-02 -0.1210E-02 -0.1354E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5667E-01 -0.2614E-01 -0.2864E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9386E+03 -0.2917E-02  0.1548E-01  0.2223E+02  0.5779E+01 -0.5302E+01     0.4444E-02 -0.1212E-02 -0.1357E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5718E-01 -0.2637E-01 -0.2892E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9404E+03 -0.2956E-02  0.1554E-01  0.2227E+02  0.5768E+01 -0.5276E+01     0.4452E-02 -0.1214E-02 -0.1359E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5769E-01 -0.2660E-01 -0.2919E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9421E+03 -0.3026E-02  0.1565E-01  0.2230E+02  0.5759E+01 -0.5252E+01     0.4460E-02 -0.1217E-02 -0.1362E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5820E-01 -0.2683E-01 -0.2947E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9438E+03 -0.3410E-02  0.1603E-01  0.2234E+02  0.5752E+01 -0.5222E+01     0.4469E-02 -0.1219E-02 -0.1364E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5871E-01 -0.2706E-01 -0.2975E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9455E+03 -0.3463E-02  0.1612E-01  0.2238E+02  0.5744E+01 -0.5192E+01     0.4477E-02 -0.1221E-02 -0.1367E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5922E-01 -0.2729E-01 -0.3002E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9472E+03 -0.3477E-02  0.1613E-01  0.2242E+02  0.5737E+01 -0.5165E+01     0.4485E-02 -0.1223E-02 -0.1369E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.5973E-01 -0.2752E-01 -0.3030E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9489E+03 -0.3510E-02  0.1627E-01  0.2246E+02  0.5731E+01 -0.5136E+01     0.4492E-02 -0.1225E-02 -0.1372E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6024E-01 -0.2775E-01 -0.3058E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9505E+03 -0.3600E-02  0.1641E-01  0.2250E+02  0.5724E+01 -0.5110E+01     0.4500E-02 -0.1227E-02 -0.1374E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6075E-01 -0.2798E-01 -0.3085E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9521E+03 -0.3530E-02  0.1648E-01  0.2253E+02  0.5718E+01 -0.5083E+01     0.4508E-02 -0.1230E-02 -0.1376E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6126E-01 -0.2821E-01 -0.3113E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9538E+03 -0.3562E-02  0.1656E-01  0.2257E+02  0.5715E+01 -0.5056E+01     0.4516E-02 -0.1232E-02 -0.1379E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6177E-01 -0.2844E-01 -0.3141E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9554E+03 -0.3614E-02  0.1662E-01  0.2261E+02  0.5710E+01 -0.5030E+01     0.4523E-02 -0.1234E-02 -0.1381E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6228E-01 -0.2867E-01 -0.3169E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9570E+03 -0.3689E-02  0.1677E-01  0.2264E+02  0.5705E+01 -0.5007E+01     0.4531E-02 -0.1236E-02 -0.1383E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6279E-01 -0.2890E-01 -0.3197E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9586E+03 -0.3699E-02  0.1680E-01  0.2267E+02  0.5700E+01 -0.4983E+01     0.4538E-02 -0.1238E-02 -0.1386E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6330E-01 -0.2913E-01 -0.3225E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9601E+03 -0.3732E-02  0.1684E-01  0.2271E+02  0.5695E+01 -0.4961E+01     0.4546E-02 -0.1240E-02 -0.1388E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6381E-01 -0.2935E-01 -0.3253E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9617E+03 -0.3802E-02  0.1698E-01  0.2274E+02  0.5691E+01 -0.4937E+01     0.4553E-02 -0.1242E-02 -0.1390E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6432E-01 -0.2958E-01 -0.3281E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9632E+03 -0.3823E-02  0.1700E-01  0.2277E+02  0.5689E+01 -0.4912E+01     0.4560E-02 -0.1244E-02 -0.1392E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6483E-01 -0.2981E-01 -0.3309E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9647E+03 -0.3861E-02  0.1707E-01  0.2280E+02  0.5685E+01 -0.4889E+01     0.4568E-02 -0.1246E-02 -0.1395E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6534E-01 -0.3004E-01 -0.3337E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9663E+03 -0.3816E-02  0.1709E-01  0.2284E+02  0.5681E+01 -0.4865E+01     0.4575E-02 -0.1248E-02 -0.1397E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6585E-01 -0.3026E-01 -0.3365E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9678E+03 -0.3835E-02  0.1719E-01  0.2287E+02  0.5680E+01 -0.4841E+01     0.4582E-02 -0.1250E-02 -0.1399E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6636E-01 -0.3049E-01 -0.3393E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9692E+03 -0.3888E-02  0.1730E-01  0.2290E+02  0.5679E+01 -0.4819E+01     0.4589E-02 -0.1252E-02 -0.1401E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6688E-01 -0.3072E-01 -0.3421E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9707E+03 -0.3865E-02  0.1727E-01  0.2293E+02  0.5679E+01 -0.4795E+01     0.4596E-02 -0.1254E-02 -0.1403E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6739E-01 -0.3094E-01 -0.3449E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9722E+03 -0.3891E-02  0.1732E-01  0.2296E+02  0.5676E+01 -0.4775E+01     0.4603E-02 -0.1255E-02 -0.1405E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6790E-01 -0.3117E-01 -0.3477E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9736E+03 -0.3888E-02  0.1733E-01  0.2299E+02  0.5674E+01 -0.4751E+01     0.4610E-02 -0.1257E-02 -0.1407E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6841E-01 -0.3139E-01 -0.3505E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9751E+03 -0.4198E-02  0.1771E-01  0.2302E+02  0.5671E+01 -0.4732E+01     0.4617E-02 -0.1259E-02 -0.1409E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6892E-01 -0.3162E-01 -0.3533E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9765E+03 -0.4232E-02  0.1777E-01  0.2304E+02  0.5667E+01 -0.4715E+01     0.4623E-02 -0.1261E-02 -0.1412E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6943E-01 -0.3185E-01 -0.3562E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9779E+03 -0.4228E-02  0.1781E-01  0.2307E+02  0.5662E+01 -0.4699E+01     0.4630E-02 -0.1263E-02 -0.1414E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.6994E-01 -0.3207E-01 -0.3590E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9793E+03 -0.4302E-02  0.1794E-01  0.2310E+02  0.5656E+01 -0.4684E+01     0.4637E-02 -0.1265E-02 -0.1416E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7045E-01 -0.3230E-01 -0.3618E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9807E+03 -0.4286E-02  0.1794E-01  0.2312E+02  0.5651E+01 -0.4669E+01     0.4643E-02 -0.1266E-02 -0.1418E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7096E-01 -0.3252E-01 -0.3646E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9820E+03 -0.4348E-02  0.1805E-01  0.2315E+02  0.5646E+01 -0.4654E+01     0.4650E-02 -0.1268E-02 -0.1420E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7147E-01 -0.3275E-01 -0.3675E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9834E+03 -0.4346E-02  0.1809E-01  0.2318E+02  0.5641E+01 -0.4640E+01     0.4656E-02 -0.1270E-02 -0.1422E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7198E-01 -0.3297E-01 -0.3703E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9848E+03 -0.4360E-02  0.1812E-01  0.2320E+02  0.5636E+01 -0.4626E+01     0.4662E-02 -0.1272E-02 -0.1424E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7249E-01 -0.3320E-01 -0.3731E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9861E+03 -0.4220E-02  0.1809E-01  0.2323E+02  0.5633E+01 -0.4614E+01     0.4669E-02 -0.1273E-02 -0.1425E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7300E-01 -0.3343E-01 -0.3759E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9874E+03 -0.4168E-02  0.1803E-01  0.2326E+02  0.5628E+01 -0.4596E+01     0.4675E-02 -0.1275E-02 -0.1427E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7351E-01 -0.3365E-01 -0.3787E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9887E+03 -0.4030E-02  0.1797E-01  0.2329E+02  0.5623E+01 -0.4580E+01     0.4681E-02 -0.1277E-02 -0.1429E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7402E-01 -0.3388E-01 -0.3816E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9900E+03 -0.4200E-02  0.1819E-01  0.2332E+02  0.5615E+01 -0.4565E+01     0.4687E-02 -0.1278E-02 -0.1431E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7453E-01 -0.3410E-01 -0.3844E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9913E+03 -0.4285E-02  0.1833E-01  0.2334E+02  0.5610E+01 -0.4552E+01     0.4693E-02 -0.1280E-02 -0.1433E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7504E-01 -0.3433E-01 -0.3872E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9926E+03 -0.4293E-02  0.1840E-01  0.2337E+02  0.5605E+01 -0.4537E+01     0.4699E-02 -0.1282E-02 -0.1435E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7555E-01 -0.3455E-01 -0.3901E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9939E+03 -0.4359E-02  0.1853E-01  0.2340E+02  0.5601E+01 -0.4525E+01     0.4706E-02 -0.1283E-02 -0.1437E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7606E-01 -0.3477E-01 -0.3929E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9951E+03 -0.4345E-02  0.1854E-01  0.2343E+02  0.5597E+01 -0.4510E+01     0.4711E-02 -0.1285E-02 -0.1439E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7658E-01 -0.3500E-01 -0.3957E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9964E+03 -0.4408E-02  0.1867E-01  0.2346E+02  0.5591E+01 -0.4495E+01     0.4717E-02 -0.1287E-02 -0.1440E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7709E-01 -0.3522E-01 -0.3986E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9976E+03 -0.4475E-02  0.1880E-01  0.2348E+02  0.5587E+01 -0.4479E+01     0.4723E-02 -0.1288E-02 -0.1442E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7760E-01 -0.3545E-01 -0.4014E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.9988E+03 -0.4532E-02  0.1893E-01  0.2351E+02  0.5583E+01 -0.4465E+01     0.4729E-02 -0.1290E-02 -0.1444E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7811E-01 -0.3567E-01 -0.4043E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1000E+04 -0.4508E-02  0.1892E-01  0.2353E+02  0.5578E+01 -0.4450E+01     0.4735E-02 -0.1291E-02 -0.1446E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7862E-01 -0.3589E-01 -0.4071E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1001E+04 -0.4517E-02  0.1900E-01  0.2356E+02  0.5573E+01 -0.4435E+01     0.4741E-02 -0.1293E-02 -0.1447E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7913E-01 -0.3612E-01 -0.4100E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1002E+04 -0.4554E-02  0.1907E-01  0.2359E+02  0.5567E+01 -0.4420E+01     0.4746E-02 -0.1294E-02 -0.1449E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.7964E-01 -0.3634E-01 -0.4128E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1004E+04 -0.4607E-02  0.1908E-01  0.2361E+02  0.5566E+01 -0.4407E+01     0.4752E-02 -0.1296E-02 -0.1451E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8015E-01 -0.3656E-01 -0.4157E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1005E+04 -0.4697E-02  0.1924E-01  0.2364E+02  0.5563E+01 -0.4395E+01     0.4757E-02 -0.1298E-02 -0.1453E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8066E-01 -0.3678E-01 -0.4186E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1006E+04 -0.4726E-02  0.1927E-01  0.2366E+02  0.5560E+01 -0.4382E+01     0.4763E-02 -0.1299E-02 -0.1454E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8117E-01 -0.3700E-01 -0.4215E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1007E+04 -0.4681E-02  0.1926E-01  0.2368E+02  0.5557E+01 -0.4371E+01     0.4768E-02 -0.1301E-02 -0.1456E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8168E-01 -0.3722E-01 -0.4243E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1008E+04 -0.4743E-02  0.1938E-01  0.2371E+02  0.5554E+01 -0.4364E+01     0.4774E-02 -0.1302E-02 -0.1458E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8219E-01 -0.3744E-01 -0.4272E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1009E+04 -0.4681E-02  0.1937E-01  0.2373E+02  0.5550E+01 -0.4355E+01     0.4779E-02 -0.1303E-02 -0.1459E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8270E-01 -0.3766E-01 -0.4301E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1011E+04 -0.4808E-02  0.1955E-01  0.2375E+02  0.5545E+01 -0.4345E+01     0.4785E-02 -0.1305E-02 -0.1461E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8321E-01 -0.3788E-01 -0.4330E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1012E+04 -0.4777E-02  0.1957E-01  0.2378E+02  0.5540E+01 -0.4335E+01     0.4790E-02 -0.1306E-02 -0.1462E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8372E-01 -0.3809E-01 -0.4359E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1013E+04 -0.4821E-02  0.1966E-01  0.2380E+02  0.5536E+01 -0.4328E+01     0.4795E-02 -0.1308E-02 -0.1464E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8423E-01 -0.3831E-01 -0.4388E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1014E+04 -0.4784E-02  0.1968E-01  0.2382E+02  0.5531E+01 -0.4320E+01     0.4800E-02 -0.1309E-02 -0.1466E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8474E-01 -0.3853E-01 -0.4417E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1015E+04 -0.4872E-02  0.1983E-01  0.2385E+02  0.5526E+01 -0.4312E+01     0.4805E-02 -0.1311E-02 -0.1467E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8525E-01 -0.3875E-01 -0.4446E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1016E+04 -0.4866E-02  0.1986E-01  0.2387E+02  0.5522E+01 -0.4304E+01     0.4811E-02 -0.1312E-02 -0.1469E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8576E-01 -0.3897E-01 -0.4475E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1017E+04 -0.4910E-02  0.1998E-01  0.2389E+02  0.5518E+01 -0.4298E+01     0.4816E-02 -0.1313E-02 -0.1470E-02     0.0000E+00  0.0000E+00  0.0000E+00
  0.8627E-01 -0.3919E-01 -0.4504E-01  0.0000E+00  0.0000E+00  0.0000E+00     0.1018E+04 -0.5047E-02  0.2017E-01  0.2392E+02  0.5512E+01 -0.4293E+01     0.4821E-02 -0.1315E-02 -0.1472E-02     0.0000E+00  0.0000E+00  0.0000E+00
