 COMPONENTS 11 22 33 OF SAMPLE STRAIN, STRESS, ELASTIC STRAIN and AVACS
 ******************************************************************************
        et11        et22        et33        et23        et13        et12           st11        st22        st33        st23        st13        st12         etel11      etel22      etel33        wgt_ph
  0.4634E-01 -0.2205E-01 -0.2264E-01 -0.3895E-03 -0.2685E-03  0.2441E-03     0.1169E+04 -0.1024E+03 -0.1516E+03  0.3496E+02  0.1536E+02 -0.2028E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.4683E-01 -0.2228E-01 -0.2289E-01 -0.3903E-03 -0.2695E-03  0.2435E-03     0.1171E+04 -0.1025E+03 -0.1519E+03  0.3503E+02  0.1536E+02 -0.2027E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.4732E-01 -0.2251E-01 -0.2314E-01 -0.3909E-03 -0.2705E-03  0.2427E-03     0.1174E+04 -0.1025E+03 -0.1521E+03  0.3509E+02  0.1536E+02 -0.2026E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.4781E-01 -0.2274E-01 -0.2340E-01 -0.3923E-03 -0.2713E-03  0.2416E-03     0.1176E+04 -0.1025E+03 -0.1524E+03  0.3517E+02  0.1536E+02 -0.2023E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.4830E-01 -0.2297E-01 -0.2365E-01 -0.3940E-03 -0.2719E-03  0.2408E-03     0.1178E+04 -0.1025E+03 -0.1526E+03  0.3523E+02  0.1537E+02 -0.2021E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.4879E-01 -0.2321E-01 -0.2390E-01 -0.3955E-03 -0.2726E-03  0.2398E-03     0.1180E+04 -0.1025E+03 -0.1529E+03  0.3530E+02  0.1537E+02 -0.2019E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.4927E-01 -0.2344E-01 -0.2416E-01 -0.3970E-03 -0.2734E-03  0.2388E-03     0.1182E+04 -0.1026E+03 -0.1531E+03  0.3537E+02  0.1537E+02 -0.2016E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.4976E-01 -0.2367E-01 -0.2441E-01 -0.3985E-03 -0.2740E-03  0.2378E-03     0.1185E+04 -0.1026E+03 -0.1534E+03  0.3544E+02  0.1538E+02 -0.2014E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5025E-01 -0.2390E-01 -0.2466E-01 -0.3994E-03 -0.2747E-03  0.2364E-03     0.1187E+04 -0.1026E+03 -0.1536E+03  0.3550E+02  0.1539E+02 -0.2012E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5073E-01 -0.2413E-01 -0.2492E-01 -0.4005E-03 -0.2755E-03  0.2352E-03     0.1189E+04 -0.1026E+03 -0.1538E+03  0.3555E+02  0.1540E+02 -0.2009E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5122E-01 -0.2436E-01 -0.2517E-01 -0.4015E-03 -0.2764E-03  0.2338E-03     0.1191E+04 -0.1027E+03 -0.1541E+03  0.3560E+02  0.1542E+02 -0.2006E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5170E-01 -0.2459E-01 -0.2542E-01 -0.4022E-03 -0.2771E-03  0.2327E-03     0.1193E+04 -0.1027E+03 -0.1543E+03  0.3565E+02  0.1542E+02 -0.2004E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5219E-01 -0.2481E-01 -0.2567E-01 -0.4033E-03 -0.2780E-03  0.2320E-03     0.1195E+04 -0.1027E+03 -0.1546E+03  0.3570E+02  0.1544E+02 -0.2004E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5267E-01 -0.2504E-01 -0.2593E-01 -0.4043E-03 -0.2790E-03  0.2313E-03     0.1197E+04 -0.1028E+03 -0.1548E+03  0.3576E+02  0.1545E+02 -0.2003E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5316E-01 -0.2527E-01 -0.2618E-01 -0.4054E-03 -0.2799E-03  0.2308E-03     0.1199E+04 -0.1028E+03 -0.1550E+03  0.3581E+02  0.1546E+02 -0.2002E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5364E-01 -0.2550E-01 -0.2643E-01 -0.4065E-03 -0.2808E-03  0.2303E-03     0.1201E+04 -0.1028E+03 -0.1553E+03  0.3586E+02  0.1548E+02 -0.2002E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5412E-01 -0.2572E-01 -0.2669E-01 -0.4071E-03 -0.2814E-03  0.2294E-03     0.1203E+04 -0.1028E+03 -0.1555E+03  0.3591E+02  0.1549E+02 -0.2000E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5461E-01 -0.2595E-01 -0.2694E-01 -0.4076E-03 -0.2820E-03  0.2285E-03     0.1205E+04 -0.1029E+03 -0.1557E+03  0.3596E+02  0.1551E+02 -0.1998E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5509E-01 -0.2618E-01 -0.2720E-01 -0.4078E-03 -0.2826E-03  0.2275E-03     0.1207E+04 -0.1029E+03 -0.1560E+03  0.3600E+02  0.1552E+02 -0.1997E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5557E-01 -0.2640E-01 -0.2745E-01 -0.4079E-03 -0.2834E-03  0.2263E-03     0.1209E+04 -0.1030E+03 -0.1562E+03  0.3605E+02  0.1554E+02 -0.1995E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5606E-01 -0.2663E-01 -0.2771E-01 -0.4080E-03 -0.2842E-03  0.2252E-03     0.1211E+04 -0.1030E+03 -0.1564E+03  0.3609E+02  0.1555E+02 -0.1993E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5654E-01 -0.2685E-01 -0.2796E-01 -0.4084E-03 -0.2850E-03  0.2240E-03     0.1213E+04 -0.1030E+03 -0.1567E+03  0.3613E+02  0.1557E+02 -0.1992E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5702E-01 -0.2707E-01 -0.2822E-01 -0.4087E-03 -0.2857E-03  0.2230E-03     0.1215E+04 -0.1031E+03 -0.1569E+03  0.3617E+02  0.1559E+02 -0.1990E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5750E-01 -0.2730E-01 -0.2847E-01 -0.4088E-03 -0.2865E-03  0.2219E-03     0.1217E+04 -0.1031E+03 -0.1571E+03  0.3621E+02  0.1560E+02 -0.1989E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5798E-01 -0.2752E-01 -0.2873E-01 -0.4083E-03 -0.2867E-03  0.2204E-03     0.1219E+04 -0.1031E+03 -0.1573E+03  0.3624E+02  0.1562E+02 -0.1987E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5846E-01 -0.2774E-01 -0.2898E-01 -0.4077E-03 -0.2869E-03  0.2190E-03     0.1220E+04 -0.1032E+03 -0.1576E+03  0.3628E+02  0.1563E+02 -0.1986E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5894E-01 -0.2796E-01 -0.2924E-01 -0.4074E-03 -0.2871E-03  0.2175E-03     0.1222E+04 -0.1032E+03 -0.1578E+03  0.3631E+02  0.1564E+02 -0.1984E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5942E-01 -0.2819E-01 -0.2949E-01 -0.4068E-03 -0.2872E-03  0.2162E-03     0.1224E+04 -0.1033E+03 -0.1580E+03  0.3634E+02  0.1565E+02 -0.1983E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.5990E-01 -0.2841E-01 -0.2975E-01 -0.4064E-03 -0.2873E-03  0.2150E-03     0.1226E+04 -0.1033E+03 -0.1582E+03  0.3637E+02  0.1567E+02 -0.1981E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6038E-01 -0.2863E-01 -0.3000E-01 -0.4061E-03 -0.2875E-03  0.2137E-03     0.1228E+04 -0.1033E+03 -0.1584E+03  0.3640E+02  0.1568E+02 -0.1980E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6086E-01 -0.2885E-01 -0.3026E-01 -0.4057E-03 -0.2876E-03  0.2125E-03     0.1230E+04 -0.1034E+03 -0.1587E+03  0.3643E+02  0.1570E+02 -0.1978E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6134E-01 -0.2907E-01 -0.3051E-01 -0.4051E-03 -0.2880E-03  0.2113E-03     0.1231E+04 -0.1034E+03 -0.1589E+03  0.3646E+02  0.1571E+02 -0.1977E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6182E-01 -0.2929E-01 -0.3077E-01 -0.4046E-03 -0.2884E-03  0.2100E-03     0.1233E+04 -0.1034E+03 -0.1591E+03  0.3649E+02  0.1573E+02 -0.1976E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6230E-01 -0.2951E-01 -0.3103E-01 -0.4042E-03 -0.2887E-03  0.2088E-03     0.1235E+04 -0.1035E+03 -0.1593E+03  0.3652E+02  0.1575E+02 -0.1975E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6277E-01 -0.2973E-01 -0.3128E-01 -0.4043E-03 -0.2892E-03  0.2078E-03     0.1237E+04 -0.1035E+03 -0.1596E+03  0.3656E+02  0.1577E+02 -0.1974E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6325E-01 -0.2995E-01 -0.3154E-01 -0.4043E-03 -0.2898E-03  0.2070E-03     0.1238E+04 -0.1036E+03 -0.1598E+03  0.3659E+02  0.1579E+02 -0.1973E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6373E-01 -0.3017E-01 -0.3179E-01 -0.4035E-03 -0.2903E-03  0.2063E-03     0.1240E+04 -0.1036E+03 -0.1600E+03  0.3661E+02  0.1580E+02 -0.1973E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6420E-01 -0.3039E-01 -0.3204E-01 -0.4029E-03 -0.2907E-03  0.2056E-03     0.1242E+04 -0.1036E+03 -0.1602E+03  0.3664E+02  0.1582E+02 -0.1973E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6468E-01 -0.3061E-01 -0.3230E-01 -0.4024E-03 -0.2913E-03  0.2049E-03     0.1244E+04 -0.1037E+03 -0.1604E+03  0.3666E+02  0.1583E+02 -0.1974E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6516E-01 -0.3082E-01 -0.3255E-01 -0.4018E-03 -0.2919E-03  0.2042E-03     0.1245E+04 -0.1037E+03 -0.1606E+03  0.3668E+02  0.1585E+02 -0.1974E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6563E-01 -0.3104E-01 -0.3281E-01 -0.4013E-03 -0.2925E-03  0.2036E-03     0.1247E+04 -0.1037E+03 -0.1609E+03  0.3671E+02  0.1586E+02 -0.1974E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6611E-01 -0.3126E-01 -0.3306E-01 -0.4007E-03 -0.2931E-03  0.2030E-03     0.1249E+04 -0.1038E+03 -0.1611E+03  0.3673E+02  0.1588E+02 -0.1975E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6658E-01 -0.3148E-01 -0.3332E-01 -0.3999E-03 -0.2936E-03  0.2023E-03     0.1250E+04 -0.1038E+03 -0.1613E+03  0.3676E+02  0.1589E+02 -0.1976E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6705E-01 -0.3170E-01 -0.3357E-01 -0.3992E-03 -0.2942E-03  0.2018E-03     0.1252E+04 -0.1039E+03 -0.1615E+03  0.3678E+02  0.1591E+02 -0.1976E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6753E-01 -0.3191E-01 -0.3382E-01 -0.3985E-03 -0.2951E-03  0.2011E-03     0.1253E+04 -0.1039E+03 -0.1617E+03  0.3681E+02  0.1593E+02 -0.1977E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6800E-01 -0.3213E-01 -0.3407E-01 -0.3976E-03 -0.2960E-03  0.2008E-03     0.1255E+04 -0.1039E+03 -0.1619E+03  0.3683E+02  0.1595E+02 -0.1978E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6847E-01 -0.3235E-01 -0.3433E-01 -0.3965E-03 -0.2970E-03  0.2006E-03     0.1257E+04 -0.1040E+03 -0.1621E+03  0.3686E+02  0.1597E+02 -0.1978E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6894E-01 -0.3257E-01 -0.3458E-01 -0.3956E-03 -0.2981E-03  0.2005E-03     0.1258E+04 -0.1040E+03 -0.1623E+03  0.3688E+02  0.1598E+02 -0.1980E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6942E-01 -0.3279E-01 -0.3483E-01 -0.3949E-03 -0.2990E-03  0.2004E-03     0.1260E+04 -0.1040E+03 -0.1626E+03  0.3691E+02  0.1600E+02 -0.1981E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.6989E-01 -0.3300E-01 -0.3508E-01 -0.3939E-03 -0.3000E-03  0.2004E-03     0.1261E+04 -0.1041E+03 -0.1628E+03  0.3693E+02  0.1601E+02 -0.1982E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7036E-01 -0.3322E-01 -0.3533E-01 -0.3931E-03 -0.3008E-03  0.2002E-03     0.1263E+04 -0.1041E+03 -0.1630E+03  0.3696E+02  0.1603E+02 -0.1984E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7083E-01 -0.3343E-01 -0.3559E-01 -0.3923E-03 -0.3017E-03  0.2002E-03     0.1264E+04 -0.1041E+03 -0.1632E+03  0.3698E+02  0.1605E+02 -0.1985E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7130E-01 -0.3365E-01 -0.3584E-01 -0.3915E-03 -0.3026E-03  0.2003E-03     0.1266E+04 -0.1041E+03 -0.1634E+03  0.3701E+02  0.1607E+02 -0.1987E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7177E-01 -0.3387E-01 -0.3609E-01 -0.3905E-03 -0.3038E-03  0.2004E-03     0.1267E+04 -0.1042E+03 -0.1636E+03  0.3703E+02  0.1608E+02 -0.1988E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7224E-01 -0.3408E-01 -0.3634E-01 -0.3896E-03 -0.3048E-03  0.2004E-03     0.1269E+04 -0.1042E+03 -0.1638E+03  0.3706E+02  0.1610E+02 -0.1989E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7271E-01 -0.3430E-01 -0.3660E-01 -0.3887E-03 -0.3059E-03  0.2006E-03     0.1270E+04 -0.1042E+03 -0.1640E+03  0.3708E+02  0.1612E+02 -0.1991E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7318E-01 -0.3451E-01 -0.3685E-01 -0.3879E-03 -0.3070E-03  0.2007E-03     0.1272E+04 -0.1043E+03 -0.1642E+03  0.3710E+02  0.1614E+02 -0.1992E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7364E-01 -0.3472E-01 -0.3710E-01 -0.3869E-03 -0.3082E-03  0.2010E-03     0.1273E+04 -0.1043E+03 -0.1644E+03  0.3712E+02  0.1615E+02 -0.1993E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7411E-01 -0.3494E-01 -0.3735E-01 -0.3859E-03 -0.3093E-03  0.2009E-03     0.1275E+04 -0.1043E+03 -0.1646E+03  0.3715E+02  0.1617E+02 -0.1995E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7458E-01 -0.3515E-01 -0.3760E-01 -0.3851E-03 -0.3104E-03  0.2009E-03     0.1276E+04 -0.1044E+03 -0.1648E+03  0.3717E+02  0.1619E+02 -0.1996E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7505E-01 -0.3536E-01 -0.3786E-01 -0.3843E-03 -0.3116E-03  0.2010E-03     0.1278E+04 -0.1044E+03 -0.1650E+03  0.3719E+02  0.1621E+02 -0.1998E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7551E-01 -0.3557E-01 -0.3811E-01 -0.3834E-03 -0.3127E-03  0.2011E-03     0.1279E+04 -0.1044E+03 -0.1652E+03  0.3722E+02  0.1622E+02 -0.1999E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7598E-01 -0.3578E-01 -0.3837E-01 -0.3826E-03 -0.3137E-03  0.2009E-03     0.1281E+04 -0.1045E+03 -0.1654E+03  0.3724E+02  0.1624E+02 -0.2001E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7644E-01 -0.3599E-01 -0.3862E-01 -0.3818E-03 -0.3149E-03  0.2010E-03     0.1282E+04 -0.1045E+03 -0.1656E+03  0.3726E+02  0.1626E+02 -0.2003E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7691E-01 -0.3620E-01 -0.3887E-01 -0.3812E-03 -0.3164E-03  0.2013E-03     0.1283E+04 -0.1045E+03 -0.1658E+03  0.3729E+02  0.1628E+02 -0.2005E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7738E-01 -0.3641E-01 -0.3913E-01 -0.3804E-03 -0.3179E-03  0.2017E-03     0.1285E+04 -0.1045E+03 -0.1660E+03  0.3731E+02  0.1630E+02 -0.2007E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7784E-01 -0.3662E-01 -0.3938E-01 -0.3799E-03 -0.3194E-03  0.2018E-03     0.1286E+04 -0.1046E+03 -0.1662E+03  0.3734E+02  0.1632E+02 -0.2009E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7830E-01 -0.3683E-01 -0.3963E-01 -0.3793E-03 -0.3209E-03  0.2022E-03     0.1288E+04 -0.1046E+03 -0.1664E+03  0.3736E+02  0.1633E+02 -0.2012E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7877E-01 -0.3704E-01 -0.3988E-01 -0.3787E-03 -0.3224E-03  0.2025E-03     0.1289E+04 -0.1046E+03 -0.1666E+03  0.3738E+02  0.1635E+02 -0.2014E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7923E-01 -0.3725E-01 -0.4014E-01 -0.3780E-03 -0.3237E-03  0.2029E-03     0.1290E+04 -0.1047E+03 -0.1668E+03  0.3741E+02  0.1637E+02 -0.2016E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.7969E-01 -0.3745E-01 -0.4039E-01 -0.3772E-03 -0.3251E-03  0.2031E-03     0.1292E+04 -0.1047E+03 -0.1670E+03  0.3743E+02  0.1639E+02 -0.2018E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8015E-01 -0.3766E-01 -0.4064E-01 -0.3761E-03 -0.3264E-03  0.2037E-03     0.1293E+04 -0.1047E+03 -0.1672E+03  0.3745E+02  0.1641E+02 -0.2021E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8062E-01 -0.3787E-01 -0.4089E-01 -0.3752E-03 -0.3277E-03  0.2042E-03     0.1294E+04 -0.1047E+03 -0.1674E+03  0.3747E+02  0.1642E+02 -0.2024E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8108E-01 -0.3808E-01 -0.4114E-01 -0.3742E-03 -0.3289E-03  0.2048E-03     0.1296E+04 -0.1048E+03 -0.1676E+03  0.3749E+02  0.1644E+02 -0.2026E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8154E-01 -0.3828E-01 -0.4140E-01 -0.3731E-03 -0.3301E-03  0.2053E-03     0.1297E+04 -0.1048E+03 -0.1678E+03  0.3751E+02  0.1646E+02 -0.2029E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8200E-01 -0.3849E-01 -0.4165E-01 -0.3722E-03 -0.3316E-03  0.2058E-03     0.1298E+04 -0.1048E+03 -0.1680E+03  0.3753E+02  0.1648E+02 -0.2032E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8246E-01 -0.3869E-01 -0.4190E-01 -0.3713E-03 -0.3332E-03  0.2064E-03     0.1299E+04 -0.1048E+03 -0.1681E+03  0.3755E+02  0.1650E+02 -0.2034E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8292E-01 -0.3890E-01 -0.4216E-01 -0.3706E-03 -0.3347E-03  0.2070E-03     0.1301E+04 -0.1049E+03 -0.1683E+03  0.3757E+02  0.1651E+02 -0.2037E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8338E-01 -0.3910E-01 -0.4241E-01 -0.3696E-03 -0.3363E-03  0.2076E-03     0.1302E+04 -0.1049E+03 -0.1685E+03  0.3759E+02  0.1653E+02 -0.2040E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8384E-01 -0.3931E-01 -0.4267E-01 -0.3683E-03 -0.3380E-03  0.2081E-03     0.1303E+04 -0.1049E+03 -0.1687E+03  0.3760E+02  0.1655E+02 -0.2042E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8430E-01 -0.3951E-01 -0.4292E-01 -0.3671E-03 -0.3397E-03  0.2086E-03     0.1305E+04 -0.1050E+03 -0.1689E+03  0.3762E+02  0.1657E+02 -0.2045E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8476E-01 -0.3971E-01 -0.4318E-01 -0.3658E-03 -0.3414E-03  0.2093E-03     0.1306E+04 -0.1050E+03 -0.1691E+03  0.3763E+02  0.1659E+02 -0.2048E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8521E-01 -0.3991E-01 -0.4343E-01 -0.3647E-03 -0.3429E-03  0.2097E-03     0.1307E+04 -0.1050E+03 -0.1692E+03  0.3764E+02  0.1661E+02 -0.2050E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8567E-01 -0.4011E-01 -0.4369E-01 -0.3637E-03 -0.3446E-03  0.2103E-03     0.1308E+04 -0.1050E+03 -0.1694E+03  0.3766E+02  0.1663E+02 -0.2053E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8613E-01 -0.4031E-01 -0.4394E-01 -0.3627E-03 -0.3462E-03  0.2110E-03     0.1310E+04 -0.1051E+03 -0.1696E+03  0.3767E+02  0.1664E+02 -0.2056E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8658E-01 -0.4051E-01 -0.4419E-01 -0.3620E-03 -0.3478E-03  0.2117E-03     0.1311E+04 -0.1051E+03 -0.1698E+03  0.3769E+02  0.1666E+02 -0.2059E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8704E-01 -0.4071E-01 -0.4445E-01 -0.3609E-03 -0.3494E-03  0.2122E-03     0.1312E+04 -0.1051E+03 -0.1700E+03  0.3770E+02  0.1668E+02 -0.2062E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8750E-01 -0.4091E-01 -0.4470E-01 -0.3597E-03 -0.3511E-03  0.2128E-03     0.1313E+04 -0.1051E+03 -0.1701E+03  0.3772E+02  0.1669E+02 -0.2065E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8795E-01 -0.4111E-01 -0.4496E-01 -0.3590E-03 -0.3527E-03  0.2132E-03     0.1314E+04 -0.1052E+03 -0.1703E+03  0.3773E+02  0.1671E+02 -0.2068E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8840E-01 -0.4131E-01 -0.4521E-01 -0.3583E-03 -0.3543E-03  0.2136E-03     0.1316E+04 -0.1052E+03 -0.1705E+03  0.3774E+02  0.1673E+02 -0.2071E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8886E-01 -0.4151E-01 -0.4546E-01 -0.3574E-03 -0.3560E-03  0.2141E-03     0.1317E+04 -0.1052E+03 -0.1707E+03  0.3776E+02  0.1674E+02 -0.2074E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8931E-01 -0.4171E-01 -0.4572E-01 -0.3564E-03 -0.3579E-03  0.2147E-03     0.1318E+04 -0.1052E+03 -0.1708E+03  0.3777E+02  0.1675E+02 -0.2077E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.8977E-01 -0.4191E-01 -0.4597E-01 -0.3556E-03 -0.3597E-03  0.2152E-03     0.1319E+04 -0.1053E+03 -0.1710E+03  0.3779E+02  0.1677E+02 -0.2080E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.9022E-01 -0.4210E-01 -0.4623E-01 -0.3549E-03 -0.3617E-03  0.2154E-03     0.1320E+04 -0.1053E+03 -0.1712E+03  0.3781E+02  0.1679E+02 -0.2082E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.9068E-01 -0.4230E-01 -0.4648E-01 -0.3541E-03 -0.3637E-03  0.2157E-03     0.1321E+04 -0.1053E+03 -0.1714E+03  0.3783E+02  0.1680E+02 -0.2085E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.9113E-01 -0.4250E-01 -0.4673E-01 -0.3533E-03 -0.3657E-03  0.2159E-03     0.1323E+04 -0.1053E+03 -0.1715E+03  0.3785E+02  0.1682E+02 -0.2088E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.9158E-01 -0.4270E-01 -0.4699E-01 -0.3524E-03 -0.3678E-03  0.2162E-03     0.1324E+04 -0.1053E+03 -0.1717E+03  0.3787E+02  0.1683E+02 -0.2090E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.9203E-01 -0.4289E-01 -0.4724E-01 -0.3516E-03 -0.3700E-03  0.2167E-03     0.1325E+04 -0.1054E+03 -0.1719E+03  0.3788E+02  0.1685E+02 -0.2093E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.9248E-01 -0.4309E-01 -0.4749E-01 -0.3510E-03 -0.3721E-03  0.2172E-03     0.1326E+04 -0.1054E+03 -0.1720E+03  0.3790E+02  0.1687E+02 -0.2096E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.9293E-01 -0.4329E-01 -0.4774E-01 -0.3507E-03 -0.3742E-03  0.2178E-03     0.1327E+04 -0.1054E+03 -0.1722E+03  0.3792E+02  0.1688E+02 -0.2099E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.9339E-01 -0.4348E-01 -0.4800E-01 -0.3506E-03 -0.3763E-03  0.2183E-03     0.1328E+04 -0.1054E+03 -0.1724E+03  0.3793E+02  0.1690E+02 -0.2102E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
  0.9384E-01 -0.4368E-01 -0.4825E-01 -0.3503E-03 -0.3783E-03  0.2188E-03     0.1329E+04 -0.1055E+03 -0.1725E+03  0.3795E+02  0.1692E+02 -0.2104E+02     0.0000E+00  0.0000E+00  0.0000E+00     0.3400E+00
