  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.036 0.7618024E+05 0.6967059E+12 0.7648193E+12 0.8606125E+12
   0.037 0.8720588E+05 0.7248705E+12 0.7960314E+12 0.8962129E+12
   0.038 0.9949991E+05 0.7533238E+12 0.8276540E+12 0.9325847E+12
   0.039 0.1131038E+06 0.7827704E+12 0.8590691E+12 0.9695600E+12
   0.040 0.1281995E+06 0.8124801E+12 0.8916452E+12 0.1006851E+13
   0.041 0.1448679E+06 0.8426380E+12 0.9246853E+12 0.1044683E+13
   0.042 0.1631617E+06 0.8728368E+12 0.9579279E+12 0.1083383E+13
   0.043 0.1832604E+06 0.9034481E+12 0.9919672E+12 0.1122232E+13
   0.044 0.2054054E+06 0.9351810E+12 0.1026141E+13 0.1161586E+13
   0.045 0.2296023E+06 0.9670559E+12 0.1060958E+13 0.1201539E+13
   0.046 0.2560007E+06 0.9992788E+12 0.1095976E+13 0.1242056E+13
   0.047 0.2847853E+06 0.1031980E+13 0.1131625E+13 0.1283006E+13
   0.048 0.3160814E+06 0.1065080E+13 0.1167675E+13 0.1324426E+13
   0.049 0.3500114E+06 0.1098252E+13 0.1203577E+13 0.1366742E+13
   0.050 0.3868303E+06 0.1132187E+13 0.1240299E+13 0.1409152E+13
   0.051 0.4266547E+06 0.1166458E+13 0.1277502E+13 0.1452010E+13
   0.052 0.4697550E+06 0.1201416E+13 0.1315043E+13 0.1495199E+13
   0.053 0.5161056E+06 0.1236390E+13 0.1352664E+13 0.1538987E+13
   0.054 0.5656441E+06 0.1270533E+13 0.1391285E+13 0.1583528E+13
   0.055 0.6193016E+06 0.1306254E+13 0.1429984E+13 0.1628175E+13
   0.056 0.6769012E+06 0.1342329E+13 0.1469036E+13 0.1673239E+13
   0.057 0.7386800E+06 0.1378782E+13 0.1508372E+13 0.1718805E+13
   0.058 0.8048120E+06 0.1415348E+13 0.1547759E+13 0.1765010E+13
   0.059 0.8755680E+06 0.1452567E+13 0.1587707E+13 0.1811366E+13
   0.060 0.9510836E+06 0.1490011E+13 0.1628083E+13 0.1858082E+13
   0.061 0.1031679E+07 0.1528158E+13 0.1668988E+13 0.1904469E+13
   0.062 0.1117517E+07 0.1566288E+13 0.1710024E+13 0.1951911E+13
   0.063 0.1208860E+07 0.1604523E+13 0.1751453E+13 0.1999839E+13
   0.064 0.1306030E+07 0.1643266E+13 0.1793272E+13 0.2047855E+13
   0.065 0.1409164E+07 0.1682325E+13 0.1835230E+13 0.2096417E+13
   0.066 0.1517751E+07 0.1722076E+13 0.1877935E+13 0.2143770E+13
   0.067 0.1633765E+07 0.1761768E+13 0.1920176E+13 0.2193290E+13
   0.068 0.1756482E+07 0.1801760E+13 0.1963013E+13 0.2242860E+13
   0.069 0.1886301E+07 0.1842102E+13 0.2006206E+13 0.2292622E+13
   0.070 0.2023478E+07 0.1882673E+13 0.2049594E+13 0.2342858E+13
   0.071 0.2168406E+07 0.1923852E+13 0.2092651E+13 0.2393542E+13
   0.072 0.2319458E+07 0.1966090E+13 0.2137554E+13 0.2440949E+13
   0.073 0.2479574E+07 0.2006473E+13 0.2182033E+13 0.2492337E+13
   0.074 0.2648324E+07 0.2048360E+13 0.2225945E+13 0.2543727E+13
   0.075 0.2826609E+07 0.2090352E+13 0.2270650E+13 0.2595415E+13
   0.076 0.3014254E+07 0.2132567E+13 0.2315777E+13 0.2647329E+13
   0.077 0.3209280E+07 0.2175798E+13 0.2358850E+13 0.2699797E+13
   0.078 0.3416049E+07 0.2218601E+13 0.2404210E+13 0.2752383E+13
   0.079 0.3631434E+07 0.2262207E+13 0.2447796E+13 0.2805820E+13
   0.080 0.3858853E+07 0.2305537E+13 0.2493533E+13 0.2859005E+13
   0.081 0.4096623E+07 0.2349635E+13 0.2538004E+13 0.2912882E+13
   0.082 0.4344592E+07 0.2391249E+13 0.2585391E+13 0.2966407E+13
   0.083 0.4605736E+07 0.2435234E+13 0.2631792E+13 0.3020446E+13
   0.084 0.4878711E+07 0.2478828E+13 0.2678698E+13 0.3074725E+13
   0.085 0.5163194E+07 0.2522518E+13 0.2723989E+13 0.3130345E+13
   0.086 0.5461550E+07 0.2567118E+13 0.2770997E+13 0.3185232E+13
   0.087 0.5773071E+07 0.2611927E+13 0.2818208E+13 0.3240369E+13
   0.088 0.6098176E+07 0.2656943E+13 0.2865620E+13 0.3295754E+13
   0.089 0.6437276E+07 0.2702164E+13 0.2913231E+13 0.3351383E+13
   0.090 0.6790792E+07 0.2747585E+13 0.2961036E+13 0.3407252E+13
   0.091 0.7159151E+07 0.2793204E+13 0.3009034E+13 0.3463357E+13
   0.092 0.7543282E+07 0.2839704E+13 0.3056630E+13 0.3519101E+13
   0.093 0.7942760E+07 0.2885745E+13 0.3104990E+13 0.3575657E+13
   0.094 0.8358622E+07 0.2932030E+13 0.3153701E+13 0.3632220E+13
   0.095 0.8790942E+07 0.2978451E+13 0.3202435E+13 0.3689211E+13
   0.096 0.9237408E+07 0.3025329E+13 0.3251671E+13 0.3745222E+13
   0.097 0.9704214E+07 0.3072131E+13 0.3300778E+13 0.3802596E+13
   0.098 0.1018911E+08 0.3119115E+13 0.3350068E+13 0.3860185E+13
   0.099 0.1069264E+08 0.3166283E+13 0.3399534E+13 0.3917992E+13
   0.100 0.1121319E+08 0.3213574E+13 0.3450055E+13 0.3974023E+13
   0.101 0.1175519E+08 0.3261078E+13 0.3499890E+13 0.4032160E+13
   0.102 0.1231721E+08 0.3308743E+13 0.3549882E+13 0.4090490E+13
   0.103 0.1289931E+08 0.3357258E+13 0.3599678E+13 0.4147834E+13
   0.104 0.1350304E+08 0.3405281E+13 0.3649973E+13 0.4206508E+13
   0.105 0.1412264E+08 0.3454104E+13 0.3699402E+13 0.4264538E+13
   0.106 0.1476989E+08 0.3502477E+13 0.3749959E+13 0.4323562E+13
   0.107 0.1543985E+08 0.3551003E+13 0.3800661E+13 0.4382764E+13
   0.108 0.1613328E+08 0.3599716E+13 0.3851487E+13 0.4442183E+13
   0.109 0.1685058E+08 0.3648556E+13 0.3902485E+13 0.4501753E+13
   0.110 0.1759243E+08 0.3697898E+13 0.3952217E+13 0.4562285E+13
   0.111 0.1835923E+08 0.3747044E+13 0.4003420E+13 0.4622229E+13
   0.112 0.1915178E+08 0.3796341E+13 0.4054768E+13 0.4682349E+13
   0.113 0.1996884E+08 0.3846606E+13 0.4105701E+13 0.4740874E+13
   0.114 0.2081568E+08 0.3897397E+13 0.4155364E+13 0.4801172E+13
   0.115 0.2168649E+08 0.3945749E+13 0.4208999E+13 0.4859666E+13
   0.116 0.2258641E+08 0.3996070E+13 0.4261218E+13 0.4919150E+13
   0.117 0.2351717E+08 0.4046133E+13 0.4313231E+13 0.4979908E+13
   0.118 0.2447009E+08 0.4097097E+13 0.4366296E+13 0.5038090E+13
   0.119 0.2546014E+08 0.4147451E+13 0.4418587E+13 0.5099018E+13
   0.120 0.2648120E+08 0.4197942E+13 0.4471012E+13 0.5160093E+13
   0.121 0.2753383E+08 0.4248556E+13 0.4523552E+13 0.5221300E+13
   0.122 0.2861876E+08 0.4299298E+13 0.4576220E+13 0.5282645E+13
   0.123 0.2973661E+08 0.4350155E+13 0.4628996E+13 0.5344114E+13
   0.124 0.3088771E+08 0.4401111E+13 0.4681870E+13 0.5405688E+13
   0.125 0.3207026E+08 0.4450025E+13 0.4736121E+13 0.5466553E+13
   0.126 0.3329106E+08 0.4501159E+13 0.4789278E+13 0.5528365E+13
   0.127 0.3454787E+08 0.4552413E+13 0.4842557E+13 0.5590308E+13
   0.128 0.3584124E+08 0.4603773E+13 0.4895933E+13 0.5652361E+13
   0.129 0.3717215E+08 0.4655248E+13 0.4949427E+13 0.5714539E+13
   0.130 0.3853119E+08 0.4706196E+13 0.5000147E+13 0.5778193E+13
   0.131 0.3993815E+08 0.4757124E+13 0.5050834E+13 0.5842641E+13
   0.132 0.4138394E+08 0.4808436E+13 0.5105035E+13 0.5904313E+13
   0.133 0.4287224E+08 0.4860247E+13 0.5158754E+13 0.5967030E+13
   0.134 0.4440475E+08 0.4910763E+13 0.5213677E+13 0.6029502E+13
   0.135 0.4597910E+08 0.4963261E+13 0.5266917E+13 0.6092343E+13
   0.136 0.4758469E+08 0.5016310E+13 0.5317932E+13 0.6155378E+13
   0.137 0.4924407E+08 0.5068505E+13 0.5371915E+13 0.6218497E+13
   0.138 0.5094854E+08 0.5120797E+13 0.5425998E+13 0.6281722E+13
   0.139 0.5269856E+08 0.5173163E+13 0.5480144E+13 0.6345023E+13
   0.140 0.5449554E+08 0.5225626E+13 0.5534389E+13 0.6408428E+13
   0.141 0.5633991E+08 0.5278161E+13 0.5588695E+13 0.6471902E+13
   0.142 0.5823317E+08 0.5330791E+13 0.5643098E+13 0.6535478E+13
   0.143 0.6017571E+08 0.5383491E+13 0.5697558E+13 0.6599119E+13
   0.144 0.6216946E+08 0.5436407E+13 0.5751513E+13 0.6663227E+13
   0.145 0.6421402E+08 0.5489271E+13 0.5806099E+13 0.6727040E+13
   0.146 0.6630204E+08 0.5543096E+13 0.5861025E+13 0.6788694E+13
   0.147 0.6844421E+08 0.5597480E+13 0.5916825E+13 0.6849323E+13
   0.148 0.7064900E+08 0.5650672E+13 0.5971691E+13 0.6913194E+13
   0.149 0.7290865E+08 0.5703914E+13 0.6026597E+13 0.6977108E+13
   0.150 0.7522517E+08 0.5757238E+13 0.6081588E+13 0.7041109E+13
   0.151 0.7759868E+08 0.5810612E+13 0.6136618E+13 0.7105151E+13
   0.152 0.8002893E+08 0.5863535E+13 0.6191292E+13 0.7169690E+13
   0.153 0.8252055E+08 0.5917021E+13 0.6246417E+13 0.7233873E+13
   0.154 0.8507353E+08 0.5970590E+13 0.6301620E+13 0.7298138E+13
   0.155 0.8768746E+08 0.6024200E+13 0.6356844E+13 0.7362429E+13
   0.156 0.9036569E+08 0.6077902E+13 0.6412154E+13 0.7426813E+13
   0.157 0.9310746E+08 0.6131647E+13 0.6467485E+13 0.7491220E+13
   0.158 0.9591056E+08 0.6186485E+13 0.6522461E+13 0.7553868E+13
   0.159 0.9878441E+08 0.6240393E+13 0.6577866E+13 0.7618316E+13
   0.160 0.1017194E+09 0.6294576E+13 0.6635609E+13 0.7678600E+13
   0.161 0.1047304E+09 0.6348607E+13 0.6691181E+13 0.7743011E+13
   0.162 0.1078125E+09 0.6402716E+13 0.6746815E+13 0.7807492E+13
   0.163 0.1109668E+09 0.6456897E+13 0.6802499E+13 0.7872032E+13
   0.164 0.1141928E+09 0.6511105E+13 0.6858175E+13 0.7936569E+13
   0.165 0.1174871E+09 0.6565435E+13 0.6912990E+13 0.8001728E+13
   0.166 0.1208641E+09 0.6619791E+13 0.6968744E+13 0.8066402E+13
   0.167 0.1243164E+09 0.6674167E+13 0.7024477E+13 0.8131067E+13
   0.168 0.1278479E+09 0.6728617E+13 0.7080261E+13 0.8195795E+13
   0.169 0.1314596E+09 0.6783133E+13 0.7136079E+13 0.8260572E+13
   0.170 0.1351506E+09 0.6837666E+13 0.7191871E+13 0.8325333E+13
   0.171 0.1389251E+09 0.6892272E+13 0.7247709E+13 0.8390152E+13
   0.172 0.1427841E+09 0.6946942E+13 0.7303576E+13 0.8455015E+13
   0.173 0.1467270E+09 0.7001641E+13 0.7359435E+13 0.8519875E+13
   0.174 0.1507566E+09 0.7056387E+13 0.7415304E+13 0.8584753E+13
   0.175 0.1548764E+09 0.7111209E+13 0.7471214E+13 0.8649685E+13
   0.176 0.1590843E+09 0.7166070E+13 0.7527074E+13 0.8714601E+13
   0.177 0.1633834E+09 0.7220950E+13 0.7582970E+13 0.8779539E+13
   0.178 0.1677775E+09 0.7275901E+13 0.7638902E+13 0.8844524E+13
   0.179 0.1722644E+09 0.7330867E+13 0.7694813E+13 0.8909494E+13
   0.180 0.1768429E+09 0.7385310E+13 0.7751666E+13 0.8973017E+13
   0.181 0.1815238E+09 0.7440332E+13 0.7807615E+13 0.9037955E+13
   0.182 0.1863037E+09 0.7495384E+13 0.7863557E+13 0.9102891E+13
   0.183 0.1911870E+09 0.7550497E+13 0.7919525E+13 0.9167862E+13
   0.184 0.1961712E+09 0.7605619E+13 0.7975466E+13 0.9232805E+13
   0.185 0.2012677E+09 0.7657326E+13 0.8033398E+13 0.9298053E+13
   0.186 0.2064640E+09 0.7712409E+13 0.8089398E+13 0.9363004E+13
   0.187 0.2117705E+09 0.7767546E+13 0.8145414E+13 0.9427974E+13
   0.188 0.2171848E+09 0.7822685E+13 0.8201391E+13 0.9492902E+13
   0.189 0.2227132E+09 0.7877876E+13 0.8257382E+13 0.9557846E+13
   0.190 0.2283558E+09 0.7933101E+13 0.8313365E+13 0.9622780E+13
   0.191 0.2341111E+09 0.7988326E+13 0.8369300E+13 0.9687660E+13
   0.192 0.2399862E+09 0.8043603E+13 0.8425238E+13 0.9752546E+13
   0.193 0.2459810E+09 0.8098911E+13 0.8481162E+13 0.9817413E+13
   0.194 0.2520974E+09 0.8154244E+13 0.8537065E+13 0.9882256E+13
   0.195 0.2583505E+09 0.8209553E+13 0.8592283E+13 0.9947886E+13
   0.196 0.2647132E+09 0.8264896E+13 0.8648090E+13 0.1001266E+14
   0.197 0.2712056E+09 0.8320280E+13 0.8703890E+13 0.1007742E+14
   0.198 0.2778278E+09 0.8375684E+13 0.8759664E+13 0.1014216E+14
   0.199 0.2845816E+09 0.8431104E+13 0.8815407E+13 0.1020687E+14
   0.200 0.2914690E+09 0.8486537E+13 0.8871119E+13 0.1027154E+14
