  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.147   0.919   3.187   0.739   0.001   0.186   0.073   0.000   0.088   0.000
   0.148   0.918   3.196   0.738   0.001   0.187   0.074   0.000   0.090   0.000
   0.149   0.917   3.196   0.737   0.001   0.188   0.074   0.000   0.091   0.000
   0.150   0.916   3.196   0.735   0.001   0.189   0.075   0.000   0.092   0.000
   0.151   0.915   3.199   0.734   0.001   0.190   0.075   0.000   0.093   0.000
   0.152   0.914   3.199   0.732   0.001   0.191   0.075   0.000   0.094   0.000
   0.153   0.913   3.199   0.731   0.001   0.192   0.075   0.000   0.095   0.000
   0.154   0.912   3.204   0.730   0.001   0.193   0.076   0.000   0.096   0.000
   0.155   0.911   3.205   0.729   0.001   0.194   0.076   0.000   0.097   0.000
   0.156   0.910   3.213   0.727   0.001   0.195   0.076   0.000   0.098   0.000
   0.157   0.909   3.212   0.726   0.001   0.196   0.076   0.000   0.099   0.000
   0.158   0.908   3.220   0.724   0.002   0.198   0.077   0.000   0.101   0.000
   0.159   0.907   3.221   0.723   0.002   0.198   0.077   0.000   0.102   0.000
   0.160   0.905   3.225   0.721   0.002   0.200   0.077   0.000   0.103   0.000
   0.161   0.904   3.227   0.720   0.002   0.201   0.077   0.000   0.104   0.000
   0.162   0.903   3.226   0.719   0.002   0.202   0.078   0.000   0.105   0.000
   0.163   0.902   3.222   0.717   0.002   0.203   0.078   0.000   0.106   0.000
   0.164   0.901   3.218   0.716   0.002   0.204   0.078   0.000   0.107   0.000
   0.165   0.900   3.225   0.715   0.002   0.205   0.078   0.000   0.108   0.000
   0.166   0.899   3.226   0.713   0.002   0.206   0.079   0.000   0.110   0.000
   0.167   0.898   3.227   0.712   0.002   0.207   0.079   0.000   0.111   0.000
   0.168   0.897   3.235   0.711   0.002   0.208   0.079   0.000   0.112   0.000
   0.169   0.896   3.235   0.709   0.002   0.209   0.079   0.000   0.113   0.000
   0.170   0.894   3.244   0.708   0.002   0.210   0.079   0.000   0.114   0.000
   0.171   0.893   3.260   0.707   0.002   0.211   0.080   0.000   0.115   0.000
   0.172   0.892   3.271   0.706   0.002   0.212   0.080   0.000   0.117   0.000
   0.173   0.891   3.275   0.704   0.002   0.213   0.080   0.000   0.118   0.000
   0.174   0.890   3.276   0.703   0.002   0.214   0.080   0.000   0.119   0.000
   0.175   0.889   3.288   0.701   0.002   0.216   0.080   0.000   0.120   0.000
   0.176   0.888   3.289   0.700   0.002   0.217   0.081   0.000   0.121   0.000
   0.177   0.887   3.283   0.699   0.002   0.218   0.081   0.000   0.122   0.000
   0.178   0.886   3.283   0.697   0.002   0.219   0.081   0.000   0.124   0.000
   0.179   0.885   3.295   0.696   0.003   0.220   0.081   0.000   0.125   0.000
   0.180   0.883   3.300   0.694   0.003   0.221   0.081   0.000   0.126   0.000
   0.181   0.882   3.302   0.693   0.003   0.222   0.081   0.000   0.127   0.000
   0.182   0.881   3.303   0.692   0.003   0.223   0.082   0.000   0.128   0.000
   0.183   0.880   3.319   0.690   0.003   0.225   0.082   0.000   0.130   0.000
   0.184   0.879   3.318   0.689   0.003   0.226   0.082   0.000   0.131   0.000
   0.185   0.878   3.318   0.687   0.003   0.227   0.082   0.000   0.132   0.000
   0.186   0.876   3.319   0.686   0.003   0.228   0.082   0.000   0.133   0.000
   0.187   0.875   3.328   0.684   0.003   0.229   0.082   0.000   0.134   0.000
   0.188   0.874   3.329   0.683   0.003   0.230   0.082   0.000   0.136   0.000
   0.189   0.873   3.330   0.682   0.003   0.232   0.082   0.000   0.137   0.000
   0.190   0.872   3.329   0.680   0.003   0.233   0.083   0.000   0.138   0.000
   0.191   0.871   3.341   0.679   0.003   0.234   0.083   0.000   0.139   0.000
   0.192   0.869   3.341   0.677   0.003   0.235   0.083   0.000   0.140   0.000
   0.193   0.868   3.341   0.676   0.004   0.236   0.083   0.000   0.142   0.000
   0.194   0.867   3.342   0.674   0.004   0.237   0.083   0.000   0.143   0.000
   0.195   0.866   3.338   0.673   0.004   0.238   0.083   0.000   0.144   0.000
   0.196   0.865   3.334   0.671   0.004   0.240   0.083   0.000   0.145   0.000
   0.197   0.864   3.335   0.670   0.004   0.241   0.083   0.000   0.147   0.000
   0.198   0.862   3.342   0.668   0.004   0.242   0.083   0.000   0.148   0.000
   0.199   0.861   3.343   0.667   0.004   0.243   0.083   0.000   0.149   0.000
   0.200   0.860   3.339   0.665   0.004   0.244   0.084   0.000   0.150   0.000
