  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.086 0.1066886E+07 0.1073000E+13 0.1320161E+13 0.1023992E+13
   0.087 0.1075911E+07 0.1076894E+13 0.1325820E+13 0.1029524E+13
   0.088 0.1084823E+07 0.1080749E+13 0.1331396E+13 0.1034964E+13
   0.089 0.1093620E+07 0.1084566E+13 0.1336890E+13 0.1040313E+13
   0.090 0.1102305E+07 0.1088345E+13 0.1342305E+13 0.1045574E+13
   0.091 0.1110878E+07 0.1092084E+13 0.1347639E+13 0.1050748E+13
   0.092 0.1148744E+07 0.1088329E+13 0.1381649E+13 0.1090021E+13
   0.093 0.1157114E+07 0.1091949E+13 0.1386861E+13 0.1095084E+13
   0.094 0.1169974E+07 0.1096700E+13 0.1389957E+13 0.1109809E+13
   0.095 0.1178227E+07 0.1100259E+13 0.1394951E+13 0.1114951E+13
   0.096 0.1283182E+07 0.1101603E+13 0.1396212E+13 0.1158837E+13
   0.097 0.1292715E+07 0.1105042E+13 0.1400993E+13 0.1164417E+13
   0.098 0.1301993E+07 0.1108389E+13 0.1405643E+13 0.1169840E+13
   0.099 0.1311248E+07 0.1111734E+13 0.1410265E+13 0.1175235E+13
   0.100 0.1430433E+07 0.1129840E+13 0.1406388E+13 0.1247509E+13
   0.101 0.1440358E+07 0.1133209E+13 0.1410801E+13 0.1253312E+13
   0.102 0.1450174E+07 0.1136544E+13 0.1415156E+13 0.1259040E+13
   0.103 0.1523223E+07 0.1134549E+13 0.1437923E+13 0.1305675E+13
   0.104 0.1533367E+07 0.1137753E+13 0.1442322E+13 0.1311609E+13
   0.105 0.1718769E+07 0.1136300E+13 0.1478651E+13 0.1348218E+13
   0.106 0.1730616E+07 0.1139377E+13 0.1483377E+13 0.1354234E+13
   0.107 0.1742336E+07 0.1142423E+13 0.1488047E+13 0.1360174E+13
   0.108 0.1754087E+07 0.1145206E+13 0.1493670E+13 0.1365827E+13
   0.109 0.1765515E+07 0.1148177E+13 0.1498227E+13 0.1371600E+13
   0.110 0.1828080E+07 0.1152901E+13 0.1539852E+13 0.1372480E+13
   0.111 0.1839979E+07 0.1155833E+13 0.1544826E+13 0.1378039E+13
   0.112 0.1851604E+07 0.1158698E+13 0.1549692E+13 0.1383465E+13
   0.113 0.1990263E+07 0.1159823E+13 0.1578379E+13 0.1440582E+13
   0.114 0.2088062E+07 0.1156165E+13 0.1634426E+13 0.1467292E+13
   0.115 0.2329223E+07 0.1211827E+13 0.1627284E+13 0.1543016E+13
   0.116 0.2417474E+07 0.1212937E+13 0.1631064E+13 0.1577305E+13
   0.117 0.2434602E+07 0.1216212E+13 0.1636200E+13 0.1584412E+13
   0.118 0.2659238E+07 0.1216847E+13 0.1635249E+13 0.1652073E+13
   0.119 0.2679835E+07 0.1220042E+13 0.1640215E+13 0.1660154E+13
   0.120 0.2700038E+07 0.1223173E+13 0.1645080E+13 0.1668074E+13
   0.121 0.2720284E+07 0.1226305E+13 0.1649936E+13 0.1675999E+13
   0.122 0.2740161E+07 0.1229381E+13 0.1654697E+13 0.1683776E+13
   0.123 0.2760086E+07 0.1232459E+13 0.1659449E+13 0.1691561E+13
   0.124 0.2779835E+07 0.1235509E+13 0.1664147E+13 0.1699275E+13
   0.125 0.2962742E+07 0.1285717E+13 0.1661914E+13 0.1735609E+13
   0.126 0.2983194E+07 0.1289014E+13 0.1666463E+13 0.1743374E+13
   0.127 0.3003261E+07 0.1292250E+13 0.1670923E+13 0.1750995E+13
   0.128 0.3023356E+07 0.1295484E+13 0.1675374E+13 0.1758621E+13
   0.129 0.3043094E+07 0.1298662E+13 0.1679741E+13 0.1766114E+13
   0.130 0.3323309E+07 0.1322578E+13 0.1737048E+13 0.1767577E+13
   0.131 0.3527155E+07 0.1352853E+13 0.1799262E+13 0.1766406E+13
   0.132 0.3640407E+07 0.1368060E+13 0.1801900E+13 0.1794080E+13
   0.133 0.3667071E+07 0.1371959E+13 0.1807367E+13 0.1801633E+13
   0.134 0.3772844E+07 0.1404809E+13 0.1807629E+13 0.1826031E+13
   0.135 0.3836377E+07 0.1407076E+13 0.1827581E+13 0.1841080E+13
   0.136 0.4135992E+07 0.1410265E+13 0.1883932E+13 0.1862699E+13
   0.137 0.4168717E+07 0.1414507E+13 0.1890378E+13 0.1870588E+13
   0.138 0.4200916E+07 0.1418685E+13 0.1896714E+13 0.1878350E+13
   0.139 0.4233336E+07 0.1422879E+13 0.1903076E+13 0.1886127E+13
   0.140 0.4265231E+07 0.1427009E+13 0.1909331E+13 0.1893779E+13
   0.141 0.4297322E+07 0.1431152E+13 0.1915605E+13 0.1901446E+13
   0.142 0.4328895E+07 0.1435228E+13 0.1921773E+13 0.1908991E+13
   0.143 0.4360650E+07 0.1439315E+13 0.1927958E+13 0.1916549E+13
   0.144 0.4424421E+07 0.1444531E+13 0.1943593E+13 0.1922750E+13
   0.145 0.4456432E+07 0.1448584E+13 0.1949862E+13 0.1930183E+13
   0.146 0.4702384E+07 0.1450014E+13 0.1960225E+13 0.1972051E+13
   0.147 0.4993345E+07 0.1450150E+13 0.1965139E+13 0.2029727E+13
   0.148 0.5032228E+07 0.1453983E+13 0.1971258E+13 0.2038315E+13
   0.149 0.5071401E+07 0.1457831E+13 0.1977399E+13 0.2046936E+13
   0.150 0.5109985E+07 0.1461627E+13 0.1983439E+13 0.2055438E+13
   0.151 0.5148813E+07 0.1465432E+13 0.1989493E+13 0.2063973E+13
   0.152 0.5255134E+07 0.1477439E+13 0.2002564E+13 0.2071154E+13
   0.153 0.5294716E+07 0.1481330E+13 0.2008656E+13 0.2079575E+13
   0.154 0.5333705E+07 0.1485161E+13 0.2014654E+13 0.2087881E+13
   0.155 0.5372775E+07 0.1488985E+13 0.2020650E+13 0.2096185E+13
   0.156 0.5411340E+07 0.1492758E+13 0.2026563E+13 0.2104389E+13
   0.157 0.5450168E+07 0.1496538E+13 0.2032502E+13 0.2112621E+13
   0.158 0.5676324E+07 0.1497913E+13 0.2049664E+13 0.2147368E+13
   0.159 0.5717453E+07 0.1501603E+13 0.2055692E+13 0.2155885E+13
   0.160 0.6133665E+07 0.1518873E+13 0.2055033E+13 0.2222405E+13
   0.161 0.6179066E+07 0.1522680E+13 0.2060910E+13 0.2231539E+13
   0.162 0.6223829E+07 0.1526432E+13 0.2066712E+13 0.2240546E+13
   0.163 0.6268220E+07 0.1530146E+13 0.2072470E+13 0.2249470E+13
   0.164 0.6312959E+07 0.1533869E+13 0.2078267E+13 0.2258428E+13
   0.165 0.6485961E+07 0.1540356E+13 0.2095271E+13 0.2265987E+13
   0.166 0.6530679E+07 0.1544027E+13 0.2101030E+13 0.2274730E+13
   0.167 0.6575758E+07 0.1547708E+13 0.2106839E+13 0.2283502E+13
   0.168 0.6620237E+07 0.1551336E+13 0.2112585E+13 0.2292156E+13
   0.169 0.6664366E+07 0.1554928E+13 0.2118298E+13 0.2300730E+13
   0.170 0.6708831E+07 0.1558527E+13 0.2124055E+13 0.2309332E+13
   0.171 0.6752718E+07 0.1562075E+13 0.2129751E+13 0.2317822E+13
   0.172 0.6796256E+07 0.1565586E+13 0.2135409E+13 0.2326237E+13
   0.173 0.6839604E+07 0.1569070E+13 0.2141046E+13 0.2334600E+13
   0.174 0.6882763E+07 0.1572530E+13 0.2146661E+13 0.2342914E+13
   0.175 0.6925640E+07 0.1575962E+13 0.2152242E+13 0.2351165E+13
   0.176 0.6972233E+07 0.1579345E+13 0.2158185E+13 0.2359570E+13
   0.177 0.7014898E+07 0.1582740E+13 0.2163736E+13 0.2367737E+13
   0.178 0.7057304E+07 0.1586111E+13 0.2169255E+13 0.2375847E+13
   0.179 0.7099570E+07 0.1589467E+13 0.2174757E+13 0.2383916E+13
   0.180 0.7337156E+07 0.1602347E+13 0.2178328E+13 0.2409004E+13
   0.181 0.7383112E+07 0.1605862E+13 0.2183767E+13 0.2417333E+13
   0.182 0.7428967E+07 0.1609362E+13 0.2189196E+13 0.2425625E+13
   0.183 0.7474606E+07 0.1612837E+13 0.2194604E+13 0.2433870E+13
   0.184 0.7520144E+07 0.1616296E+13 0.2200000E+13 0.2442082E+13
   0.185 0.7859046E+07 0.1654984E+13 0.2201572E+13 0.2460259E+13
   0.186 0.7908281E+07 0.1658881E+13 0.2206879E+13 0.2468528E+13
   0.187 0.7957314E+07 0.1662754E+13 0.2212168E+13 0.2476757E+13
   0.188 0.8006257E+07 0.1666608E+13 0.2217449E+13 0.2484957E+13
   0.189 0.8054976E+07 0.1670437E+13 0.2222710E+13 0.2493113E+13
   0.190 0.8103499E+07 0.1674240E+13 0.2227953E+13 0.2501230E+13
   0.191 0.8151950E+07 0.1678026E+13 0.2233190E+13 0.2509318E+13
   0.192 0.8200199E+07 0.1681786E+13 0.2238412E+13 0.2517366E+13
   0.193 0.8248267E+07 0.1685522E+13 0.2243618E+13 0.2525375E+13
   0.194 0.8296172E+07 0.1689237E+13 0.2248808E+13 0.2533348E+13
   0.195 0.8388246E+07 0.1696652E+13 0.2261562E+13 0.2539963E+13
   0.196 0.8436124E+07 0.1700352E+13 0.2266764E+13 0.2547866E+13
   0.197 0.8483797E+07 0.1704030E+13 0.2271949E+13 0.2555727E+13
   0.198 0.8531270E+07 0.1707686E+13 0.2277115E+13 0.2563547E+13
   0.199 0.8578547E+07 0.1711322E+13 0.2282263E+13 0.2571326E+13
   0.200 0.8625627E+07 0.1714937E+13 0.2287391E+13 0.2579066E+13
