  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.086 0.7022500E+06 0.1146470E+13 0.8408822E+12 0.1239872E+13
   0.087 0.7741737E+06 0.1145058E+13 0.8799638E+12 0.1241783E+13
   0.088 0.7788972E+06 0.1146456E+13 0.8821254E+12 0.1247041E+13
   0.089 0.7835649E+06 0.1147830E+13 0.8842550E+12 0.1252218E+13
   0.090 0.7881118E+06 0.1149161E+13 0.8863237E+12 0.1257250E+13
   0.091 0.8036220E+06 0.1149397E+13 0.8981428E+12 0.1262519E+13
   0.092 0.8162158E+06 0.1157528E+13 0.8997483E+12 0.1268354E+13
   0.093 0.8209728E+06 0.1158848E+13 0.9019648E+12 0.1273233E+13
   0.094 0.8256838E+06 0.1160149E+13 0.9041566E+12 0.1278046E+13
   0.095 0.8303422E+06 0.1161430E+13 0.9063207E+12 0.1282789E+13
   0.096 0.8348820E+06 0.1162670E+13 0.9084258E+12 0.1287405E+13
   0.097 0.8809993E+06 0.1157057E+13 0.9502531E+12 0.1315386E+13
   0.098 0.8857660E+06 0.1158219E+13 0.9525979E+12 0.1320075E+13
   0.099 0.1245141E+07 0.1338028E+13 0.9475559E+12 0.1349927E+13
   0.100 0.1253565E+07 0.1340937E+13 0.9497461E+12 0.1354850E+13
   0.101 0.1261917E+07 0.1343819E+13 0.9519109E+12 0.1359711E+13
   0.102 0.1418582E+07 0.1345800E+13 0.1004051E+13 0.1390103E+13
   0.103 0.1468399E+07 0.1359098E+13 0.1050257E+13 0.1387896E+13
   0.104 0.1479221E+07 0.1361981E+13 0.1053607E+13 0.1392846E+13
   0.105 0.1568027E+07 0.1361538E+13 0.1055235E+13 0.1431548E+13
   0.106 0.1578964E+07 0.1364305E+13 0.1058459E+13 0.1436508E+13
   0.107 0.1885458E+07 0.1358585E+13 0.1162063E+13 0.1432935E+13
   0.108 0.1899235E+07 0.1361240E+13 0.1166255E+13 0.1437717E+13
   0.109 0.1912716E+07 0.1363838E+13 0.1170359E+13 0.1442376E+13
   0.110 0.1926259E+07 0.1366440E+13 0.1174481E+13 0.1447025E+13
   0.111 0.1939723E+07 0.1369019E+13 0.1178581E+13 0.1451620E+13
   0.112 0.1952898E+07 0.1371543E+13 0.1182595E+13 0.1456101E+13
   0.113 0.1966122E+07 0.1374069E+13 0.1186622E+13 0.1460572E+13
   0.114 0.1979071E+07 0.1376541E+13 0.1190568E+13 0.1464936E+13
   0.115 0.1992072E+07 0.1379013E+13 0.1194530E+13 0.1469294E+13
   0.116 0.2028533E+07 0.1379810E+13 0.1208826E+13 0.1480843E+13
   0.117 0.2041662E+07 0.1382204E+13 0.1212876E+13 0.1485202E+13
   0.118 0.2054532E+07 0.1384550E+13 0.1216849E+13 0.1489462E+13
   0.119 0.2114442E+07 0.1384383E+13 0.1241462E+13 0.1501233E+13
   0.120 0.2167212E+07 0.1382739E+13 0.1252757E+13 0.1532713E+13
   0.121 0.2241168E+07 0.1405591E+13 0.1290322E+13 0.1531368E+13
   0.122 0.2255805E+07 0.1407956E+13 0.1295061E+13 0.1535892E+13
   0.123 0.2270533E+07 0.1410323E+13 0.1299829E+13 0.1540428E+13
   0.124 0.2284996E+07 0.1412647E+13 0.1304511E+13 0.1544874E+13
   0.125 0.2299530E+07 0.1414971E+13 0.1309215E+13 0.1549326E+13
   0.126 0.2313800E+07 0.1417251E+13 0.1313831E+13 0.1553697E+13
   0.127 0.2328130E+07 0.1419527E+13 0.1318465E+13 0.1558081E+13
   0.128 0.2342202E+07 0.1421760E+13 0.1323011E+13 0.1562387E+13
   0.129 0.2356328E+07 0.1423989E+13 0.1327575E+13 0.1566705E+13
   0.130 0.2370205E+07 0.1426178E+13 0.1332057E+13 0.1570946E+13
   0.131 0.2384135E+07 0.1428361E+13 0.1336556E+13 0.1575200E+13
   0.132 0.2587095E+07 0.1429753E+13 0.1351173E+13 0.1655313E+13
   0.133 0.2603338E+07 0.1431864E+13 0.1355756E+13 0.1660510E+13
   0.134 0.2755218E+07 0.1450396E+13 0.1388165E+13 0.1662230E+13
   0.135 0.2878543E+07 0.1450250E+13 0.1405897E+13 0.1690317E+13
   0.136 0.2898432E+07 0.1452506E+13 0.1411038E+13 0.1695704E+13
   0.137 0.3033229E+07 0.1452736E+13 0.1415239E+13 0.1726594E+13
   0.138 0.3328344E+07 0.1454711E+13 0.1415422E+13 0.1794274E+13
   0.139 0.3353215E+07 0.1456880E+13 0.1420465E+13 0.1800746E+13
   0.140 0.3487632E+07 0.1475627E+13 0.1439178E+13 0.1804837E+13
   0.141 0.3721932E+07 0.1508176E+13 0.1440779E+13 0.1839931E+13
   0.142 0.4189020E+07 0.1507333E+13 0.1440075E+13 0.1926011E+13
   0.143 0.4454819E+07 0.1545992E+13 0.1442752E+13 0.1931118E+13
   0.144 0.4491225E+07 0.1549223E+13 0.1447697E+13 0.1938288E+13
   0.145 0.4527956E+07 0.1552473E+13 0.1452681E+13 0.1945491E+13
   0.146 0.4876005E+07 0.1600167E+13 0.1453198E+13 0.1983049E+13
   0.147 0.4972122E+07 0.1625101E+13 0.1460607E+13 0.1987566E+13
   0.148 0.5010314E+07 0.1628708E+13 0.1465467E+13 0.1994720E+13
   0.149 0.5053282E+07 0.1632389E+13 0.1470091E+13 0.2004083E+13
   0.150 0.5091183E+07 0.1635956E+13 0.1474907E+13 0.2011171E+13
   0.151 0.5128737E+07 0.1639490E+13 0.1479683E+13 0.2018188E+13
   0.152 0.5166656E+07 0.1643057E+13 0.1484498E+13 0.2025244E+13
   0.153 0.5203991E+07 0.1646577E+13 0.1489247E+13 0.2032189E+13
   0.154 0.5339590E+07 0.1677065E+13 0.1491044E+13 0.2048218E+13
   0.155 0.5378137E+07 0.1680928E+13 0.1495755E+13 0.2055233E+13
   0.156 0.5416106E+07 0.1684742E+13 0.1500404E+13 0.2062141E+13
   0.157 0.5453744E+07 0.1688533E+13 0.1505016E+13 0.2068979E+13
   0.158 0.5491729E+07 0.1692363E+13 0.1509662E+13 0.2075852E+13
   0.159 0.5529150E+07 0.1696145E+13 0.1514246E+13 0.2082620E+13
   0.160 0.5778503E+07 0.1699757E+13 0.1517473E+13 0.2110884E+13
   0.161 0.5818508E+07 0.1703543E+13 0.1522039E+13 0.2117887E+13
   0.162 0.5857922E+07 0.1707280E+13 0.1526553E+13 0.2124790E+13
   0.163 0.5896985E+07 0.1710990E+13 0.1531037E+13 0.2131627E+13
   0.164 0.5936369E+07 0.1714733E+13 0.1535558E+13 0.2138496E+13
   0.165 0.6110346E+07 0.1717041E+13 0.1558162E+13 0.2145597E+13
   0.166 0.6151190E+07 0.1720687E+13 0.1562925E+13 0.2152312E+13
   0.167 0.6192431E+07 0.1724360E+13 0.1567733E+13 0.2159069E+13
   0.168 0.7016879E+07 0.1722007E+13 0.1599967E+13 0.2232263E+13
   0.169 0.7067740E+07 0.1725532E+13 0.1604981E+13 0.2239810E+13
   0.170 0.7118310E+07 0.1729035E+13 0.1609971E+13 0.2247317E+13
   0.171 0.7169440E+07 0.1732566E+13 0.1615006E+13 0.2254885E+13
   0.172 0.7219883E+07 0.1736055E+13 0.1619980E+13 0.2262366E+13
   0.173 0.7269932E+07 0.1739522E+13 0.1624918E+13 0.2269795E+13
   0.174 0.7319672E+07 0.1742971E+13 0.1629827E+13 0.2277180E+13
   0.175 0.7369262E+07 0.1746409E+13 0.1634722E+13 0.2284541E+13
   0.176 0.7418565E+07 0.1749833E+13 0.1639591E+13 0.2291860E+13
   0.177 0.7467730E+07 0.1753247E+13 0.1644446E+13 0.2299154E+13
   0.178 0.7765872E+07 0.1753669E+13 0.1673882E+13 0.2328652E+13
   0.179 0.7817791E+07 0.1757018E+13 0.1679014E+13 0.2336156E+13
   0.180 0.7869464E+07 0.1760353E+13 0.1684125E+13 0.2343624E+13
   0.181 0.8055786E+07 0.1781466E+13 0.1687760E+13 0.2354760E+13
   0.182 0.8108983E+07 0.1785028E+13 0.1692820E+13 0.2362215E+13
   0.183 0.8162065E+07 0.1788581E+13 0.1697873E+13 0.2369648E+13
   0.184 0.8232634E+07 0.1791781E+13 0.1706080E+13 0.2377998E+13
   0.185 0.8285326E+07 0.1795296E+13 0.1711135E+13 0.2385357E+13
   0.186 0.8337881E+07 0.1798798E+13 0.1716196E+13 0.2392684E+13
   0.187 0.8390165E+07 0.1802282E+13 0.1721251E+13 0.2399967E+13
   0.188 0.8442196E+07 0.1805750E+13 0.1726303E+13 0.2407205E+13
   0.189 0.8671694E+07 0.1811578E+13 0.1754881E+13 0.2411716E+13
   0.190 0.8724261E+07 0.1815056E+13 0.1760048E+13 0.2418853E+13
   0.191 0.8776545E+07 0.1818534E+13 0.1765204E+13 0.2425942E+13
   0.192 0.9005199E+07 0.1838801E+13 0.1770535E+13 0.2431338E+13
   0.193 0.9058929E+07 0.1842466E+13 0.1775666E+13 0.2438306E+13
   0.194 0.9112373E+07 0.1846130E+13 0.1780783E+13 0.2445225E+13
   0.195 0.9165528E+07 0.1849792E+13 0.1785887E+13 0.2452094E+13
   0.196 0.9222084E+07 0.1853399E+13 0.1791077E+13 0.2459433E+13
   0.197 0.9274677E+07 0.1857056E+13 0.1796155E+13 0.2466206E+13
   0.198 0.9326975E+07 0.1860711E+13 0.1801221E+13 0.2472930E+13
   0.199 0.9378974E+07 0.1864363E+13 0.1806273E+13 0.2479604E+13
   0.200 0.9430676E+07 0.1868012E+13 0.1811314E+13 0.2486227E+13
