  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.038   0.994   2.429   0.865   0.000   0.106   0.029   0.000   0.010   0.000
   0.039   0.994   2.430   0.864   0.000   0.107   0.030   0.000   0.011   0.000
   0.040   0.993   2.439   0.863   0.000   0.107   0.030   0.000   0.011   0.000
   0.041   0.993   2.438   0.862   0.000   0.108   0.031   0.000   0.011   0.000
   0.042   0.992   2.448   0.861   0.000   0.108   0.031   0.000   0.012   0.000
   0.043   0.992   2.453   0.859   0.000   0.109   0.032   0.000   0.012   0.000
   0.044   0.991   2.448   0.858   0.000   0.109   0.032   0.000   0.013   0.000
   0.045   0.991   2.473   0.857   0.000   0.110   0.033   0.000   0.013   0.000
   0.046   0.991   2.487   0.856   0.000   0.110   0.033   0.000   0.014   0.000
   0.047   0.990   2.496   0.855   0.000   0.111   0.034   0.000   0.014   0.000
   0.048   0.990   2.501   0.854   0.000   0.111   0.034   0.000   0.015   0.000
   0.049   0.990   2.508   0.853   0.000   0.112   0.035   0.000   0.015   0.000
   0.050   0.989   2.516   0.852   0.000   0.112   0.035   0.000   0.016   0.000
   0.051   0.989   2.531   0.851   0.000   0.113   0.036   0.000   0.016   0.000
   0.052   0.988   2.533   0.850   0.000   0.114   0.036   0.000   0.016   0.000
   0.053   0.988   2.547   0.849   0.000   0.114   0.037   0.000   0.017   0.000
   0.054   0.987   2.563   0.848   0.000   0.115   0.037   0.000   0.018   0.000
   0.055   0.987   2.567   0.847   0.000   0.115   0.038   0.000   0.018   0.000
   0.056   0.986   2.576   0.846   0.000   0.116   0.038   0.000   0.019   0.000
   0.057   0.986   2.590   0.845   0.000   0.116   0.039   0.000   0.019   0.000
   0.058   0.985   2.611   0.844   0.000   0.117   0.039   0.000   0.020   0.000
   0.059   0.985   2.628   0.843   0.000   0.117   0.040   0.000   0.020   0.000
   0.060   0.984   2.631   0.842   0.000   0.118   0.040   0.000   0.021   0.000
   0.061   0.984   2.641   0.841   0.000   0.118   0.041   0.000   0.021   0.000
   0.062   0.983   2.649   0.840   0.000   0.119   0.041   0.000   0.022   0.000
   0.063   0.983   2.669   0.839   0.000   0.119   0.042   0.000   0.022   0.000
   0.064   0.982   2.673   0.838   0.000   0.119   0.042   0.000   0.023   0.000
   0.065   0.982   2.678   0.837   0.000   0.120   0.043   0.000   0.024   0.000
   0.066   0.981   2.693   0.836   0.000   0.120   0.043   0.000   0.024   0.000
   0.067   0.981   2.714   0.835   0.000   0.121   0.043   0.000   0.025   0.000
   0.068   0.980   2.721   0.835   0.000   0.121   0.044   0.000   0.025   0.000
   0.069   0.980   2.724   0.834   0.000   0.122   0.044   0.000   0.026   0.000
   0.070   0.979   2.735   0.833   0.000   0.122   0.045   0.000   0.027   0.000
   0.071   0.978   2.745   0.832   0.000   0.123   0.045   0.000   0.027   0.000
   0.072   0.978   2.763   0.831   0.000   0.123   0.046   0.000   0.028   0.000
   0.073   0.977   2.767   0.830   0.000   0.124   0.046   0.000   0.029   0.000
   0.074   0.976   2.780   0.829   0.000   0.124   0.047   0.000   0.029   0.000
   0.075   0.976   2.803   0.828   0.000   0.125   0.047   0.000   0.030   0.000
   0.076   0.974   2.815   0.827   0.000   0.125   0.048   0.000   0.031   0.000
   0.077   0.974   2.819   0.826   0.000   0.126   0.048   0.000   0.031   0.000
   0.078   0.973   2.827   0.825   0.000   0.126   0.048   0.000   0.032   0.000
   0.079   0.973   2.827   0.824   0.000   0.127   0.049   0.000   0.033   0.000
   0.080   0.972   2.844   0.823   0.000   0.127   0.049   0.000   0.033   0.000
   0.081   0.972   2.851   0.823   0.000   0.127   0.050   0.000   0.034   0.000
   0.082   0.971   2.852   0.822   0.000   0.128   0.050   0.000   0.035   0.000
   0.083   0.971   2.853   0.821   0.000   0.128   0.051   0.000   0.035   0.000
   0.084   0.970   2.864   0.820   0.000   0.129   0.051   0.000   0.036   0.000
   0.085   0.969   2.870   0.819   0.000   0.129   0.051   0.000   0.037   0.000
   0.086   0.969   2.871   0.818   0.000   0.130   0.052   0.000   0.038   0.000
   0.087   0.968   2.875   0.817   0.000   0.130   0.052   0.000   0.038   0.000
   0.088   0.967   2.875   0.816   0.000   0.131   0.053   0.000   0.039   0.000
   0.089   0.967   2.887   0.816   0.000   0.131   0.053   0.000   0.040   0.000
   0.090   0.966   2.892   0.814   0.000   0.132   0.054   0.000   0.041   0.000
   0.091   0.966   2.899   0.813   0.000   0.132   0.054   0.000   0.041   0.000
   0.092   0.965   2.899   0.812   0.000   0.133   0.055   0.000   0.042   0.000
   0.093   0.964   2.911   0.811   0.000   0.134   0.055   0.000   0.043   0.000
   0.094   0.964   2.915   0.810   0.000   0.134   0.055   0.000   0.044   0.000
   0.095   0.963   2.914   0.810   0.000   0.134   0.056   0.000   0.044   0.000
   0.096   0.963   2.907   0.808   0.000   0.135   0.056   0.000   0.045   0.000
   0.097   0.962   2.915   0.807   0.000   0.136   0.057   0.000   0.046   0.000
   0.098   0.961   2.929   0.806   0.000   0.137   0.057   0.000   0.047   0.000
   0.099   0.960   2.934   0.804   0.000   0.137   0.058   0.000   0.048   0.000
   0.100   0.959   2.959   0.803   0.000   0.138   0.058   0.000   0.048   0.000
   0.101   0.958   2.959   0.803   0.001   0.138   0.058   0.000   0.049   0.000
   0.102   0.957   2.968   0.801   0.001   0.139   0.059   0.000   0.050   0.000
   0.103   0.956   2.980   0.800   0.001   0.140   0.060   0.000   0.051   0.000
   0.104   0.956   2.984   0.799   0.001   0.141   0.060   0.000   0.052   0.000
   0.105   0.955   2.979   0.798   0.001   0.141   0.060   0.000   0.053   0.000
   0.106   0.954   2.982   0.797   0.001   0.142   0.061   0.000   0.053   0.000
   0.107   0.953   2.990   0.795   0.001   0.143   0.061   0.000   0.054   0.000
   0.108   0.952   2.998   0.795   0.001   0.143   0.061   0.000   0.055   0.000
   0.109   0.952   3.007   0.793   0.001   0.144   0.062   0.000   0.056   0.000
   0.110   0.951   3.014   0.792   0.001   0.145   0.063   0.000   0.057   0.000
   0.111   0.950   3.023   0.791   0.001   0.145   0.063   0.000   0.058   0.000
   0.112   0.949   3.045   0.790   0.001   0.146   0.063   0.000   0.059   0.000
   0.113   0.949   3.047   0.789   0.001   0.147   0.063   0.000   0.060   0.000
   0.114   0.948   3.055   0.788   0.001   0.148   0.064   0.000   0.061   0.000
   0.115   0.947   3.058   0.787   0.001   0.148   0.064   0.000   0.062   0.000
   0.116   0.946   3.075   0.785   0.001   0.149   0.065   0.000   0.062   0.000
   0.117   0.945   3.075   0.785   0.001   0.150   0.065   0.000   0.063   0.000
   0.118   0.945   3.091   0.783   0.001   0.151   0.066   0.000   0.064   0.000
   0.119   0.944   3.090   0.782   0.001   0.151   0.066   0.000   0.065   0.000
   0.120   0.943   3.090   0.781   0.001   0.152   0.066   0.000   0.066   0.000
   0.121   0.942   3.102   0.780   0.001   0.153   0.067   0.000   0.067   0.000
   0.122   0.941   3.116   0.778   0.001   0.154   0.067   0.000   0.068   0.000
   0.123   0.940   3.125   0.778   0.001   0.154   0.067   0.000   0.069   0.000
   0.124   0.939   3.127   0.776   0.001   0.155   0.068   0.000   0.070   0.000
   0.125   0.939   3.144   0.775   0.001   0.156   0.068   0.000   0.071   0.000
   0.126   0.938   3.156   0.774   0.001   0.157   0.069   0.000   0.072   0.000
   0.127   0.937   3.155   0.773   0.001   0.157   0.069   0.000   0.073   0.000
   0.128   0.936   3.152   0.772   0.001   0.158   0.069   0.000   0.074   0.000
   0.129   0.935   3.154   0.771   0.001   0.159   0.069   0.000   0.075   0.000
   0.130   0.934   3.161   0.769   0.001   0.160   0.070   0.000   0.076   0.000
   0.131   0.934   3.161   0.769   0.001   0.160   0.070   0.000   0.077   0.000
   0.132   0.932   3.176   0.767   0.001   0.161   0.071   0.000   0.078   0.000
   0.133   0.931   3.178   0.766   0.001   0.162   0.071   0.000   0.079   0.000
   0.134   0.930   3.184   0.765   0.001   0.163   0.071   0.000   0.080   0.000
   0.135   0.929   3.182   0.764   0.001   0.164   0.071   0.000   0.081   0.000
   0.136   0.928   3.186   0.762   0.001   0.165   0.072   0.000   0.082   0.000
   0.137   0.927   3.199   0.762   0.001   0.165   0.072   0.000   0.083   0.000
   0.138   0.926   3.200   0.760   0.001   0.166   0.073   0.000   0.084   0.000
   0.139   0.925   3.196   0.759   0.001   0.167   0.073   0.000   0.085   0.000
   0.140   0.924   3.209   0.757   0.001   0.168   0.073   0.000   0.086   0.000
   0.141   0.923   3.204   0.757   0.001   0.169   0.073   0.000   0.087   0.000
   0.142   0.922   3.205   0.755   0.001   0.170   0.074   0.000   0.088   0.000
   0.143   0.921   3.210   0.754   0.001   0.171   0.074   0.000   0.090   0.000
   0.144   0.920   3.226   0.752   0.001   0.172   0.075   0.000   0.091   0.000
   0.145   0.919   3.239   0.752   0.001   0.172   0.075   0.000   0.092   0.000
   0.146   0.918   3.246   0.750   0.001   0.174   0.075   0.000   0.093   0.000
   0.147   0.917   3.247   0.749   0.001   0.174   0.075   0.000   0.094   0.000
   0.148   0.916   3.253   0.747   0.001   0.175   0.076   0.000   0.095   0.000
   0.149   0.915   3.252   0.747   0.001   0.176   0.076   0.000   0.096   0.000
   0.150   0.914   3.253   0.746   0.001   0.177   0.076   0.000   0.097   0.000
   0.151   0.913   3.260   0.744   0.002   0.178   0.077   0.000   0.098   0.000
   0.152   0.912   3.261   0.743   0.002   0.179   0.077   0.000   0.099   0.000
   0.153   0.911   3.257   0.742   0.002   0.179   0.077   0.000   0.100   0.000
   0.154   0.910   3.264   0.740   0.002   0.181   0.077   0.000   0.102   0.000
   0.155   0.909   3.268   0.739   0.002   0.181   0.077   0.000   0.103   0.000
   0.156   0.908   3.268   0.738   0.002   0.182   0.078   0.000   0.104   0.000
   0.157   0.907   3.269   0.737   0.002   0.184   0.078   0.000   0.105   0.000
   0.158   0.906   3.269   0.736   0.002   0.184   0.078   0.000   0.106   0.000
   0.159   0.905   3.276   0.735   0.002   0.185   0.078   0.000   0.107   0.000
   0.160   0.903   3.276   0.733   0.002   0.186   0.079   0.000   0.108   0.000
   0.161   0.902   3.276   0.732   0.002   0.187   0.079   0.000   0.110   0.000
   0.162   0.901   3.282   0.731   0.002   0.188   0.079   0.000   0.111   0.000
   0.163   0.900   3.292   0.729   0.002   0.189   0.080   0.000   0.112   0.000
   0.164   0.899   3.292   0.728   0.002   0.190   0.080   0.000   0.113   0.000
   0.165   0.898   3.300   0.727   0.002   0.191   0.080   0.000   0.114   0.000
   0.166   0.897   3.300   0.726   0.002   0.192   0.080   0.000   0.115   0.000
   0.167   0.896   3.294   0.725   0.002   0.193   0.080   0.000   0.117   0.000
   0.168   0.895   3.297   0.723   0.002   0.194   0.080   0.000   0.118   0.000
   0.169   0.894   3.301   0.722   0.002   0.195   0.081   0.000   0.119   0.000
   0.170   0.893   3.296   0.720   0.002   0.196   0.081   0.000   0.120   0.000
   0.171   0.892   3.290   0.720   0.002   0.197   0.081   0.000   0.121   0.000
   0.172   0.890   3.283   0.719   0.002   0.198   0.081   0.000   0.122   0.000
   0.173   0.889   3.280   0.717   0.002   0.199   0.081   0.000   0.124   0.000
   0.174   0.888   3.292   0.716   0.002   0.200   0.082   0.000   0.125   0.000
   0.175   0.887   3.291   0.715   0.003   0.201   0.082   0.000   0.126   0.000
   0.176   0.886   3.291   0.714   0.003   0.202   0.082   0.000   0.127   0.000
   0.177   0.885   3.291   0.712   0.003   0.203   0.082   0.000   0.128   0.000
   0.178   0.884   3.311   0.711   0.003   0.204   0.082   0.000   0.130   0.000
   0.179   0.883   3.323   0.710   0.003   0.205   0.082   0.000   0.131   0.000
   0.180   0.882   3.323   0.708   0.003   0.206   0.083   0.000   0.132   0.000
   0.181   0.880   3.324   0.707   0.003   0.207   0.083   0.000   0.133   0.000
   0.182   0.879   3.322   0.706   0.003   0.208   0.083   0.000   0.135   0.000
   0.183   0.878   3.323   0.705   0.003   0.209   0.083   0.000   0.136   0.000
   0.184   0.877   3.332   0.703   0.003   0.210   0.083   0.000   0.137   0.000
   0.185   0.876   3.333   0.702   0.003   0.211   0.083   0.000   0.138   0.000
   0.186   0.875   3.333   0.701   0.003   0.212   0.083   0.000   0.139   0.000
   0.187   0.874   3.331   0.699   0.003   0.213   0.084   0.000   0.141   0.000
   0.188   0.872   3.331   0.698   0.003   0.214   0.084   0.000   0.142   0.000
   0.189   0.871   3.332   0.697   0.003   0.215   0.084   0.000   0.143   0.000
   0.190   0.870   3.347   0.695   0.003   0.216   0.084   0.000   0.144   0.000
   0.191   0.869   3.347   0.694   0.004   0.217   0.084   0.000   0.146   0.000
   0.192   0.868   3.348   0.693   0.004   0.218   0.084   0.000   0.147   0.000
   0.193   0.866   3.342   0.691   0.004   0.219   0.084   0.000   0.148   0.000
   0.194   0.865   3.340   0.690   0.004   0.220   0.084   0.000   0.149   0.000
   0.195   0.864   3.341   0.689   0.004   0.221   0.085   0.000   0.151   0.000
   0.196   0.863   3.341   0.687   0.004   0.222   0.085   0.000   0.152   0.000
   0.197   0.862   3.344   0.686   0.004   0.223   0.085   0.000   0.153   0.000
   0.198   0.861   3.346   0.685   0.004   0.224   0.085   0.000   0.154   0.000
   0.199   0.860   3.345   0.683   0.004   0.225   0.085   0.000   0.156   0.000
   0.200   0.858   3.346   0.682   0.004   0.226   0.085   0.000   0.157   0.000
