  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.039 0.1144544E+06 0.8246958E+12 0.8239249E+12 0.9565205E+12
   0.040 0.1298530E+06 0.8562491E+12 0.8546355E+12 0.9937111E+12
   0.041 0.1468492E+06 0.8882723E+12 0.8867743E+12 0.1030387E+13
   0.042 0.1656299E+06 0.9208802E+12 0.9189299E+12 0.1067999E+13
   0.043 0.1863297E+06 0.9536280E+12 0.9517681E+12 0.1106465E+13
   0.044 0.2090625E+06 0.9868543E+12 0.9849432E+12 0.1145529E+13
   0.045 0.2338873E+06 0.1020536E+13 0.1018321E+13 0.1185102E+13
   0.046 0.2610252E+06 0.1054022E+13 0.1052586E+13 0.1225289E+13
   0.047 0.2907086E+06 0.1088453E+13 0.1087139E+13 0.1265807E+13
   0.048 0.3230294E+06 0.1122969E+13 0.1122320E+13 0.1306817E+13
   0.049 0.3581747E+06 0.1158193E+13 0.1157722E+13 0.1348311E+13
   0.050 0.3962751E+06 0.1193145E+13 0.1193936E+13 0.1390196E+13
   0.051 0.4375603E+06 0.1229199E+13 0.1229909E+13 0.1432733E+13
   0.052 0.4821316E+06 0.1265631E+13 0.1266110E+13 0.1475825E+13
   0.053 0.5303595E+06 0.1302307E+13 0.1302671E+13 0.1519539E+13
   0.054 0.5823720E+06 0.1339405E+13 0.1340018E+13 0.1563379E+13
   0.055 0.6382193E+06 0.1377059E+13 0.1377940E+13 0.1606981E+13
   0.056 0.6984123E+06 0.1414859E+13 0.1416079E+13 0.1651666E+13
   0.057 0.7630163E+06 0.1453008E+13 0.1454695E+13 0.1696502E+13
   0.058 0.8322963E+06 0.1491481E+13 0.1493423E+13 0.1742097E+13
   0.059 0.9065406E+06 0.1530697E+13 0.1532037E+13 0.1788086E+13
   0.060 0.9858747E+06 0.1569916E+13 0.1571549E+13 0.1834408E+13
   0.061 0.1070330E+07 0.1610094E+13 0.1611118E+13 0.1880154E+13
   0.062 0.1160714E+07 0.1650013E+13 0.1651304E+13 0.1927224E+13
   0.063 0.1257087E+07 0.1690204E+13 0.1691786E+13 0.1974810E+13
   0.064 0.1359595E+07 0.1730749E+13 0.1732623E+13 0.2022642E+13
   0.065 0.1467717E+07 0.1771857E+13 0.1774039E+13 0.2069718E+13
   0.066 0.1582745E+07 0.1813301E+13 0.1813871E+13 0.2118822E+13
   0.067 0.1705422E+07 0.1854796E+13 0.1855599E+13 0.2167731E+13
   0.068 0.1835437E+07 0.1896578E+13 0.1897627E+13 0.2216987E+13
   0.069 0.1973099E+07 0.1938645E+13 0.1939954E+13 0.2266586E+13
   0.070 0.2118909E+07 0.1981181E+13 0.1982781E+13 0.2316373E+13
   0.071 0.2270708E+07 0.2020399E+13 0.2026962E+13 0.2366952E+13
   0.072 0.2433225E+07 0.2063074E+13 0.2070337E+13 0.2417675E+13
   0.073 0.2604613E+07 0.2106103E+13 0.2113920E+13 0.2468632E+13
   0.074 0.2784922E+07 0.2149783E+13 0.2158369E+13 0.2518333E+13
   0.075 0.2975238E+07 0.2193348E+13 0.2202549E+13 0.2569851E+13
   0.076 0.3174482E+07 0.2237742E+13 0.2248662E+13 0.2618164E+13
   0.077 0.3385151E+07 0.2281850E+13 0.2293485E+13 0.2670144E+13
   0.078 0.3606400E+07 0.2326223E+13 0.2338590E+13 0.2722296E+13
   0.079 0.3838853E+07 0.2370804E+13 0.2383937E+13 0.2774836E+13
   0.080 0.4082772E+07 0.2415612E+13 0.2429539E+13 0.2827654E+13
   0.081 0.4338543E+07 0.2460642E+13 0.2475393E+13 0.2880746E+13
   0.082 0.4606558E+07 0.2505888E+13 0.2521495E+13 0.2934107E+13
   0.083 0.4887217E+07 0.2551346E+13 0.2567841E+13 0.2987733E+13
   0.084 0.5180849E+07 0.2595947E+13 0.2615003E+13 0.3041475E+13
   0.085 0.5488074E+07 0.2641772E+13 0.2661864E+13 0.3095621E+13
   0.086 0.5809172E+07 0.2687791E+13 0.2708957E+13 0.3150018E+13
   0.087 0.6142737E+07 0.2734249E+13 0.2755209E+13 0.3204969E+13
   0.088 0.6492761E+07 0.2780663E+13 0.2802707E+13 0.3259881E+13
   0.089 0.6857962E+07 0.2827260E+13 0.2850421E+13 0.3315037E+13
   0.090 0.7238747E+07 0.2874033E+13 0.2898344E+13 0.3370427E+13
   0.091 0.7635619E+07 0.2921104E+13 0.2946219E+13 0.3426142E+13
   0.092 0.8049058E+07 0.2968045E+13 0.2994642E+13 0.3482046E+13
   0.093 0.8479591E+07 0.3015349E+13 0.3043188E+13 0.3538147E+13
   0.094 0.8927588E+07 0.3062813E+13 0.3091929E+13 0.3594467E+13
   0.095 0.9393541E+07 0.3110436E+13 0.3140864E+13 0.3651003E+13
   0.096 0.9877909E+07 0.3158211E+13 0.3189988E+13 0.3707751E+13
   0.097 0.1038199E+08 0.3206930E+13 0.3238282E+13 0.3764382E+13
   0.098 0.1090501E+08 0.3255060E+13 0.3287760E+13 0.3821551E+13
   0.099 0.1144147E+08 0.3297555E+13 0.3339776E+13 0.3880040E+13
   0.100 0.1200487E+08 0.3345775E+13 0.3389744E+13 0.3937696E+13
   0.101 0.1258927E+08 0.3394130E+13 0.3439889E+13 0.3995547E+13
   0.102 0.1319212E+08 0.3443321E+13 0.3488756E+13 0.4053293E+13
   0.103 0.1382152E+08 0.3492043E+13 0.3537830E+13 0.4112570E+13
   0.104 0.1447251E+08 0.3540854E+13 0.3588388E+13 0.4171068E+13
   0.105 0.1514448E+08 0.3590216E+13 0.3639495E+13 0.4228468E+13
   0.106 0.1584246E+08 0.3639307E+13 0.3690397E+13 0.4287304E+13
   0.107 0.1655462E+08 0.3689693E+13 0.3737319E+13 0.4347682E+13
   0.108 0.1730159E+08 0.3739093E+13 0.3788391E+13 0.4406958E+13
   0.109 0.1807419E+08 0.3788618E+13 0.3839615E+13 0.4466420E+13
   0.110 0.1887317E+08 0.3838272E+13 0.3890994E+13 0.4526073E+13
   0.111 0.1969888E+08 0.3888039E+13 0.3942509E+13 0.4585893E+13
   0.112 0.2055211E+08 0.3937927E+13 0.3994173E+13 0.4645893E+13
   0.113 0.2143361E+08 0.3987938E+13 0.4045985E+13 0.4706075E+13
   0.114 0.2234384E+08 0.4038062E+13 0.4097934E+13 0.4766428E+13
   0.115 0.2328362E+08 0.4088303E+13 0.4150023E+13 0.4826953E+13
   0.116 0.2425358E+08 0.4138940E+13 0.4201854E+13 0.4887460E+13
   0.117 0.2525434E+08 0.4189421E+13 0.4254194E+13 0.4948312E+13
   0.118 0.2628652E+08 0.4240011E+13 0.4306663E+13 0.5009326E+13
   0.119 0.2735084E+08 0.4291185E+13 0.4358369E+13 0.5070445E+13
   0.120 0.2845034E+08 0.4342774E+13 0.4411182E+13 0.5130753E+13
   0.121 0.2958462E+08 0.4393206E+13 0.4462731E+13 0.5193500E+13
   0.122 0.3075057E+08 0.4444269E+13 0.4515628E+13 0.5255167E+13
   0.123 0.3195163E+08 0.4495432E+13 0.4568639E+13 0.5316980E+13
   0.124 0.3318846E+08 0.4546696E+13 0.4621766E+13 0.5378942E+13
   0.125 0.3446194E+08 0.4598059E+13 0.4675006E+13 0.5441048E+13
   0.126 0.3577271E+08 0.4649521E+13 0.4728362E+13 0.5503297E+13
   0.127 0.3712163E+08 0.4701082E+13 0.4781827E+13 0.5565681E+13
   0.128 0.3850940E+08 0.4752739E+13 0.4835406E+13 0.5628202E+13
   0.129 0.3993689E+08 0.4804491E+13 0.4889087E+13 0.5690856E+13
   0.130 0.4140483E+08 0.4856336E+13 0.4942878E+13 0.5753646E+13
   0.131 0.4291408E+08 0.4908274E+13 0.4996767E+13 0.5816562E+13
   0.132 0.4447057E+08 0.4961982E+13 0.5051725E+13 0.5876018E+13
   0.133 0.4606557E+08 0.5014177E+13 0.5105864E+13 0.5939067E+13
   0.134 0.4770089E+08 0.5065784E+13 0.5158591E+13 0.6003180E+13
   0.135 0.4938223E+08 0.5118815E+13 0.5212398E+13 0.6065341E+13
   0.136 0.5111109E+08 0.5171284E+13 0.5266750E+13 0.6128761E+13
   0.137 0.5288254E+08 0.5224417E+13 0.5321695E+13 0.6190784E+13
   0.138 0.5469689E+08 0.5278186E+13 0.5377759E+13 0.6250685E+13
   0.139 0.5656688E+08 0.5330980E+13 0.5432441E+13 0.6314261E+13
   0.140 0.5848237E+08 0.5382905E+13 0.5486505E+13 0.6378628E+13
   0.141 0.6044530E+08 0.5434152E+13 0.5542503E+13 0.6441033E+13
   0.142 0.6244722E+08 0.5488807E+13 0.5599406E+13 0.6499790E+13
   0.143 0.6450605E+08 0.5539383E+13 0.5655321E+13 0.6564505E+13
   0.144 0.6662892E+08 0.5592476E+13 0.5710534E+13 0.6628498E+13
   0.145 0.6880513E+08 0.5645634E+13 0.5765805E+13 0.6692572E+13
   0.146 0.7102595E+08 0.5696011E+13 0.5822779E+13 0.6755342E+13
   0.147 0.7331714E+08 0.5747895E+13 0.5878676E+13 0.6820547E+13
   0.148 0.7566109E+08 0.5801175E+13 0.5934251E+13 0.6884927E+13
   0.149 0.7806328E+08 0.5854580E+13 0.5989982E+13 0.6949263E+13
   0.150 0.8052387E+08 0.5908000E+13 0.6045697E+13 0.7013827E+13
   0.151 0.8304476E+08 0.5961497E+13 0.6101489E+13 0.7078500E+13
   0.152 0.8562593E+08 0.6015039E+13 0.6157322E+13 0.7143238E+13
   0.153 0.8826942E+08 0.6068652E+13 0.6213230E+13 0.7208088E+13
   0.154 0.9098348E+08 0.6120521E+13 0.6270463E+13 0.7273171E+13
   0.155 0.9375447E+08 0.6174180E+13 0.6326527E+13 0.7338192E+13
   0.156 0.9659124E+08 0.6227904E+13 0.6382666E+13 0.7403321E+13
   0.157 0.9949500E+08 0.6281689E+13 0.6438878E+13 0.7468551E+13
   0.158 0.1024655E+09 0.6335500E+13 0.6495118E+13 0.7533834E+13
   0.159 0.1055054E+09 0.6389374E+13 0.6551434E+13 0.7599224E+13
   0.160 0.1086026E+09 0.6443773E+13 0.6608450E+13 0.7662929E+13
   0.161 0.1117830E+09 0.6497740E+13 0.6664879E+13 0.7728415E+13
   0.162 0.1150365E+09 0.6551768E+13 0.6721378E+13 0.7794005E+13
   0.163 0.1183643E+09 0.6605848E+13 0.6777941E+13 0.7859692E+13
   0.164 0.1217659E+09 0.6659941E+13 0.6834519E+13 0.7925420E+13
   0.165 0.1252400E+09 0.6714719E+13 0.6889601E+13 0.7991764E+13
   0.166 0.1287968E+09 0.6768941E+13 0.6946252E+13 0.8057713E+13
   0.167 0.1324308E+09 0.6823170E+13 0.7002909E+13 0.8123694E+13
   0.168 0.1361057E+09 0.6880322E+13 0.7058668E+13 0.8184416E+13
   0.169 0.1399001E+09 0.6934730E+13 0.7115401E+13 0.8250390E+13
   0.170 0.1437790E+09 0.6989200E+13 0.7172203E+13 0.8316462E+13
   0.171 0.1477403E+09 0.7043671E+13 0.7229004E+13 0.8382548E+13
   0.172 0.1517881E+09 0.7098193E+13 0.7285868E+13 0.8448722E+13
   0.173 0.1559237E+09 0.7152756E+13 0.7342784E+13 0.8514972E+13
   0.174 0.1601482E+09 0.7207352E+13 0.7399746E+13 0.8581291E+13
   0.175 0.1644606E+09 0.7261950E+13 0.7456714E+13 0.8647636E+13
   0.176 0.1688663E+09 0.7316598E+13 0.7513742E+13 0.8714071E+13
   0.177 0.1733630E+09 0.7371246E+13 0.7570775E+13 0.8780532E+13
   0.178 0.1779615E+09 0.7427638E+13 0.7625973E+13 0.8845627E+13
   0.179 0.1826495E+09 0.7482392E+13 0.7683008E+13 0.8912159E+13
   0.180 0.1874369E+09 0.7537192E+13 0.7740094E+13 0.8978769E+13
   0.181 0.1923248E+09 0.7590259E+13 0.7798119E+13 0.9045705E+13
   0.182 0.1973125E+09 0.7645043E+13 0.7855282E+13 0.9112427E+13
   0.183 0.2024002E+09 0.7699817E+13 0.7912435E+13 0.9179159E+13
   0.184 0.2075968E+09 0.7754837E+13 0.7969352E+13 0.9246016E+13
   0.185 0.2128969E+09 0.7809675E+13 0.8026559E+13 0.9312879E+13
   0.186 0.2183016E+09 0.7864499E+13 0.8083740E+13 0.9379750E+13
   0.187 0.2238176E+09 0.7919359E+13 0.8140953E+13 0.9446695E+13
   0.188 0.2294449E+09 0.7974236E+13 0.8198176E+13 0.9513688E+13
   0.189 0.2351960E+09 0.8029806E+13 0.8252996E+13 0.9582329E+13
   0.190 0.2410484E+09 0.8084679E+13 0.8310149E+13 0.9649414E+13
   0.191 0.2470193E+09 0.8139577E+13 0.8367329E+13 0.9716567E+13
   0.192 0.2531068E+09 0.8192573E+13 0.8425181E+13 0.9784789E+13
   0.193 0.2593166E+09 0.8247429E+13 0.8482386E+13 0.9852056E+13
   0.194 0.2656482E+09 0.8302283E+13 0.8539591E+13 0.9919356E+13
   0.195 0.2721035E+09 0.8357133E+13 0.8596792E+13 0.9986687E+13
   0.196 0.2786850E+09 0.8412017E+13 0.8654003E+13 0.1005400E+14
   0.197 0.2853935E+09 0.8466859E+13 0.8711191E+13 0.1012139E+14
   0.198 0.2922315E+09 0.8521694E+13 0.8768367E+13 0.1018880E+14
   0.199 0.2992009E+09 0.8576522E+13 0.8825531E+13 0.1025625E+14
   0.200 0.3063040E+09 0.8631340E+13 0.8882680E+13 0.1032371E+14
