  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.059   0.985   3.300   0.522   0.072   0.376   0.030   0.000   0.017   0.000
   0.060   0.984   3.307   0.520   0.073   0.377   0.030   0.000   0.017   0.000
   0.061   0.984   3.310   0.517   0.074   0.379   0.030   0.000   0.017   0.000
   0.062   0.984   3.318   0.515   0.074   0.380   0.031   0.000   0.018   0.000
   0.063   0.983   3.331   0.513   0.075   0.381   0.031   0.000   0.018   0.000
   0.064   0.983   3.336   0.511   0.076   0.382   0.031   0.000   0.019   0.000
   0.065   0.982   3.347   0.508   0.077   0.383   0.031   0.000   0.019   0.000
   0.066   0.982   3.357   0.506   0.078   0.385   0.032   0.000   0.020   0.000
   0.067   0.982   3.351   0.504   0.078   0.386   0.032   0.000   0.020   0.000
   0.068   0.981   3.362   0.502   0.079   0.387   0.032   0.000   0.021   0.000
   0.069   0.981   3.377   0.500   0.080   0.388   0.032   0.000   0.021   0.000
   0.070   0.980   3.376   0.498   0.081   0.389   0.032   0.000   0.022   0.000
   0.071   0.980   3.385   0.495   0.082   0.390   0.033   0.000   0.022   0.000
   0.072   0.979   3.402   0.493   0.083   0.392   0.033   0.000   0.023   0.000
   0.073   0.979   3.416   0.491   0.083   0.393   0.033   0.000   0.023   0.000
   0.074   0.978   3.419   0.489   0.084   0.394   0.033   0.000   0.024   0.000
   0.075   0.978   3.434   0.486   0.085   0.395   0.033   0.000   0.024   0.000
   0.076   0.977   3.440   0.484   0.086   0.396   0.033   0.000   0.024   0.000
   0.077   0.977   3.445   0.482   0.087   0.397   0.034   0.000   0.025   0.000
   0.078   0.976   3.455   0.480   0.088   0.399   0.034   0.000   0.025   0.000
   0.079   0.976   3.467   0.478   0.088   0.400   0.034   0.000   0.026   0.000
   0.080   0.976   3.468   0.476   0.089   0.401   0.034   0.000   0.026   0.000
   0.081   0.975   3.475   0.474   0.090   0.402   0.034   0.000   0.027   0.000
   0.082   0.975   3.478   0.471   0.091   0.403   0.034   0.000   0.027   0.000
   0.083   0.974   3.493   0.469   0.092   0.404   0.034   0.000   0.028   0.000
   0.084   0.974   3.497   0.467   0.093   0.405   0.035   0.000   0.028   0.000
   0.085   0.973   3.502   0.465   0.094   0.407   0.035   0.000   0.029   0.000
   0.086   0.973   3.514   0.463   0.094   0.408   0.035   0.000   0.029   0.000
   0.087   0.972   3.538   0.461   0.095   0.409   0.035   0.000   0.030   0.000
   0.088   0.972   3.544   0.459   0.096   0.410   0.035   0.000   0.030   0.000
   0.089   0.971   3.553   0.457   0.097   0.411   0.035   0.000   0.031   0.000
   0.090   0.971   3.563   0.455   0.098   0.412   0.035   0.000   0.032   0.000
   0.091   0.970   3.575   0.452   0.099   0.413   0.035   0.000   0.032   0.000
   0.092   0.970   3.580   0.450   0.100   0.414   0.035   0.000   0.033   0.000
   0.093   0.969   3.588   0.448   0.101   0.415   0.035   0.000   0.033   0.000
   0.094   0.969   3.599   0.446   0.102   0.417   0.035   0.000   0.034   0.000
   0.095   0.969   3.605   0.444   0.103   0.418   0.036   0.000   0.034   0.000
   0.096   0.968   3.612   0.442   0.103   0.419   0.036   0.000   0.035   0.000
   0.097   0.968   3.614   0.440   0.104   0.420   0.036   0.000   0.035   0.000
   0.098   0.967   3.618   0.438   0.105   0.421   0.036   0.000   0.036   0.000
   0.099   0.967   3.628   0.436   0.106   0.422   0.036   0.000   0.036   0.000
   0.100   0.966   3.643   0.434   0.107   0.423   0.036   0.000   0.037   0.000
   0.101   0.966   3.656   0.432   0.108   0.424   0.036   0.000   0.037   0.000
   0.102   0.965   3.676   0.430   0.109   0.425   0.036   0.000   0.038   0.000
   0.103   0.965   3.674   0.428   0.110   0.426   0.036   0.000   0.038   0.000
   0.104   0.964   3.691   0.426   0.111   0.427   0.036   0.000   0.039   0.000
   0.105   0.964   3.705   0.424   0.112   0.428   0.036   0.000   0.039   0.000
   0.106   0.963   3.724   0.422   0.113   0.429   0.036   0.000   0.040   0.000
   0.107   0.963   3.733   0.420   0.114   0.430   0.036   0.000   0.040   0.000
   0.108   0.962   3.742   0.418   0.115   0.431   0.036   0.000   0.041   0.000
   0.109   0.962   3.761   0.416   0.116   0.432   0.036   0.000   0.041   0.000
   0.110   0.961   3.763   0.414   0.117   0.433   0.036   0.000   0.042   0.000
   0.111   0.961   3.777   0.412   0.118   0.434   0.036   0.000   0.042   0.000
   0.112   0.960   3.765   0.410   0.119   0.435   0.036   0.000   0.043   0.000
   0.113   0.960   3.793   0.408   0.120   0.436   0.036   0.000   0.043   0.000
   0.114   0.959   3.797   0.406   0.120   0.437   0.036   0.000   0.044   0.000
   0.115   0.959   3.802   0.404   0.122   0.437   0.036   0.000   0.045   0.000
   0.116   0.958   3.804   0.402   0.122   0.438   0.036   0.000   0.045   0.000
   0.117   0.958   3.814   0.400   0.123   0.439   0.035   0.000   0.046   0.000
   0.118   0.957   3.815   0.398   0.124   0.440   0.035   0.000   0.046   0.000
   0.119   0.957   3.830   0.397   0.125   0.441   0.035   0.000   0.047   0.000
   0.120   0.956   3.839   0.395   0.126   0.442   0.035   0.000   0.047   0.000
   0.121   0.956   3.847   0.393   0.127   0.443   0.035   0.000   0.048   0.000
   0.122   0.955   3.851   0.391   0.128   0.444   0.035   0.000   0.048   0.000
   0.123   0.955   3.858   0.389   0.129   0.444   0.035   0.000   0.049   0.000
   0.124   0.954   3.865   0.387   0.130   0.445   0.035   0.000   0.049   0.000
   0.125   0.954   3.871   0.385   0.131   0.446   0.035   0.000   0.050   0.000
   0.126   0.953   3.886   0.383   0.132   0.447   0.035   0.000   0.050   0.000
   0.127   0.953   3.904   0.381   0.133   0.448   0.035   0.000   0.051   0.000
   0.128   0.952   3.906   0.379   0.134   0.449   0.035   0.000   0.051   0.000
   0.129   0.952   3.907   0.378   0.135   0.450   0.035   0.000   0.052   0.000
   0.130   0.952   3.910   0.376   0.136   0.450   0.035   0.000   0.052   0.000
   0.131   0.951   3.923   0.374   0.137   0.451   0.034   0.000   0.053   0.000
   0.132   0.950   3.928   0.372   0.138   0.452   0.034   0.000   0.053   0.000
   0.133   0.950   3.939   0.370   0.139   0.453   0.034   0.000   0.054   0.000
   0.134   0.949   3.945   0.368   0.140   0.454   0.034   0.000   0.054   0.000
   0.135   0.949   3.957   0.366   0.141   0.455   0.034   0.000   0.055   0.000
   0.136   0.949   3.970   0.364   0.142   0.455   0.034   0.000   0.055   0.000
   0.137   0.948   3.990   0.362   0.143   0.456   0.034   0.000   0.056   0.000
   0.138   0.948   4.004   0.361   0.144   0.457   0.034   0.000   0.056   0.000
   0.139   0.947   4.015   0.359   0.145   0.458   0.034   0.000   0.057   0.000
   0.140   0.946   4.021   0.357   0.146   0.458   0.033   0.000   0.057   0.000
   0.141   0.946   4.032   0.355   0.147   0.459   0.033   0.000   0.058   0.000
   0.142   0.945   4.029   0.353   0.148   0.460   0.033   0.000   0.058   0.000
   0.143   0.945   4.033   0.351   0.149   0.461   0.033   0.000   0.059   0.000
   0.144   0.945   4.047   0.349   0.150   0.461   0.033   0.000   0.059   0.000
   0.145   0.944   4.041   0.348   0.152   0.462   0.033   0.000   0.060   0.000
   0.146   0.944   4.066   0.346   0.153   0.463   0.033   0.000   0.060   0.000
   0.147   0.943   4.077   0.344   0.154   0.463   0.032   0.000   0.060   0.000
   0.148   0.943   4.074   0.342   0.155   0.464   0.032   0.000   0.061   0.000
   0.149   0.942   4.092   0.341   0.156   0.465   0.032   0.000   0.061   0.000
   0.150   0.942   4.098   0.339   0.157   0.465   0.032   0.000   0.062   0.000
   0.151   0.941   4.107   0.337   0.158   0.466   0.032   0.000   0.062   0.000
   0.152   0.941   4.122   0.335   0.159   0.467   0.032   0.000   0.063   0.000
   0.153   0.940   4.135   0.334   0.160   0.467   0.032   0.000   0.063   0.000
   0.154   0.940   4.160   0.332   0.161   0.468   0.031   0.000   0.064   0.000
   0.155   0.940   4.174   0.330   0.162   0.468   0.031   0.000   0.064   0.000
   0.156   0.939   4.181   0.328   0.163   0.469   0.031   0.000   0.065   0.000
   0.157   0.939   4.200   0.327   0.164   0.470   0.031   0.000   0.065   0.000
   0.158   0.938   4.202   0.325   0.165   0.470   0.031   0.000   0.065   0.000
   0.159   0.938   4.212   0.323   0.166   0.471   0.031   0.000   0.066   0.000
   0.160   0.937   4.226   0.322   0.167   0.471   0.030   0.000   0.066   0.000
   0.161   0.937   4.238   0.320   0.168   0.472   0.030   0.000   0.067   0.000
   0.162   0.937   4.228   0.319   0.169   0.472   0.030   0.000   0.067   0.000
   0.163   0.936   4.238   0.317   0.170   0.473   0.030   0.000   0.068   0.000
   0.164   0.936   4.240   0.315   0.171   0.473   0.030   0.000   0.068   0.000
   0.165   0.935   4.265   0.314   0.172   0.474   0.030   0.000   0.069   0.000
   0.166   0.935   4.271   0.312   0.173   0.474   0.029   0.000   0.069   0.000
   0.167   0.935   4.296   0.311   0.174   0.475   0.029   0.000   0.069   0.000
   0.168   0.934   4.285   0.309   0.175   0.475   0.029   0.000   0.070   0.000
   0.169   0.934   4.297   0.307   0.176   0.476   0.029   0.000   0.070   0.000
   0.170   0.933   4.320   0.306   0.177   0.476   0.029   0.000   0.071   0.000
   0.171   0.933   4.345   0.304   0.178   0.477   0.028   0.000   0.071   0.000
   0.172   0.933   4.347   0.303   0.178   0.477   0.028   0.000   0.071   0.000
   0.173   0.932   4.347   0.301   0.179   0.478   0.028   0.000   0.072   0.000
   0.174   0.932   4.346   0.300   0.180   0.478   0.028   0.000   0.072   0.000
   0.175   0.931   4.351   0.298   0.181   0.479   0.028   0.000   0.073   0.000
   0.176   0.931   4.362   0.296   0.182   0.479   0.028   0.000   0.073   0.000
   0.177   0.931   4.364   0.295   0.183   0.480   0.027   0.000   0.073   0.000
   0.178   0.930   4.368   0.293   0.184   0.480   0.027   0.000   0.074   0.000
   0.179   0.930   4.379   0.292   0.185   0.481   0.027   0.000   0.074   0.000
   0.180   0.930   4.387   0.290   0.186   0.481   0.027   0.000   0.075   0.000
   0.181   0.929   4.393   0.289   0.187   0.482   0.027   0.000   0.075   0.000
   0.182   0.929   4.395   0.287   0.187   0.482   0.027   0.000   0.075   0.000
   0.183   0.928   4.402   0.286   0.188   0.483   0.026   0.000   0.076   0.000
   0.184   0.928   4.413   0.284   0.189   0.483   0.026   0.000   0.076   0.000
   0.185   0.928   4.416   0.283   0.190   0.484   0.026   0.000   0.077   0.000
   0.186   0.927   4.427   0.281   0.191   0.484   0.026   0.000   0.077   0.000
   0.187   0.927   4.447   0.280   0.192   0.485   0.026   0.000   0.077   0.000
   0.188   0.927   4.448   0.278   0.193   0.485   0.026   0.000   0.078   0.000
   0.189   0.926   4.453   0.277   0.193   0.486   0.025   0.000   0.078   0.000
   0.190   0.926   4.470   0.275   0.194   0.486   0.025   0.000   0.078   0.000
   0.191   0.926   4.475   0.274   0.195   0.487   0.025   0.000   0.079   0.000
   0.192   0.925   4.490   0.273   0.196   0.487   0.025   0.000   0.079   0.000
   0.193   0.925   4.489   0.271   0.197   0.488   0.025   0.000   0.079   0.000
   0.194   0.925   4.505   0.270   0.197   0.488   0.025   0.000   0.080   0.000
   0.195   0.924   4.508   0.268   0.198   0.489   0.024   0.000   0.080   0.000
   0.196   0.924   4.513   0.267   0.199   0.489   0.024   0.000   0.080   0.000
   0.197   0.924   4.531   0.265   0.200   0.489   0.024   0.000   0.081   0.000
   0.198   0.923   4.532   0.264   0.200   0.490   0.024   0.000   0.081   0.000
   0.199   0.923   4.535   0.263   0.201   0.490   0.024   0.000   0.082   0.000
   0.200   0.923   4.552   0.261   0.202   0.491   0.024   0.000   0.082   0.000
