  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.045 0.4172437E+06 0.7420988E+12 0.9437607E+12 0.7511158E+12
   0.046 0.4646933E+06 0.7645525E+12 0.9728314E+12 0.7729808E+12
   0.047 0.5164562E+06 0.7870825E+12 0.1002083E+13 0.7956387E+12
   0.048 0.5726806E+06 0.8097950E+12 0.1031385E+13 0.8183129E+12
   0.049 0.6336845E+06 0.8325436E+12 0.1060827E+13 0.8413190E+12
   0.050 0.6997792E+06 0.8551712E+12 0.1090755E+13 0.8644590E+12
   0.051 0.7711523E+06 0.8778035E+12 0.1120855E+13 0.8877400E+12
   0.052 0.8482358E+06 0.9009860E+12 0.1150989E+13 0.9110894E+12
   0.053 0.9313547E+06 0.9242964E+12 0.1181318E+13 0.9345922E+12
   0.054 0.1020792E+07 0.9477505E+12 0.1211789E+13 0.9582076E+12
   0.055 0.1116910E+07 0.9713235E+12 0.1242402E+13 0.9819372E+12
   0.056 0.1220036E+07 0.9947692E+12 0.1272999E+13 0.1005842E+13
   0.057 0.1330606E+07 0.1018544E+13 0.1303859E+13 0.1029790E+13
   0.058 0.1448967E+07 0.1042419E+13 0.1334836E+13 0.1053835E+13
   0.059 0.1575515E+07 0.1066390E+13 0.1365921E+13 0.1077974E+13
   0.060 0.1710657E+07 0.1090452E+13 0.1397105E+13 0.1102202E+13
   0.061 0.1854811E+07 0.1114602E+13 0.1428381E+13 0.1126513E+13
   0.062 0.2008411E+07 0.1138731E+13 0.1459769E+13 0.1150917E+13
   0.063 0.2171872E+07 0.1163013E+13 0.1491253E+13 0.1175201E+13
   0.064 0.2345719E+07 0.1187394E+13 0.1522766E+13 0.1199725E+13
   0.065 0.2530392E+07 0.1211845E+13 0.1554344E+13 0.1224314E+13
   0.066 0.2726377E+07 0.1236365E+13 0.1585980E+13 0.1248964E+13
   0.067 0.2934176E+07 0.1260947E+13 0.1617670E+13 0.1273671E+13
   0.068 0.3154302E+07 0.1285590E+13 0.1649407E+13 0.1298432E+13
   0.069 0.3387231E+07 0.1310345E+13 0.1681173E+13 0.1322947E+13
   0.070 0.3633610E+07 0.1335099E+13 0.1712988E+13 0.1347781E+13
   0.071 0.3894028E+07 0.1359917E+13 0.1744859E+13 0.1372673E+13
   0.072 0.4167913E+07 0.1383153E+13 0.1777004E+13 0.1397836E+13
   0.073 0.4457832E+07 0.1407947E+13 0.1808919E+13 0.1422800E+13
   0.074 0.4763458E+07 0.1432773E+13 0.1840846E+13 0.1447791E+13
   0.075 0.5085515E+07 0.1457648E+13 0.1872804E+13 0.1472824E+13
   0.076 0.5424458E+07 0.1482542E+13 0.1904753E+13 0.1497867E+13
   0.077 0.5781111E+07 0.1507476E+13 0.1936723E+13 0.1522943E+13
   0.078 0.6155947E+07 0.1532420E+13 0.1968673E+13 0.1548023E+13
   0.079 0.6549828E+07 0.1557395E+13 0.2000632E+13 0.1573129E+13
   0.080 0.6963251E+07 0.1582374E+13 0.2032560E+13 0.1598233E+13
   0.081 0.7397138E+07 0.1607378E+13 0.2064486E+13 0.1623358E+13
   0.082 0.7852143E+07 0.1632398E+13 0.2096398E+13 0.1648495E+13
   0.083 0.8328864E+07 0.1657411E+13 0.2128264E+13 0.1673621E+13
   0.084 0.8828307E+07 0.1682441E+13 0.2160114E+13 0.1698759E+13
   0.085 0.9351172E+07 0.1707479E+13 0.2191939E+13 0.1723902E+13
   0.086 0.9898249E+07 0.1732521E+13 0.2223731E+13 0.1749045E+13
   0.087 0.1047019E+08 0.1757545E+13 0.2255458E+13 0.1774163E+13
   0.088 0.1106809E+08 0.1782575E+13 0.2287154E+13 0.1799281E+13
   0.089 0.1169271E+08 0.1807605E+13 0.2318808E+13 0.1824391E+13
   0.090 0.1234491E+08 0.1832629E+13 0.2350415E+13 0.1849488E+13
   0.091 0.1302559E+08 0.1857646E+13 0.2381969E+13 0.1874571E+13
   0.092 0.1373564E+08 0.1882653E+13 0.2413468E+13 0.1899636E+13
   0.093 0.1447599E+08 0.1907647E+13 0.2444908E+13 0.1924683E+13
   0.094 0.1524759E+08 0.1932627E+13 0.2476285E+13 0.1949708E+13
   0.095 0.1605140E+08 0.1957590E+13 0.2507598E+13 0.1974710E+13
   0.096 0.1688841E+08 0.1982534E+13 0.2538844E+13 0.1999687E+13
   0.097 0.1775962E+08 0.2007457E+13 0.2570020E+13 0.2024636E+13
   0.098 0.1866604E+08 0.2032359E+13 0.2601123E+13 0.2049554E+13
   0.099 0.1960871E+08 0.2057238E+13 0.2632152E+13 0.2074438E+13
   0.100 0.2058868E+08 0.2082092E+13 0.2663104E+13 0.2099287E+13
   0.101 0.2160704E+08 0.2106919E+13 0.2693977E+13 0.2124099E+13
   0.102 0.2266488E+08 0.2131718E+13 0.2724769E+13 0.2148871E+13
   0.103 0.2376331E+08 0.2156487E+13 0.2755479E+13 0.2173603E+13
   0.104 0.2490365E+08 0.2181238E+13 0.2786123E+13 0.2198307E+13
   0.105 0.2608675E+08 0.2205951E+13 0.2816675E+13 0.2222961E+13
   0.106 0.2731387E+08 0.2230625E+13 0.2847133E+13 0.2247567E+13
   0.107 0.2858643E+08 0.2255274E+13 0.2877519E+13 0.2272140E+13
   0.108 0.2990530E+08 0.2279879E+13 0.2907804E+13 0.2296659E+13
   0.109 0.3127182E+08 0.2304440E+13 0.2937989E+13 0.2321126E+13
   0.110 0.3268056E+08 0.2329271E+13 0.2968968E+13 0.2341237E+13
   0.111 0.3414625E+08 0.2353759E+13 0.2998997E+13 0.2365450E+13
   0.112 0.3566359E+08 0.2378211E+13 0.3028940E+13 0.2389616E+13
   0.113 0.3723357E+08 0.2402610E+13 0.3058770E+13 0.2413717E+13
   0.114 0.3885789E+08 0.2426972E+13 0.3088510E+13 0.2437769E+13
   0.115 0.4053751E+08 0.2451277E+13 0.3118134E+13 0.2461753E+13
   0.116 0.4227419E+08 0.2475540E+13 0.3147664E+13 0.2485686E+13
   0.117 0.4406915E+08 0.2499758E+13 0.3177095E+13 0.2509565E+13
   0.118 0.4592357E+08 0.2523914E+13 0.3206404E+13 0.2533372E+13
   0.119 0.4783928E+08 0.2548023E+13 0.3235612E+13 0.2557124E+13
   0.120 0.4981755E+08 0.2572083E+13 0.3264717E+13 0.2580819E+13
   0.121 0.5185960E+08 0.2596075E+13 0.3293693E+13 0.2604439E+13
   0.122 0.5396736E+08 0.2620017E+13 0.3322564E+13 0.2628001E+13
   0.123 0.5614214E+08 0.2643908E+13 0.3351326E+13 0.2651502E+13
   0.124 0.5838486E+08 0.2667757E+13 0.3380157E+13 0.2674171E+13
   0.125 0.6069842E+08 0.2691530E+13 0.3408691E+13 0.2697518E+13
   0.126 0.6308362E+08 0.2715238E+13 0.3437103E+13 0.2720792E+13
   0.127 0.6554206E+08 0.2738882E+13 0.3465393E+13 0.2743992E+13
   0.128 0.6807535E+08 0.2762462E+13 0.3493561E+13 0.2767117E+13
   0.129 0.7068512E+08 0.2785977E+13 0.3521606E+13 0.2790166E+13
   0.130 0.7337301E+08 0.2809428E+13 0.3549528E+13 0.2813140E+13
   0.131 0.7613501E+08 0.2829069E+13 0.3577322E+13 0.2836690E+13
   0.132 0.7898452E+08 0.2852285E+13 0.3604993E+13 0.2859535E+13
   0.133 0.8191769E+08 0.2875472E+13 0.3632435E+13 0.2882195E+13
   0.134 0.8493538E+08 0.2898549E+13 0.3659847E+13 0.2904878E+13
   0.135 0.8803974E+08 0.2921555E+13 0.3687130E+13 0.2927481E+13
   0.136 0.9123254E+08 0.2944491E+13 0.3714284E+13 0.2950005E+13
   0.137 0.9451554E+08 0.2967355E+13 0.3741309E+13 0.2972449E+13
   0.138 0.9789055E+08 0.2990146E+13 0.3768205E+13 0.2994813E+13
   0.139 0.1013594E+09 0.3012863E+13 0.3794973E+13 0.3017098E+13
   0.140 0.1049206E+09 0.3030226E+13 0.3821083E+13 0.3040308E+13
   0.141 0.1085836E+09 0.3052678E+13 0.3847573E+13 0.3062464E+13
   0.142 0.1123459E+09 0.3075053E+13 0.3873925E+13 0.3084537E+13
   0.143 0.1162096E+09 0.3097350E+13 0.3900142E+13 0.3106528E+13
   0.144 0.1201764E+09 0.3119571E+13 0.3926224E+13 0.3128437E+13
   0.145 0.1242483E+09 0.3141716E+13 0.3952171E+13 0.3150263E+13
   0.146 0.1284273E+09 0.3163786E+13 0.3977984E+13 0.3172007E+13
   0.147 0.1327152E+09 0.3185782E+13 0.4003662E+13 0.3193667E+13
   0.148 0.1371140E+09 0.3207703E+13 0.4029206E+13 0.3215242E+13
   0.149 0.1416258E+09 0.3229551E+13 0.4054615E+13 0.3236732E+13
   0.150 0.1462524E+09 0.3251324E+13 0.4079891E+13 0.3258138E+13
   0.151 0.1509959E+09 0.3273024E+13 0.4105032E+13 0.3279458E+13
   0.152 0.1558583E+09 0.3294651E+13 0.4130038E+13 0.3300694E+13
   0.153 0.1608416E+09 0.3316203E+13 0.4154910E+13 0.3321844E+13
   0.154 0.1659479E+09 0.3337683E+13 0.4179647E+13 0.3342909E+13
   0.155 0.1711792E+09 0.3359089E+13 0.4204249E+13 0.3363889E+13
   0.156 0.1765376E+09 0.3380423E+13 0.4228717E+13 0.3384783E+13
   0.157 0.1820252E+09 0.3401683E+13 0.4253051E+13 0.3405591E+13
   0.158 0.1876442E+09 0.3422871E+13 0.4277250E+13 0.3426314E+13
   0.159 0.1933965E+09 0.3443986E+13 0.4301316E+13 0.3446950E+13
   0.160 0.1992844E+09 0.3465028E+13 0.4325247E+13 0.3467501E+13
   0.161 0.2053083E+09 0.3485994E+13 0.4349042E+13 0.3487963E+13
   0.162 0.2114724E+09 0.3506895E+13 0.4372713E+13 0.3508346E+13
   0.163 0.2177785E+09 0.3527727E+13 0.4396254E+13 0.3528646E+13
   0.164 0.2242288E+09 0.3548489E+13 0.4419665E+13 0.3548864E+13
   0.165 0.2308255E+09 0.3569179E+13 0.4442946E+13 0.3568999E+13
   0.166 0.2375708E+09 0.3589796E+13 0.4466096E+13 0.3589051E+13
   0.167 0.2444671E+09 0.3610341E+13 0.4489115E+13 0.3609018E+13
   0.168 0.2515166E+09 0.3630812E+13 0.4512001E+13 0.3628901E+13
   0.169 0.2587215E+09 0.3651210E+13 0.4534755E+13 0.3648699E+13
   0.170 0.2660842E+09 0.3671535E+13 0.4557377E+13 0.3668413E+13
   0.171 0.2736070E+09 0.3691786E+13 0.4579866E+13 0.3688042E+13
   0.172 0.2812922E+09 0.3711963E+13 0.4602223E+13 0.3707587E+13
   0.173 0.2891423E+09 0.3732066E+13 0.4624447E+13 0.3727046E+13
   0.174 0.2971595E+09 0.3752095E+13 0.4646538E+13 0.3746421E+13
   0.175 0.3053463E+09 0.3772050E+13 0.4668497E+13 0.3765711E+13
   0.176 0.3137050E+09 0.3791931E+13 0.4690323E+13 0.3784916E+13
   0.177 0.3222382E+09 0.3811737E+13 0.4712017E+13 0.3804037E+13
   0.178 0.3309482E+09 0.3831469E+13 0.4733579E+13 0.3823073E+13
   0.179 0.3398376E+09 0.3851125E+13 0.4755009E+13 0.3842025E+13
   0.180 0.3489087E+09 0.3870708E+13 0.4776306E+13 0.3860892E+13
   0.181 0.3581642E+09 0.3890215E+13 0.4797472E+13 0.3879676E+13
   0.182 0.3676064E+09 0.3909647E+13 0.4818507E+13 0.3898375E+13
   0.183 0.3772380E+09 0.3929004E+13 0.4839411E+13 0.3916990E+13
   0.184 0.3870615E+09 0.3948285E+13 0.4860184E+13 0.3935521E+13
   0.185 0.3970793E+09 0.3967491E+13 0.4880826E+13 0.3953968E+13
   0.186 0.4072942E+09 0.3986621E+13 0.4901338E+13 0.3972332E+13
   0.187 0.4177087E+09 0.4005676E+13 0.4921721E+13 0.3990612E+13
   0.188 0.4283254E+09 0.4024654E+13 0.4941974E+13 0.4008809E+13
   0.189 0.4391469E+09 0.4043557E+13 0.4962098E+13 0.4026922E+13
   0.190 0.4501758E+09 0.4062383E+13 0.4982094E+13 0.4044953E+13
   0.191 0.4614148E+09 0.4081133E+13 0.5001961E+13 0.4062901E+13
   0.192 0.4728666E+09 0.4099806E+13 0.5021701E+13 0.4080766E+13
   0.193 0.4845338E+09 0.4118402E+13 0.5041314E+13 0.4098548E+13
   0.194 0.4964192E+09 0.4136922E+13 0.5060799E+13 0.4116248E+13
   0.195 0.5085254E+09 0.4155364E+13 0.5080159E+13 0.4133866E+13
   0.196 0.5208551E+09 0.4173730E+13 0.5099392E+13 0.4151401E+13
   0.197 0.5334111E+09 0.4192018E+13 0.5118500E+13 0.4168855E+13
   0.198 0.5461961E+09 0.4210229E+13 0.5137483E+13 0.4186225E+13
   0.199 0.5592129E+09 0.4228363E+13 0.5156342E+13 0.4203513E+13
   0.200 0.5724642E+09 0.4246419E+13 0.5175076E+13 0.4220717E+13
