  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.086 0.2795673E+06 0.8560606E+12 0.7806609E+12 0.6829535E+12
   0.087 0.2819579E+06 0.8589311E+12 0.7817946E+12 0.6851807E+12
   0.088 0.2843123E+06 0.8617538E+12 0.7829192E+12 0.6873764E+12
   0.089 0.2866303E+06 0.8645293E+12 0.7840355E+12 0.6895404E+12
   0.090 0.2889134E+06 0.8672594E+12 0.7851433E+12 0.6916743E+12
   0.091 0.2911629E+06 0.8699455E+12 0.7862432E+12 0.6937786E+12
   0.092 0.2933791E+06 0.8725883E+12 0.7873349E+12 0.6958542E+12
   0.093 0.2955623E+06 0.8751886E+12 0.7884178E+12 0.6979002E+12
   0.094 0.2977124E+06 0.8777470E+12 0.7894913E+12 0.6999165E+12
   0.095 0.2998295E+06 0.8802631E+12 0.7905536E+12 0.7019044E+12
   0.096 0.3019136E+06 0.8827370E+12 0.7916048E+12 0.7038646E+12
   0.097 0.3039649E+06 0.8851690E+12 0.7926451E+12 0.7057983E+12
   0.098 0.3059836E+06 0.8875599E+12 0.7936737E+12 0.7077074E+12
   0.099 0.3079700E+06 0.8899103E+12 0.7946908E+12 0.7095921E+12
   0.100 0.3099246E+06 0.8922205E+12 0.7956964E+12 0.7114528E+12
   0.101 0.3118475E+06 0.8944912E+12 0.7966904E+12 0.7132899E+12
   0.102 0.3137392E+06 0.8967227E+12 0.7976731E+12 0.7151035E+12
   0.103 0.3155998E+06 0.8989203E+12 0.7986430E+12 0.7168939E+12
   0.104 0.3174266E+06 0.9010808E+12 0.7995989E+12 0.7186587E+12
   0.105 0.3192228E+06 0.9032070E+12 0.8005427E+12 0.7204009E+12
   0.106 0.3209905E+06 0.9053008E+12 0.8014756E+12 0.7221208E+12
   0.107 0.3227267E+06 0.9073589E+12 0.8023964E+12 0.7238160E+12
   0.108 0.3244347E+06 0.9093856E+12 0.8033066E+12 0.7254893E+12
   0.109 0.3261166E+06 0.9113841E+12 0.8042069E+12 0.7271416E+12
   0.110 0.7230035E+06 0.9161724E+12 0.7995434E+12 0.8461250E+12
   0.111 0.7297635E+06 0.9181370E+12 0.8003460E+12 0.8492512E+12
   0.112 0.7364079E+06 0.9200696E+12 0.8011395E+12 0.8523305E+12
   0.113 0.7429487E+06 0.9219722E+12 0.8019253E+12 0.8553681E+12
   0.114 0.7493737E+06 0.9238436E+12 0.8027029E+12 0.8583594E+12
   0.115 0.7556952E+06 0.9256901E+12 0.8034768E+12 0.8613081E+12
   0.116 0.7619017E+06 0.9275104E+12 0.8042462E+12 0.8642096E+12
   0.117 0.7679847E+06 0.9293031E+12 0.8050110E+12 0.8670616E+12
   0.118 0.7739671E+06 0.9310727E+12 0.8057721E+12 0.8698723E+12
   0.119 0.7798360E+06 0.9328185E+12 0.8065285E+12 0.8726370E+12
   0.120 0.7855829E+06 0.9345387E+12 0.8072800E+12 0.8753531E+12
   0.121 0.7912292E+06 0.9362370E+12 0.8080279E+12 0.8780287E+12
   0.122 0.7967625E+06 0.9379120E+12 0.8087710E+12 0.8806593E+12
   0.123 0.8021737E+06 0.9395584E+12 0.8095070E+12 0.8832433E+12
   0.124 0.8833209E+06 0.9428213E+12 0.8093759E+12 0.9037124E+12
   0.125 0.8889975E+06 0.9444259E+12 0.8100877E+12 0.9063366E+12
   0.126 0.8945403E+06 0.9460067E+12 0.8107903E+12 0.9089211E+12
   0.127 0.8999470E+06 0.9475629E+12 0.8114853E+12 0.9114676E+12
   0.128 0.9052162E+06 0.9490950E+12 0.8121750E+12 0.9139765E+12
   0.129 0.9103471E+06 0.9506024E+12 0.8128595E+12 0.9164479E+12
   0.130 0.9153387E+06 0.9520850E+12 0.8135388E+12 0.9188820E+12
   0.131 0.1357136E+07 0.1033806E+13 0.8265645E+12 0.9173489E+12
   0.132 0.1366363E+07 0.1036066E+13 0.8273588E+12 0.9196574E+12
   0.133 0.1387929E+07 0.1038010E+13 0.8307811E+12 0.9244094E+12
   0.134 0.1396636E+07 0.1040179E+13 0.8315554E+12 0.9266419E+12
   0.135 0.1405082E+07 0.1042301E+13 0.8323213E+12 0.9288371E+12
   0.136 0.1413264E+07 0.1044377E+13 0.8330787E+12 0.9309942E+12
   0.137 0.1421180E+07 0.1046407E+13 0.8338274E+12 0.9331125E+12
   0.138 0.1428834E+07 0.1048402E+13 0.8345669E+12 0.9351908E+12
   0.139 0.1436228E+07 0.1050365E+13 0.8352958E+12 0.9372276E+12
   0.140 0.2093516E+07 0.1156383E+13 0.8625647E+12 0.9339797E+12
   0.141 0.2104626E+07 0.1158952E+13 0.8634428E+12 0.9358911E+12
   0.142 0.2115316E+07 0.1161461E+13 0.8643040E+12 0.9377638E+12
   0.143 0.2125575E+07 0.1163906E+13 0.8651482E+12 0.9395978E+12
   0.144 0.2135396E+07 0.1166286E+13 0.8659754E+12 0.9413925E+12
   0.145 0.2144769E+07 0.1168599E+13 0.8667856E+12 0.9431481E+12
   0.146 0.2153688E+07 0.1170841E+13 0.8675786E+12 0.9448647E+12
   0.147 0.2162146E+07 0.1173012E+13 0.8683536E+12 0.9465439E+12
   0.148 0.2170141E+07 0.1175111E+13 0.8691109E+12 0.9481862E+12
   0.149 0.2177669E+07 0.1177138E+13 0.8698506E+12 0.9497917E+12
   0.150 0.2184731E+07 0.1179090E+13 0.8705726E+12 0.9513604E+12
   0.151 0.2191324E+07 0.1180969E+13 0.8712772E+12 0.9528925E+12
   0.152 0.2197450E+07 0.1182774E+13 0.8719645E+12 0.9543882E+12
   0.153 0.2203110E+07 0.1184505E+13 0.8726348E+12 0.9558476E+12
   0.154 0.2208306E+07 0.1186161E+13 0.8732881E+12 0.9572711E+12
   0.155 0.2213042E+07 0.1187745E+13 0.8739248E+12 0.9586587E+12
   0.156 0.2217322E+07 0.1189255E+13 0.8745451E+12 0.9600109E+12
   0.157 0.2221152E+07 0.1190694E+13 0.8751495E+12 0.9613279E+12
   0.158 0.2224539E+07 0.1192061E+13 0.8757381E+12 0.9626100E+12
   0.159 0.2227489E+07 0.1193357E+13 0.8763114E+12 0.9638576E+12
   0.160 0.2230010E+07 0.1194585E+13 0.8768696E+12 0.9650713E+12
   0.161 0.2232141E+07 0.1195749E+13 0.8774138E+12 0.9662534E+12
   0.162 0.2233829E+07 0.1196843E+13 0.8779426E+12 0.9673987E+12
   0.163 0.2235107E+07 0.1197871E+13 0.8784572E+12 0.9685098E+12
   0.164 0.2235985E+07 0.1198837E+13 0.8789590E+12 0.9695869E+12
   0.165 0.2236478E+07 0.1199744E+13 0.8794501E+12 0.9706303E+12
   0.166 0.2236601E+07 0.1200595E+13 0.8799307E+12 0.9716410E+12
   0.167 0.2236367E+07 0.1201391E+13 0.8804013E+12 0.9726197E+12
   0.168 0.2235789E+07 0.1202134E+13 0.8808624E+12 0.9735672E+12
   0.169 0.2234883E+07 0.1202826E+13 0.8813141E+12 0.9744843E+12
   0.170 0.2233662E+07 0.1203470E+13 0.8817571E+12 0.9753717E+12
   0.171 0.2232140E+07 0.1204066E+13 0.8821916E+12 0.9762303E+12
   0.172 0.2230331E+07 0.1204617E+13 0.8826181E+12 0.9770609E+12
   0.173 0.2228249E+07 0.1205125E+13 0.8830369E+12 0.9778640E+12
   0.174 0.2225907E+07 0.1205592E+13 0.8834484E+12 0.9786406E+12
   0.175 0.2223319E+07 0.1206020E+13 0.8838529E+12 0.9793914E+12
   0.176 0.2220500E+07 0.1206409E+13 0.8842509E+12 0.9801171E+12
   0.177 0.2217461E+07 0.1206763E+13 0.8846427E+12 0.9808186E+12
   0.178 0.2214217E+07 0.1207083E+13 0.8850286E+12 0.9814965E+12
   0.179 0.2210780E+07 0.1207371E+13 0.8854090E+12 0.9821516E+12
   0.180 0.2207162E+07 0.1207628E+13 0.8857842E+12 0.9827847E+12
   0.181 0.2203377E+07 0.1207856E+13 0.8861546E+12 0.9833966E+12
   0.182 0.2199436E+07 0.1208058E+13 0.8865203E+12 0.9839879E+12
   0.183 0.2195350E+07 0.1208233E+13 0.8868817E+12 0.9845595E+12
   0.184 0.2191131E+07 0.1208384E+13 0.8872391E+12 0.9851120E+12
   0.185 0.2186789E+07 0.1208513E+13 0.8875927E+12 0.9856462E+12
   0.186 0.2182336E+07 0.1208621E+13 0.8879428E+12 0.9861629E+12
   0.187 0.2177780E+07 0.1208709E+13 0.8882897E+12 0.9866626E+12
   0.188 0.2173133E+07 0.1208778E+13 0.8886334E+12 0.9871462E+12
   0.189 0.2168402E+07 0.1208830E+13 0.8889744E+12 0.9876143E+12
   0.190 0.2163597E+07 0.1208865E+13 0.8893126E+12 0.9880676E+12
   0.191 0.2158726E+07 0.1208886E+13 0.8896484E+12 0.9885067E+12
   0.192 0.2153797E+07 0.1208893E+13 0.8899819E+12 0.9889324E+12
   0.193 0.2148817E+07 0.1208887E+13 0.8903133E+12 0.9893452E+12
   0.194 0.2143795E+07 0.1208868E+13 0.8906427E+12 0.9897458E+12
   0.195 0.2138736E+07 0.1208839E+13 0.8909703E+12 0.9901348E+12
   0.196 0.2133647E+07 0.1208800E+13 0.8912961E+12 0.9905128E+12
   0.197 0.2128535E+07 0.1208751E+13 0.8916205E+12 0.9908805E+12
   0.198 0.2123403E+07 0.1208693E+13 0.8919448E+12 0.9912393E+12
   0.199 0.2118258E+07 0.1208626E+13 0.8922689E+12 0.9915897E+12
   0.200 0.2113105E+07 0.1208551E+13 0.8925930E+12 0.9919323E+12
