  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.057   0.014   1.687   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.058   0.015   1.696   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.059   0.015   1.706   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.060   0.016   1.731   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.061   0.016   1.740   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.062   0.016   1.749   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.063   0.017   1.758   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.064   0.017   1.767   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.065   0.018   1.775   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.066   0.018   1.784   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.067   0.018   1.834   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.068   0.019   1.841   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.069   0.019   1.847   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.070   0.020   1.853   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.071   0.020   1.860   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.072   0.021   1.860   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.073   0.021   1.866   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.074   0.022   1.871   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.075   0.022   1.877   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.076   0.023   1.900   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.077   0.023   1.905   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.078   0.024   1.912   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.079   0.024   1.916   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.080   0.024   1.920   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.081   0.025   1.952   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.082   0.025   1.972   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.083   0.026   2.020   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.084   0.026   2.020   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.085   0.027   2.032   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.086   0.027   2.031   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.087   0.028   2.030   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.088   0.028   2.030   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.089   0.029   2.029   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.090   0.029   2.029   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.091   0.030   2.028   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.092   0.030   2.030   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.093   0.031   2.030   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.094   0.031   2.030   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.095   0.031   2.031   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.096   0.032   2.031   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.097   0.032   2.032   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.098   0.033   2.033   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.099   0.033   2.034   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.100   0.034   2.036   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.101   0.034   2.040   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.102   0.035   2.043   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.103   0.035   2.046   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.104   0.036   2.048   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.105   0.036   2.060   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.106   0.037   2.105   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.107   0.037   2.130   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.108   0.038   2.135   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.109   0.038   2.140   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.110   0.039   2.145   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.111   0.039   2.151   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.112   0.040   2.183   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.113   0.040   2.220   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.114   0.041   2.225   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.115   0.041   2.237   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.116   0.042   2.243   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.117   0.042   2.249   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.118   0.043   2.255   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.119   0.043   2.261   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.120   0.044   2.267   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.121   0.044   2.273   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.122   0.045   2.279   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.123   0.045   2.350   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.124   0.046   2.356   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.125   0.046   2.366   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.126   0.047   2.370   0.000   0.000   0.000   0.000   0.003   0.000   0.000
   0.127   0.047   2.440   0.000   0.000   0.000   0.000   0.003   0.000   0.000
   0.128   0.048   2.444   0.000   0.000   0.000   0.000   0.003   0.000   0.000
   0.129   0.048   2.452   0.000   0.000   0.000   0.000   0.003   0.000   0.000
   0.130   0.048   2.455   0.000   0.000   0.000   0.000   0.003   0.000   0.000
   0.131   0.049   2.459   0.000   0.000   0.000   0.000   0.003   0.000   0.001
   0.132   0.050   2.462   0.000   0.000   0.000   0.000   0.003   0.000   0.001
   0.133   0.050   2.467   0.000   0.000   0.000   0.000   0.004   0.000   0.001
   0.134   0.051   2.470   0.000   0.000   0.000   0.000   0.004   0.000   0.001
   0.135   0.051   2.473   0.000   0.000   0.000   0.000   0.004   0.000   0.001
   0.136   0.051   2.478   0.000   0.000   0.000   0.000   0.004   0.000   0.001
   0.137   0.052   2.481   0.000   0.000   0.000   0.000   0.004   0.000   0.001
   0.138   0.052   2.484   0.000   0.000   0.000   0.000   0.005   0.000   0.001
   0.139   0.053   2.487   0.000   0.000   0.000   0.000   0.005   0.000   0.001
   0.140   0.054   2.534   0.000   0.000   0.000   0.000   0.005   0.000   0.001
   0.141   0.054   2.569   0.000   0.000   0.000   0.000   0.005   0.000   0.001
   0.142   0.055   2.572   0.000   0.000   0.000   0.000   0.005   0.000   0.001
   0.143   0.055   2.575   0.000   0.000   0.000   0.000   0.006   0.000   0.001
   0.144   0.055   2.610   0.000   0.000   0.000   0.000   0.006   0.000   0.001
   0.145   0.056   2.614   0.000   0.000   0.000   0.000   0.006   0.000   0.001
   0.146   0.056   2.617   0.000   0.000   0.000   0.000   0.006   0.000   0.001
   0.147   0.057   2.697   0.000   0.000   0.000   0.000   0.006   0.000   0.001
   0.148   0.057   2.699   0.000   0.000   0.000   0.000   0.007   0.000   0.001
   0.149   0.058   2.703   0.000   0.000   0.000   0.000   0.007   0.000   0.002
   0.150   0.058   2.742   0.000   0.000   0.000   0.000   0.007   0.000   0.002
   0.151   0.059   2.791   0.000   0.000   0.000   0.000   0.007   0.000   0.002
   0.152   0.059   2.796   0.000   0.000   0.000   0.000   0.008   0.000   0.002
   0.153   0.060   2.797   0.000   0.000   0.000   0.000   0.008   0.000   0.002
   0.154   0.060   2.797   0.000   0.000   0.000   0.000   0.008   0.000   0.002
   0.155   0.060   2.801   0.000   0.000   0.000   0.000   0.008   0.000   0.002
   0.156   0.061   2.802   0.000   0.000   0.000   0.000   0.009   0.000   0.002
   0.157   0.061   2.818   0.000   0.000   0.000   0.000   0.009   0.000   0.002
   0.158   0.062   2.820   0.000   0.000   0.000   0.000   0.009   0.000   0.002
   0.159   0.062   2.827   0.000   0.000   0.000   0.000   0.009   0.000   0.002
   0.160   0.063   2.829   0.000   0.000   0.000   0.000   0.010   0.000   0.003
   0.161   0.063   2.830   0.000   0.000   0.000   0.000   0.010   0.000   0.003
   0.162   0.063   2.831   0.000   0.000   0.000   0.000   0.010   0.000   0.003
   0.163   0.064   2.832   0.000   0.000   0.000   0.000   0.010   0.000   0.003
   0.164   0.064   2.833   0.000   0.000   0.000   0.000   0.011   0.000   0.003
   0.165   0.065   2.834   0.000   0.000   0.000   0.000   0.011   0.000   0.003
   0.166   0.065   2.835   0.000   0.000   0.000   0.000   0.011   0.000   0.003
   0.167   0.065   2.836   0.000   0.000   0.000   0.000   0.011   0.000   0.003
   0.168   0.066   2.837   0.000   0.000   0.000   0.000   0.012   0.000   0.004
   0.169   0.066   2.843   0.000   0.000   0.000   0.000   0.012   0.000   0.004
   0.170   0.067   2.844   0.000   0.000   0.000   0.000   0.012   0.000   0.004
   0.171   0.067   2.862   0.000   0.000   0.000   0.000   0.012   0.000   0.004
   0.172   0.067   2.866   0.000   0.000   0.000   0.000   0.013   0.000   0.004
   0.173   0.068   2.868   0.000   0.000   0.000   0.000   0.013   0.000   0.004
   0.174   0.068   2.869   0.000   0.000   0.001   0.000   0.013   0.000   0.004
   0.175   0.069   2.870   0.000   0.000   0.001   0.000   0.013   0.000   0.005
   0.176   0.069   2.871   0.000   0.000   0.001   0.000   0.014   0.000   0.005
   0.177   0.069   2.872   0.000   0.000   0.001   0.000   0.014   0.000   0.005
   0.178   0.070   2.903   0.000   0.000   0.001   0.000   0.014   0.000   0.005
   0.179   0.070   2.905   0.000   0.000   0.001   0.000   0.015   0.000   0.005
   0.180   0.070   2.906   0.000   0.000   0.001   0.000   0.015   0.000   0.005
   0.181   0.071   2.907   0.000   0.000   0.001   0.000   0.015   0.000   0.006
   0.182   0.071   2.904   0.000   0.000   0.001   0.000   0.015   0.000   0.006
   0.183   0.072   2.922   0.000   0.000   0.001   0.000   0.016   0.000   0.006
   0.184   0.072   2.923   0.000   0.000   0.001   0.000   0.016   0.000   0.006
   0.185   0.072   2.934   0.000   0.000   0.001   0.000   0.016   0.000   0.006
   0.186   0.073   2.955   0.000   0.000   0.001   0.000   0.017   0.000   0.006
   0.187   0.073   2.957   0.000   0.000   0.001   0.000   0.017   0.000   0.007
   0.188   0.073   2.958   0.000   0.000   0.001   0.000   0.017   0.000   0.007
   0.189   0.074   2.959   0.000   0.000   0.001   0.000   0.017   0.000   0.007
   0.190   0.074   2.960   0.000   0.000   0.001   0.000   0.018   0.000   0.007
   0.191   0.074   2.981   0.000   0.000   0.001   0.000   0.018   0.000   0.007
   0.192   0.075   3.036   0.000   0.000   0.001   0.000   0.018   0.000   0.008
   0.193   0.075   3.040   0.000   0.000   0.001   0.000   0.018   0.000   0.008
   0.194   0.075   3.043   0.000   0.000   0.001   0.000   0.019   0.000   0.008
   0.195   0.076   3.044   0.000   0.000   0.001   0.000   0.019   0.000   0.008
   0.196   0.076   3.045   0.000   0.000   0.001   0.000   0.019   0.000   0.008
   0.197   0.076   3.074   0.000   0.000   0.002   0.000   0.020   0.000   0.009
   0.198   0.077   3.075   0.000   0.000   0.002   0.000   0.020   0.000   0.009
   0.199   0.077   3.091   0.000   0.000   0.002   0.000   0.020   0.000   0.009
   0.200   0.077   3.092   0.000   0.000   0.002   0.000   0.020   0.000   0.009
