  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.181 0.1564871E+09 0.1242491E+13 0.1899840E+13 0.1661061E+13
   0.182 0.1603017E+09 0.1245917E+13 0.1906356E+13 0.1665044E+13
   0.183 0.1641856E+09 0.1249316E+13 0.1912815E+13 0.1668964E+13
   0.184 0.1681393E+09 0.1252692E+13 0.1919217E+13 0.1672823E+13
   0.185 0.1721638E+09 0.1256042E+13 0.1925562E+13 0.1676618E+13
   0.186 0.1762599E+09 0.1259370E+13 0.1931851E+13 0.1680351E+13
   0.187 0.1804283E+09 0.1262674E+13 0.1938085E+13 0.1684017E+13
   0.188 0.1846699E+09 0.1265955E+13 0.1944262E+13 0.1687615E+13
   0.189 0.1889855E+09 0.1269215E+13 0.1950383E+13 0.1691139E+13
   0.190 0.1933758E+09 0.1272453E+13 0.1956447E+13 0.1694583E+13
   0.191 0.1978417E+09 0.1275671E+13 0.1962454E+13 0.1697937E+13
   0.192 0.2023839E+09 0.1278870E+13 0.1968404E+13 0.1701193E+13
   0.193 0.2070033E+09 0.1282050E+13 0.1974295E+13 0.1704343E+13
   0.194 0.2117006E+09 0.1285212E+13 0.1980127E+13 0.1707392E+13
   0.195 0.2164768E+09 0.1288355E+13 0.1985904E+13 0.1710358E+13
   0.196 0.2213328E+09 0.1291479E+13 0.1991626E+13 0.1713264E+13
   0.197 0.2262693E+09 0.1294583E+13 0.1997295E+13 0.1716122E+13
   0.198 0.2312874E+09 0.1297669E+13 0.2002913E+13 0.1718936E+13
   0.199 0.2363878E+09 0.1300737E+13 0.2008480E+13 0.1721708E+13
   0.200 0.2415784E+09 0.1303768E+13 0.2014412E+13 0.1724421E+13
