  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.057   0.035   1.553   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.058   0.036   1.540   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.059   0.037   1.508   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.060   0.038   1.506   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.061   0.039   1.504   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.062   0.040   1.508   0.000   0.000   0.001   0.000   0.000   0.000   0.000
   0.063   0.040   1.499   0.000   0.000   0.001   0.000   0.000   0.000   0.000
   0.064   0.041   1.509   0.000   0.000   0.001   0.000   0.000   0.000   0.000
   0.065   0.042   1.500   0.000   0.000   0.001   0.000   0.000   0.000   0.000
   0.066   0.043   1.508   0.000   0.000   0.001   0.000   0.000   0.000   0.000
   0.067   0.044   1.478   0.000   0.000   0.001   0.000   0.000   0.000   0.000
   0.068   0.045   1.369   0.000   0.000   0.001   0.000   0.000   0.000   0.000
   0.069   0.045   1.385   0.000   0.000   0.001   0.000   0.000   0.000   0.000
   0.070   0.046   1.410   0.000   0.001   0.001   0.000   0.000   0.000   0.000
   0.071   0.047   1.427   0.000   0.001   0.002   0.000   0.000   0.000   0.000
   0.072   0.048   1.436   0.000   0.001   0.002   0.000   0.000   0.000   0.000
   0.073   0.049   1.321   0.000   0.001   0.002   0.000   0.000   0.000   0.000
   0.074   0.050   1.349   0.000   0.001   0.002   0.000   0.000   0.000   0.000
   0.075   0.050   1.383   0.000   0.001   0.002   0.000   0.000   0.000   0.000
   0.076   0.051   1.404   0.000   0.001   0.002   0.000   0.000   0.000   0.000
   0.077   0.052   1.414   0.000   0.001   0.003   0.000   0.000   0.000   0.000
   0.078   0.053   1.430   0.000   0.001   0.003   0.000   0.000   0.000   0.000
   0.079   0.054   1.429   0.000   0.001   0.003   0.000   0.000   0.000   0.000
   0.080   0.055   1.446   0.000   0.001   0.003   0.000   0.000   0.000   0.000
   0.081   0.055   1.453   0.000   0.002   0.003   0.000   0.000   0.000   0.000
   0.082   0.056   1.471   0.000   0.002   0.003   0.000   0.000   0.000   0.000
   0.083   0.057   1.503   0.000   0.002   0.004   0.000   0.000   0.000   0.000
   0.084   0.058   1.522   0.000   0.002   0.004   0.000   0.000   0.000   0.000
   0.085   0.059   1.542   0.000   0.002   0.004   0.000   0.000   0.000   0.000
   0.086   0.060   1.610   0.000   0.002   0.004   0.000   0.000   0.000   0.000
   0.087   0.061   1.629   0.000   0.002   0.004   0.000   0.000   0.000   0.000
   0.088   0.061   1.623   0.000   0.003   0.005   0.000   0.001   0.000   0.000
   0.089   0.062   1.629   0.000   0.003   0.005   0.000   0.001   0.000   0.000
   0.090   0.063   1.698   0.000   0.003   0.005   0.000   0.001   0.000   0.000
   0.091   0.064   1.702   0.000   0.003   0.005   0.000   0.001   0.000   0.000
   0.092   0.065   1.723   0.000   0.003   0.005   0.000   0.001   0.000   0.000
   0.093   0.066   1.749   0.000   0.003   0.006   0.000   0.001   0.000   0.000
   0.094   0.067   1.804   0.000   0.004   0.006   0.000   0.001   0.000   0.000
   0.095   0.067   1.859   0.000   0.004   0.006   0.000   0.001   0.000   0.000
   0.096   0.068   1.907   0.000   0.004   0.006   0.000   0.001   0.000   0.000
   0.097   0.069   1.940   0.000   0.004   0.006   0.000   0.001   0.000   0.000
   0.098   0.070   1.977   0.000   0.005   0.007   0.000   0.001   0.000   0.000
   0.099   0.071   2.000   0.000   0.005   0.007   0.000   0.001   0.000   0.000
   0.100   0.072   2.013   0.000   0.005   0.007   0.000   0.001   0.000   0.000
   0.101   0.073   2.001   0.000   0.005   0.007   0.000   0.001   0.000   0.000
   0.102   0.073   2.014   0.000   0.006   0.007   0.000   0.001   0.000   0.000
   0.103   0.074   2.067   0.000   0.006   0.008   0.000   0.001   0.000   0.000
   0.104   0.075   2.119   0.000   0.006   0.008   0.000   0.001   0.000   0.000
   0.105   0.076   2.179   0.000   0.006   0.008   0.000   0.001   0.000   0.000
   0.106   0.077   2.228   0.000   0.007   0.008   0.000   0.001   0.000   0.000
   0.107   0.078   2.237   0.000   0.007   0.008   0.000   0.001   0.000   0.000
   0.108   0.079   2.246   0.000   0.007   0.009   0.000   0.001   0.000   0.000
   0.109   0.079   2.257   0.000   0.008   0.009   0.000   0.001   0.000   0.000
   0.110   0.080   2.283   0.000   0.008   0.009   0.000   0.001   0.000   0.000
   0.111   0.081   2.256   0.000   0.008   0.009   0.000   0.001   0.000   0.000
   0.112   0.082   2.285   0.000   0.009   0.009   0.000   0.001   0.000   0.000
   0.113   0.083   2.282   0.000   0.009   0.010   0.000   0.001   0.000   0.000
   0.114   0.084   2.289   0.000   0.009   0.010   0.000   0.001   0.000   0.000
   0.115   0.084   2.383   0.000   0.010   0.010   0.000   0.001   0.000   0.000
   0.116   0.085   2.444   0.000   0.010   0.010   0.000   0.001   0.000   0.000
   0.117   0.086   2.466   0.000   0.010   0.010   0.000   0.001   0.000   0.000
   0.118   0.087   2.485   0.000   0.011   0.011   0.000   0.001   0.000   0.000
   0.119   0.088   2.491   0.000   0.011   0.011   0.000   0.001   0.000   0.000
   0.120   0.089   2.550   0.000   0.012   0.011   0.000   0.001   0.000   0.000
   0.121   0.089   2.578   0.000   0.012   0.011   0.000   0.001   0.000   0.000
   0.122   0.090   2.604   0.000   0.012   0.011   0.000   0.001   0.000   0.000
   0.123   0.091   2.641   0.000   0.013   0.012   0.000   0.001   0.000   0.000
   0.124   0.092   2.682   0.000   0.013   0.012   0.000   0.001   0.000   0.000
   0.125   0.093   2.686   0.000   0.014   0.012   0.000   0.001   0.000   0.000
   0.126   0.093   2.728   0.000   0.014   0.012   0.000   0.001   0.000   0.000
   0.127   0.094   2.766   0.000   0.014   0.012   0.000   0.001   0.000   0.000
   0.128   0.095   2.785   0.000   0.015   0.012   0.000   0.001   0.000   0.000
   0.129   0.096   2.810   0.000   0.015   0.013   0.000   0.001   0.000   0.000
   0.130   0.097   2.813   0.000   0.016   0.013   0.000   0.001   0.000   0.001
   0.131   0.098   2.932   0.000   0.016   0.013   0.000   0.001   0.000   0.001
   0.132   0.098   2.947   0.000   0.017   0.013   0.000   0.001   0.000   0.001
   0.133   0.099   2.950   0.000   0.017   0.013   0.000   0.001   0.000   0.001
   0.134   0.100   2.952   0.000   0.018   0.013   0.000   0.001   0.000   0.001
   0.135   0.101   3.004   0.000   0.018   0.013   0.000   0.001   0.000   0.001
   0.136   0.102   3.030   0.000   0.019   0.014   0.000   0.001   0.000   0.001
   0.137   0.102   3.074   0.000   0.019   0.014   0.000   0.001   0.000   0.001
   0.138   0.103   3.181   0.000   0.020   0.014   0.000   0.001   0.000   0.001
   0.139   0.104   3.223   0.000   0.020   0.014   0.000   0.001   0.000   0.001
   0.140   0.105   3.252   0.000   0.021   0.014   0.000   0.001   0.000   0.001
   0.141   0.105   3.291   0.000   0.021   0.014   0.000   0.001   0.000   0.001
   0.142   0.106   3.311   0.000   0.022   0.014   0.000   0.001   0.000   0.001
   0.143   0.107   3.355   0.000   0.022   0.015   0.000   0.001   0.000   0.001
   0.144   0.108   3.364   0.000   0.023   0.015   0.000   0.001   0.000   0.001
   0.145   0.108   3.408   0.000   0.023   0.015   0.000   0.001   0.000   0.001
   0.146   0.109   3.454   0.000   0.024   0.015   0.000   0.001   0.000   0.001
   0.147   0.110   3.469   0.000   0.024   0.015   0.000   0.001   0.000   0.001
   0.148   0.111   3.495   0.000   0.025   0.015   0.000   0.001   0.000   0.001
   0.149   0.111   3.498   0.000   0.026   0.015   0.000   0.001   0.000   0.001
   0.150   0.112   3.556   0.000   0.026   0.015   0.000   0.001   0.000   0.001
   0.151   0.113   3.578   0.000   0.027   0.016   0.000   0.001   0.000   0.001
   0.152   0.114   3.605   0.000   0.027   0.016   0.000   0.001   0.000   0.001
   0.153   0.114   3.612   0.000   0.028   0.016   0.000   0.001   0.000   0.001
   0.154   0.115   3.613   0.000   0.028   0.016   0.000   0.001   0.000   0.001
   0.155   0.116   3.662   0.000   0.029   0.016   0.000   0.001   0.000   0.001
   0.156   0.117   3.678   0.000   0.029   0.016   0.000   0.001   0.000   0.001
   0.157   0.117   3.693   0.000   0.030   0.016   0.000   0.001   0.000   0.001
   0.158   0.118   3.731   0.000   0.030   0.016   0.000   0.001   0.000   0.001
   0.159   0.119   3.739   0.000   0.031   0.016   0.000   0.001   0.000   0.001
   0.160   0.119   3.774   0.000   0.032   0.017   0.000   0.001   0.000   0.001
   0.161   0.120   3.774   0.000   0.032   0.017   0.000   0.001   0.000   0.001
   0.162   0.121   3.752   0.000   0.033   0.017   0.000   0.001   0.000   0.001
   0.163   0.122   3.752   0.000   0.033   0.017   0.000   0.001   0.000   0.001
   0.164   0.122   3.752   0.000   0.034   0.017   0.000   0.001   0.000   0.001
   0.165   0.123   3.773   0.000   0.034   0.017   0.000   0.000   0.000   0.001
   0.166   0.124   3.747   0.000   0.035   0.017   0.000   0.000   0.000   0.001
   0.167   0.124   3.793   0.000   0.035   0.017   0.000   0.000   0.000   0.001
   0.168   0.125   3.810   0.000   0.036   0.017   0.000   0.000   0.000   0.001
   0.169   0.126   3.805   0.000   0.036   0.017   0.000   0.000   0.000   0.001
   0.170   0.126   3.846   0.000   0.037   0.017   0.000   0.000   0.000   0.001
   0.171   0.127   3.867   0.000   0.038   0.018   0.000   0.000   0.000   0.001
   0.172   0.128   3.866   0.000   0.038   0.018   0.000   0.000   0.000   0.001
   0.173   0.128   3.866   0.000   0.039   0.018   0.000   0.000   0.000   0.001
   0.174   0.129   3.900   0.000   0.039   0.018   0.000   0.000   0.000   0.001
   0.175   0.130   3.971   0.000   0.040   0.018   0.000   0.000   0.000   0.001
   0.176   0.130   3.990   0.000   0.040   0.018   0.000   0.000   0.000   0.001
   0.177   0.131   4.012   0.000   0.041   0.018   0.000   0.000   0.000   0.001
   0.178   0.131   4.025   0.000   0.041   0.018   0.000   0.000   0.000   0.001
   0.179   0.132   3.998   0.000   0.042   0.018   0.000   0.000   0.000   0.001
   0.180   0.133   4.009   0.000   0.042   0.018   0.000   0.000   0.000   0.001
   0.181   0.133   3.982   0.000   0.043   0.018   0.000   0.000   0.000   0.001
   0.182   0.134   4.003   0.000   0.043   0.019   0.000   0.000   0.000   0.001
   0.183   0.135   4.031   0.000   0.044   0.019   0.000   0.000   0.000   0.001
   0.184   0.135   4.043   0.000   0.044   0.019   0.000   0.000   0.000   0.001
   0.185   0.136   4.043   0.000   0.045   0.019   0.000   0.000   0.000   0.001
   0.186   0.136   4.070   0.000   0.045   0.019   0.000   0.000   0.000   0.001
   0.187   0.137   4.106   0.000   0.046   0.019   0.000   0.000   0.000   0.001
   0.188   0.138   4.115   0.000   0.046   0.019   0.000   0.000   0.000   0.001
   0.189   0.138   4.144   0.000   0.047   0.019   0.000   0.000   0.000   0.001
   0.190   0.139   4.196   0.000   0.047   0.019   0.000   0.000   0.000   0.001
   0.191   0.139   4.253   0.000   0.048   0.019   0.000   0.000   0.000   0.001
   0.192   0.140   4.253   0.000   0.048   0.019   0.000   0.000   0.000   0.001
   0.193   0.140   4.255   0.000   0.049   0.019   0.000   0.000   0.000   0.001
   0.194   0.141   4.273   0.000   0.049   0.020   0.000   0.000   0.000   0.001
   0.195   0.142   4.272   0.000   0.050   0.020   0.000   0.000   0.000   0.001
   0.196   0.142   4.290   0.000   0.050   0.020   0.000   0.000   0.000   0.001
   0.197   0.143   4.313   0.000   0.051   0.020   0.000   0.000   0.000   0.001
   0.198   0.143   4.324   0.000   0.051   0.020   0.000   0.000   0.000   0.001
   0.199   0.144   4.323   0.000   0.052   0.020   0.000   0.000   0.000   0.001
   0.200   0.144   4.349   0.000   0.052   0.020   0.000   0.000   0.000   0.001
