  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.000 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
   0.001 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
   0.002 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
   0.003 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
   0.004 0.4542231E+01 0.1172884E+12 0.5550000E+11 0.7735951E+11
   0.005 0.4542520E+01 0.1173001E+12 0.5550000E+11 0.7734847E+11
   0.006 0.1741807E+02 0.1736223E+12 0.5550013E+11 0.6621008E+11
   0.007 0.1742194E+02 0.1736383E+12 0.5550013E+11 0.6620621E+11
   0.008 0.3433423E+02 0.1372341E+12 0.9235875E+11 0.1041232E+12
   0.009 0.6894702E+02 0.1146158E+12 0.1070938E+12 0.1600566E+12
   0.010 0.1306803E+03 0.1373544E+12 0.1605725E+12 0.1302669E+12
   0.011 0.1493311E+03 0.1400410E+12 0.1806794E+12 0.1238307E+12
   0.012 0.2972861E+03 0.1424872E+12 0.1808664E+12 0.1853833E+12
   0.013 0.3136366E+03 0.1383734E+12 0.1945168E+12 0.1868436E+12
   0.014 0.3812924E+03 0.1393211E+12 0.1823829E+12 0.2240492E+12
   0.015 0.4211057E+03 0.1376591E+12 0.1963567E+12 0.2202668E+12
   0.016 0.4214474E+03 0.1379399E+12 0.1963968E+12 0.2201369E+12
   0.017 0.4217907E+03 0.1382153E+12 0.1964376E+12 0.2200107E+12
   0.018 0.5376232E+03 0.1535713E+12 0.1963480E+12 0.2253423E+12
   0.019 0.1114488E+04 0.2048563E+12 0.1848526E+12 0.2595349E+12
   0.020 0.1115392E+04 0.2049327E+12 0.1849010E+12 0.2597750E+12
   0.021 0.1292932E+04 0.2316839E+12 0.1901030E+12 0.2528353E+12
   0.022 0.1475515E+04 0.2263622E+12 0.1986736E+12 0.2744525E+12
   0.023 0.1809597E+04 0.2625554E+12 0.2038184E+12 0.2662290E+12
   0.024 0.1817374E+04 0.2631888E+12 0.2041726E+12 0.2663802E+12
   0.025 0.2301249E+04 0.2534820E+12 0.2286238E+12 0.2995666E+12
   0.026 0.2419290E+04 0.2584094E+12 0.2269973E+12 0.3076820E+12
   0.027 0.3071153E+04 0.2641376E+12 0.2612879E+12 0.3201360E+12
   0.028 0.3215182E+04 0.2638295E+12 0.2612053E+12 0.3255163E+12
   0.029 0.3754235E+04 0.2659058E+12 0.2702468E+12 0.3486514E+12
   0.030 0.5174401E+04 0.2558783E+12 0.3232042E+12 0.3740910E+12
   0.031 0.6113771E+04 0.2796726E+12 0.3259972E+12 0.3783990E+12
   0.032 0.6319551E+04 0.2786225E+12 0.3318004E+12 0.3847602E+12
   0.033 0.6543528E+04 0.2845963E+12 0.3314314E+12 0.3844357E+12
   0.034 0.6601487E+04 0.2857297E+12 0.3333320E+12 0.3844345E+12
   0.035 0.6625575E+04 0.2862528E+12 0.3337284E+12 0.3849189E+12
   0.036 0.7061025E+04 0.2968083E+12 0.3423950E+12 0.3824344E+12
   0.037 0.7640546E+04 0.3092044E+12 0.3428653E+12 0.3810584E+12
   0.038 0.7675609E+04 0.3099518E+12 0.3432761E+12 0.3814645E+12
   0.039 0.7709835E+04 0.3106761E+12 0.3436802E+12 0.3818647E+12
   0.040 0.7743216E+04 0.3113771E+12 0.3440779E+12 0.3822592E+12
   0.041 0.7775750E+04 0.3120550E+12 0.3444691E+12 0.3826483E+12
   0.042 0.7807440E+04 0.3127097E+12 0.3448538E+12 0.3830322E+12
   0.043 0.7838317E+04 0.3133421E+12 0.3452328E+12 0.3834115E+12
   0.044 0.7868313E+04 0.3139509E+12 0.3456053E+12 0.3837853E+12
   0.045 0.1248980E+05 0.3119923E+12 0.3433440E+12 0.4197055E+12
   0.046 0.1255557E+05 0.3125308E+12 0.3436786E+12 0.4203561E+12
   0.047 0.1262000E+05 0.3130494E+12 0.3440079E+12 0.4209970E+12
   0.048 0.1591342E+05 0.3195545E+12 0.3776372E+12 0.4173416E+12
   0.049 0.1721768E+05 0.3185384E+12 0.3892958E+12 0.4263425E+12
   0.050 0.1731314E+05 0.3190367E+12 0.3899699E+12 0.4269577E+12
   0.051 0.1740625E+05 0.3195180E+12 0.3906305E+12 0.4275624E+12
   0.052 0.1749674E+05 0.3199815E+12 0.3912757E+12 0.4281549E+12
   0.053 0.1758462E+05 0.3204279E+12 0.3919058E+12 0.4287352E+12
   0.054 0.1766996E+05 0.3208578E+12 0.3925212E+12 0.4293035E+12
   0.055 0.1775282E+05 0.3212715E+12 0.3931221E+12 0.4298603E+12
   0.056 0.1783327E+05 0.3216688E+12 0.3937092E+12 0.4304058E+12
   0.057 0.1791127E+05 0.3220489E+12 0.3942814E+12 0.4309408E+12
   0.058 0.1798689E+05 0.3224120E+12 0.3948388E+12 0.4314666E+12
   0.059 0.1806015E+05 0.3227591E+12 0.3953815E+12 0.4319823E+12
   0.060 0.1813112E+05 0.3230903E+12 0.3959095E+12 0.4324884E+12
   0.061 0.1820010E+05 0.3234056E+12 0.3964239E+12 0.4329854E+12
   0.062 0.1826652E+05 0.3237028E+12 0.3969204E+12 0.4334710E+12
   0.063 0.1833114E+05 0.3239859E+12 0.3974042E+12 0.4339486E+12
   0.064 0.1839344E+05 0.3242527E+12 0.3978719E+12 0.4344148E+12
   0.065 0.1845408E+05 0.3245050E+12 0.3983285E+12 0.4348722E+12
   0.066 0.1851286E+05 0.3247409E+12 0.3987734E+12 0.4353188E+12
   0.067 0.1856974E+05 0.3249600E+12 0.3992064E+12 0.4357530E+12
   0.068 0.1862456E+05 0.3251625E+12 0.3996266E+12 0.4361731E+12
   0.069 0.1867776E+05 0.3253495E+12 0.4000361E+12 0.4365813E+12
   0.070 0.1872952E+05 0.3255218E+12 0.4004353E+12 0.4369780E+12
   0.071 0.1877994E+05 0.3256819E+12 0.4008239E+12 0.4373629E+12
   0.072 0.1882917E+05 0.3258334E+12 0.4012011E+12 0.4377353E+12
   0.073 0.1887735E+05 0.3259780E+12 0.4015677E+12 0.4380946E+12
   0.074 0.1892465E+05 0.3261152E+12 0.4019249E+12 0.4384428E+12
   0.075 0.1897122E+05 0.3262453E+12 0.4022732E+12 0.4387808E+12
   0.076 0.1901721E+05 0.3263682E+12 0.4026129E+12 0.4391097E+12
   0.077 0.1906277E+05 0.3264838E+12 0.4029450E+12 0.4394302E+12
   0.078 0.1910806E+05 0.3265940E+12 0.4032690E+12 0.4397419E+12
   0.079 0.1915326E+05 0.3266990E+12 0.4035852E+12 0.4400452E+12
   0.080 0.1919870E+05 0.3268047E+12 0.4038925E+12 0.4403391E+12
   0.081 0.1924472E+05 0.3269169E+12 0.4041892E+12 0.4406236E+12
   0.082 0.1929151E+05 0.3270352E+12 0.4044748E+12 0.4408978E+12
   0.083 0.1933934E+05 0.3271583E+12 0.4047529E+12 0.4411624E+12
   0.084 0.1938844E+05 0.3272854E+12 0.4050253E+12 0.4414177E+12
   0.085 0.1943907E+05 0.3274159E+12 0.4052923E+12 0.4416640E+12
