  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.000 0.1000000E+00 0.5550000E+11 0.5550000E+11 0.5550000E+11
   0.001 0.5609138E+00 0.6107359E+11 0.5989167E+11 0.6029531E+11
   0.002 0.2072653E+01 0.6740975E+11 0.6487427E+11 0.6574274E+11
   0.003 0.5741544E+01 0.7448326E+11 0.7042672E+11 0.7182001E+11
   0.004 0.1322828E+02 0.8228348E+11 0.7654081E+11 0.7851846E+11
   0.005 0.2688933E+02 0.9079334E+11 0.8320375E+11 0.8582386E+11
   0.006 0.4994812E+02 0.9999826E+11 0.9040463E+11 0.9372415E+11
   0.007 0.8667163E+02 0.1098828E+12 0.9813189E+11 0.1022066E+12
   0.008 0.1425595E+03 0.1204317E+12 0.1063736E+12 0.1112565E+12
   0.009 0.2245430E+03 0.1316330E+12 0.1151033E+12 0.1208652E+12
   0.010 0.3411947E+03 0.1434642E+12 0.1243346E+12 0.1310160E+12
   0.011 0.5029259E+03 0.1559122E+12 0.1340440E+12 0.1416963E+12
   0.012 0.7222168E+03 0.1689614E+12 0.1442196E+12 0.1528931E+12
   0.013 0.1013831E+04 0.1825962E+12 0.1548496E+12 0.1645933E+12
   0.014 0.1395039E+04 0.1968012E+12 0.1659223E+12 0.1767841E+12
   0.015 0.1885844E+04 0.2115613E+12 0.1774262E+12 0.1894529E+12
   0.016 0.2509176E+04 0.2268592E+12 0.1892662E+12 0.2026084E+12
   0.017 0.3291353E+04 0.2426866E+12 0.2015849E+12 0.2162011E+12
   0.018 0.4261780E+04 0.2590271E+12 0.2142862E+12 0.2302373E+12
   0.019 0.5453031E+04 0.2758650E+12 0.2273854E+12 0.2446696E+12
   0.020 0.6902859E+04 0.2931832E+12 0.2408564E+12 0.2595448E+12
   0.021 0.8652147E+04 0.3109708E+12 0.2546909E+12 0.2748258E+12
   0.022 0.1074627E+05 0.3292141E+12 0.2688781E+12 0.2905010E+12
   0.023 0.1323502E+05 0.3478859E+12 0.2833917E+12 0.3065660E+12
   0.024 0.1617097E+05 0.3669267E+12 0.2982593E+12 0.3230065E+12
   0.025 0.1961754E+05 0.3864463E+12 0.3134421E+12 0.3398008E+12
   0.026 0.2363757E+05 0.4063685E+12 0.3289373E+12 0.3569458E+12
   0.027 0.2829969E+05 0.4266883E+12 0.3446815E+12 0.3744396E+12
   0.028 0.3368197E+05 0.4473804E+12 0.3607663E+12 0.3922571E+12
   0.029 0.3986398E+05 0.4684659E+12 0.3770439E+12 0.4103745E+12
   0.030 0.4693167E+05 0.4899667E+12 0.3934097E+12 0.4287722E+12
   0.031 0.5498392E+05 0.5117401E+12 0.4102787E+12 0.4475169E+12
   0.032 0.6412005E+05 0.5337335E+12 0.4274123E+12 0.4663337E+12
   0.033 0.7443857E+05 0.5561077E+12 0.4447725E+12 0.4855284E+12
   0.034 0.8606400E+05 0.5788337E+12 0.4623803E+12 0.5050870E+12
   0.035 0.9910975E+05 0.6018715E+12 0.4802273E+12 0.5249187E+12
   0.036 0.1137058E+06 0.6251925E+12 0.4982894E+12 0.5449995E+12
   0.037 0.1299812E+06 0.6488078E+12 0.5165502E+12 0.5653398E+12
   0.038 0.1480854E+06 0.6726814E+12 0.5350322E+12 0.5859097E+12
   0.039 0.1681604E+06 0.6968286E+12 0.5537061E+12 0.6067228E+12
   0.040 0.1903706E+06 0.7212154E+12 0.5725796E+12 0.6277518E+12
   0.041 0.2148788E+06 0.7458581E+12 0.5916767E+12 0.6489370E+12
   0.042 0.2418567E+06 0.7707230E+12 0.6109204E+12 0.6703922E+12
   0.043 0.2714895E+06 0.7958345E+12 0.6303560E+12 0.6920710E+12
   0.044 0.3039597E+06 0.8211387E+12 0.6499395E+12 0.7139285E+12
   0.045 0.3394727E+06 0.8466722E+12 0.6697025E+12 0.7359961E+12
   0.046 0.3782271E+06 0.8723809E+12 0.6896005E+12 0.7582288E+12
   0.047 0.4204463E+06 0.8983025E+12 0.7096656E+12 0.7806585E+12
   0.048 0.4663459E+06 0.9243827E+12 0.7298528E+12 0.8032400E+12
   0.049 0.5161679E+06 0.9506606E+12 0.7501955E+12 0.8260059E+12
   0.050 0.5701451E+06 0.9770816E+12 0.7706481E+12 0.8489106E+12
   0.051 0.6285389E+06 0.1003686E+13 0.7912449E+12 0.8719875E+12
   0.052 0.6915906E+06 0.1030427E+13 0.8119472E+12 0.8951973E+12
   0.053 0.7596014E+06 0.1057337E+13 0.8327827E+12 0.9185679E+12
   0.054 0.8328175E+06 0.1084365E+13 0.8537086E+12 0.9420554E+12
   0.055 0.9115636E+06 0.1111547E+13 0.8747550E+12 0.9656898E+12
   0.056 0.9961020E+06 0.1138832E+13 0.8958809E+12 0.9894289E+12
   0.057 0.1086782E+07 0.1166260E+13 0.9171177E+12 0.1013304E+13
   0.058 0.1183843E+07 0.1193835E+13 0.9384213E+12 0.1037089E+13
   0.059 0.1287712E+07 0.1221479E+13 0.9598201E+12 0.1061161E+13
   0.060 0.1398691E+07 0.1249223E+13 0.9812958E+12 0.1085333E+13
   0.061 0.1516957E+07 0.1276597E+13 0.1002924E+13 0.1109690E+13
   0.062 0.1643117E+07 0.1304555E+13 0.1024237E+13 0.1134099E+13
   0.063 0.1777387E+07 0.1331797E+13 0.1046032E+13 0.1158688E+13
   0.064 0.1920419E+07 0.1359839E+13 0.1067786E+13 0.1183250E+13
   0.065 0.2072393E+07 0.1387940E+13 0.1089586E+13 0.1207877E+13
   0.066 0.2233771E+07 0.1416123E+13 0.1111450E+13 0.1232590E+13
   0.067 0.2404908E+07 0.1444356E+13 0.1133350E+13 0.1257359E+13
   0.068 0.2586292E+07 0.1472660E+13 0.1155306E+13 0.1282205E+13
   0.069 0.2778296E+07 0.1501004E+13 0.1177291E+13 0.1307098E+13
   0.070 0.2981438E+07 0.1529411E+13 0.1199323E+13 0.1332059E+13
   0.071 0.3196106E+07 0.1557849E+13 0.1221376E+13 0.1357061E+13
   0.072 0.3422846E+07 0.1586341E+13 0.1243467E+13 0.1382122E+13
   0.073 0.3661961E+07 0.1614867E+13 0.1265120E+13 0.1407321E+13
   0.074 0.3914250E+07 0.1643423E+13 0.1286959E+13 0.1432534E+13
   0.075 0.4180045E+07 0.1672026E+13 0.1309097E+13 0.1457603E+13
   0.076 0.4459918E+07 0.1700649E+13 0.1331232E+13 0.1482834E+13
   0.077 0.4754372E+07 0.1729296E+13 0.1353379E+13 0.1508097E+13
   0.078 0.5063894E+07 0.1757940E+13 0.1375517E+13 0.1533372E+13
   0.079 0.5389137E+07 0.1786608E+13 0.1397665E+13 0.1558679E+13
   0.080 0.5730636E+07 0.1815293E+13 0.1419819E+13 0.1584012E+13
   0.081 0.6088971E+07 0.1843990E+13 0.1441972E+13 0.1609365E+13
   0.082 0.6464736E+07 0.1872694E+13 0.1464121E+13 0.1634733E+13
   0.083 0.6858538E+07 0.1901400E+13 0.1486261E+13 0.1660112E+13
   0.084 0.7270993E+07 0.1930106E+13 0.1508389E+13 0.1685498E+13
   0.085 0.7702670E+07 0.1958766E+13 0.1530468E+13 0.1710853E+13
   0.086 0.8154630E+07 0.1987463E+13 0.1552565E+13 0.1736244E+13
   0.087 0.8627184E+07 0.2016163E+13 0.1574653E+13 0.1761643E+13
   0.088 0.9120782E+07 0.2044808E+13 0.1596686E+13 0.1787002E+13
   0.089 0.9636599E+07 0.2073473E+13 0.1618724E+13 0.1812382E+13
   0.090 0.1017481E+08 0.2102080E+13 0.1640704E+13 0.1837718E+13
   0.091 0.1073667E+08 0.2130702E+13 0.1662684E+13 0.1863070E+13
   0.092 0.1132226E+08 0.2159191E+13 0.1682139E+13 0.1888935E+13
   0.093 0.1193279E+08 0.2187704E+13 0.1703912E+13 0.1914235E+13
   0.094 0.1256939E+08 0.2216228E+13 0.1725679E+13 0.1939549E+13
   0.095 0.1323236E+08 0.2244729E+13 0.1747417E+13 0.1964847E+13
   0.096 0.1392217E+08 0.2273153E+13 0.1769080E+13 0.1990083E+13
   0.097 0.1464014E+08 0.2301731E+13 0.1790040E+13 0.2015298E+13
   0.098 0.1538711E+08 0.2330133E+13 0.1811628E+13 0.2040512E+13
   0.099 0.1616332E+08 0.2358446E+13 0.1833132E+13 0.2065654E+13
   0.100 0.1697037E+08 0.2386751E+13 0.1854615E+13 0.2090789E+13
   0.101 0.1780874E+08 0.2415019E+13 0.1876058E+13 0.2115895E+13
   0.102 0.1867932E+08 0.2443247E+13 0.1897456E+13 0.2140967E+13
   0.103 0.1958299E+08 0.2471430E+13 0.1918806E+13 0.2166002E+13
   0.104 0.2052021E+08 0.2499509E+13 0.1940060E+13 0.2190950E+13
   0.105 0.2149275E+08 0.2527567E+13 0.1961285E+13 0.2215880E+13
   0.106 0.2250111E+08 0.2555579E+13 0.1982462E+13 0.2240770E+13
   0.107 0.2354627E+08 0.2583539E+13 0.2003586E+13 0.2265616E+13
   0.108 0.2462917E+08 0.2611443E+13 0.2024655E+13 0.2290415E+13
   0.109 0.2575080E+08 0.2639289E+13 0.2045667E+13 0.2315164E+13
   0.110 0.2691213E+08 0.2667074E+13 0.2066619E+13 0.2339861E+13
   0.111 0.2811418E+08 0.2694795E+13 0.2087509E+13 0.2364502E+13
   0.112 0.2935797E+08 0.2722451E+13 0.2108337E+13 0.2389087E+13
   0.113 0.3064453E+08 0.2750040E+13 0.2129101E+13 0.2413614E+13
   0.114 0.3197492E+08 0.2777560E+13 0.2149797E+13 0.2438082E+13
   0.115 0.3335021E+08 0.2805010E+13 0.2170426E+13 0.2462488E+13
   0.116 0.3477147E+08 0.2832389E+13 0.2190987E+13 0.2486832E+13
   0.117 0.3623982E+08 0.2859694E+13 0.2211478E+13 0.2511113E+13
   0.118 0.3775636E+08 0.2886925E+13 0.2231898E+13 0.2535328E+13
   0.119 0.3932222E+08 0.2914080E+13 0.2252247E+13 0.2559478E+13
   0.120 0.4093857E+08 0.2941158E+13 0.2272524E+13 0.2583561E+13
   0.121 0.4260654E+08 0.2968158E+13 0.2292728E+13 0.2607577E+13
   0.122 0.4432734E+08 0.2995079E+13 0.2312858E+13 0.2631523E+13
   0.123 0.4610214E+08 0.3021919E+13 0.2332913E+13 0.2655400E+13
   0.124 0.4793216E+08 0.3048678E+13 0.2352893E+13 0.2679207E+13
   0.125 0.4981862E+08 0.3075355E+13 0.2372797E+13 0.2702943E+13
   0.126 0.5176277E+08 0.3101948E+13 0.2392624E+13 0.2726607E+13
   0.127 0.5376586E+08 0.3128456E+13 0.2412374E+13 0.2750198E+13
   0.128 0.5582916E+08 0.3154880E+13 0.2432046E+13 0.2773716E+13
   0.129 0.5795395E+08 0.3181217E+13 0.2451640E+13 0.2797161E+13
   0.130 0.6014155E+08 0.3207467E+13 0.2471154E+13 0.2820531E+13
   0.131 0.6239326E+08 0.3233629E+13 0.2490589E+13 0.2843827E+13
   0.132 0.6471043E+08 0.3259703E+13 0.2509945E+13 0.2867047E+13
   0.133 0.6709439E+08 0.3285687E+13 0.2529220E+13 0.2890191E+13
   0.134 0.6954652E+08 0.3311581E+13 0.2548415E+13 0.2913258E+13
   0.135 0.7206818E+08 0.3337384E+13 0.2567530E+13 0.2936249E+13
   0.136 0.7465959E+08 0.3363100E+13 0.2586569E+13 0.2959166E+13
   0.137 0.7732446E+08 0.3388736E+13 0.2605536E+13 0.2982016E+13
   0.138 0.8006317E+08 0.3414274E+13 0.2624418E+13 0.3004784E+13
   0.139 0.8287706E+08 0.3439715E+13 0.2643216E+13 0.3027470E+13
   0.140 0.8576631E+08 0.3465064E+13 0.2661935E+13 0.3050078E+13
   0.141 0.8873492E+08 0.3490328E+13 0.2680581E+13 0.3072616E+13
   0.142 0.9178321E+08 0.3515491E+13 0.2699140E+13 0.3095069E+13
   0.143 0.9491122E+08 0.3540560E+13 0.2717620E+13 0.3117442E+13
   0.144 0.9812317E+08 0.3565540E+13 0.2736024E+13 0.3139742E+13
   0.145 0.1014179E+09 0.3590422E+13 0.2754348E+13 0.3161960E+13
   0.146 0.1047997E+09 0.3615213E+13 0.2772594E+13 0.3184103E+13
   0.147 0.1082674E+09 0.3639904E+13 0.2790758E+13 0.3206162E+13
   0.148 0.1118253E+09 0.3664502E+13 0.2808843E+13 0.3228144E+13
   0.149 0.1154722E+09 0.3688998E+13 0.2826847E+13 0.3250041E+13
   0.150 0.1192112E+09 0.3713408E+13 0.2844780E+13 0.3271866E+13
   0.151 0.1230454E+09 0.3737719E+13 0.2862631E+13 0.3293610E+13
   0.152 0.1269733E+09 0.3761926E+13 0.2880398E+13 0.3315267E+13
   0.153 0.1309982E+09 0.3786043E+13 0.2898093E+13 0.3336850E+13
   0.154 0.1351234E+09 0.3810058E+13 0.2915705E+13 0.3358349E+13
   0.155 0.1393474E+09 0.3833966E+13 0.2933232E+13 0.3379759E+13
   0.156 0.1436734E+09 0.3857783E+13 0.2950687E+13 0.3401094E+13
   0.157 0.1481049E+09 0.3881496E+13 0.2968059E+13 0.3422344E+13
   0.158 0.1526403E+09 0.3905101E+13 0.2985347E+13 0.3443505E+13
   0.159 0.1572830E+09 0.3928612E+13 0.3002562E+13 0.3464591E+13
   0.160 0.1620348E+09 0.3952028E+13 0.3019703E+13 0.3485599E+13
   0.161 0.1668974E+09 0.3975347E+13 0.3036768E+13 0.3506528E+13
   0.162 0.1718747E+09 0.3998558E+13 0.3053748E+13 0.3527368E+13
   0.163 0.1769647E+09 0.4021657E+13 0.3070642E+13 0.3548117E+13
   0.164 0.1821710E+09 0.4044661E+13 0.3087462E+13 0.3568789E+13
   0.165 0.1874956E+09 0.4067567E+13 0.3104208E+13 0.3589381E+13
   0.166 0.1929403E+09 0.4090375E+13 0.3120876E+13 0.3609893E+13
   0.167 0.1985069E+09 0.4113084E+13 0.3137469E+13 0.3630324E+13
   0.168 0.2041975E+09 0.4135692E+13 0.3153983E+13 0.3650673E+13
   0.169 0.2100139E+09 0.4158200E+13 0.3170420E+13 0.3670940E+13
   0.170 0.2159580E+09 0.4180607E+13 0.3186778E+13 0.3691125E+13
   0.171 0.2220319E+09 0.4202912E+13 0.3203057E+13 0.3711227E+13
   0.172 0.2282374E+09 0.4225115E+13 0.3219257E+13 0.3731246E+13
   0.173 0.2345766E+09 0.4247216E+13 0.3235377E+13 0.3751181E+13
   0.174 0.2410514E+09 0.4269215E+13 0.3251417E+13 0.3771033E+13
   0.175 0.2476639E+09 0.4291112E+13 0.3267378E+13 0.3790802E+13
   0.176 0.2544161E+09 0.4312905E+13 0.3283259E+13 0.3810488E+13
   0.177 0.2613099E+09 0.4334596E+13 0.3299060E+13 0.3830090E+13
   0.178 0.2683475E+09 0.4356184E+13 0.3314781E+13 0.3849609E+13
   0.179 0.2755310E+09 0.4377668E+13 0.3330422E+13 0.3869045E+13
   0.180 0.2828623E+09 0.4399048E+13 0.3345985E+13 0.3888398E+13
   0.181 0.2903436E+09 0.4420325E+13 0.3361468E+13 0.3907669E+13
   0.182 0.2979771E+09 0.4441497E+13 0.3376873E+13 0.3926858E+13
   0.183 0.3057647E+09 0.4462566E+13 0.3392199E+13 0.3945964E+13
   0.184 0.3137086E+09 0.4483532E+13 0.3407446E+13 0.3964989E+13
   0.185 0.3218109E+09 0.4504395E+13 0.3422616E+13 0.3983932E+13
   0.186 0.3300737E+09 0.4525154E+13 0.3437706E+13 0.4002794E+13
   0.187 0.3384993E+09 0.4545811E+13 0.3452719E+13 0.4021575E+13
   0.188 0.3470896E+09 0.4566365E+13 0.3467655E+13 0.4040274E+13
   0.189 0.3558470E+09 0.4586817E+13 0.3482512E+13 0.4058893E+13
   0.190 0.3647734E+09 0.4607167E+13 0.3497292E+13 0.4077432E+13
   0.191 0.3738715E+09 0.4627417E+13 0.3512011E+13 0.4095888E+13
   0.192 0.3831430E+09 0.4647566E+13 0.3526653E+13 0.4114264E+13
   0.193 0.3925901E+09 0.4667614E+13 0.3541219E+13 0.4132560E+13
   0.194 0.4022151E+09 0.4687561E+13 0.3555708E+13 0.4150777E+13
   0.195 0.4120201E+09 0.4707407E+13 0.3570122E+13 0.4168914E+13
   0.196 0.4220073E+09 0.4727153E+13 0.3584460E+13 0.4186972E+13
   0.197 0.4321788E+09 0.4746799E+13 0.3598722E+13 0.4204951E+13
   0.198 0.4425370E+09 0.4766345E+13 0.3612910E+13 0.4222852E+13
   0.199 0.4530839E+09 0.4785792E+13 0.3627022E+13 0.4240674E+13
   0.200 0.4638217E+09 0.4805141E+13 0.3641061E+13 0.4258417E+13
