  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.001   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.002   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.003   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.004   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.005   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.006   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.007   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.008   0.000   2.035   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.009   0.000   1.006   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.010   0.000   1.008   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.011   0.000   1.009   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.012   0.000   1.011   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.013   0.000   1.010   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.014   0.000   1.010   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.015   0.000   1.011   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.016   0.000   1.047   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.017   0.000   1.053   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.018   0.000   1.067   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.019   0.000   1.075   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.020   0.000   1.083   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.021   0.000   1.092   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.022   0.000   1.101   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.023   0.000   1.110   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.024   0.001   2.042   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.025   0.001   2.046   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.026   0.001   2.050   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.027   0.001   2.054   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.028   0.001   2.057   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.029   0.001   2.061   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.030   0.001   2.064   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.031   0.001   2.068   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.032   0.001   2.069   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.033   0.002   2.068   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.034   0.002   2.069   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.035   0.002   2.071   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.036   0.002   2.073   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.037   0.002   2.074   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.038   0.002   2.074   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.039   0.002   2.075   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.040   0.002   2.075   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.041   0.002   2.075   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.042   0.002   2.086   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.043   0.003   2.086   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.044   0.003   2.087   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.045   0.003   2.087   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.046   0.003   2.087   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.047   0.003   2.087   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.048   0.003   2.086   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.049   0.003   2.109   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.050   0.003   2.108   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.051   0.003   2.106   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.052   0.004   2.104   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.053   0.004   2.076   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.054   0.004   2.076   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.055   0.004   2.078   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.056   0.004   2.607   0.000   0.000   0.000   0.000   0.000   0.000   0.000
