  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.000   1.000   2.799   0.619   0.077   0.302   0.002   0.000   0.000   0.000
   0.001   1.000   2.810   0.618   0.078   0.303   0.002   0.000   0.000   0.000
   0.002   1.000   2.836   0.616   0.078   0.304   0.002   0.000   0.000   0.000
   0.003   1.000   2.841   0.614   0.079   0.305   0.002   0.000   0.000   0.000
   0.004   1.000   2.851   0.612   0.080   0.307   0.002   0.000   0.000   0.000
   0.005   1.000   2.868   0.610   0.080   0.308   0.002   0.000   0.000   0.000
   0.006   1.000   2.894   0.607   0.081   0.310   0.002   0.000   0.000   0.000
   0.007   1.000   2.914   0.605   0.081   0.311   0.002   0.000   0.000   0.000
   0.008   1.000   2.924   0.603   0.082   0.313   0.002   0.000   0.000   0.000
   0.009   1.000   2.945   0.601   0.082   0.314   0.002   0.000   0.000   0.000
   0.010   1.000   2.969   0.599   0.083   0.316   0.003   0.000   0.000   0.000
   0.011   1.000   2.990   0.596   0.084   0.317   0.003   0.000   0.000   0.000
   0.012   1.000   3.000   0.594   0.084   0.319   0.003   0.000   0.000   0.000
   0.013   1.000   3.016   0.592   0.085   0.320   0.003   0.000   0.000   0.000
   0.014   1.000   3.022   0.590   0.085   0.322   0.003   0.000   0.000   0.000
   0.015   1.000   3.042   0.587   0.086   0.323   0.003   0.000   0.001   0.000
   0.016   1.000   3.048   0.585   0.087   0.325   0.004   0.000   0.001   0.000
   0.017   1.000   3.055   0.583   0.087   0.326   0.004   0.000   0.001   0.000
   0.018   1.000   3.058   0.581   0.088   0.328   0.004   0.000   0.001   0.000
   0.019   1.000   3.070   0.579   0.088   0.329   0.004   0.000   0.001   0.000
   0.020   1.000   3.076   0.576   0.089   0.331   0.004   0.000   0.001   0.000
   0.021   1.000   3.087   0.574   0.090   0.332   0.004   0.000   0.001   0.000
   0.022   1.000   3.110   0.572   0.090   0.333   0.004   0.000   0.001   0.000
   0.023   1.000   3.119   0.570   0.091   0.335   0.005   0.000   0.001   0.000
   0.024   0.999   3.124   0.567   0.092   0.336   0.005   0.000   0.001   0.000
   0.025   0.999   3.153   0.565   0.092   0.338   0.005   0.000   0.001   0.000
