  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.036 0.3924423E+05 0.6435715E+12 0.7208274E+12 0.6582956E+12
   0.037 0.4488547E+05 0.6698933E+12 0.7501076E+12 0.6847906E+12
   0.038 0.5117789E+05 0.6968165E+12 0.7801301E+12 0.7114129E+12
   0.039 0.5815036E+05 0.7241669E+12 0.8100240E+12 0.7389599E+12
   0.040 0.6587329E+05 0.7519635E+12 0.8410061E+12 0.7664255E+12
   0.041 0.7438544E+05 0.7789120E+12 0.8726469E+12 0.7952932E+12
   0.042 0.8377920E+05 0.8075027E+12 0.9036861E+12 0.8245660E+12
   0.043 0.9414192E+05 0.8363615E+12 0.9358140E+12 0.8539939E+12
   0.044 0.1054926E+06 0.8658496E+12 0.9675932E+12 0.8842233E+12
   0.045 0.1179631E+06 0.8957780E+12 0.1000410E+13 0.9144896E+12
   0.046 0.1316032E+06 0.9258000E+12 0.1034364E+13 0.9446422E+12
   0.047 0.1464775E+06 0.9563632E+12 0.1068237E+13 0.9758119E+12
   0.048 0.1626711E+06 0.9873784E+12 0.1102570E+13 0.1007282E+13
   0.049 0.1802712E+06 0.1018938E+13 0.1137465E+13 0.1038864E+13
   0.050 0.1993881E+06 0.1050629E+13 0.1172694E+13 0.1071237E+13
   0.051 0.2200984E+06 0.1082833E+13 0.1208249E+13 0.1103982E+13
   0.052 0.2425033E+06 0.1115425E+13 0.1244206E+13 0.1137119E+13
   0.053 0.2667392E+06 0.1148217E+13 0.1280279E+13 0.1171030E+13
   0.054 0.2928344E+06 0.1181458E+13 0.1317054E+13 0.1204953E+13
   0.055 0.3209594E+06 0.1215187E+13 0.1354186E+13 0.1239274E+13
   0.056 0.3512115E+06 0.1249391E+13 0.1391517E+13 0.1274026E+13
   0.057 0.3837026E+06 0.1283977E+13 0.1429177E+13 0.1309208E+13
   0.058 0.4185704E+06 0.1318834E+13 0.1467433E+13 0.1344659E+13
   0.059 0.4559294E+06 0.1354192E+13 0.1505783E+13 0.1380613E+13
   0.060 0.4959126E+06 0.1390078E+13 0.1544079E+13 0.1417153E+13
   0.061 0.5386721E+06 0.1426404E+13 0.1583321E+13 0.1453210E+13
   0.062 0.5842918E+06 0.1462716E+13 0.1622952E+13 0.1490082E+13
   0.063 0.6330131E+06 0.1499205E+13 0.1663145E+13 0.1527331E+13
   0.064 0.6847291E+06 0.1536499E+13 0.1703835E+13 0.1564056E+13
   0.065 0.7396316E+06 0.1572284E+13 0.1745166E+13 0.1602486E+13
   0.066 0.7983310E+06 0.1610173E+13 0.1787184E+13 0.1639148E+13
   0.067 0.8607030E+06 0.1648319E+13 0.1828913E+13 0.1677354E+13
   0.068 0.9268963E+06 0.1686634E+13 0.1870817E+13 0.1716182E+13
   0.069 0.9969690E+06 0.1726297E+13 0.1912271E+13 0.1754817E+13
   0.070 0.1071488E+07 0.1765275E+13 0.1955233E+13 0.1793983E+13
   0.071 0.1150249E+07 0.1804628E+13 0.1998170E+13 0.1833737E+13
   0.072 0.1233543E+07 0.1844291E+13 0.2041439E+13 0.1873798E+13
   0.073 0.1321661E+07 0.1884306E+13 0.2085052E+13 0.1914239E+13
   0.074 0.1414698E+07 0.1924626E+13 0.2129028E+13 0.1954943E+13
   0.075 0.1512814E+07 0.1965229E+13 0.2173306E+13 0.1995921E+13
   0.076 0.1616449E+07 0.2006737E+13 0.2217423E+13 0.2037188E+13
   0.077 0.1725492E+07 0.2047993E+13 0.2262338E+13 0.2078757E+13
   0.078 0.1840332E+07 0.2089603E+13 0.2307308E+13 0.2120825E+13
   0.079 0.1961227E+07 0.2131497E+13 0.2352892E+13 0.2163012E+13
   0.080 0.2088257E+07 0.2173919E+13 0.2398256E+13 0.2205717E+13
   0.081 0.2221740E+07 0.2216382E+13 0.2444428E+13 0.2248449E+13
   0.082 0.2362626E+07 0.2260506E+13 0.2490925E+13 0.2290073E+13
   0.083 0.2510199E+07 0.2303572E+13 0.2538083E+13 0.2333364E+13
   0.084 0.2664672E+07 0.2346992E+13 0.2585251E+13 0.2376876E+13
   0.085 0.2826589E+07 0.2390708E+13 0.2632715E+13 0.2420659E+13
   0.086 0.2996212E+07 0.2434763E+13 0.2680375E+13 0.2464764E+13
   0.087 0.3173826E+07 0.2479043E+13 0.2728465E+13 0.2509067E+13
   0.088 0.3360248E+07 0.2522817E+13 0.2777869E+13 0.2553302E+13
   0.089 0.3554899E+07 0.2567721E+13 0.2826513E+13 0.2598233E+13
   0.090 0.3758314E+07 0.2612837E+13 0.2875583E+13 0.2643299E+13
   0.091 0.3970892E+07 0.2658238E+13 0.2924961E+13 0.2688614E+13
   0.092 0.4192946E+07 0.2703922E+13 0.2974650E+13 0.2734175E+13
   0.093 0.4424790E+07 0.2749887E+13 0.3024648E+13 0.2779981E+13
   0.094 0.4666753E+07 0.2796134E+13 0.3074954E+13 0.2826029E+13
   0.095 0.4919615E+07 0.2843115E+13 0.3125431E+13 0.2872054E+13
   0.096 0.5182889E+07 0.2889955E+13 0.3176352E+13 0.2918571E+13
   0.097 0.5457311E+07 0.2937077E+13 0.3227579E+13 0.2965321E+13
   0.098 0.5743246E+07 0.2984482E+13 0.3279116E+13 0.3012304E+13
   0.099 0.6041068E+07 0.3032173E+13 0.3330962E+13 0.3059517E+13
   0.100 0.6351158E+07 0.3080148E+13 0.3383118E+13 0.3106957E+13
   0.101 0.6674213E+07 0.3128354E+13 0.3435310E+13 0.3154940E+13
   0.102 0.7010651E+07 0.3176926E+13 0.3487027E+13 0.3203746E+13
   0.103 0.7360082E+07 0.3225739E+13 0.3540060E+13 0.3251946E+13
   0.104 0.7723100E+07 0.3274787E+13 0.3593357E+13 0.3300333E+13
   0.105 0.8101224E+07 0.3324013E+13 0.3646650E+13 0.3349448E+13
   0.106 0.8493362E+07 0.3373600E+13 0.3700549E+13 0.3398325E+13
   0.107 0.8900664E+07 0.3423452E+13 0.3754751E+13 0.3447431E+13
   0.108 0.9323624E+07 0.3473572E+13 0.3809262E+13 0.3496768E+13
   0.109 0.9762722E+07 0.3523961E+13 0.3864080E+13 0.3546337E+13
   0.110 0.1021845E+08 0.3574617E+13 0.3919209E+13 0.3596136E+13
   0.111 0.1069129E+08 0.3625537E+13 0.3974651E+13 0.3646166E+13
   0.112 0.1118178E+08 0.3676722E+13 0.4030404E+13 0.3696429E+13
   0.113 0.1169045E+08 0.3728168E+13 0.4086468E+13 0.3746925E+13
   0.114 0.1221792E+08 0.3780162E+13 0.4143133E+13 0.3797140E+13
   0.115 0.1276489E+08 0.3832173E+13 0.4199865E+13 0.3848115E+13
   0.116 0.1333148E+08 0.3884430E+13 0.4256878E+13 0.3899305E+13
   0.117 0.1391848E+08 0.3936952E+13 0.4314190E+13 0.3950731E+13
   0.118 0.1452651E+08 0.3989738E+13 0.4371804E+13 0.4002396E+13
   0.119 0.1515617E+08 0.4042788E+13 0.4429722E+13 0.4054300E+13
   0.120 0.1580811E+08 0.4096102E+13 0.4487945E+13 0.4106441E+13
   0.121 0.1648311E+08 0.4149732E+13 0.4546567E+13 0.4158698E+13
   0.122 0.1718160E+08 0.4203578E+13 0.4605414E+13 0.4211303E+13
   0.123 0.1790439E+08 0.4257685E+13 0.4664577E+13 0.4264141E+13
   0.124 0.1865220E+08 0.4312056E+13 0.4724058E+13 0.4317209E+13
   0.125 0.1942599E+08 0.4366702E+13 0.4783880E+13 0.4370523E+13
   0.126 0.2022544E+08 0.4421551E+13 0.4843959E+13 0.4424008E+13
   0.127 0.2105281E+08 0.4477073E+13 0.4903574E+13 0.4478253E+13
   0.128 0.2190848E+08 0.4532516E+13 0.4964324E+13 0.4532290E+13
   0.129 0.2279208E+08 0.4588158E+13 0.5025328E+13 0.4586497E+13
   0.130 0.2370627E+08 0.4644114E+13 0.5086721E+13 0.4640991E+13
   0.131 0.2464887E+08 0.4700865E+13 0.5149017E+13 0.4694385E+13
   0.132 0.2562498E+08 0.4757364E+13 0.5211089E+13 0.4749282E+13
   0.133 0.2663292E+08 0.4814092E+13 0.5273458E+13 0.4804377E+13
   0.134 0.2767361E+08 0.4871053E+13 0.5336122E+13 0.4859666E+13
   0.135 0.2874930E+08 0.4928318E+13 0.5399166E+13 0.4915221E+13
   0.136 0.2985955E+08 0.4985810E+13 0.5462503E+13 0.4970966E+13
   0.137 0.3099932E+08 0.5039805E+13 0.5527923E+13 0.5028525E+13
   0.138 0.3218227E+08 0.5097667E+13 0.5591973E+13 0.5084753E+13
   0.139 0.3340278E+08 0.5155755E+13 0.5656314E+13 0.5141163E+13
   0.140 0.3466326E+08 0.5214129E+13 0.5721025E+13 0.5197824E+13
   0.141 0.3596318E+08 0.5272712E+13 0.5786017E+13 0.5254658E+13
   0.142 0.3730409E+08 0.5331528E+13 0.5851310E+13 0.5311680E+13
   0.143 0.3868785E+08 0.5390606E+13 0.5916939E+13 0.5368919E+13
   0.144 0.4011413E+08 0.5449888E+13 0.5982837E+13 0.5426306E+13
   0.145 0.4159398E+08 0.5508218E+13 0.6048028E+13 0.5486176E+13
   0.146 0.4311074E+08 0.5567913E+13 0.6114480E+13 0.5543983E+13
   0.147 0.4467401E+08 0.5627822E+13 0.6181216E+13 0.5601945E+13
   0.148 0.4628502E+08 0.5687945E+13 0.6248233E+13 0.5660057E+13
   0.149 0.4794532E+08 0.5748293E+13 0.6315538E+13 0.5718326E+13
   0.150 0.4965657E+08 0.5808874E+13 0.6383143E+13 0.5776761E+13
   0.151 0.5141929E+08 0.5869660E+13 0.6451011E+13 0.5835332E+13
   0.152 0.5323466E+08 0.5930644E+13 0.6519130E+13 0.5894033E+13
   0.153 0.5510395E+08 0.5991824E+13 0.6587494E+13 0.5952857E+13
   0.154 0.5702846E+08 0.6053195E+13 0.6656097E+13 0.6011797E+13
   0.155 0.5900949E+08 0.6114756E+13 0.6724928E+13 0.6070851E+13
   0.156 0.6104951E+08 0.6177663E+13 0.6792281E+13 0.6130801E+13
   0.157 0.6314787E+08 0.6239641E+13 0.6861483E+13 0.6190099E+13
   0.158 0.6530683E+08 0.6301794E+13 0.6930890E+13 0.6249496E+13
   0.159 0.6752951E+08 0.6364662E+13 0.6999809E+13 0.6309325E+13
   0.160 0.6981418E+08 0.6427171E+13 0.7069590E+13 0.6368915E+13
   0.161 0.7216379E+08 0.6489843E+13 0.7139558E+13 0.6428587E+13
   0.162 0.7457985E+08 0.6552670E+13 0.7209707E+13 0.6488335E+13
   0.163 0.7706387E+08 0.6615647E+13 0.7280036E+13 0.6548155E+13
   0.164 0.7961740E+08 0.6678771E+13 0.7350526E+13 0.6608044E+13
   0.165 0.8224219E+08 0.6742045E+13 0.7421181E+13 0.6668000E+13
   0.166 0.8493962E+08 0.6805458E+13 0.7491987E+13 0.6728010E+13
   0.167 0.8771129E+08 0.6869003E+13 0.7562939E+13 0.6788068E+13
   0.168 0.9055885E+08 0.6932676E+13 0.7634031E+13 0.6848170E+13
   0.169 0.9348396E+08 0.6996469E+13 0.7705259E+13 0.6908310E+13
   0.170 0.9648832E+08 0.7060377E+13 0.7776616E+13 0.6968483E+13
   0.171 0.9957365E+08 0.7124391E+13 0.7848100E+13 0.7028686E+13
   0.172 0.1027417E+09 0.7188507E+13 0.7919703E+13 0.7088914E+13
   0.173 0.1059942E+09 0.7252718E+13 0.7991418E+13 0.7149162E+13
   0.174 0.1093331E+09 0.7317020E+13 0.8063242E+13 0.7209425E+13
   0.175 0.1127601E+09 0.7381408E+13 0.8135168E+13 0.7269696E+13
   0.176 0.1162989E+09 0.7442389E+13 0.8207174E+13 0.7333589E+13
   0.177 0.1199089E+09 0.7506824E+13 0.8279277E+13 0.7393975E+13
   0.178 0.1236131E+09 0.7571336E+13 0.8351473E+13 0.7454362E+13
   0.179 0.1274132E+09 0.7635913E+13 0.8423752E+13 0.7514741E+13
   0.180 0.1313112E+09 0.7700551E+13 0.8496110E+13 0.7575106E+13
   0.181 0.1353106E+09 0.7765268E+13 0.8568563E+13 0.7635468E+13
   0.182 0.1394121E+09 0.7830038E+13 0.8641087E+13 0.7695802E+13
   0.183 0.1436177E+09 0.7894857E+13 0.8713679E+13 0.7756099E+13
   0.184 0.1479296E+09 0.7959722E+13 0.8786336E+13 0.7816356E+13
   0.185 0.1523499E+09 0.8024626E+13 0.8859051E+13 0.7876569E+13
   0.186 0.1568822E+09 0.8089579E+13 0.8931837E+13 0.7936748E+13
   0.187 0.1615273E+09 0.8154559E+13 0.9004670E+13 0.7996873E+13
   0.188 0.1662878E+09 0.8219558E+13 0.9077554E+13 0.8056945E+13
   0.189 0.1711658E+09 0.8284573E+13 0.9150483E+13 0.8116962E+13
   0.190 0.1761683E+09 0.8348494E+13 0.9224516E+13 0.8176819E+13
   0.191 0.1812891E+09 0.8413500E+13 0.9297552E+13 0.8236706E+13
   0.192 0.1865346E+09 0.8478510E+13 0.9370621E+13 0.8296526E+13
   0.193 0.1919075E+09 0.8543519E+13 0.9443718E+13 0.8356276E+13
   0.194 0.1974103E+09 0.8608524E+13 0.9516841E+13 0.8415953E+13
   0.195 0.2030454E+09 0.8673522E+13 0.9589982E+13 0.8475555E+13
   0.196 0.2088155E+09 0.8738507E+13 0.9663138E+13 0.8535081E+13
   0.197 0.2147232E+09 0.8803477E+13 0.9736306E+13 0.8594528E+13
   0.198 0.2207713E+09 0.8868428E+13 0.9809482E+13 0.8653891E+13
   0.199 0.2269624E+09 0.8933358E+13 0.9882663E+13 0.8713170E+13
   0.200 0.2332993E+09 0.8998263E+13 0.9955845E+13 0.8772360E+13
