  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.000   1.000   2.408   0.884   0.000   0.027   0.089   0.000   0.000   0.000
   0.001   1.000   2.388   0.891   0.000   0.030   0.079   0.000   0.001   0.000
   0.002   1.000   2.406   0.889   0.000   0.030   0.080   0.000   0.002   0.000
   0.003   1.000   2.414   0.888   0.000   0.030   0.082   0.000   0.003   0.000
   0.004   1.000   2.428   0.887   0.000   0.030   0.083   0.000   0.004   0.000
   0.005   1.000   2.443   0.885   0.000   0.031   0.084   0.000   0.005   0.000
   0.006   1.000   2.448   0.884   0.000   0.031   0.085   0.000   0.006   0.000
   0.007   1.000   2.457   0.883   0.000   0.031   0.087   0.000   0.007   0.000
   0.008   0.999   2.465   0.881   0.000   0.031   0.088   0.000   0.009   0.000
   0.009   0.999   2.466   0.880   0.000   0.031   0.089   0.000   0.010   0.000
   0.010   0.998   2.490   0.878   0.000   0.031   0.090   0.000   0.011   0.000
   0.011   0.998   2.511   0.877   0.000   0.031   0.092   0.000   0.012   0.000
   0.012   0.997   2.528   0.876   0.000   0.031   0.092   0.000   0.013   0.000
   0.013   0.996   2.550   0.874   0.000   0.032   0.094   0.000   0.014   0.000
   0.014   0.996   2.552   0.873   0.000   0.032   0.095   0.000   0.016   0.000
   0.015   0.995   2.559   0.872   0.000   0.032   0.096   0.000   0.017   0.000
   0.016   0.994   2.571   0.871   0.000   0.032   0.097   0.000   0.018   0.000
   0.017   0.994   2.593   0.869   0.000   0.032   0.099   0.000   0.019   0.000
   0.018   0.992   2.606   0.867   0.000   0.032   0.101   0.000   0.021   0.000
   0.019   0.991   2.615   0.866   0.000   0.032   0.102   0.000   0.022   0.000
   0.020   0.989   2.624   0.865   0.000   0.032   0.103   0.000   0.023   0.000
   0.021   0.988   2.636   0.864   0.000   0.033   0.104   0.000   0.024   0.000
   0.022   0.987   2.643   0.862   0.000   0.033   0.105   0.000   0.026   0.000
   0.023   0.985   2.664   0.860   0.000   0.033   0.107   0.000   0.027   0.000
   0.024   0.983   2.691   0.859   0.000   0.033   0.108   0.000   0.029   0.000
   0.025   0.982   2.697   0.857   0.000   0.033   0.109   0.000   0.030   0.000
   0.026   0.980   2.707   0.855   0.000   0.034   0.111   0.000   0.031   0.000
   0.027   0.978   2.729   0.854   0.000   0.034   0.112   0.000   0.033   0.000
   0.028   0.977   2.748   0.853   0.000   0.034   0.113   0.000   0.034   0.000
   0.029   0.976   2.764   0.852   0.000   0.034   0.114   0.000   0.036   0.000
   0.030   0.975   2.786   0.850   0.000   0.034   0.115   0.000   0.037   0.000
   0.031   0.974   2.797   0.849   0.000   0.035   0.117   0.000   0.039   0.000
   0.032   0.972   2.802   0.847   0.000   0.035   0.118   0.000   0.040   0.000
   0.033   0.971   2.813   0.845   0.000   0.035   0.120   0.000   0.042   0.000
   0.034   0.969   2.825   0.844   0.000   0.035   0.121   0.000   0.043   0.000
   0.035   0.967   2.825   0.843   0.000   0.035   0.122   0.000   0.045   0.000
   0.036   0.966   2.839   0.841   0.000   0.036   0.123   0.000   0.046   0.000
   0.037   0.964   2.842   0.840   0.000   0.036   0.124   0.000   0.048   0.000
   0.038   0.963   2.852   0.838   0.000   0.036   0.126   0.000   0.050   0.000
   0.039   0.961   2.866   0.836   0.000   0.036   0.127   0.000   0.051   0.000
   0.040   0.959   2.864   0.835   0.000   0.037   0.128   0.000   0.053   0.000
   0.041   0.958   2.874   0.833   0.000   0.037   0.130   0.000   0.055   0.000
   0.042   0.956   2.882   0.832   0.000   0.037   0.131   0.000   0.056   0.000
   0.043   0.954   2.893   0.830   0.000   0.037   0.132   0.000   0.058   0.000
   0.044   0.953   2.900   0.829   0.000   0.038   0.133   0.000   0.060   0.000
