  %STRAIN  PHFRAC   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   TWFR4   TWFR5
   0.057   0.068   1.784   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.058   0.070   1.783   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.059   0.072   1.781   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.060   0.073   1.780   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.061   0.075   1.778   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.062   0.077   1.777   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.063   0.079   1.775   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.064   0.081   1.773   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.065   0.083   1.772   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.066   0.085   1.769   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.067   0.087   1.773   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.068   0.089   1.773   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.069   0.091   1.773   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.070   0.093   1.761   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.071   0.095   1.787   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.072   0.097   1.777   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.073   0.099   1.832   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.074   0.101   1.784   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.075   0.103   1.820   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.076   0.105   1.817   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.077   0.107   1.861   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.078   0.109   1.860   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.079   0.111   1.840   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.080   0.113   1.839   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.081   0.115   1.839   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.082   0.118   1.844   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.083   0.120   1.844   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.084   0.122   1.844   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.085   0.124   1.845   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.086   0.126   1.844   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.087   0.128   1.861   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.088   0.131   1.860   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.089   0.133   1.859   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.090   0.135   1.863   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.091   0.137   1.863   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.092   0.140   1.862   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.093   0.142   1.861   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.094   0.144   1.861   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.095   0.147   1.874   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.096   0.149   1.907   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.097   0.151   1.907   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.098   0.154   1.906   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.099   0.156   1.906   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.100   0.158   1.905   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.101   0.161   1.905   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.102   0.163   1.904   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.103   0.166   1.904   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.104   0.168   1.905   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.105   0.171   1.904   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.106   0.173   1.904   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.107   0.176   1.904   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.108   0.179   1.926   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.109   0.181   1.948   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.110   0.184   1.948   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.111   0.186   1.948   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.112   0.189   1.948   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.113   0.192   1.948   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.114   0.194   1.954   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.115   0.197   1.955   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.116   0.200   1.956   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.117   0.202   1.956   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.118   0.205   1.973   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.119   0.208   1.974   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.120   0.210   1.989   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.121   0.213   1.993   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.122   0.216   1.995   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.123   0.219   1.997   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.124   0.222   2.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.125   0.225   2.003   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.126   0.227   2.011   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.127   0.230   2.016   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.128   0.233   2.020   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.129   0.236   2.026   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.130   0.239   2.033   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.131   0.242   2.039   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.132   0.245   2.074   0.000   0.000   0.000   0.000   0.001   0.000   0.000
   0.133   0.248   2.089   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.134   0.251   2.096   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.135   0.254   2.105   0.000   0.000   0.000   0.000   0.002   0.000   0.000
   0.136   0.257   2.115   0.000   0.000   0.000   0.000   0.003   0.000   0.000
   0.137   0.260   2.124   0.000   0.000   0.000   0.000   0.003   0.000   0.000
   0.138   0.263   2.156   0.000   0.000   0.000   0.000   0.004   0.000   0.000
   0.139   0.266   2.178   0.000   0.000   0.000   0.000   0.004   0.000   0.000
   0.140   0.269   2.186   0.000   0.000   0.000   0.000   0.005   0.000   0.000
   0.141   0.272   2.195   0.000   0.000   0.000   0.000   0.005   0.000   0.000
   0.142   0.275   2.205   0.000   0.000   0.000   0.000   0.006   0.000   0.000
   0.143   0.278   2.214   0.000   0.000   0.000   0.000   0.007   0.000   0.000
   0.144   0.281   2.229   0.000   0.000   0.000   0.000   0.008   0.000   0.001
   0.145   0.285   2.257   0.000   0.000   0.000   0.000   0.009   0.000   0.001
   0.146   0.288   2.265   0.000   0.000   0.000   0.000   0.010   0.000   0.001
   0.147   0.291   2.274   0.000   0.000   0.000   0.000   0.011   0.000   0.001
   0.148   0.294   2.323   0.000   0.000   0.000   0.000   0.013   0.000   0.001
   0.149   0.297   2.348   0.000   0.000   0.000   0.000   0.014   0.000   0.001
   0.150   0.300   2.375   0.000   0.000   0.000   0.000   0.016   0.000   0.001
   0.151   0.304   2.390   0.000   0.000   0.000   0.000   0.017   0.000   0.001
   0.152   0.307   2.398   0.000   0.000   0.000   0.000   0.019   0.000   0.002
   0.153   0.310   2.437   0.000   0.000   0.000   0.000   0.021   0.000   0.002
   0.154   0.313   2.452   0.000   0.000   0.000   0.000   0.022   0.000   0.002
   0.155   0.316   2.457   0.000   0.000   0.000   0.000   0.024   0.000   0.002
   0.156   0.319   2.464   0.000   0.000   0.000   0.000   0.026   0.000   0.003
   0.157   0.322   2.495   0.000   0.000   0.000   0.000   0.028   0.000   0.003
   0.158   0.326   2.510   0.000   0.000   0.000   0.000   0.030   0.000   0.003
   0.159   0.329   2.547   0.000   0.000   0.000   0.000   0.033   0.000   0.004
   0.160   0.332   2.559   0.000   0.000   0.000   0.000   0.035   0.000   0.004
   0.161   0.335   2.572   0.000   0.000   0.000   0.000   0.037   0.000   0.004
   0.162   0.338   2.609   0.000   0.000   0.000   0.000   0.040   0.000   0.005
   0.163   0.341   2.621   0.000   0.000   0.000   0.000   0.042   0.000   0.005
   0.164   0.345   2.624   0.000   0.000   0.000   0.000   0.045   0.000   0.006
   0.165   0.348   2.657   0.000   0.000   0.000   0.000   0.047   0.000   0.006
   0.166   0.351   2.688   0.000   0.000   0.000   0.000   0.050   0.000   0.007
   0.167   0.354   2.717   0.000   0.000   0.000   0.000   0.053   0.000   0.007
   0.168   0.357   2.725   0.000   0.000   0.000   0.000   0.056   0.000   0.008
   0.169   0.360   2.737   0.000   0.000   0.001   0.000   0.058   0.000   0.009
   0.170   0.363   2.751   0.000   0.000   0.001   0.000   0.061   0.000   0.009
   0.171   0.366   2.774   0.000   0.000   0.001   0.000   0.064   0.000   0.010
   0.172   0.369   2.784   0.000   0.000   0.001   0.000   0.067   0.000   0.011
   0.173   0.372   2.786   0.000   0.000   0.001   0.000   0.070   0.000   0.011
   0.174   0.376   2.816   0.000   0.000   0.001   0.000   0.073   0.000   0.012
   0.175   0.379   2.842   0.000   0.000   0.001   0.000   0.076   0.000   0.013
   0.176   0.382   2.857   0.000   0.000   0.002   0.000   0.080   0.000   0.014
   0.177   0.385   2.887   0.000   0.000   0.002   0.000   0.083   0.000   0.015
   0.178   0.388   2.889   0.000   0.000   0.002   0.000   0.086   0.000   0.016
   0.179   0.391   2.894   0.000   0.000   0.002   0.000   0.089   0.000   0.017
   0.180   0.394   2.905   0.000   0.000   0.003   0.000   0.093   0.000   0.018
   0.181   0.397   2.933   0.000   0.000   0.003   0.000   0.096   0.000   0.019
   0.182   0.400   2.949   0.000   0.000   0.003   0.000   0.099   0.000   0.020
   0.183   0.403   2.978   0.000   0.000   0.004   0.000   0.103   0.000   0.021
   0.184   0.406   2.980   0.000   0.000   0.004   0.000   0.106   0.000   0.022
   0.185   0.409   2.983   0.000   0.000   0.004   0.000   0.110   0.000   0.023
   0.186   0.412   3.004   0.000   0.000   0.005   0.000   0.113   0.000   0.024
   0.187   0.415   3.022   0.000   0.000   0.005   0.000   0.116   0.000   0.026
   0.188   0.418   3.036   0.000   0.000   0.005   0.000   0.120   0.000   0.027
   0.189   0.421   3.045   0.000   0.000   0.006   0.000   0.123   0.000   0.028
   0.190   0.424   3.054   0.000   0.000   0.006   0.000   0.126   0.000   0.030
   0.191   0.426   3.056   0.000   0.000   0.007   0.000   0.130   0.000   0.031
   0.192   0.429   3.056   0.000   0.000   0.007   0.000   0.133   0.000   0.033
   0.193   0.432   3.063   0.000   0.000   0.008   0.000   0.137   0.000   0.034
   0.194   0.435   3.072   0.000   0.000   0.008   0.000   0.140   0.000   0.036
   0.195   0.438   3.078   0.000   0.000   0.008   0.000   0.143   0.000   0.037
   0.196   0.441   3.079   0.000   0.000   0.009   0.000   0.147   0.000   0.039
   0.197   0.443   3.085   0.000   0.000   0.009   0.000   0.150   0.000   0.041
   0.198   0.446   3.093   0.000   0.000   0.010   0.000   0.154   0.000   0.042
   0.199   0.449   3.101   0.000   0.000   0.010   0.000   0.157   0.000   0.044
   0.200   0.452   3.111   0.000   0.000   0.011   0.000   0.160   0.000   0.046
