  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.086 0.6509384E+05 0.4108776E+12 0.4878437E+12 0.4895741E+12
   0.087 0.6554066E+05 0.4114544E+12 0.4892035E+12 0.4908386E+12
   0.088 0.7024168E+05 0.4222824E+12 0.4894805E+12 0.4991447E+12
   0.089 0.7109972E+05 0.4231231E+12 0.4922932E+12 0.5003220E+12
   0.090 0.7158341E+05 0.4237839E+12 0.4936200E+12 0.5016283E+12
   0.091 0.7206429E+05 0.4244394E+12 0.4949335E+12 0.5029281E+12
   0.092 0.7254253E+05 0.4250902E+12 0.4962344E+12 0.5042219E+12
   0.093 0.7301821E+05 0.4257367E+12 0.4975231E+12 0.5055098E+12
   0.094 0.7349114E+05 0.4263779E+12 0.4987993E+12 0.5067926E+12
   0.095 0.7583118E+05 0.4266620E+12 0.5032866E+12 0.5117780E+12
   0.096 0.7633205E+05 0.4272882E+12 0.5045951E+12 0.5131170E+12
   0.097 0.7683003E+05 0.4279099E+12 0.5058914E+12 0.5144502E+12
   0.098 0.7732510E+05 0.4285271E+12 0.5071754E+12 0.5157777E+12
   0.099 0.7781734E+05 0.4291400E+12 0.5084476E+12 0.5171000E+12
   0.100 0.7830681E+05 0.4297491E+12 0.5097082E+12 0.5184173E+12
   0.101 0.8058738E+05 0.4320035E+12 0.5139036E+12 0.5194826E+12
   0.102 0.8679879E+05 0.4362987E+12 0.5247098E+12 0.5200817E+12
   0.103 0.8743525E+05 0.4370152E+12 0.5261938E+12 0.5213598E+12
   0.104 0.8807149E+05 0.4377335E+12 0.5276720E+12 0.5226340E+12
   0.105 0.9149257E+05 0.4409722E+12 0.5328929E+12 0.5235802E+12
   0.106 0.9218057E+05 0.4417447E+12 0.5344266E+12 0.5248273E+12
   0.107 0.9286605E+05 0.4425187E+12 0.5359503E+12 0.5260644E+12
   0.108 0.9354870E+05 0.4432938E+12 0.5374645E+12 0.5272909E+12
   0.109 0.9422853E+05 0.4440694E+12 0.5389695E+12 0.5285071E+12
   0.110 0.9490558E+05 0.4448462E+12 0.5404652E+12 0.5297129E+12
   0.111 0.9558000E+05 0.4456255E+12 0.5419517E+12 0.5309079E+12
   0.112 0.9625181E+05 0.4464069E+12 0.5434300E+12 0.5320926E+12
   0.113 0.9692102E+05 0.4471905E+12 0.5449002E+12 0.5332674E+12
   0.114 0.1009021E+06 0.4478509E+12 0.5462943E+12 0.5375809E+12
   0.115 0.1016198E+06 0.4486327E+12 0.5477429E+12 0.5387860E+12
   0.116 0.1023368E+06 0.4494172E+12 0.5491890E+12 0.5399848E+12
   0.117 0.1030513E+06 0.4502026E+12 0.5506305E+12 0.5411752E+12
   0.118 0.1037632E+06 0.4509912E+12 0.5520665E+12 0.5423563E+12
   0.119 0.1044724E+06 0.4517828E+12 0.5534971E+12 0.5435282E+12
   0.120 0.1051791E+06 0.4525770E+12 0.5549224E+12 0.5446924E+12
   0.121 0.1066119E+06 0.4534531E+12 0.5563050E+12 0.5465479E+12
   0.122 0.1073256E+06 0.4542531E+12 0.5577184E+12 0.5477098E+12
   0.123 0.1080367E+06 0.4550553E+12 0.5591254E+12 0.5488648E+12
   0.124 0.1087454E+06 0.4558595E+12 0.5605259E+12 0.5500136E+12
   0.125 0.1094519E+06 0.4566661E+12 0.5619202E+12 0.5511568E+12
   0.126 0.1101574E+06 0.4574760E+12 0.5633101E+12 0.5522960E+12
   0.127 0.1179194E+06 0.4585018E+12 0.5690265E+12 0.5532440E+12
   0.128 0.1188146E+06 0.4593218E+12 0.5705211E+12 0.5543659E+12
   0.129 0.1197103E+06 0.4601448E+12 0.5720117E+12 0.5554843E+12
   0.130 0.1206034E+06 0.4609688E+12 0.5734949E+12 0.5565966E+12
   0.131 0.1344269E+06 0.4616324E+12 0.5747847E+12 0.5632710E+12
   0.132 0.1355074E+06 0.4624590E+12 0.5762549E+12 0.5644561E+12
   0.133 0.1365867E+06 0.4632876E+12 0.5777185E+12 0.5656360E+12
   0.134 0.1376700E+06 0.4641202E+12 0.5791810E+12 0.5668150E+12
   0.135 0.1387502E+06 0.4649534E+12 0.5806363E+12 0.5679878E+12
   0.136 0.1398280E+06 0.4657870E+12 0.5820856E+12 0.5691546E+12
   0.137 0.1851449E+06 0.4813365E+12 0.5830568E+12 0.5698467E+12
   0.138 0.1867083E+06 0.4823362E+12 0.5844912E+12 0.5710011E+12
   0.139 0.1882825E+06 0.4833415E+12 0.5859246E+12 0.5721555E+12
   0.140 0.1898555E+06 0.4843494E+12 0.5873509E+12 0.5733066E+12
   0.141 0.1914287E+06 0.4853597E+12 0.5887711E+12 0.5744544E+12
   0.142 0.1930031E+06 0.4863723E+12 0.5901866E+12 0.5755996E+12
   0.143 0.1945801E+06 0.4873876E+12 0.5915984E+12 0.5767432E+12
   0.144 0.1961551E+06 0.4884028E+12 0.5930036E+12 0.5778855E+12
   0.145 0.2177922E+06 0.4976524E+12 0.6026549E+12 0.5784681E+12
   0.146 0.2195904E+06 0.4987582E+12 0.6041428E+12 0.5796101E+12
   0.147 0.2213858E+06 0.4998627E+12 0.6056259E+12 0.5807535E+12
   0.148 0.2231768E+06 0.5009643E+12 0.6071041E+12 0.5818975E+12
   0.149 0.2249637E+06 0.5020629E+12 0.6085781E+12 0.5830419E+12
   0.150 0.2267466E+06 0.5031586E+12 0.6100480E+12 0.5841867E+12
   0.151 0.2285222E+06 0.5042499E+12 0.6115124E+12 0.5853301E+12
   0.152 0.2302891E+06 0.5053366E+12 0.6129709E+12 0.5864717E+12
   0.153 0.2320461E+06 0.5064181E+12 0.6144233E+12 0.5876109E+12
   0.154 0.2337929E+06 0.5074937E+12 0.6158694E+12 0.5887497E+12
   0.155 0.2355285E+06 0.5085634E+12 0.6173094E+12 0.5898872E+12
   0.156 0.2586769E+06 0.5094432E+12 0.6248034E+12 0.5915693E+12
   0.157 0.2607390E+06 0.5104978E+12 0.6263293E+12 0.5927113E+12
   0.158 0.2627828E+06 0.5115454E+12 0.6278470E+12 0.5938500E+12
   0.159 0.2729045E+06 0.5125052E+12 0.6318511E+12 0.5952944E+12
   0.160 0.2749715E+06 0.5135371E+12 0.6333708E+12 0.5964283E+12
   0.161 0.2770142E+06 0.5145608E+12 0.6348802E+12 0.5975578E+12
   0.162 0.2790312E+06 0.5155761E+12 0.6363788E+12 0.5986828E+12
   0.163 0.2810215E+06 0.5165824E+12 0.6378659E+12 0.5998031E+12
   0.164 0.2829838E+06 0.5175790E+12 0.6393420E+12 0.6009187E+12
   0.165 0.2849158E+06 0.5185651E+12 0.6408067E+12 0.6020299E+12
   0.166 0.2868174E+06 0.5195405E+12 0.6422601E+12 0.6031366E+12
   0.167 0.2886874E+06 0.5205047E+12 0.6437017E+12 0.6042383E+12
   0.168 0.2905247E+06 0.5214576E+12 0.6451309E+12 0.6053345E+12
   0.169 0.2923281E+06 0.5223990E+12 0.6465475E+12 0.6064249E+12
   0.170 0.2940965E+06 0.5233290E+12 0.6479511E+12 0.6075090E+12
   0.171 0.2958291E+06 0.5242480E+12 0.6493412E+12 0.6085869E+12
   0.172 0.2975253E+06 0.5251562E+12 0.6507181E+12 0.6096580E+12
   0.173 0.2991843E+06 0.5260537E+12 0.6520817E+12 0.6107221E+12
   0.174 0.3008057E+06 0.5269401E+12 0.6534319E+12 0.6117787E+12
   0.175 0.3023885E+06 0.5278155E+12 0.6547686E+12 0.6128277E+12
   0.176 0.3597957E+06 0.5397850E+12 0.6621169E+12 0.6134194E+12
   0.177 0.3618167E+06 0.5407405E+12 0.6634811E+12 0.6144480E+12
   0.178 0.3637843E+06 0.5416819E+12 0.6648303E+12 0.6154686E+12
   0.179 0.3656951E+06 0.5426084E+12 0.6661632E+12 0.6164805E+12
   0.180 0.3675475E+06 0.5435197E+12 0.6674797E+12 0.6174832E+12
   0.181 0.3693473E+06 0.5444174E+12 0.6687816E+12 0.6184784E+12
   0.182 0.3710873E+06 0.5453001E+12 0.6700664E+12 0.6194650E+12
   0.183 0.3727663E+06 0.5461673E+12 0.6713343E+12 0.6204434E+12
   0.184 0.3743840E+06 0.5470191E+12 0.6725855E+12 0.6214133E+12
   0.185 0.3759399E+06 0.5478554E+12 0.6738200E+12 0.6223743E+12
   0.186 0.3774400E+06 0.5486778E+12 0.6750402E+12 0.6233273E+12
   0.187 0.3788792E+06 0.5494846E+12 0.6762442E+12 0.6242722E+12
   0.188 0.3802571E+06 0.5502773E+12 0.6774312E+12 0.6252104E+12
   0.189 0.3815738E+06 0.5510559E+12 0.6786011E+12 0.6261415E+12
   0.190 0.4038485E+06 0.5545326E+12 0.6796553E+12 0.6283763E+12
   0.191 0.4051894E+06 0.5553014E+12 0.6807904E+12 0.6293017E+12
   0.192 0.4064616E+06 0.5560549E+12 0.6819082E+12 0.6302190E+12
   0.193 0.4076658E+06 0.5567929E+12 0.6830087E+12 0.6311278E+12
   0.194 0.4088022E+06 0.5575156E+12 0.6840920E+12 0.6320278E+12
   0.195 0.4098713E+06 0.5582231E+12 0.6851577E+12 0.6329184E+12
   0.196 0.4108741E+06 0.5589154E+12 0.6862060E+12 0.6337997E+12
   0.197 0.4118115E+06 0.5595926E+12 0.6872372E+12 0.6346714E+12
   0.198 0.4126844E+06 0.5602549E+12 0.6882512E+12 0.6355335E+12
   0.199 0.4134942E+06 0.5609023E+12 0.6892484E+12 0.6363860E+12
   0.200 0.4142422E+06 0.5615349E+12 0.6902289E+12 0.6372289E+12
