0,0
0.0017017,47.354
0.001546,48.242
0.0015632,49.134
0.0015261,49.613
0.0016137,49.758
0.0013994,49.972
0.0016113,50.747
0.0017497,50.715
0.0015154,50.868
0.0016437,51.447
0.0016632,51.675
0.0016549,52.906
0.0015845,52.376
0.0016043,53.403
0.0019112,53.592
0.0017202,53.987
0.0015744,54.437
0.0019499,54.376
0.0017679,55.785
0.0018274,55.007
0.0017392,56.323
0.0019062,56.887
0.0019205,58.161
0.0018001,57.308
0.0018978,57.647
0.0019614,58.274
0.0019132,58.746
0.0017079,59.172
0.0017125,59.438
0.0019345,60.259
0.001873,60.91
0.0019268,60.852
0.0018448,61.447
0.0020693,61.584
0.001909,62.071
0.0019795,62.777
0.0022053,62.568
0.0022885,63.598
0.0021321,63.377
0.0019907,64.109
0.0021822,64.687
0.0021834,65.001
0.0019679,65.736
0.0021165,66.063
0.0022476,65.962
0.0022561,66.51
0.0021976,67.131
0.0021298,67.377
0.002357,67.811
0.0023543,68.014
0.0022255,68.75
0.0022941,68.659
0.0025341,68.921
0.0024591,69.768
0.00226,70.121
0.0025291,70.491
0.0023724,71.277
0.0022241,71.781
0.0022771,71.733
0.0024838,72.954
0.0025265,72.877
0.0023472,73.132
0.0023797,73.362
0.0026438,74.311
0.0024837,74.811
0.0023415,74.391
0.0024789,75.554
0.0026812,76.167
0.0026002,76.432
0.0026131,76.594
0.0025859,77.308
0.0026774,78.088
0.0027018,78.092
0.0025613,78.497
0.0027953,79.019
0.0026,79.671
0.0026073,80.082
0.0027298,80.439
0.0028462,81.394
0.0028324,81.243
0.002778,81.14
0.0028597,81.894
0.002712,82.574
0.00286,83.266
0.0027318,83.677
0.0027715,83.64
0.0028595,84.136
0.0028922,84.715
0.0026923,85.442
0.0028782,85.778
0.0028171,86.463
0.0028086,87.278
0.0028971,87.075
0.0028997,87.734
0.002894,88.338
0.0029468,88.639
0.0029814,89.373
0.0032985,89.429
0.0031248,89.79
0.0030097,90.196
0.0030417,90.443
0.0030874,90.847
0.0031308,91.282
0.0031393,91.513
0.0031807,92.153
0.0031233,93.15
0.0029832,93.21
0.0029688,93.77
0.0032385,94.504
0.0032585,94.571
0.003158,94.774
0.003321,95.091
0.0032446,96.189
0.0032436,96.381
0.0032274,96.437
0.0033405,96.942
0.0032181,97.46
0.0032608,97.379
0.00335,97.694
0.0033583,99.003
0.0034661,98.871
0.0032854,100.78
0.0034085,100.96
0.0033946,100.81
0.0034641,101.59
0.0034638,101.59
0.0033824,102.42
0.0035536,102.63
0.003415,103.57
0.0033855,103.82
0.0034579,104.21
0.0035722,104.52
0.0036025,104.62
0.0035469,104.89
0.0036041,105.5
0.0035758,105.19
0.0034541,106.99
0.0036106,106.68
0.0036943,108.18
0.0036765,108.07
0.0037398,108.6
0.0038572,108.51
0.0037112,109.02
0.0037394,110.07
0.0037696,109.99
0.0038103,110.85
0.0040283,110.36
0.0038401,111.33
0.0037953,111.44
0.0039826,111.96
0.0039214,112.88
0.0038118,113.78
0.0038981,112.85
0.0040352,114.13
0.0038016,114.49
0.003874,115.44
0.0041001,115.19
0.0038146,116.15
0.0040783,116.64
0.0039777,116.85
0.0042022,117
0.0041094,117.66
0.0041488,118.56
0.0041308,117.71
0.0042302,119.01
0.0042363,119.1
0.0040875,119.3
0.004199,120.04
0.0043385,119.98
0.004511,121.3
0.0042686,120.67
0.0041593,121.96
0.0043931,121.97
0.004263,122.07
0.0042888,122.43
0.0044891,123.71
0.0043991,123.96
0.0042843,123.83
0.0043222,124.19
0.0044967,124.73
0.0044601,126.06
0.0042686,125.39
0.0043807,126.52
0.0046584,126.8
0.0046662,126.68
0.0044961,128.17
0.0044848,127.96
0.0045492,128.88
0.0046797,129.15
0.0046323,129.69
0.0044422,130.15
0.0047952,130.81
0.0050051,131
0.0046661,131.67
0.0048517,131.46
0.0049471,131.9
0.0047106,132.32
0.0048631,132.83
0.0050204,133.46
0.0048056,133.73
0.0046883,134.6
0.0048966,134.63
0.004919,135.24
0.0049152,135.69
0.0047406,136.31
0.0047877,136.54
0.0051083,137.52
0.0049457,137.35
0.004861,137.52
0.0050326,137.93
0.0052027,138.17
0.0050886,139.2
0.0050142,139.4
0.0050191,140.5
0.005315,140.31
0.0050689,140.88
0.0049397,141.76
0.00521,142.18
0.0053198,142.99
0.0050537,143.1
0.0051502,143.53
0.0053178,144.21
0.0053054,144.21
0.0052053,145.02
0.0052491,145.51
0.0052562,146.59
0.0054609,145.88
0.0050875,147.52
0.0052071,147.18
0.0052873,148.68
0.0053656,148.21
0.005422,148.7
0.0054981,149.27
0.0055865,149.84
0.0053293,150.2
0.0054461,150.31
0.0055241,150.85
0.0055946,151.11
0.0055258,151.83
0.0056151,151.78
0.0057158,151.95
0.0055554,153.16
0.005552,153.62
0.0054914,154.21
0.0055213,154.74
0.0056597,155.3
0.0057521,155.81
0.0057007,155.64
0.0057176,156.99
0.0058159,156.59
0.0059008,158.45
0.0056128,158.32
0.0056952,158.79
0.0057982,159.13
0.005808,159.79
0.0058414,160.47
0.0057041,161.11
0.0058201,161.64
0.0058531,161.5
