  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.086 0.3203988E+04 0.2536605E+12 0.1884775E+12 0.1954427E+12
   0.087 0.3194344E+04 0.2536775E+12 0.1884303E+12 0.1953957E+12
   0.088 0.3184575E+04 0.2536893E+12 0.1883833E+12 0.1953488E+12
   0.089 0.3174689E+04 0.2536959E+12 0.1883366E+12 0.1953021E+12
   0.090 0.3164689E+04 0.2536974E+12 0.1882903E+12 0.1952554E+12
   0.091 0.3154583E+04 0.2536937E+12 0.1882444E+12 0.1952089E+12
   0.092 0.3144376E+04 0.2536849E+12 0.1881990E+12 0.1951625E+12
   0.093 0.3134075E+04 0.2536719E+12 0.1881551E+12 0.1951159E+12
   0.094 0.3123686E+04 0.2536551E+12 0.1881131E+12 0.1950688E+12
   0.095 0.3113215E+04 0.2536346E+12 0.1880731E+12 0.1950213E+12
   0.096 0.3102669E+04 0.2536104E+12 0.1880350E+12 0.1949733E+12
   0.097 0.3092056E+04 0.2535830E+12 0.1879991E+12 0.1949247E+12
   0.098 0.3081382E+04 0.2535531E+12 0.1879659E+12 0.1948752E+12
   0.099 0.3070654E+04 0.2535207E+12 0.1879352E+12 0.1948250E+12
   0.100 0.3059880E+04 0.2534857E+12 0.1879070E+12 0.1947740E+12
   0.101 0.3049068E+04 0.2534481E+12 0.1878813E+12 0.1947224E+12
   0.102 0.3038225E+04 0.2534078E+12 0.1878578E+12 0.1946701E+12
   0.103 0.3027358E+04 0.2533650E+12 0.1878366E+12 0.1946172E+12
   0.104 0.3016477E+04 0.2533195E+12 0.1878176E+12 0.1945638E+12
   0.105 0.3005588E+04 0.2532715E+12 0.1878007E+12 0.1945098E+12
   0.106 0.2994701E+04 0.2532211E+12 0.1877859E+12 0.1944554E+12
   0.107 0.2983824E+04 0.2531681E+12 0.1877730E+12 0.1944005E+12
   0.108 0.2972964E+04 0.2531128E+12 0.1877621E+12 0.1943452E+12
   0.109 0.2962130E+04 0.2530552E+12 0.1877531E+12 0.1942896E+12
   0.110 0.2951330E+04 0.2529953E+12 0.1877458E+12 0.1942336E+12
   0.111 0.2940572E+04 0.2529332E+12 0.1877403E+12 0.1941772E+12
   0.112 0.2929864E+04 0.2528691E+12 0.1877364E+12 0.1941206E+12
   0.113 0.2919216E+04 0.2528031E+12 0.1877341E+12 0.1940637E+12
   0.114 0.2908636E+04 0.2527352E+12 0.1877333E+12 0.1940066E+12
   0.115 0.2898134E+04 0.2526656E+12 0.1877339E+12 0.1939492E+12
   0.116 0.2887719E+04 0.2525945E+12 0.1877359E+12 0.1938917E+12
   0.117 0.2877401E+04 0.2525219E+12 0.1877393E+12 0.1938340E+12
   0.118 0.2867189E+04 0.2524481E+12 0.1877439E+12 0.1937761E+12
   0.119 0.2857095E+04 0.2523732E+12 0.1877497E+12 0.1937182E+12
   0.120 0.2847128E+04 0.2522973E+12 0.1877565E+12 0.1936601E+12
   0.121 0.2837299E+04 0.2522207E+12 0.1877645E+12 0.1936020E+12
   0.122 0.2827620E+04 0.2521434E+12 0.1877734E+12 0.1935437E+12
   0.123 0.2818100E+04 0.2520657E+12 0.1877833E+12 0.1934855E+12
   0.124 0.2808751E+04 0.2519877E+12 0.1877940E+12 0.1934272E+12
   0.125 0.2799584E+04 0.2519096E+12 0.1878056E+12 0.1933689E+12
   0.126 0.2790610E+04 0.2518314E+12 0.1878179E+12 0.1933107E+12
   0.127 0.2781840E+04 0.2517534E+12 0.1878309E+12 0.1932524E+12
   0.128 0.2773285E+04 0.2516757E+12 0.1878446E+12 0.1931942E+12
   0.129 0.2764956E+04 0.2515983E+12 0.1878589E+12 0.1931360E+12
   0.130 0.2756865E+04 0.2515214E+12 0.1878738E+12 0.1930778E+12
   0.131 0.2749022E+04 0.2514451E+12 0.1878893E+12 0.1930196E+12
   0.132 0.2741439E+04 0.2513694E+12 0.1879053E+12 0.1929615E+12
   0.133 0.2734127E+04 0.2512945E+12 0.1879217E+12 0.1929035E+12
   0.134 0.2727098E+04 0.2512203E+12 0.1879386E+12 0.1928455E+12
   0.135 0.2720364E+04 0.2511470E+12 0.1879559E+12 0.1927875E+12
   0.136 0.2713938E+04 0.2510746E+12 0.1879736E+12 0.1927295E+12
   0.137 0.2707833E+04 0.2510030E+12 0.1879917E+12 0.1926716E+12
   0.138 0.2702061E+04 0.2509324E+12 0.1880100E+12 0.1926137E+12
   0.139 0.2696639E+04 0.2508627E+12 0.1880287E+12 0.1925558E+12
   0.140 0.2691582E+04 0.2507939E+12 0.1880476E+12 0.1924980E+12
   0.141 0.2686905E+04 0.2507262E+12 0.1880669E+12 0.1924401E+12
   0.142 0.2682626E+04 0.2506594E+12 0.1880863E+12 0.1923822E+12
   0.143 0.2678765E+04 0.2505935E+12 0.1881060E+12 0.1923243E+12
   0.144 0.2675341E+04 0.2505287E+12 0.1881260E+12 0.1922663E+12
   0.145 0.2672376E+04 0.2504649E+12 0.1881461E+12 0.1922083E+12
   0.146 0.2669893E+04 0.2504020E+12 0.1881664E+12 0.1921503E+12
   0.147 0.2667917E+04 0.2503402E+12 0.1881869E+12 0.1920922E+12
   0.148 0.2666475E+04 0.2502793E+12 0.1882076E+12 0.1920340E+12
   0.149 0.2665595E+04 0.2502195E+12 0.1882284E+12 0.1919757E+12
   0.150 0.2665309E+04 0.2501606E+12 0.1882494E+12 0.1919173E+12
   0.151 0.2665649E+04 0.2501027E+12 0.1882706E+12 0.1918589E+12
   0.152 0.2666651E+04 0.2500459E+12 0.1882918E+12 0.1918003E+12
   0.153 0.2668353E+04 0.2499900E+12 0.1883133E+12 0.1917416E+12
   0.154 0.2670797E+04 0.2499351E+12 0.1883348E+12 0.1916828E+12
   0.155 0.2674026E+04 0.2498812E+12 0.1883564E+12 0.1916238E+12
   0.156 0.2678088E+04 0.2498284E+12 0.1883782E+12 0.1915648E+12
   0.157 0.2683033E+04 0.2497765E+12 0.1884000E+12 0.1915055E+12
   0.158 0.2688916E+04 0.2497256E+12 0.1884220E+12 0.1914462E+12
   0.159 0.2695793E+04 0.2496758E+12 0.1884440E+12 0.1913867E+12
   0.160 0.2703728E+04 0.2496269E+12 0.1884661E+12 0.1913271E+12
   0.161 0.2712786E+04 0.2495791E+12 0.1884882E+12 0.1912673E+12
   0.162 0.2723039E+04 0.2495323E+12 0.1885105E+12 0.1912074E+12
   0.163 0.2734561E+04 0.2494864E+12 0.1885328E+12 0.1911474E+12
   0.164 0.2747434E+04 0.2494416E+12 0.1885551E+12 0.1910872E+12
   0.165 0.2761743E+04 0.2493978E+12 0.1885775E+12 0.1910270E+12
   0.166 0.2778044E+04 0.2493178E+12 0.1886246E+12 0.1909918E+12
   0.167 0.2795970E+04 0.2492395E+12 0.1886713E+12 0.1909561E+12
   0.168 0.2815626E+04 0.2491627E+12 0.1887177E+12 0.1909198E+12
   0.169 0.2837123E+04 0.2490875E+12 0.1887637E+12 0.1908831E+12
   0.170 0.2860582E+04 0.2490138E+12 0.1888094E+12 0.1908459E+12
   0.171 0.2886126E+04 0.2489417E+12 0.1888547E+12 0.1908083E+12
   0.172 0.2913892E+04 0.2488711E+12 0.1888997E+12 0.1907702E+12
   0.173 0.2944019E+04 0.2488020E+12 0.1889443E+12 0.1907317E+12
   0.174 0.2976660E+04 0.2487344E+12 0.1889886E+12 0.1906929E+12
   0.175 0.3011973E+04 0.2486683E+12 0.1890326E+12 0.1906537E+12
   0.176 0.3050129E+04 0.2486036E+12 0.1890762E+12 0.1906142E+12
   0.177 0.3091305E+04 0.2485404E+12 0.1891195E+12 0.1905744E+12
   0.178 0.3135692E+04 0.2484786E+12 0.1891624E+12 0.1905342E+12
   0.179 0.3183489E+04 0.2484182E+12 0.1892051E+12 0.1904939E+12
   0.180 0.3234908E+04 0.2483592E+12 0.1892474E+12 0.1904533E+12
   0.181 0.3290173E+04 0.2483016E+12 0.1892895E+12 0.1904125E+12
   0.182 0.3349518E+04 0.2482454E+12 0.1893312E+12 0.1903715E+12
   0.183 0.3413194E+04 0.2481904E+12 0.1893727E+12 0.1903304E+12
   0.184 0.3481461E+04 0.2481368E+12 0.1894139E+12 0.1902891E+12
   0.185 0.3554595E+04 0.2480845E+12 0.1894548E+12 0.1902478E+12
   0.186 0.3632888E+04 0.2480335E+12 0.1894954E+12 0.1902064E+12
   0.187 0.3716643E+04 0.2479837E+12 0.1895358E+12 0.1901649E+12
   0.188 0.3806183E+04 0.2479352E+12 0.1895759E+12 0.1901235E+12
   0.189 0.3901843E+04 0.2478879E+12 0.1896158E+12 0.1900821E+12
   0.190 0.4003979E+04 0.2478418E+12 0.1896554E+12 0.1900407E+12
   0.191 0.4112960E+04 0.2477968E+12 0.1896948E+12 0.1899995E+12
   0.192 0.4229176E+04 0.2477530E+12 0.1897339E+12 0.1899584E+12
   0.193 0.4353034E+04 0.2477104E+12 0.1897728E+12 0.1899174E+12
   0.194 0.4484961E+04 0.2476688E+12 0.1898115E+12 0.1898767E+12
   0.195 0.4625402E+04 0.2476283E+12 0.1898499E+12 0.1898362E+12
   0.196 0.4774826E+04 0.2475889E+12 0.1898881E+12 0.1897960E+12
   0.197 0.4933719E+04 0.2475505E+12 0.1899261E+12 0.1897562E+12
   0.198 0.5102592E+04 0.2475131E+12 0.1899639E+12 0.1897167E+12
   0.199 0.5281978E+04 0.2474767E+12 0.1900016E+12 0.1896776E+12
   0.200 0.5472432E+04 0.2474414E+12 0.1900390E+12 0.1896389E+12
