  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.049 0.9841448E+06 0.2171821E+12 0.2175249E+12 0.1901755E+12
   0.050 0.1084763E+07 0.2216495E+12 0.2219820E+12 0.1938915E+12
   0.051 0.1193172E+07 0.2261366E+12 0.2264607E+12 0.1976266E+12
   0.052 0.1309778E+07 0.2306419E+12 0.2309600E+12 0.2013799E+12
   0.053 0.1434999E+07 0.2351643E+12 0.2354790E+12 0.2051507E+12
   0.054 0.1569261E+07 0.2397026E+12 0.2400167E+12 0.2089381E+12
   0.055 0.1713003E+07 0.2442559E+12 0.2445721E+12 0.2127413E+12
   0.056 0.1866671E+07 0.2488230E+12 0.2491444E+12 0.2165596E+12
   0.057 0.2030724E+07 0.2534027E+12 0.2537328E+12 0.2203922E+12
   0.058 0.2205626E+07 0.2579940E+12 0.2583363E+12 0.2242383E+12
   0.059 0.2391856E+07 0.2625961E+12 0.2629540E+12 0.2280973E+12
   0.060 0.2589897E+07 0.2672079E+12 0.2675850E+12 0.2319686E+12
   0.061 0.2800246E+07 0.2718284E+12 0.2722284E+12 0.2358514E+12
   0.062 0.3023404E+07 0.2764566E+12 0.2768836E+12 0.2397450E+12
   0.063 0.3259885E+07 0.2810916E+12 0.2815496E+12 0.2436487E+12
   0.064 0.3510208E+07 0.2857326E+12 0.2862257E+12 0.2475617E+12
   0.065 0.3774902E+07 0.2903789E+12 0.2909114E+12 0.2514834E+12
   0.066 0.4054505E+07 0.2950295E+12 0.2956058E+12 0.2554131E+12
   0.067 0.4349562E+07 0.2996839E+12 0.3003084E+12 0.2593504E+12
   0.068 0.4660626E+07 0.3043411E+12 0.3050184E+12 0.2632946E+12
   0.069 0.4988258E+07 0.3090006E+12 0.3097352E+12 0.2672453E+12
   0.070 0.5333026E+07 0.3136616E+12 0.3144581E+12 0.2712021E+12
   0.071 0.5695506E+07 0.3183236E+12 0.3191866E+12 0.2751643E+12
   0.072 0.6076282E+07 0.3229859E+12 0.3239201E+12 0.2791317E+12
   0.073 0.6475944E+07 0.3276481E+12 0.3286580E+12 0.2831037E+12
   0.074 0.6895091E+07 0.3323095E+12 0.3333998E+12 0.2870798E+12
   0.075 0.7334326E+07 0.3369697E+12 0.3381449E+12 0.2910597E+12
   0.076 0.7794264E+07 0.3416283E+12 0.3428929E+12 0.2950430E+12
   0.077 0.8275522E+07 0.3462846E+12 0.3476433E+12 0.2990291E+12
   0.078 0.8778726E+07 0.3509384E+12 0.3523956E+12 0.3030177E+12
   0.079 0.9304511E+07 0.3555891E+12 0.3571494E+12 0.3070084E+12
   0.080 0.9853514E+07 0.3602364E+12 0.3619042E+12 0.3110008E+12
   0.081 0.1042638E+08 0.3648800E+12 0.3666597E+12 0.3149945E+12
   0.082 0.1102377E+08 0.3695195E+12 0.3714155E+12 0.3189893E+12
   0.083 0.1164635E+08 0.3741545E+12 0.3761710E+12 0.3229847E+12
   0.084 0.1229476E+08 0.3787847E+12 0.3809261E+12 0.3269805E+12
   0.085 0.1296970E+08 0.3834099E+12 0.3856803E+12 0.3309763E+12
   0.086 0.1367184E+08 0.3880297E+12 0.3904332E+12 0.3349718E+12
   0.087 0.1440188E+08 0.3926439E+12 0.3951846E+12 0.3389667E+12
   0.088 0.1516049E+08 0.3972522E+12 0.3999342E+12 0.3429605E+12
   0.089 0.1594839E+08 0.4018544E+12 0.4046816E+12 0.3469531E+12
   0.090 0.1676627E+08 0.4064502E+12 0.4094265E+12 0.3509442E+12
   0.091 0.1761487E+08 0.4110394E+12 0.4141687E+12 0.3549335E+12
   0.092 0.1849488E+08 0.4156219E+12 0.4189078E+12 0.3589208E+12
   0.093 0.1940705E+08 0.4201974E+12 0.4236435E+12 0.3629059E+12
   0.094 0.2035210E+08 0.4247657E+12 0.4283753E+12 0.3668886E+12
   0.095 0.2133077E+08 0.4293266E+12 0.4331032E+12 0.3708686E+12
   0.096 0.2234381E+08 0.4338800E+12 0.4378267E+12 0.3748458E+12
   0.097 0.2339198E+08 0.4384255E+12 0.4425458E+12 0.3788199E+12
   0.098 0.2447602E+08 0.4429629E+12 0.4472601E+12 0.3827908E+12
   0.099 0.2559670E+08 0.4474920E+12 0.4519696E+12 0.3867584E+12
   0.100 0.2675479E+08 0.4520127E+12 0.4566741E+12 0.3907225E+12
   0.101 0.2795107E+08 0.4565248E+12 0.4613732E+12 0.3946829E+12
   0.102 0.2918632E+08 0.4610282E+12 0.4660669E+12 0.3986395E+12
   0.103 0.3046132E+08 0.4655228E+12 0.4707549E+12 0.4025921E+12
   0.104 0.3177687E+08 0.4700084E+12 0.4754371E+12 0.4065407E+12
   0.105 0.3313376E+08 0.4744850E+12 0.4801133E+12 0.4104852E+12
   0.106 0.3453280E+08 0.4789524E+12 0.4847833E+12 0.4144254E+12
   0.107 0.3597479E+08 0.4834105E+12 0.4894470E+12 0.4183612E+12
   0.108 0.3746054E+08 0.4878591E+12 0.4941043E+12 0.4222926E+12
   0.109 0.3899087E+08 0.4922983E+12 0.4987549E+12 0.4262195E+12
   0.110 0.4056661E+08 0.4967279E+12 0.5033988E+12 0.4301418E+12
   0.111 0.4218857E+08 0.5011478E+12 0.5080358E+12 0.4340595E+12
   0.112 0.4385759E+08 0.5055580E+12 0.5126658E+12 0.4379724E+12
   0.113 0.4557450E+08 0.5099582E+12 0.5172886E+12 0.4418807E+12
   0.114 0.4734014E+08 0.5143486E+12 0.5219042E+12 0.4457841E+12
   0.115 0.4915535E+08 0.5187289E+12 0.5265123E+12 0.4496828E+12
   0.116 0.5102098E+08 0.5230992E+12 0.5311129E+12 0.4535766E+12
   0.117 0.5293788E+08 0.5274594E+12 0.5357058E+12 0.4574655E+12
   0.118 0.5490690E+08 0.5318095E+12 0.5402909E+12 0.4613495E+12
   0.119 0.5692890E+08 0.5361494E+12 0.5448681E+12 0.4652285E+12
   0.120 0.5900475E+08 0.5404790E+12 0.5494373E+12 0.4691026E+12
   0.121 0.6113531E+08 0.5447985E+12 0.5539984E+12 0.4729717E+12
   0.122 0.6332145E+08 0.5491077E+12 0.5585513E+12 0.4768358E+12
   0.123 0.6556405E+08 0.5534067E+12 0.5630958E+12 0.4806948E+12
   0.124 0.6786397E+08 0.5576955E+12 0.5676319E+12 0.4845487E+12
   0.125 0.7022210E+08 0.5619741E+12 0.5721596E+12 0.4883975E+12
   0.126 0.7263933E+08 0.5662425E+12 0.5766786E+12 0.4922411E+12
   0.127 0.7511653E+08 0.5705007E+12 0.5811889E+12 0.4960795E+12
   0.128 0.7765461E+08 0.5747489E+12 0.5856906E+12 0.4999125E+12
   0.129 0.8025445E+08 0.5789869E+12 0.5901834E+12 0.5037403E+12
   0.130 0.8291695E+08 0.5832149E+12 0.5946673E+12 0.5075627E+12
   0.131 0.8564301E+08 0.5874330E+12 0.5991423E+12 0.5113797E+12
   0.132 0.8843352E+08 0.5916411E+12 0.6036083E+12 0.5151911E+12
   0.133 0.9128939E+08 0.5958394E+12 0.6080652E+12 0.5189970E+12
   0.134 0.9421153E+08 0.6000279E+12 0.6125130E+12 0.5227973E+12
   0.135 0.9720085E+08 0.6042067E+12 0.6169517E+12 0.5265920E+12
   0.136 0.1002582E+09 0.6083759E+12 0.6213811E+12 0.5303810E+12
   0.137 0.1033846E+09 0.6125355E+12 0.6258013E+12 0.5341643E+12
   0.138 0.1065810E+09 0.6166856E+12 0.6302122E+12 0.5379417E+12
   0.139 0.1098481E+09 0.6208264E+12 0.6346137E+12 0.5417134E+12
   0.140 0.1131870E+09 0.6249578E+12 0.6390059E+12 0.5454793E+12
   0.141 0.1165985E+09 0.6290800E+12 0.6433886E+12 0.5492394E+12
   0.142 0.1200837E+09 0.6331931E+12 0.6477618E+12 0.5529936E+12
   0.143 0.1236433E+09 0.6372971E+12 0.6521256E+12 0.5567419E+12
   0.144 0.1272784E+09 0.6413921E+12 0.6564798E+12 0.5604844E+12
   0.145 0.1309899E+09 0.6454783E+12 0.6608244E+12 0.5642210E+12
   0.146 0.1347787E+09 0.6495556E+12 0.6651594E+12 0.5679518E+12
   0.147 0.1386457E+09 0.6536242E+12 0.6694848E+12 0.5716768E+12
   0.148 0.1425919E+09 0.6576842E+12 0.6738006E+12 0.5753959E+12
   0.149 0.1466182E+09 0.6617356E+12 0.6781068E+12 0.5791093E+12
   0.150 0.1507255E+09 0.6657785E+12 0.6824033E+12 0.5828169E+12
   0.151 0.1549149E+09 0.6698130E+12 0.6866901E+12 0.5865187E+12
   0.152 0.1591871E+09 0.6738391E+12 0.6909673E+12 0.5902148E+12
   0.153 0.1635433E+09 0.6778571E+12 0.6952349E+12 0.5939053E+12
   0.154 0.1679843E+09 0.6818668E+12 0.6994928E+12 0.5975902E+12
   0.155 0.1725110E+09 0.6858684E+12 0.7037412E+12 0.6012694E+12
   0.156 0.1771245E+09 0.6898619E+12 0.7079801E+12 0.6049431E+12
   0.157 0.1818257E+09 0.6938475E+12 0.7122094E+12 0.6086114E+12
   0.158 0.1866156E+09 0.6978251E+12 0.7164292E+12 0.6122742E+12
   0.159 0.1914951E+09 0.7017949E+12 0.7206397E+12 0.6159316E+12
   0.160 0.1964651E+09 0.7057568E+12 0.7248408E+12 0.6195838E+12
   0.161 0.2015268E+09 0.7097110E+12 0.7290326E+12 0.6232307E+12
   0.162 0.2066809E+09 0.7136575E+12 0.7332151E+12 0.6268724E+12
   0.163 0.2119286E+09 0.7175964E+12 0.7373885E+12 0.6305090E+12
   0.164 0.2172707E+09 0.7215276E+12 0.7415529E+12 0.6341407E+12
   0.165 0.2227083E+09 0.7254513E+12 0.7457082E+12 0.6377674E+12
   0.166 0.2282430E+09 0.7294055E+12 0.7498541E+12 0.6413894E+12
   0.167 0.2338752E+09 0.7333521E+12 0.7539912E+12 0.6450067E+12
   0.168 0.2396058E+09 0.7372914E+12 0.7581197E+12 0.6486194E+12
   0.169 0.2454359E+09 0.7412232E+12 0.7622395E+12 0.6522277E+12
   0.170 0.2513663E+09 0.7451476E+12 0.7663508E+12 0.6558316E+12
   0.171 0.2573982E+09 0.7490645E+12 0.7704537E+12 0.6594313E+12
   0.172 0.2635325E+09 0.7529742E+12 0.7745484E+12 0.6630267E+12
   0.173 0.2697702E+09 0.7568764E+12 0.7786349E+12 0.6666181E+12
   0.174 0.2761124E+09 0.7607713E+12 0.7827134E+12 0.6702055E+12
   0.175 0.2825599E+09 0.7646589E+12 0.7867840E+12 0.6737891E+12
   0.176 0.2891139E+09 0.7685392E+12 0.7908468E+12 0.6773688E+12
   0.177 0.2957753E+09 0.7724122E+12 0.7949020E+12 0.6809449E+12
   0.178 0.3025452E+09 0.7762779E+12 0.7989497E+12 0.6845173E+12
   0.179 0.3094245E+09 0.7801363E+12 0.8029901E+12 0.6880863E+12
   0.180 0.3164143E+09 0.7839874E+12 0.8070234E+12 0.6916520E+12
   0.181 0.3235156E+09 0.7878312E+12 0.8110496E+12 0.6952143E+12
   0.182 0.3307294E+09 0.7916679E+12 0.8150689E+12 0.6987734E+12
   0.183 0.3380567E+09 0.7954972E+12 0.8190816E+12 0.7023295E+12
   0.184 0.3454986E+09 0.7993194E+12 0.8230877E+12 0.7058825E+12
   0.185 0.3530560E+09 0.8031343E+12 0.8270875E+12 0.7094326E+12
   0.186 0.3607300E+09 0.8069420E+12 0.8310811E+12 0.7129800E+12
   0.187 0.3685216E+09 0.8107425E+12 0.8350687E+12 0.7165246E+12
   0.188 0.3764318E+09 0.8145358E+12 0.8390505E+12 0.7200666E+12
   0.189 0.3844617E+09 0.8183220E+12 0.8430266E+12 0.7236060E+12
   0.190 0.3926123E+09 0.8221010E+12 0.8469971E+12 0.7271430E+12
   0.191 0.4008846E+09 0.8258729E+12 0.8509624E+12 0.7306777E+12
   0.192 0.4092796E+09 0.8296376E+12 0.8549225E+12 0.7342101E+12
   0.193 0.4177984E+09 0.8333952E+12 0.8588777E+12 0.7377403E+12
   0.194 0.4264420E+09 0.8371458E+12 0.8628280E+12 0.7412684E+12
   0.195 0.4352114E+09 0.8408893E+12 0.8667737E+12 0.7447945E+12
   0.196 0.4441077E+09 0.8446257E+12 0.8707149E+12 0.7483187E+12
   0.197 0.4531318E+09 0.8483552E+12 0.8746519E+12 0.7518411E+12
   0.198 0.4622850E+09 0.8520776E+12 0.8785847E+12 0.7553616E+12
   0.199 0.4715680E+09 0.8557931E+12 0.8825135E+12 0.7588805E+12
   0.200 0.4809821E+09 0.8595018E+12 0.8864384E+12 0.7623977E+12
