  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.086 0.2444212E+07 0.2675033E+13 0.1630408E+13 0.1994911E+13
   0.087 0.2454967E+07 0.2680652E+13 0.1633348E+13 0.2001520E+13
   0.088 0.2575789E+07 0.2727878E+13 0.1630949E+13 0.2002061E+13
   0.089 0.2587203E+07 0.2733651E+13 0.1633677E+13 0.2008265E+13
   0.090 0.2598300E+07 0.2739262E+13 0.1636330E+13 0.2014312E+13
   0.091 0.2609096E+07 0.2744727E+13 0.1638905E+13 0.2020210E+13
   0.092 0.2619643E+07 0.2750074E+13 0.1641417E+13 0.2025983E+13
   0.093 0.2629881E+07 0.2755287E+13 0.1643847E+13 0.2031599E+13
   0.094 0.2639832E+07 0.2760384E+13 0.1646204E+13 0.2037066E+13
   0.095 0.2649532E+07 0.2765358E+13 0.1648518E+13 0.2042407E+13
   0.096 0.2658971E+07 0.2770206E+13 0.1650782E+13 0.2047619E+13
   0.097 0.2938268E+07 0.2858841E+13 0.1646561E+13 0.2040333E+13
   0.098 0.2949819E+07 0.2864249E+13 0.1648639E+13 0.2045142E+13
   0.099 0.2961029E+07 0.2869515E+13 0.1650664E+13 0.2049838E+13
   0.100 0.2972365E+07 0.2874909E+13 0.1652570E+13 0.2054485E+13
   0.101 0.2982894E+07 0.2879882E+13 0.1654469E+13 0.2058973E+13
   0.102 0.2993097E+07 0.2884723E+13 0.1656306E+13 0.2063359E+13
   0.103 0.3002985E+07 0.2889437E+13 0.1658081E+13 0.2067646E+13
   0.104 0.3012567E+07 0.2894030E+13 0.1659797E+13 0.2071836E+13
   0.105 0.3021849E+07 0.2898503E+13 0.1661457E+13 0.2075933E+13
   0.106 0.3030828E+07 0.2902847E+13 0.1663081E+13 0.2079928E+13
   0.107 0.3039514E+07 0.2907070E+13 0.1664665E+13 0.2083823E+13
   0.108 0.3047917E+07 0.2911176E+13 0.1666210E+13 0.2087622E+13
   0.109 0.3056046E+07 0.2915173E+13 0.1667715E+13 0.2091329E+13
   0.110 0.3063908E+07 0.2919066E+13 0.1669180E+13 0.2094943E+13
   0.111 0.3166664E+07 0.2951170E+13 0.1673704E+13 0.2093840E+13
   0.112 0.3174333E+07 0.2955029E+13 0.1675068E+13 0.2097223E+13
   0.113 0.3181728E+07 0.2958833E+13 0.1676381E+13 0.2100502E+13
   0.114 0.3873146E+07 0.3091650E+13 0.1665129E+13 0.2093571E+13
   0.115 0.3884611E+07 0.3096224E+13 0.1666243E+13 0.2096554E+13
   0.116 0.3895653E+07 0.3100757E+13 0.1667295E+13 0.2099437E+13
   0.117 0.3906273E+07 0.3105239E+13 0.1668283E+13 0.2102234E+13
   0.118 0.3916493E+07 0.3109656E+13 0.1669219E+13 0.2104967E+13
   0.119 0.3926331E+07 0.3114002E+13 0.1670096E+13 0.2107660E+13
   0.120 0.3935829E+07 0.3118305E+13 0.1670904E+13 0.2110319E+13
   0.121 0.3944990E+07 0.3122558E+13 0.1671648E+13 0.2112942E+13
   0.122 0.3953818E+07 0.3126753E+13 0.1672332E+13 0.2115528E+13
   0.123 0.3962316E+07 0.3130890E+13 0.1672957E+13 0.2118078E+13
   0.124 0.3970490E+07 0.3134970E+13 0.1673527E+13 0.2120591E+13
   0.125 0.3978348E+07 0.3138991E+13 0.1674046E+13 0.2123062E+13
   0.126 0.3985926E+07 0.3142978E+13 0.1674523E+13 0.2125476E+13
   0.127 0.3993285E+07 0.3146977E+13 0.1674967E+13 0.2127832E+13
   0.128 0.4000403E+07 0.3150957E+13 0.1675378E+13 0.2130147E+13
   0.129 0.4007281E+07 0.3154910E+13 0.1675757E+13 0.2132422E+13
   0.130 0.4013931E+07 0.3158824E+13 0.1676113E+13 0.2134674E+13
   0.131 0.4020350E+07 0.3162693E+13 0.1676448E+13 0.2136899E+13
   0.132 0.4026539E+07 0.3166512E+13 0.1676763E+13 0.2139093E+13
   0.133 0.4032499E+07 0.3170277E+13 0.1677060E+13 0.2141254E+13
   0.134 0.4038229E+07 0.3173983E+13 0.1677338E+13 0.2143381E+13
   0.135 0.4043730E+07 0.3177627E+13 0.1677599E+13 0.2145471E+13
   0.136 0.4049005E+07 0.3181211E+13 0.1677842E+13 0.2147521E+13
   0.137 0.4054052E+07 0.3184734E+13 0.1678068E+13 0.2149525E+13
   0.138 0.4058870E+07 0.3188198E+13 0.1678288E+13 0.2151470E+13
   0.139 0.4063423E+07 0.3191608E+13 0.1678496E+13 0.2153329E+13
   0.140 0.4067741E+07 0.3194974E+13 0.1678686E+13 0.2155111E+13
   0.141 0.4071818E+07 0.3198299E+13 0.1678855E+13 0.2156819E+13
   0.142 0.4075662E+07 0.3201582E+13 0.1679002E+13 0.2158455E+13
   0.143 0.4079277E+07 0.3204823E+13 0.1679128E+13 0.2160023E+13
   0.144 0.4082671E+07 0.3208025E+13 0.1679233E+13 0.2161523E+13
   0.145 0.4085853E+07 0.3211190E+13 0.1679315E+13 0.2162957E+13
   0.146 0.4088828E+07 0.3214317E+13 0.1679377E+13 0.2164328E+13
   0.147 0.4091608E+07 0.3217436E+13 0.1679406E+13 0.2165640E+13
   0.148 0.4094203E+07 0.3220576E+13 0.1679395E+13 0.2166895E+13
   0.149 0.4096621E+07 0.3223733E+13 0.1679345E+13 0.2168096E+13
   0.150 0.4950398E+07 0.3232093E+13 0.1672214E+13 0.2261167E+13
   0.151 0.4951310E+07 0.3235260E+13 0.1672103E+13 0.2262140E+13
   0.152 0.4951964E+07 0.3238433E+13 0.1671961E+13 0.2263052E+13
   0.153 0.4952370E+07 0.3241609E+13 0.1671794E+13 0.2263906E+13
   0.154 0.4952538E+07 0.3244784E+13 0.1671601E+13 0.2264706E+13
   0.155 0.4952477E+07 0.3247953E+13 0.1671386E+13 0.2265455E+13
   0.156 0.4952196E+07 0.3251113E+13 0.1671150E+13 0.2266156E+13
   0.157 0.4951701E+07 0.3254260E+13 0.1670897E+13 0.2266812E+13
   0.158 0.4950998E+07 0.3257389E+13 0.1670630E+13 0.2267424E+13
   0.159 0.4950094E+07 0.3260498E+13 0.1670352E+13 0.2267994E+13
   0.160 0.4948995E+07 0.3263583E+13 0.1670064E+13 0.2268523E+13
   0.161 0.4947709E+07 0.3266640E+13 0.1669769E+13 0.2269015E+13
   0.162 0.4946240E+07 0.3269669E+13 0.1669468E+13 0.2269471E+13
   0.163 0.4944594E+07 0.3272665E+13 0.1669162E+13 0.2269892E+13
   0.164 0.4942777E+07 0.3275626E+13 0.1668853E+13 0.2270281E+13
   0.165 0.4940795E+07 0.3278551E+13 0.1668542E+13 0.2270640E+13
   0.166 0.4938648E+07 0.3281428E+13 0.1668231E+13 0.2270986E+13
   0.167 0.4936342E+07 0.3284255E+13 0.1667920E+13 0.2271327E+13
   0.168 0.4933880E+07 0.3287030E+13 0.1667609E+13 0.2271661E+13
   0.169 0.4931265E+07 0.3289755E+13 0.1667300E+13 0.2271990E+13
   0.170 0.4928502E+07 0.3292428E+13 0.1666992E+13 0.2272313E+13
   0.171 0.4925597E+07 0.3295047E+13 0.1666686E+13 0.2272633E+13
   0.172 0.4922559E+07 0.3297610E+13 0.1666382E+13 0.2272959E+13
   0.173 0.4919390E+07 0.3300116E+13 0.1666081E+13 0.2273289E+13
   0.174 0.4916094E+07 0.3302565E+13 0.1665785E+13 0.2273624E+13
   0.175 0.4912675E+07 0.3304957E+13 0.1665495E+13 0.2273965E+13
   0.176 0.4909139E+07 0.3307296E+13 0.1665208E+13 0.2274315E+13
   0.177 0.4905514E+07 0.3309594E+13 0.1664924E+13 0.2274673E+13
   0.178 0.4901811E+07 0.3311855E+13 0.1664640E+13 0.2275040E+13
   0.179 0.4898037E+07 0.3314085E+13 0.1664354E+13 0.2275421E+13
   0.180 0.4894194E+07 0.3316285E+13 0.1664067E+13 0.2275818E+13
   0.181 0.4890282E+07 0.3318453E+13 0.1663781E+13 0.2276229E+13
   0.182 0.4886308E+07 0.3320597E+13 0.1663494E+13 0.2276662E+13
   0.183 0.4882274E+07 0.3322717E+13 0.1663207E+13 0.2277115E+13
   0.184 0.4878181E+07 0.3324813E+13 0.1662920E+13 0.2277590E+13
   0.185 0.4874032E+07 0.3326885E+13 0.1662633E+13 0.2278086E+13
   0.186 0.4869831E+07 0.3328934E+13 0.1662346E+13 0.2278602E+13
   0.187 0.4865566E+07 0.3330961E+13 0.1662074E+13 0.2279130E+13
   0.188 0.4861242E+07 0.3332966E+13 0.1661817E+13 0.2279669E+13
   0.189 0.4856859E+07 0.3334947E+13 0.1661579E+13 0.2280223E+13
   0.190 0.4852420E+07 0.3336900E+13 0.1661359E+13 0.2280793E+13
   0.191 0.4847927E+07 0.3338828E+13 0.1661159E+13 0.2281379E+13
   0.192 0.4843383E+07 0.3340727E+13 0.1660979E+13 0.2281983E+13
   0.193 0.4838788E+07 0.3342593E+13 0.1660824E+13 0.2282608E+13
   0.194 0.4834146E+07 0.3344427E+13 0.1660693E+13 0.2283252E+13
   0.195 0.4829460E+07 0.3346230E+13 0.1660585E+13 0.2283916E+13
   0.196 0.4824733E+07 0.3347999E+13 0.1660501E+13 0.2284599E+13
   0.197 0.4819967E+07 0.3349733E+13 0.1660440E+13 0.2285298E+13
   0.198 0.4815166E+07 0.3351433E+13 0.1660404E+13 0.2286012E+13
   0.199 0.4810331E+07 0.3353098E+13 0.1660392E+13 0.2286741E+13
   0.200 0.4805468E+07 0.3354728E+13 0.1660404E+13 0.2287483E+13
