  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.000 0.1000000E+00 0.5550000E+11 0.5550000E+11 0.5550000E+11
   0.001 0.5712371E+00 0.5982879E+11 0.5892561E+11 0.5960368E+11
   0.002 0.2119854E+01 0.6483594E+11 0.6280331E+11 0.6428736E+11
   0.003 0.5978783E+01 0.7050147E+11 0.6711823E+11 0.6953559E+11
   0.004 0.1410111E+02 0.7680507E+11 0.7185629E+11 0.7532991E+11
   0.005 0.2942040E+02 0.8374287E+11 0.7701908E+11 0.8166901E+11
   0.006 0.5608487E+02 0.9129424E+11 0.8259394E+11 0.8853529E+11
   0.007 0.9980344E+02 0.9945444E+11 0.8858187E+11 0.9592615E+11
   0.008 0.1680717E+03 0.1082009E+12 0.9496941E+11 0.1038223E+12
   0.009 0.2706465E+03 0.1175299E+12 0.1017585E+12 0.1122218E+12
   0.010 0.4196577E+03 0.1274165E+12 0.1089349E+12 0.1211039E+12
   0.011 0.6302171E+03 0.1378520E+12 0.1164957E+12 0.1304616E+12
   0.012 0.9206391E+03 0.1488222E+12 0.1244347E+12 0.1402838E+12
   0.013 0.1312833E+04 0.1603127E+12 0.1327454E+12 0.1505588E+12
   0.014 0.1832770E+04 0.1723115E+12 0.1414218E+12 0.1612755E+12
   0.015 0.2510499E+04 0.1847928E+12 0.1503942E+12 0.1724328E+12
   0.016 0.3381182E+04 0.1977597E+12 0.1597650E+12 0.1839991E+12
   0.017 0.4484695E+04 0.2111893E+12 0.1694795E+12 0.1959730E+12
   0.018 0.5866460E+04 0.2250684E+12 0.1795293E+12 0.2083438E+12
   0.019 0.7577662E+04 0.2393835E+12 0.1899077E+12 0.2210999E+12
   0.020 0.9674375E+04 0.2541122E+12 0.2003923E+12 0.2342625E+12
   0.021 0.1222386E+05 0.2692688E+12 0.2113811E+12 0.2477712E+12
   0.022 0.1529321E+05 0.2848088E+12 0.2226642E+12 0.2616225E+12
   0.023 0.1896167E+05 0.3007325E+12 0.2342461E+12 0.2758184E+12
   0.024 0.2331296E+05 0.3170292E+12 0.2461117E+12 0.2903487E+12
   0.025 0.2843790E+05 0.3337039E+12 0.2582436E+12 0.3051223E+12
   0.026 0.3444155E+05 0.3507126E+12 0.2706692E+12 0.3202843E+12
   0.027 0.4143191E+05 0.3680629E+12 0.2833624E+12 0.3357555E+12
   0.028 0.4952368E+05 0.3857366E+12 0.2963159E+12 0.3515189E+12
   0.029 0.5884539E+05 0.4037317E+12 0.3095139E+12 0.3675748E+12
   0.030 0.6952911E+05 0.4220244E+12 0.3229702E+12 0.3839068E+12
   0.031 0.8171484E+05 0.4404315E+12 0.3366456E+12 0.4005191E+12
   0.032 0.9556607E+05 0.4592879E+12 0.3505757E+12 0.4173875E+12
   0.033 0.1112265E+06 0.4784445E+12 0.3647520E+12 0.4343209E+12
   0.034 0.1288976E+06 0.4978333E+12 0.3791369E+12 0.4516700E+12
   0.035 0.1487565E+06 0.5175051E+12 0.3937469E+12 0.4692770E+12
   0.036 0.1709565E+06 0.5371415E+12 0.4085359E+12 0.4871361E+12
   0.037 0.1956959E+06 0.5573102E+12 0.4231536E+12 0.5052387E+12
   0.038 0.2232616E+06 0.5775843E+12 0.4383132E+12 0.5235310E+12
