  STRAIN   SUBSTRUCTURE     MODE1     MODE2     MODE3
   0.039 0.2538363E+06 0.5981303E+12 0.4536723E+12 0.5419812E+12
   0.040 0.2875622E+06 0.6189821E+12 0.4686437E+12 0.5607454E+12
   0.041 0.3248503E+06 0.6399484E+12 0.4843123E+12 0.5796522E+12
   0.042 0.3658828E+06 0.6608989E+12 0.5000149E+12 0.5987479E+12
   0.043 0.4109171E+06 0.6822500E+12 0.5159812E+12 0.6180273E+12
   0.044 0.4602507E+06 0.7037901E+12 0.5321285E+12 0.6375057E+12
   0.045 0.5141319E+06 0.7254881E+12 0.5484144E+12 0.6571478E+12
   0.046 0.5727856E+06 0.7472904E+12 0.5647454E+12 0.6763509E+12
   0.047 0.6366969E+06 0.7693063E+12 0.5813048E+12 0.6962749E+12
   0.048 0.7058486E+06 0.7915787E+12 0.5981130E+12 0.7152280E+12
   0.049 0.7808602E+06 0.8139241E+12 0.6150054E+12 0.7346909E+12
   0.050 0.8616957E+06 0.8347403E+12 0.6320989E+12 0.7550131E+12
   0.051 0.9494973E+06 0.8572017E+12 0.6491894E+12 0.7753738E+12
   0.052 0.1043621E+07 0.8797421E+12 0.6651723E+12 0.7955313E+12
   0.053 0.1145488E+07 0.9024249E+12 0.6823965E+12 0.8161078E+12
   0.054 0.1255023E+07 0.9252256E+12 0.6997315E+12 0.8368109E+12
   0.055 0.1371850E+07 0.9464937E+12 0.7173134E+12 0.8577106E+12
   0.056 0.1497757E+07 0.9693751E+12 0.7348427E+12 0.8786274E+12
   0.057 0.1632420E+07 0.9914595E+12 0.7525900E+12 0.8994309E+12
   0.058 0.1776471E+07 0.1014444E+13 0.7703002E+12 0.9205260E+12
   0.059 0.1930256E+07 0.1037521E+13 0.7876967E+12 0.9417829E+12
   0.060 0.2094214E+07 0.1060247E+13 0.8049240E+12 0.9632088E+12
   0.061 0.2268855E+07 0.1083406E+13 0.8227874E+12 0.9845830E+12
   0.062 0.2454684E+07 0.1106634E+13 0.8407254E+12 0.1006047E+13
   0.063 0.2651377E+07 0.1127440E+13 0.8587343E+12 0.1027427E+13
   0.064 0.2860875E+07 0.1150601E+13 0.8767785E+12 0.1049015E+13
   0.065 0.3083077E+07 0.1173809E+13 0.8948839E+12 0.1070679E+13
   0.066 0.3318456E+07 0.1197140E+13 0.9127208E+12 0.1092157E+13
   0.067 0.3567541E+07 0.1220048E+13 0.9309668E+12 0.1113720E+13
   0.068 0.3830912E+07 0.1243335E+13 0.9491900E+12 0.1135534E+13
   0.069 0.4108296E+07 0.1265666E+13 0.9675416E+12 0.1157481E+13
   0.070 0.4401813E+07 0.1288921E+13 0.9858382E+12 0.1179404E+13
   0.071 0.4711184E+07 0.1312164E+13 0.1003816E+13 0.1201421E+13
   0.072 0.5037217E+07 0.1335442E+13 0.1022151E+13 0.1223432E+13
   0.073 0.5380142E+07 0.1358739E+13 0.1040571E+13 0.1244907E+13
   0.074 0.5740196E+07 0.1382538E+13 0.1058068E+13 0.1264109E+13
   0.075 0.6119391E+07 0.1405169E+13 0.1076522E+13 0.1285485E+13
   0.076 0.6517272E+07 0.1427021E+13 0.1095162E+13 0.1305865E+13
   0.077 0.6935466E+07 0.1450180E+13 0.1113534E+13 0.1327692E+13
   0.078 0.7374061E+07 0.1473296E+13 0.1131927E+13 0.1349423E+13
   0.079 0.7833685E+07 0.1496414E+13 0.1150303E+13 0.1371260E+13
   0.080 0.8313825E+07 0.1516641E+13 0.1168139E+13 0.1393538E+13
   0.081 0.8817629E+07 0.1539753E+13 0.1185941E+13 0.1414580E+13
   0.082 0.9344679E+07 0.1562651E+13 0.1204229E+13 0.1436392E+13
   0.083 0.9895613E+07 0.1585511E+13 0.1222502E+13 0.1458196E+13
   0.084 0.1047131E+08 0.1608346E+13 0.1240770E+13 0.1480005E+13
   0.085 0.1107231E+08 0.1631139E+13 0.1259018E+13 0.1501801E+13
   0.086 0.1169958E+08 0.1653902E+13 0.1277257E+13 0.1523598E+13
   0.087 0.1235382E+08 0.1676632E+13 0.1295480E+13 0.1545390E+13
   0.088 0.1303434E+08 0.1698565E+13 0.1313744E+13 0.1567234E+13
   0.089 0.1374473E+08 0.1721174E+13 0.1331925E+13 0.1589003E+13
   0.090 0.1448447E+08 0.1743741E+13 0.1350085E+13 0.1610761E+13
   0.091 0.1525434E+08 0.1766263E+13 0.1368220E+13 0.1632504E+13
   0.092 0.1605500E+08 0.1788716E+13 0.1386312E+13 0.1654211E+13
   0.093 0.1688762E+08 0.1811129E+13 0.1404385E+13 0.1675911E+13
   0.094 0.1775288E+08 0.1833486E+13 0.1422427E+13 0.1697589E+13
   0.095 0.1865144E+08 0.1855772E+13 0.1440420E+13 0.1719228E+13
   0.096 0.1958446E+08 0.1878002E+13 0.1458379E+13 0.1740844E+13
   0.097 0.2054928E+08 0.1898362E+13 0.1476405E+13 0.1762644E+13
   0.098 0.2155352E+08 0.1920403E+13 0.1494292E+13 0.1784212E+13
   0.099 0.2259477E+08 0.1942380E+13 0.1512137E+13 0.1805748E+13
   0.100 0.2367393E+08 0.1964288E+13 0.1529941E+13 0.1827245E+13
   0.101 0.2479195E+08 0.1986136E+13 0.1547700E+13 0.1848705E+13
   0.102 0.2594975E+08 0.2007916E+13 0.1565414E+13 0.1870127E+13
   0.103 0.2714828E+08 0.2029627E+13 0.1583081E+13 0.1891508E+13
   0.104 0.2838849E+08 0.2051268E+13 0.1600701E+13 0.1912846E+13
   0.105 0.2967134E+08 0.2072838E+13 0.1618272E+13 0.1934140E+13
   0.106 0.3099780E+08 0.2094336E+13 0.1635791E+13 0.1955389E+13
   0.107 0.3236885E+08 0.2115760E+13 0.1653258E+13 0.1976590E+13
   0.108 0.3378550E+08 0.2137111E+13 0.1670670E+13 0.1997743E+13
   0.109 0.3524874E+08 0.2158389E+13 0.1688028E+13 0.2018847E+13
   0.110 0.3675959E+08 0.2179592E+13 0.1705329E+13 0.2039900E+13
   0.111 0.3831857E+08 0.2199927E+13 0.1722491E+13 0.2061021E+13
   0.112 0.3992776E+08 0.2220945E+13 0.1739673E+13 0.2081976E+13
   0.113 0.4158765E+08 0.2241879E+13 0.1756796E+13 0.2102880E+13
   0.114 0.4328828E+08 0.2258978E+13 0.1774224E+13 0.2124008E+13
   0.115 0.4505246E+08 0.2279617E+13 0.1791240E+13 0.2144811E+13
   0.116 0.4687048E+08 0.2300162E+13 0.1808193E+13 0.2165554E+13
   0.117 0.4874346E+08 0.2320612E+13 0.1825084E+13 0.2186236E+13
   0.118 0.5067247E+08 0.2340969E+13 0.1841912E+13 0.2206853E+13
   0.119 0.5265862E+08 0.2361231E+13 0.1858677E+13 0.2227402E+13
   0.120 0.5470302E+08 0.2381395E+13 0.1875378E+13 0.2247884E+13
   0.121 0.5680679E+08 0.2401462E+13 0.1892013E+13 0.2268296E+13
   0.122 0.5897106E+08 0.2421431E+13 0.1908584E+13 0.2288639E+13
   0.123 0.6119698E+08 0.2441303E+13 0.1925088E+13 0.2308913E+13
   0.124 0.6348569E+08 0.2461076E+13 0.1941525E+13 0.2329118E+13
   0.125 0.6583838E+08 0.2480750E+13 0.1957894E+13 0.2349254E+13
   0.126 0.6825621E+08 0.2500323E+13 0.1974195E+13 0.2369322E+13
   0.127 0.7074040E+08 0.2519791E+13 0.1990425E+13 0.2389321E+13
   0.128 0.7329214E+08 0.2539156E+13 0.2006582E+13 0.2409245E+13
   0.129 0.7591262E+08 0.2558419E+13 0.2022666E+13 0.2429095E+13
   0.130 0.7860308E+08 0.2577581E+13 0.2038673E+13 0.2448868E+13
   0.131 0.8136472E+08 0.2596644E+13 0.2054603E+13 0.2468566E+13
   0.132 0.8419879E+08 0.2615606E+13 0.2070453E+13 0.2488187E+13
   0.133 0.8710652E+08 0.2634470E+13 0.2086225E+13 0.2507731E+13
   0.134 0.9008918E+08 0.2653237E+13 0.2101917E+13 0.2527200E+13
   0.135 0.9314802E+08 0.2671906E+13 0.2117528E+13 0.2546592E+13
   0.136 0.9628430E+08 0.2690477E+13 0.2133057E+13 0.2565908E+13
   0.137 0.9949931E+08 0.2708950E+13 0.2148505E+13 0.2585148E+13
   0.138 0.1027944E+09 0.2727323E+13 0.2163867E+13 0.2604313E+13
   0.139 0.1061707E+09 0.2745586E+13 0.2179142E+13 0.2623405E+13
   0.140 0.1096285E+09 0.2763732E+13 0.2194325E+13 0.2642416E+13
   0.141 0.1131702E+09 0.2781763E+13 0.2209419E+13 0.2661348E+13
   0.142 0.1167970E+09 0.2799679E+13 0.2224422E+13 0.2680199E+13
   0.143 0.1205104E+09 0.2817482E+13 0.2239336E+13 0.2698971E+13
   0.144 0.1243117E+09 0.2835169E+13 0.2254161E+13 0.2717664E+13
   0.145 0.1282022E+09 0.2852743E+13 0.2268897E+13 0.2736279E+13
   0.146 0.1321833E+09 0.2870202E+13 0.2283544E+13 0.2754815E+13
   0.147 0.1362564E+09 0.2887543E+13 0.2298104E+13 0.2773270E+13
   0.148 0.1404230E+09 0.2904761E+13 0.2312578E+13 0.2791641E+13
   0.149 0.1446843E+09 0.2921858E+13 0.2326966E+13 0.2809930E+13
   0.150 0.1490307E+09 0.2938532E+13 0.2341713E+13 0.2824111E+13
   0.151 0.1534861E+09 0.2955377E+13 0.2355940E+13 0.2842170E+13
   0.152 0.1580407E+09 0.2972098E+13 0.2370081E+13 0.2860145E+13
   0.153 0.1626957E+09 0.2988697E+13 0.2384135E+13 0.2878038E+13
   0.154 0.1674527E+09 0.3005175E+13 0.2398103E+13 0.2895850E+13
   0.155 0.1723131E+09 0.3021534E+13 0.2411985E+13 0.2913579E+13
   0.156 0.1772785E+09 0.3037774E+13 0.2425782E+13 0.2931227E+13
   0.157 0.1823503E+09 0.3053898E+13 0.2439494E+13 0.2948794E+13
   0.158 0.1875299E+09 0.3069906E+13 0.2453120E+13 0.2966280E+13
   0.159 0.1928189E+09 0.3085800E+13 0.2466661E+13 0.2983686E+13
   0.160 0.1982187E+09 0.3101580E+13 0.2480116E+13 0.3001012E+13
   0.161 0.2037310E+09 0.3117248E+13 0.2493488E+13 0.3018258E+13
   0.162 0.2093572E+09 0.3132805E+13 0.2506775E+13 0.3035425E+13
   0.163 0.2150989E+09 0.3148251E+13 0.2519979E+13 0.3052512E+13
   0.164 0.2209576E+09 0.3163589E+13 0.2533100E+13 0.3069521E+13
   0.165 0.2269348E+09 0.3178819E+13 0.2546139E+13 0.3086451E+13
   0.166 0.2330321E+09 0.3193943E+13 0.2559097E+13 0.3103296E+13
   0.167 0.2392511E+09 0.3208963E+13 0.2571974E+13 0.3120053E+13
   0.168 0.2455933E+09 0.3223879E+13 0.2584772E+13 0.3136724E+13
   0.169 0.2520604E+09 0.3238693E+13 0.2597491E+13 0.3153308E+13
   0.170 0.2586539E+09 0.3253405E+13 0.2610131E+13 0.3169807E+13
   0.171 0.2653755E+09 0.3268016E+13 0.2622693E+13 0.3186220E+13
   0.172 0.2722268E+09 0.3282528E+13 0.2635177E+13 0.3202547E+13
   0.173 0.2792095E+09 0.3296942E+13 0.2647585E+13 0.3218787E+13
   0.174 0.2863252E+09 0.3311259E+13 0.2659916E+13 0.3234942E+13
   0.175 0.2935755E+09 0.3325480E+13 0.2672172E+13 0.3251012E+13
   0.176 0.3009622E+09 0.3339603E+13 0.2684352E+13 0.3266995E+13
   0.177 0.3084868E+09 0.3353626E+13 0.2696458E+13 0.3282895E+13
   0.178 0.3161512E+09 0.3367551E+13 0.2708491E+13 0.3298709E+13
   0.179 0.3239569E+09 0.3381375E+13 0.2720451E+13 0.3314439E+13
   0.180 0.3319057E+09 0.3395099E+13 0.2732340E+13 0.3330085E+13
   0.181 0.3399994E+09 0.3408724E+13 0.2744156E+13 0.3345646E+13
   0.182 0.3482399E+09 0.3422250E+13 0.2755902E+13 0.3361122E+13
   0.183 0.3566287E+09 0.3435678E+13 0.2767577E+13 0.3376513E+13
   0.184 0.3651677E+09 0.3449008E+13 0.2779182E+13 0.3391820E+13
   0.185 0.3738587E+09 0.3462240E+13 0.2790718E+13 0.3407041E+13
   0.186 0.3827033E+09 0.3475376E+13 0.2802185E+13 0.3422179E+13
   0.187 0.3917034E+09 0.3488415E+13 0.2813574E+13 0.3437233E+13
   0.188 0.4008606E+09 0.3501359E+13 0.2824884E+13 0.3452205E+13
   0.189 0.4101769E+09 0.3514207E+13 0.2836115E+13 0.3467094E+13
   0.190 0.4196540E+09 0.3526961E+13 0.2847267E+13 0.3481902E+13
   0.191 0.4292937E+09 0.3539621E+13 0.2858341E+13 0.3496627E+13
   0.192 0.4390980E+09 0.3552188E+13 0.2869336E+13 0.3511270E+13
   0.193 0.4490685E+09 0.3564662E+13 0.2880253E+13 0.3525830E+13
   0.194 0.4592072E+09 0.3577044E+13 0.2891092E+13 0.3540306E+13
   0.195 0.4695159E+09 0.3589334E+13 0.2901855E+13 0.3554698E+13
   0.196 0.4799964E+09 0.3601533E+13 0.2912541E+13 0.3569006E+13
   0.197 0.4906505E+09 0.3613644E+13 0.2923151E+13 0.3583231E+13
   0.198 0.5014801E+09 0.3625667E+13 0.2933685E+13 0.3597372E+13
   0.199 0.5124869E+09 0.3637602E+13 0.2944143E+13 0.3611430E+13
   0.200 0.5236729E+09 0.3649450E+13 0.2954526E+13 0.3625406E+13
